date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KN%,wFS/C,wKN/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2024/04/09,6:10 PM.,4,L,CWS,CLE,home,Cloudy.,75,647336,7,5,0,0,1,12,5,8,33,2,5,13,647336,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.59,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,77.0,92.0,88.0,103.0,98.0,96.0,0.212,0.366,0.097,-1.33,0.39,-3.52,82.1,92.3,81.9,0.289,0.518,0.087,0.168,0.317,0.417,0.321,0.643,0.13,3.2,4,4,4,3,4,1,79,43,6.14,671106,Logan Allen,4.0,5,4,96.0,98.0,95.0,,,,,,,0.325,,,0.28,,,93.5,,,0.195,0.354,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/10,6:11 PM.,4,W,CWS,CLE,home,Cloudy.,55,607200,6,7,1,0,3,5,5,8,36,1,7,14,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,76.0,105.0,93.0,126.0,101.0,106.0,0.308,0.202,0.164,0.59,1.28,-0.54,87.7,93.0,83.5,0.25,0.358,0.202,,,,0.228,0.351,0.165,5.0,4,5,4,3,3,3,93,56,4.30,676440,Tanner Bibee,4.1,5,2,17.0,112.0,76.0,,,,78.0,104.0,97.0,0.003,0.323,,-6.18,0.43,,92.9,89.9,,0.5,0.5,0.0,0.262,0.47,0.232,,,,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/13,12:10 PM.,5,L,NYY,CLE,home,Sunny.,49,657376,3,2,2,0,0,11,7,5,29,0,1,16,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,83.0,94.0,85.0,136.0,94.0,102.0,0.21,0.252,0.006,-0.75,1.21,-13.05,87.1,94.3,85.2,0.267,0.483,0.203,,,,0.667,1.0,0.0,5.0,3,2,1,5,7,0,85,50,3.68,471911,Carlos Carrasco,4.2,1,2,,,,150.0,102.0,113.0,106.0,102.0,100.0,,0.35,0.182,,0.53,0.89,,92.4,83.8,,,,0.256,0.38,0.322,0.143,0.19,0.33,0.21,0.323,0.297,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/13,6:11 PM.,5,L,NYY,CLE,home,Clear.,56,547001,8,2,1,0,2,6,1,7,32,0,2,12,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,78.0,103.0,93.0,133.0,92.0,101.0,0.247,0.172,0.198,2.57,1.24,1.71,86.9,92.6,81.2,0.194,0.387,0.063,,,,0.188,0.188,0.2,6.0,6,1,1,0,4,1,77,50,1.50,663474,Triston McKenzie,4.0,5,1,78.0,95.0,92.0,,,,,,,0.284,,,0.76,,,93.3,,,0.176,0.176,0.195,,,,0.333,0.667,0.2,0.214,0.214,0.185,100.0,107.0,100.0,0.099,-1.44,78.3,,,,,,,,,,,,,,,,,,
2024/04/14,1:40 PM.,5,W,NYY,CLE,home,Sunny.,71,641482,7,8,2,0,3,13,2,9,39,0,8,18,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.168,0.097,1.37,-1.27,-0.89,83.6,90.3,78.2,0.143,0.143,0.316,0.364,0.727,0.167,0.226,0.369,0.326,4.0,5,4,4,1,6,2,94,63,4.50,671106,Logan Allen,5.2,4,4,99.0,103.0,100.0,,,,109.0,100.0,102.0,0.442,0.28,,0.25,1.32,,92.1,87.5,,0.235,0.443,0.215,0.249,0.378,0.251,,,,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/15,11:13 AM.,6,W,BOS,CLE,away,Partly Cloudy.,60,676710,0,6,2,1,1,8,1,9,35,1,5,11,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,100.0,99.0,102.0,,0.185,,,-0.56,,,,80.8,,,,,,,,,,5.2,2,0,0,0,6,0,92,63,0.42,675540,Xzavion Curry,5.0,0,3,109.0,109.0,112.0,98.0,97.0,99.0,114.0,104.0,104.0,0.337,0.32,0.072,-0.43,0.55,1.14,92.6,87.5,77.3,0.255,0.5,0.198,0.216,0.418,0.265,0.143,0.171,0.219,0.222,0.437,0.263,,,,,,,,87.0,102.0,106.0,0.086,,0.47,,82.4,0.192,0.26,0.404,,,,,,
2024/04/16,7:11 PM.,6,W,BOS,CLE,away,Partly Cloudy.,64,676477,7,10,3,0,1,7,6,14,44,1,9,23,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,112.0,0.227,0.296,0.283,-0.25,2.3,1.81,84.4,93.4,82.4,0.333,0.4,0.167,0.091,0.091,0.103,0.174,0.217,0.204,4.0,3,2,2,1,1,0,54,36,1.96,676440,Tanner Bibee,5.0,1,3,,,,,,,77.0,96.0,93.0,,0.193,,,-1.84,,,86.6,,,,,0.308,0.692,0.207,,,,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/17,7:11 PM.,6,L,BOS,CLE,away,Cloudy.,51,656557,2,0,0,0,0,9,0,3,29,0,0,3,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,0.414,,0.67,0.54,,,93.5,83.2,0.27,0.325,0.142,,,,,,,9.0,3,0,0,0,9,0,94,69,1.35,594902,Ben Lively,5.0,2,7,,,,,,,95.0,93.0,93.0,,0.015,,,-0.95,,,87.1,,,,,0.2,0.4,0.235,,,,0.23,0.357,0.302,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,0.195,0.265,0.208,,,,,,
2024/04/18,1:36 PM.,6,W,BOS,CLE,away,Cloudy.,48,657514,4,5,2,0,0,6,2,8,34,1,5,14,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,4.06,3.88,51.0,97.0,92.0,93.0,0.802,9.88,3.88,8.82,1.06,1.37,0.225,0.401,0.162,0.31,0.489,,,,84.0,103.0,93.0,82.0,98.0,98.0,0.466,0.071,,0.17,1.71,,,91.4,84.2,0.29,0.47,0.17,0.25,0.375,0.25,,,,2.0,0,0,0,1,2,0,21,15,1.23,471911,Carlos Carrasco,5.2,2,5,,,,,,,132.0,88.0,81.0,,0.112,,,-0.74,,,86.8,,,,,0.364,0.455,0.086,0.197,0.316,0.312,,,,92.0,93.0,97.0,0.352,-0.62,78.9,,,,,,,,,,,,,,,,,,
2024/04/19,7:10 PM.,7,W,OAK,CLE,home,Partly Cloudy.,55,671212,2,10,2,0,2,3,4,9,32,1,9,5,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,,,,,,,140.0,103.0,117.0,,0.373,,,0.1,,,,87.7,,,,0.164,0.224,0.379,,,,6.0,5,7,7,4,3,1,87,49,7.23,663474,Triston McKenzie,5.0,1,6,108.0,85.0,86.0,,,,,,,0.59,,,-0.77,,,97.7,,,0.27,0.39,0.253,,,,,,,0.4,0.8,0.25,110.0,75.0,87.0,0.037,0.56,80.4,,,,,,,,,,,,,,,,,,
2024/04/20,6:10 PM.,7,W,OAK,CLE,home,Partly Cloudy.,47,622072,3,6,4,0,1,8,1,14,37,2,6,21,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,82.0,99.0,93.0,74.0,94.0,90.0,0.462,0.315,0.224,-1.92,-0.4,-2.67,84.5,90.5,81.4,0.351,0.635,0.199,0.205,0.25,0.288,0.4,0.6,0.161,5.0,8,4,4,1,4,1,86,57,7.89,671106,Logan Allen,5.1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,7,W,OAK,CLE,home,Cloudy.,44,548389,2,6,4,0,1,8,2,7,31,0,6,12,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,90.0,102.0,90.0,121.0,108.0,112.0,0.142,0.134,0.176,-0.67,-1.89,-1.87,82.7,90.2,84.7,0.39,0.441,0.078,0.328,0.5,0.157,0.333,0.52,0.241,5.0,5,3,3,1,4,1,85,55,5.34,676440,Tanner Bibee,5.2,2,8,62.0,100.0,87.0,89.0,105.0,106.0,80.0,107.0,92.0,0.303,0.159,0.086,-0.05,0.67,-1.1,91.7,87.5,76.3,0.244,0.422,0.175,0.245,0.367,0.156,0.364,0.455,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/23,6:09 PM.,8,W,BOS,CLE,home,Overcast.,53,656557,1,4,2,0,1,6,6,7,29,1,4,15,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,0.414,,0.67,0.54,,,93.5,83.2,0.27,0.325,0.142,,,,,,,6.0,5,2,2,3,4,0,91,62,1.65,594902,Ben Lively,6.1,1,7,,,,,,,95.0,93.0,93.0,,0.015,,,-0.95,,,87.1,,,,,0.2,0.4,0.235,,,,0.23,0.357,0.302,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,0.195,0.265,0.208,,,,,,
2024/04/24,6:10 PM.,8,L,BOS,CLE,home,Cloudy.,43,681867,8,0,1,0,0,7,0,4,30,1,0,7,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,102.0,108.0,100.0,110.0,95.0,99.0,0.297,0.288,0.261,0.48,-1.92,0.55,84.4,89.1,77.1,0.33,0.511,0.073,0.429,0.857,0.154,0.256,0.338,0.171,5.0,3,0,0,0,3,0,72,48,2.38,471911,Carlos Carrasco,5.0,5,4,,,,,,,79.0,103.0,93.0,,0.154,,,0.64,,,86.4,,,,,0.163,0.306,0.294,,,,0.287,0.479,0.207,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/25,1:10 PM.,8,W,BOS,CLE,home,Partly Cloudy.,47,502624,4,6,1,0,2,2,6,8,28,4,5,13,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.4,4.49,58.1,100.0,106.0,99.0,0.779,6.48,3.24,8.49,1.85,0.61,0.239,0.388,0.197,0.287,0.414,120.0,105.0,110.0,80.0,88.0,78.0,121.0,98.0,100.0,0.017,0.152,0.304,3.37,0.48,0.94,83.9,92.7,80.5,0.0,0.0,0.143,,,,0.176,0.351,0.278,1.2,3,5,5,3,0,2,53,30,5.52,663474,Triston McKenzie,4.0,2,7,76.0,94.0,83.0,,,,103.0,100.0,98.0,0.149,0.339,,-3.8,-1.19,,93.6,88.8,,0.367,0.6,0.222,0.319,0.611,0.201,0.0,0.0,0.333,0.186,0.326,0.253,89.0,96.0,89.0,0.04,1.35,78.9,,,,,,,,,,,,,,,,,,
2024/04/26,7:20 PM.,9,L,ATL,CLE,away,Cloudy.,78,519242,6,2,1,0,1,9,1,5,33,2,2,12,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.403,0.147,-1.99,2.16,2.97,87.1,94.2,78.6,0.327,0.551,0.133,0.171,0.236,0.427,0.159,0.195,0.236,7.0,2,1,1,1,6,1,95,67,3.69,671106,Logan Allen,4.2,4,5,96.0,105.0,101.0,,,,,,,0.378,,,-0.12,,,94.8,,,0.281,0.443,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/27,7:20 PM.,9,W,ATL,CLE,away,Partly Cloudy.,73,450203,2,4,2,0,0,9,4,8,37,2,3,17,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,79.0,96.0,88.0,,,,0.099,,0.11,0.39,,-1.38,85.0,93.5,,0.333,0.433,0.07,,,,0.292,0.6,0.333,7.0,4,0,0,1,6,0,91,63,3.60,676440,Tanner Bibee,7.0,0,9,72.0,99.0,90.0,,,,73.0,92.0,86.0,0.289,0.078,,-1.4,-0.75,,94.1,88.5,,0.281,0.517,0.193,0.286,0.571,0.149,0.2,0.309,0.342,,,,122.0,98.0,108.0,0.424,0.78,81.5,,,,,,,,,,,,,,,,,,
2024/04/28,1:36 PM.,9,L,ATL,CLE,away,Partly Cloudy.,76,693821,4,3,0,0,0,5,4,10,34,3,2,18,693821,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,5.04,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,66.0,99.0,89.0,135.0,104.0,118.0,0.426,0.315,0.132,-1.07,-1.07,-0.05,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,5.1,4,2,2,4,2,0,85,48,1.50,594902,Ben Lively,4.1,1,5,46.0,97.0,85.0,,,,,,,0.127,,,-3.26,,,91.5,,,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/30,7:10 PM.,10,L,HOU,CLE,away,Roof Closed.,73,686613,10,9,1,1,3,15,6,7,36,0,9,20,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.051,0.126,0.92,1.7,0.95,88.4,95.6,89.1,0.275,0.321,0.161,0.2,0.2,0.236,0.221,0.26,0.296,5.1,5,6,6,2,7,2,97,55,9.78,471911,Carlos Carrasco,4.0,8,3,110.0,101.0,102.0,127.0,100.0,106.0,90.0,103.0,101.0,0.347,0.17,0.125,0.16,0.14,-0.79,96.0,92.4,82.9,0.244,0.413,0.288,0.23,0.363,0.216,0.237,0.421,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,
