date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/04/09,6:38 PM.,4,L,TB,LAA,home,Clear.,77,650644,6,4,1,0,1,7,4,7,34,1,3,14,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,5.0,4,3,2,1,4,1,78,53,2.12,663776,Patrick Sandoval,5.0,3,6,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,,,,,,,
2024/04/10,1:08 PM.,4,L,TB,LAA,home,Sunny.,80,641793,4,2,2,0,1,12,3,9,35,1,2,16,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,,0.399,,,,-0.6,0.45,,,,,91.6,85.7,,,,,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,0.406,0.594,0.115,4.1,6,1,1,3,4,0,99,62,1.17,667755,José Soriano,4.0,4,6,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,,,,,,,,,,
2024/04/12,7:12 PM.,5,W,BOS,LAA,away,Partly Cloudy.,54,656557,0,7,2,0,1,6,0,12,40,0,6,16,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,0.015,0.414,,,-0.95,0.67,0.54,,,87.1,,93.5,83.2,,0.2,0.4,0.235,,,,,,,,,,0.27,0.325,0.142,0.23,0.357,0.302,5.2,12,7,4,0,2,1,98,68,2.04,672282,Reid Detmers,6.1,0,7,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,,,,,,
2024/04/13,4:10 PM.,5,L,BOS,LAA,away,Cloudy.,54,681867,7,2,0,0,1,10,2,8,34,0,2,16,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,0.154,0.288,,0.261,0.64,0.48,-1.92,,0.55,86.4,84.4,89.1,77.1,,0.163,0.306,0.294,,,,0.429,0.857,0.154,0.256,0.338,0.171,0.33,0.511,0.073,0.287,0.479,0.207,4.0,5,2,2,1,4,1,83,55,4.50,656288,Griffin Canning,4.0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/14,1:36 PM.,5,L,BOS,LAA,away,Sunny.,59,678394,5,4,0,1,1,11,3,9,33,1,4,19,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,,0.28,,0.269,,-0.24,-0.58,,0.15,,87.6,95.7,86.8,,,,,,,,0.268,0.401,0.343,0.177,0.354,0.369,0.309,0.44,0.111,,,,5.1,6,2,2,2,8,1,107,72,3.92,542881,Tyler Anderson,4.1,3,4,74.0,108.0,101.0,0.048,0.25,95.6,0.12,0.16,0.218,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/15,6:50 PM.,6,W,TB,LAA,away,Dome.,72,621107,3,7,3,0,2,6,3,13,38,0,7,14,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.282,0.097,0.188,0.061,1.54,0.0,0.46,-1.27,0.21,88.2,85.6,91.7,79.7,78.8,0.214,0.345,0.223,0.291,0.472,0.333,,,,0.188,0.354,0.105,0.293,0.404,0.133,0.236,0.473,0.203,6.1,6,0,0,0,5,0,76,54,4.63,663776,Patrick Sandoval,5.0,1,3,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/16,6:50 PM.,6,L,TB,LAA,away,Dome.,72,650644,7,6,0,0,2,13,2,6,43,5,5,15,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.322,0.163,0.156,,1.08,0.06,-1.03,-1.36,,88.1,,92.6,80.5,77.1,0.232,0.394,0.233,0.25,0.479,0.275,0.25,0.375,0.438,,,,0.241,0.421,0.158,0.267,0.467,0.272,6.0,5,3,3,0,8,2,101,65,2.74,667755,José Soriano,5.0,1,6,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,,,,,,,
2024/04/17,6:51 PM.,6,W,TB,LAA,away,Dome.,72,641793,4,5,1,0,1,9,2,12,38,4,5,15,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,,0.399,,,,-0.6,0.45,,,,,91.6,85.7,,,,,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,0.406,0.594,0.115,5.2,8,3,3,0,7,1,107,76,2.14,672282,Reid Detmers,5.1,1,4,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,,,,,,,,,,
2024/04/18,1:10 PM.,6,L,TB,LAA,away,Dome.,72,686752,2,1,0,0,0,11,3,6,31,2,1,17,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.06,0.173,0.027,0.235,-0.88,,0.51,-1.47,-0.47,91.6,85.8,,89.0,80.6,0.276,0.586,0.141,0.167,0.167,0.5,0.267,0.407,0.317,0.216,0.353,0.286,,,,,,,6.0,3,1,1,3,7,0,92,56,4.37,656288,Griffin Canning,5.1,2,4,115.0,98.0,102.0,0.506,1.07,94.9,0.181,0.33,0.316,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/19,6:40 PM.,7,L,CIN,LAA,away,Clear.,61,666157,7,1,2,0,0,9,1,7,33,3,1,14,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,111.0,97.0,93.0,,,,,,,0.133,,,0.273,0.164,,0.99,,-0.75,-0.21,,88.1,94.1,,81.7,,,,0.217,0.302,0.429,,,,0.232,0.39,0.259,0.234,0.453,0.183,,,,6.1,7,1,1,0,6,0,80,57,0.75,542881,Tyler Anderson,7.0,1,2,119.0,103.0,97.0,0.43,0.11,94.1,0.241,0.407,0.23,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/20,6:40 PM.,7,L,CIN,LAA,away,Partly Cloudy.,54,668933,7,5,1,0,1,7,3,7,34,0,5,12,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,,0.03,-1.57,-2.72,1.37,,-3.78,95.6,90.5,94.8,88.4,,0.329,0.52,0.161,,,,0.145,0.217,0.372,0.333,0.333,0.2,0.333,0.5,0.119,,,,5.0,5,5,5,3,4,1,88,53,5.24,663776,Patrick Sandoval,4.0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:41 PM.,7,L,CIN,LAA,away,Cloudy.,49,593423,3,0,0,0,0,6,5,6,31,0,0,20,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,0.191,0.187,0.107,,,-1.4,1.13,-1.94,,,90.4,,94.8,85.4,,0.326,0.609,0.223,,,,0.288,0.577,0.325,,,,0.248,0.407,0.113,,,,0.2,0,0,0,1,0,0,16,11,4.19,667755,José Soriano,6.0,0,7,83.0,105.0,98.0,0.332,-0.02,95.6,0.206,0.367,0.231,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,,,,,,,,,
2024/04/22,6:38 PM.,8,L,BAL,LAA,home,Cloudy.,59,544150,4,2,1,0,1,8,4,8,32,0,2,19,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,,,,,,,74.0,99.0,92.0,,0.195,,0.132,0.172,0.73,,,0.41,-0.5,86.3,86.1,,,79.0,0.24,0.365,0.308,0.174,0.348,0.252,,,,0.274,0.434,0.228,,,,,,,5.2,4,0,0,2,5,0,89,52,0.00,672282,Reid Detmers,7.0,4,4,90.0,101.0,96.0,0.5,-0.36,94.8,0.276,0.469,0.228,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/23,6:38 PM.,8,W,BAL,LAA,home,Partly Cloudy.,66,680570,4,7,5,0,1,12,2,11,32,0,7,11,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,,0.158,0.155,0.21,,5.3,-0.96,0.29,1.63,,83.1,96.1,86.5,81.3,,,,0.26,0.38,0.241,0.25,0.563,0.361,0.161,0.306,0.348,0.167,0.333,0.294,,,,4.1,11,7,7,1,7,1,82,55,4.45,656288,Griffin Canning,5.0,3,4,113.0,102.0,106.0,0.465,-0.38,96.1,0.291,0.413,0.269,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/24,1:07 PM.,8,L,BAL,LAA,home,Cloudy.,67,665152,6,5,0,0,3,16,2,6,32,1,5,3,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.23,,0.114,,0.33,0.67,,0.29,,86.9,,92.3,,77.0,0.25,0.355,0.237,0.225,0.3,0.198,,,,,,,0.247,0.353,0.072,,,,5.1,3,2,2,1,10,1,101,66,4.61,542881,Tyler Anderson,5.0,2,7,91.0,100.0,99.0,0.32,-0.18,93.4,0.245,0.503,0.232,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,,,,,,,,,
2024/04/26,6:40 PM.,9,L,MIN,LAA,home,Partly Cloudy.,64,641927,5,3,2,0,0,10,6,5,31,0,3,14,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.195,0.118,0.011,0.294,-0.86,,2.03,4.57,1.98,86.2,83.4,,80.3,76.0,0.279,0.504,0.229,0.0,0.0,0.375,0.095,0.162,0.307,0.154,0.285,0.395,,,,,,,7.1,3,2,2,3,8,0,96,63,4.21,663776,Patrick Sandoval,5.2,3,4,81.0,104.0,96.0,0.381,-0.01,91.7,0.258,0.506,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/27,6:38 PM.,9,L,MIN,LAA,home,Clear.,67,663978,16,5,1,0,1,5,2,11,36,0,5,11,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,,,,71.0,97.0,96.0,,,,,,0.177,0.136,0.259,,,-0.21,-1.69,-1.51,,82.9,,85.9,78.2,,,,0.326,0.435,0.19,0.264,0.434,0.254,0.283,0.519,0.248,,,,,,,5.0,8,4,4,1,2,1,95,60,5.88,667755,José Soriano,1.2,4,1,79.0,111.0,103.0,0.429,0.63,93.3,0.277,0.4,0.243,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:09 PM.,9,L,MIN,LAA,home,Sunny.,73,641154,11,5,2,0,2,14,1,6,33,0,5,3,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,,0.219,0.1,0.201,,-2.77,-0.84,-1.28,-0.14,,88.5,94.5,84.5,82.4,,,,0.23,0.446,0.341,,,,0.281,0.359,0.249,0.426,0.639,0.142,0.239,0.436,0.331,5.0,4,4,4,1,8,2,87,55,4.83,672282,Reid Detmers,5.0,5,3,97.0,105.0,101.0,0.407,1.65,95.0,0.208,0.352,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/29,6:39 PM.,10,W,PHI,LAA,home,Clear.,71,650911,5,6,2,0,1,3,3,11,31,3,4,16,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,,0.357,2.59,-0.55,0.65,,1.56,86.5,85.1,94.5,84.4,,,,,,,,0.219,0.368,0.308,0.177,0.22,0.348,0.345,0.481,0.131,,,,5.0,7,4,4,2,1,1,75,42,3.68,656288,Griffin Canning,5.0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
