date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C
2024-05-29,745084,Lineout,field_out,True,663662,664126,Daz Cameron,Pete Fairbanks,0,ac8e7705-d899-4937-afce-02fea7c4da62,664126.0,petefairbanks,Fairbanks,Right,Pete Fairbanks,TBR,3.21,3.67,33.2,96.0,124.0,102.0,0.79,8.55,4.01,7.22,0.53,1.32,0.185,0.424,0.196,0.25,0.441,93.0,120.0,95.0,113.0,93.0,98.0,,,,137.0,99.0,106.0,,,,,0.532,,0.46,0.008,-0.09,,,2.43,-5.64,97.2,,94.9,,85.0,0.274,0.339,0.216,0.167,0.25,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745081,Flyout,field_out,True,663662,542888,Daz Cameron,Shawn Armstrong,0,722df29a-17c1-46d6-8e84-008cafa83dbb,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,,,,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,,0.53,-0.4,-2.52,-4.27,,93.2,90.1,,93.6,83.3,0.21,0.387,0.336,0.286,0.571,0.25,,,,0.424,0.492,0.09,,,,,,,,,,0.25,0.5,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745081,Flyout,field_out,True,663662,641302,Daz Cameron,Tyler Alexander,0,862831f5-dc1e-41a2-8ed1-33bd555ade08,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.283,0.604,0.241,0.31,0.5,0.128,0.308,0.513,0.186,0.238,0.238,0.029,,,,,,,,,,0.257,0.529,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745081,Strikeout,strikeout,True,663662,641302,Daz Cameron,Tyler Alexander,0,f0ac30cf-6aeb-44f5-ae0a-15555473e6d7,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.283,0.604,0.241,0.31,0.5,0.128,0.308,0.513,0.186,0.238,0.238,0.029,,,,,,,,,,0.257,0.529,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745081,Strikeout,strikeout,True,663662,687330,Daz Cameron,Kevin Kelly,0,61793889-1fac-4a06-a63e-0d052a17dcda,687330.0,kevinkelly,Kelly,Right,Kevin Kelly,TBR,3.83,3.31,40.0,103.0,116.0,102.0,0.81,8.78,1.13,8.55,1.35,1.94,0.241,0.371,0.207,0.276,0.473,,,,103.0,117.0,121.0,117.0,107.0,103.0,121.0,95.0,100.0,91.0,102.0,102.0,0.621,0.003,0.098,0.278,,-70.48,1.24,0.02,0.41,,90.7,87.7,,90.7,77.3,,,,0.158,0.316,0.347,,,,0.293,0.455,0.123,,,,,,,,,,0.154,0.154,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745081,Flyout,field_out,True,663662,664076,Daz Cameron,Garrett Cleavinger,1,b1fe52ca-4cbc-41bd-887b-8ac27f416352,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.43,4.3,39.1,95.0,114.0,100.0,0.726,11.44,4.81,7.32,0.69,1.28,0.229,0.427,0.177,0.313,0.408,,,,105.0,95.0,96.0,98.0,95.0,93.0,127.0,98.0,108.0,114.0,95.0,97.0,0.087,0.213,0.31,0.389,,1.12,1.15,-2.87,0.08,,96.1,90.8,,95.5,83.8,0.115,0.231,0.235,0.265,0.294,0.328,,,,0.364,0.636,0.148,,,,,,,,,,0.231,0.333,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,747111,Double,double,False,663662,519242,Daz Cameron,Chris Sale,1,1882e363-5a33-4f4a-8312-2d9ddbf61159,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.27,0.475,0.241,0.165,0.233,0.419,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,747111,Groundout,field_out,True,663662,519242,Daz Cameron,Chris Sale,0,41194a88-ba52-47a6-8797-8715d44ccb04,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.27,0.475,0.241,0.165,0.233,0.419,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,747111,Single,single,False,663662,623474,Daz Cameron,Jimmy Herget,0,d87d8dc2-45ea-4934-af8c-b8b74ea98022,623474.0,jimmyherget,Herget,Right,Jimmy Herget,ATL,3.68,2.6,7.1,95.0,70.0,98.0,0.754,7.36,2.45,9.82,1.23,0.46,0.304,0.391,0.261,0.174,0.433,66.0,83.0,95.0,24.0,97.0,96.0,46.0,93.0,81.0,62.0,79.0,79.0,,,,0.258,0.2,,0.108,0.058,4.96,,-3.53,3.8,5.46,92.4,,86.5,91.2,84.0,0.2,0.2,0.231,,,,,,,0.571,0.714,0.133,114.0,100.0,116.0,0.375,-1.59,77.8,0.231,0.462,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,747111,Groundout,field_out,True,663662,572955,Daz Cameron,Pierce Johnson,0,2ebca5dd-1a7c-41cd-849f-392fc338b215,572955.0,piercejohnson,Johnson,Right,Pierce Johnson,ATL,3.13,3.12,31.2,102.0,140.0,105.0,0.709,11.65,3.69,7.39,0.57,1.32,0.182,0.325,0.156,0.325,0.439,,,,96.0,93.0,88.0,,,,,,,104.0,33.0,39.0,,0.191,0.022,,,-0.29,-0.7,,,,95.5,92.2,,,,0.2,0.2,0.188,,,,,,,,,,152.0,106.0,111.0,0.787,0.86,85.6,0.228,0.347,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,747111,Groundout,field_out,True,663662,607481,Daz Cameron,Aaron Bummer,0,5c68b079-aa64-4091-b580-9ac06ee1cc91,607481.0,aaronbummer,Bummer,Left,Aaron Bummer,ATL,3.62,3.22,32.1,103.0,103.0,101.0,0.793,10.3,3.06,10.58,0.28,2.94,0.283,0.326,0.174,0.196,0.416,89.0,81.0,87.0,91.0,121.0,113.0,90.0,104.0,96.0,125.0,103.0,110.0,74.0,96.0,87.0,0.442,0.061,0.082,0.365,0.01,0.31,-4.51,-0.01,0.74,1.71,93.9,87.4,85.3,93.3,82.2,0.2,0.3,0.211,0.224,0.245,0.398,,,,0.37,0.463,0.116,123.0,99.0,103.0,0.039,-1.73,82.3,0.0,0.0,0.167,0.385,0.692,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,745654,Lineout,field_out,True,663662,669302,Daz Cameron,Logan Gilbert,0,a1d36d14-789c-4372-8fc1-6bddc9d500e1,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,0.085,1.7,83.0,0.154,0.282,0.324,0.232,0.435,0.255,0.136,1.26,84.1,,,,,,,109.0,96.0,100.0,0.082,0.164,0.468,,,,,,,,,,,,
2024-06-05,745654,Single,single,False,663662,669302,Daz Cameron,Logan Gilbert,0,6de04ced-2ce5-471f-94d3-92dc66bc5ede,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,0.085,1.7,83.0,0.154,0.282,0.324,0.232,0.435,0.255,0.136,1.26,84.1,,,,,,,109.0,96.0,100.0,0.082,0.164,0.468,,,,,,,,,,,,
2024-06-05,745654,Grounded Into DP,grounded_into_double_play,True,663662,669302,Daz Cameron,Logan Gilbert,1,9a26209d-e6d0-4091-89e5-35121b4b0032,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,0.085,1.7,83.0,0.154,0.282,0.324,0.232,0.435,0.255,0.136,1.26,84.1,,,,,,,109.0,96.0,100.0,0.082,0.164,0.468,,,,,,,,,,,,
2024-06-08,745652,Flyout,field_out,True,663662,592332,Daz Cameron,Kevin Gausman,0,b97a7b30-f031-40c2-847f-b9b861c8244e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.298,0.521,0.198,0.32,0.56,0.298,,,,0.278,0.444,0.087,,,,,,,,,,,,,0.327,-0.61,85.7,,,,,,,93.0,109.0,110.0,0.207,0.343,0.33,,,,,,,,,,,,
2024-06-08,745652,Flyout,field_out,True,663662,592332,Daz Cameron,Kevin Gausman,0,54022faa-3282-4bf9-970e-79655bf06cf0,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.298,0.521,0.198,0.32,0.56,0.298,,,,0.278,0.444,0.087,,,,,,,,,,,,,0.327,-0.61,85.7,,,,,,,93.0,109.0,110.0,0.207,0.343,0.33,,,,,,,,,,,,
2024-06-08,745652,Flyout,field_out,True,663662,592332,Daz Cameron,Kevin Gausman,0,2feda4c3-7a01-4ed4-87f1-5dc19de6060a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.298,0.521,0.198,0.32,0.56,0.298,,,,0.278,0.444,0.087,,,,,,,,,,,,,0.327,-0.61,85.7,,,,,,,93.0,109.0,110.0,0.207,0.343,0.33,,,,,,,,,,,,
2024-06-08,745652,Groundout,field_out,True,663662,592332,Daz Cameron,Kevin Gausman,0,a6a13a47-197c-49cf-b331-94d95e397476,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,,,,0.048,0.543,,0.082,,-0.1,,-1.31,-2.39,,93.9,,,93.5,83.1,0.298,0.521,0.198,0.32,0.56,0.298,,,,0.278,0.444,0.087,,,,,,,,,,,,,0.327,-0.61,85.7,,,,,,,93.0,109.0,110.0,0.207,0.343,0.33,,,,,,,,,,,,
2024-06-09,745651,Single,single,False,663662,670102,Daz Cameron,Bowden Francis,0,a7cb72c1-ce2c-4bb0-bb8e-b4f215ebdc38,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,98.0,102.0,103.0,,,,89.0,97.0,97.0,,,,,0.536,,0.059,,0.67,,,-7.31,,93.3,,,,83.8,0.233,0.442,0.182,0.4,1.1,0.294,,,,,,,103.0,95.0,100.0,0.284,-1.52,73.5,0.297,0.486,0.225,,,,0.121,-2.38,84.5,,,,,,,118.0,106.0,110.0,0.348,0.348,0.205,,,,,,,,,,,,
2024-06-09,745651,Flyout,field_out,True,663662,670102,Daz Cameron,Bowden Francis,0,a8d69f7e-aba7-4f5b-bda9-cf03e061a1a0,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,98.0,102.0,103.0,,,,89.0,97.0,97.0,,,,,0.536,,0.059,,0.67,,,-7.31,,93.3,,,,83.8,0.233,0.442,0.182,0.4,1.1,0.294,,,,,,,103.0,95.0,100.0,0.284,-1.52,73.5,0.297,0.486,0.225,,,,0.121,-2.38,84.5,,,,,,,118.0,106.0,110.0,0.348,0.348,0.205,,,,,,,,,,,,
2024-06-09,745651,Pop Out,field_out,True,663662,663878,Daz Cameron,Nate Pearson,0,dc6c95bd-fb55-4e4f-80a5-0fea01d499c9,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,125.0,91.0,94.0,107.0,107.0,112.0,130.0,101.0,112.0,,,,0.012,0.448,,0.412,,-2.31,,-30.79,0.95,,97.6,,,97.4,87.7,0.342,0.548,0.182,0.212,0.385,0.42,,,,0.667,2.667,0.167,132.0,92.0,102.0,0.127,-0.74,80.8,0.158,0.316,0.381,,,,0.002,16.57,88.3,,,,,,,76.0,153.0,162.0,,,,,,,,,,,,,,,
2024-06-10,745409,Flyout,field_out,True,663662,656302,Daz Cameron,Dylan Cease,0,0584fe2f-55c7-4bfd-af63-b876195b4b99,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,,,,113.0,101.0,105.0,113.0,89.0,90.0,,0.435,0.01,0.462,0.013,-0.1,-5.15,,1.62,-4.3,96.8,91.8,69.5,,87.1,0.244,0.445,0.225,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,0.242,0.455,0.333,0.25,1.0,0.0,,,,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,,,,,,,,,,
2024-06-10,745409,Strikeout,strikeout,True,663662,656302,Daz Cameron,Dylan Cease,0,7698a567-e049-4de3-8b50-3411baff68f4,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,124.0,97.0,104.0,,,,113.0,101.0,105.0,113.0,89.0,90.0,,0.435,0.01,0.462,0.013,-0.1,-5.15,,1.62,-4.3,96.8,91.8,69.5,,87.1,0.244,0.445,0.225,0.182,0.273,0.379,0.25,1.0,0.2,,,,,,,,,,0.242,0.455,0.333,0.25,1.0,0.0,,,,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,,,,,,,,,,,,,
