date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024-08-30,744969,Single,single,False,805779,592351,Jacob Wilson,Jon Gray,0,bfe61fb3-7859-4eaf-a4a5-c7053ecb6b78,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.71,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.142,0.366,0.457,72.0,100.0,94.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.071,-0.7,,0.78,-1.39,94.9,88.7,,88.6,0.311,0.443,0.15,0.213,0.344,0.334,0.257,0.543,0.19,,,,97.0,97.0,102.0,0.046,-0.68,78.9,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,744969,Flyout,field_out,True,805779,641540,Jacob Wilson,Dane Dunning,0,1814cfba-03b9-4a4b-ae52-7511615f63f0,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.38,5.45,90.1,98.0,82.0,94.0,0.783,8.47,3.89,8.97,1.69,1.15,0.16,0.506,0.13,0.349,0.424,84.0,94.0,86.0,40.0,103.0,90.0,79.0,101.0,97.0,103.0,100.0,96.0,0.376,0.029,0.236,0.129,-2.82,0.23,-1.53,-1.27,89.2,85.1,89.7,80.7,0.273,0.636,0.25,0.278,0.532,0.307,0.238,0.5,0.32,0.265,0.419,0.14,,,,,,,0.0,0.0,0.368,60.0,89.0,99.0,0.044,-0.25,75.7,75.0,99.0,93.0,0.186,-0.76,88.2,0.241,0.466,0.248,,,,,,,,,,,,,0.001,-6.35,76.4,,,,,,
2024-08-30,744969,Groundout,field_out,True,805779,641540,Jacob Wilson,Dane Dunning,1,36c5a37c-310f-49a8-b424-4eb02c6d0820,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.38,5.45,90.1,98.0,82.0,94.0,0.783,8.47,3.89,8.97,1.69,1.15,0.16,0.506,0.13,0.349,0.424,84.0,94.0,86.0,40.0,103.0,90.0,79.0,101.0,97.0,103.0,100.0,96.0,0.376,0.029,0.236,0.129,-2.82,0.23,-1.53,-1.27,89.2,85.1,89.7,80.7,0.273,0.636,0.25,0.278,0.532,0.307,0.238,0.5,0.32,0.265,0.419,0.14,,,,,,,0.0,0.0,0.368,60.0,89.0,99.0,0.044,-0.25,75.7,75.0,99.0,93.0,0.186,-0.76,88.2,0.241,0.466,0.248,,,,,,,,,,,,,0.001,-6.35,76.4,,,,,,
2024-08-31,744971,Flyout,field_out,True,805779,674003,Jacob Wilson,Cody Bradford,0,d99052aa-6d23-4ff4-aef2-d89a131ce2e1,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,91.0,106.0,94.0,,,,47.0,116.0,110.0,,0.524,0.063,0.267,2.29,,3.61,1.06,89.8,80.9,,82.8,0.164,0.311,0.22,0.167,0.222,0.242,0.224,0.293,0.355,,,,96.0,107.0,107.0,0.14,-1.45,75.0,0.258,0.516,0.148,,,,,,,53.0,110.0,97.0,0.006,-1.33,85.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,744971,Pop Out,field_out,True,805779,674003,Jacob Wilson,Cody Bradford,0,c950784e-8bf4-4273-a29a-366eb800c8aa,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,91.0,106.0,94.0,,,,47.0,116.0,110.0,,0.524,0.063,0.267,2.29,,3.61,1.06,89.8,80.9,,82.8,0.164,0.311,0.22,0.167,0.222,0.242,0.224,0.293,0.355,,,,96.0,107.0,107.0,0.14,-1.45,75.0,0.258,0.516,0.148,,,,,,,53.0,110.0,97.0,0.006,-1.33,85.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,744971,Groundout,field_out,True,805779,502085,Jacob Wilson,David Robertson,0,96e5ee36-af57-4061-8e32-b6f8b92e840c,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.86,3.1,63.0,99.0,119.0,105.0,0.725,13.0,3.14,7.0,0.57,1.63,0.207,0.321,0.186,0.343,0.434,108.0,90.0,69.0,,,,107.0,112.0,111.0,105.0,92.0,99.0,0.016,0.002,0.062,0.019,-2.4,1.85,-3.17,6.33,94.1,88.2,94.7,83.9,,,,0.333,0.6,0.212,0.0,0.0,0.182,0.0,0.0,0.25,,,,0.002,-4.2,80.9,0.257,0.351,0.302,119.0,94.0,101.0,0.268,-0.96,84.3,121.0,101.0,108.0,0.631,2.08,93.4,0.188,0.241,0.311,,,,,,,,,,,,,,,,,,,,,
2024-09-01,744970,Groundout,field_out,True,805779,570632,Jacob Wilson,José Ureña,0,488cd3cc-cf94-4037-b803-b920e0fec730,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.69,4.28,107.1,98.0,83.0,95.0,0.799,5.7,3.19,8.64,1.09,1.6,0.238,0.414,0.148,0.296,0.398,76.0,95.0,88.0,89.0,98.0,93.0,92.0,99.0,97.0,77.0,99.0,98.0,0.408,0.063,0.342,0.187,-1.71,0.78,-0.26,-0.55,96.4,88.7,96.0,87.0,0.333,0.667,0.17,0.246,0.369,0.326,0.2,0.471,0.321,0.27,0.373,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,744970,Double,double,False,805779,570632,Jacob Wilson,José Ureña,0,5150319e-7d5a-4c7b-81b2-32d0ac4e9dae,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.69,4.28,107.1,98.0,83.0,95.0,0.799,5.7,3.19,8.64,1.09,1.6,0.238,0.414,0.148,0.296,0.398,76.0,95.0,88.0,89.0,98.0,93.0,92.0,99.0,97.0,77.0,99.0,98.0,0.408,0.063,0.342,0.187,-1.71,0.78,-0.26,-0.55,96.4,88.7,96.0,87.0,0.333,0.667,0.17,0.246,0.369,0.326,0.2,0.471,0.321,0.27,0.373,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,744970,Groundout,field_out,True,805779,570632,Jacob Wilson,José Ureña,0,4c4707c4-ee0b-476e-afd5-da487fcdacee,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.69,4.28,107.1,98.0,83.0,95.0,0.799,5.7,3.19,8.64,1.09,1.6,0.238,0.414,0.148,0.296,0.398,76.0,95.0,88.0,89.0,98.0,93.0,92.0,99.0,97.0,77.0,99.0,98.0,0.408,0.063,0.342,0.187,-1.71,0.78,-0.26,-0.55,96.4,88.7,96.0,87.0,0.333,0.667,0.17,0.246,0.369,0.326,0.2,0.471,0.321,0.27,0.373,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,744970,Strikeout,strikeout,True,805779,600917,Jacob Wilson,José Leclerc,0,eed1f470-07fd-4221-b320-0f9a451820af,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,4.48,3.56,60.1,97.0,110.0,100.0,0.641,12.38,4.48,7.46,1.04,0.79,0.224,0.42,0.182,0.294,0.378,71.0,102.0,93.0,109.0,91.0,99.0,81.0,94.0,83.0,117.0,103.0,104.0,0.065,0.346,0.325,0.103,0.47,1.84,0.53,-1.97,95.3,88.2,95.0,82.0,0.175,0.302,0.331,0.207,0.378,0.467,0.35,0.35,0.521,0.25,0.45,0.205,,,,,,,,,,,,,,,,133.0,96.0,102.0,0.161,-0.51,90.2,0.278,0.361,0.253,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745615,Flyout,field_out,True,805779,622491,Jacob Wilson,Luis Castillo,0,9a6b84d1-eb45-4981-b040-c6da92afbd14,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.97,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,109.0,0.179,0.454,0.224,0.143,0.98,-0.41,0.66,-1.62,95.6,88.1,95.6,85.7,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745615,Groundout,field_out,True,805779,622491,Jacob Wilson,Luis Castillo,0,7d9a1acb-7801-433e-a497-ebeab57881fa,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.97,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,109.0,0.179,0.454,0.224,0.143,0.98,-0.41,0.66,-1.62,95.6,88.1,95.6,85.7,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745615,Pop Out,field_out,True,805779,700187,Jacob Wilson,Troy Taylor,0,dcb7de9b-4c1a-4f9d-8f84-c3eff222b6c4,700187.0,troytaylor,"Taylor, T",Right,Troy Taylor,SEA,1.59,2.85,11.1,100.0,84.0,103.0,0.776,9.53,2.38,3.97,1.59,0.53,0.25,0.429,0.286,0.286,0.409,99.0,80.0,93.0,73.0,94.0,92.0,,,,109.0,108.0,113.0,,0.616,0.366,0.018,2.32,,0.47,6.34,96.8,88.6,,84.0,0.125,0.292,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,0.333,0.385,,,,,,,,,,,,,,,,,,
2024-09-04,745614,Strikeout,strikeout,True,805779,669923,Jacob Wilson,George Kirby,0,8ff483cf-1f25-4333-bb0f-b91de4fba02b,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,0.246,0.351,0.266,,,,0.264,0.345,0.117,,,,,,,0.314,0.431,0.308,115.0,110.0,114.0,0.084,-1.92,83.4,97.0,99.0,93.0,0.004,0.79,92.3,,,,,,,109.0,99.0,107.0,0.107,-1.64,85.9,0.235,0.382,0.28,,,,73.9,0.0,-3.47,,,
2024-09-04,745614,Flyout,field_out,True,805779,669923,Jacob Wilson,George Kirby,0,8567f3c4-fca6-46ad-a745-c47c68541744,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.61,3.54,167.0,106.0,107.0,106.0,0.785,8.73,1.13,8.84,1.08,0.99,0.285,0.351,0.176,0.287,0.442,,,,103.0,107.0,101.0,106.0,108.0,108.0,112.0,104.0,110.0,0.236,0.334,0.233,,0.14,1.53,0.86,,95.9,,96.0,87.2,0.236,0.484,0.292,0.246,0.351,0.266,,,,0.264,0.345,0.117,,,,,,,0.314,0.431,0.308,115.0,110.0,114.0,0.084,-1.92,83.4,97.0,99.0,93.0,0.004,0.79,92.3,,,,,,,109.0,99.0,107.0,0.107,-1.64,85.9,0.235,0.382,0.28,,,,73.9,0.0,-3.47,,,
2024-09-04,745614,Groundout,field_out,True,805779,608638,Jacob Wilson,JT Chargois,1,61632ee2-19ab-4f5e-9b40-76ae5505cf8e,608638.0,jtchargois,Chargois,Right,JT Chargois,- - -,2.37,4.74,30.1,98.0,97.0,98.0,0.774,7.71,3.26,6.53,1.48,0.77,0.267,0.372,0.186,0.349,0.435,,,,84.0,124.0,110.0,88.0,98.0,94.0,109.0,97.0,103.0,0.537,0.009,0.45,0.004,7.79,1.79,0.18,-70.79,94.1,84.9,94.9,85.7,,,,0.145,0.309,0.333,,,,0.236,0.345,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,745612,Single,single,False,805779,693433,Jacob Wilson,Bryan Woo,0,4c478e5f-3393-4198-8a81-1fcbd58a770d,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,0.234,0.488,0.179,0.098,1.46,1.96,1.82,1.17,94.8,89.6,94.6,84.2,0.222,0.348,0.243,0.25,0.429,0.188,0.167,0.292,0.167,0.225,0.324,0.104,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.065,0.396,,,,,,,,,,,,,,,,,,
2024-09-05,745612,Lineout,field_out,True,805779,693433,Jacob Wilson,Bryan Woo,0,4b2f133b-3769-4b80-8b62-7518526d4eb5,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,0.234,0.488,0.179,0.098,1.46,1.96,1.82,1.17,94.8,89.6,94.6,84.2,0.222,0.348,0.243,0.25,0.429,0.188,0.167,0.292,0.167,0.225,0.324,0.104,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.065,0.396,,,,,,,,,,,,,,,,,,
2024-09-05,745612,Walk,walk,False,805779,676092,Jacob Wilson,Collin Snider,0,815e46fa-39dc-4df9-bc6c-9b3afde4ca12,676092.0,collinsnider,Snider,Right,Collin Snider,SEA,1.3,3.31,34.2,103.0,115.0,101.0,0.717,10.38,2.86,7.01,0.78,0.85,0.318,0.4,0.282,0.259,0.418,,,,119.0,101.0,94.0,49.0,110.0,83.0,117.0,107.0,115.0,0.05,0.381,0.394,,2.54,8.38,0.36,,94.1,,94.6,82.4,0.14,0.186,0.358,,,,,,,0.0,0.0,0.071,,,,,,,,,,,,,,,,115.0,103.0,94.0,0.175,-1.19,89.8,0.375,0.542,0.283,0.231,0.404,0.31,,,,,,,,,,,,,,,,,,
2024-09-05,745612,Lineout,field_out,True,805779,662253,Jacob Wilson,Andrés Muñoz,0,a0a0d0e4-11f2-4e65-b54f-028da1e7e1ee,662253.0,andresmunoz,"Muñoz, A",Right,Andrés Muñoz,SEA,2.22,3.12,52.2,95.0,116.0,100.0,0.627,11.62,4.27,4.78,1.03,1.79,0.277,0.348,0.196,0.313,0.331,,,,95.0,94.0,93.0,105.0,89.0,92.0,134.0,99.0,107.0,0.21,0.307,0.483,,0.64,1.33,1.91,,98.3,,97.5,87.6,0.188,0.396,0.205,0.14,0.25,0.479,,,,0.161,0.161,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,745611,Strikeout,strikeout,True,805779,669373,Jacob Wilson,Tarik Skubal,0,4d9d7866-9be5-4419-b7f0-4aadfb9993c3,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,0.216,0.321,0.152,0.267,1.48,1.28,0.54,1.14,96.9,86.2,96.6,88.7,0.211,0.311,0.251,0.181,0.389,0.352,0.222,0.34,0.479,0.208,0.312,0.162,,,,,,,0.118,0.118,0.184,95.0,90.0,100.0,0.045,2.49,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,745611,Triple,triple,False,805779,669373,Jacob Wilson,Tarik Skubal,1,6f76e0a2-29ae-45ea-a9a0-74da61ed2200,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,0.216,0.321,0.152,0.267,1.48,1.28,0.54,1.14,96.9,86.2,96.6,88.7,0.211,0.311,0.251,0.181,0.389,0.352,0.222,0.34,0.479,0.208,0.312,0.162,,,,,,,0.118,0.118,0.184,95.0,90.0,100.0,0.045,2.49,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,745611,Single,single,False,805779,676684,Jacob Wilson,Will Vest,0,c79d3217-681b-4b60-a072-2800ea6ea0ba,676684.0,willvest,Vest,Right,Will Vest,DET,2.92,3.72,61.2,103.0,100.0,103.0,0.781,8.32,2.48,8.32,0.29,1.81,0.37,0.271,0.155,0.304,0.452,95.0,99.0,100.0,100.0,107.0,105.0,92.0,99.0,98.0,106.0,98.0,102.0,0.128,0.548,0.23,0.094,2.09,0.72,-1.84,1.98,96.1,88.9,94.8,86.8,0.198,0.234,0.233,0.343,0.478,0.298,0.105,0.105,0.341,0.294,0.412,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
