date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C,ST_ba,ST_slg,ST_whiff
2024-05-11,746480,Strikeout,strikeout,True,666197,663947,Grae Kessinger,Tyler Holton,0,d49f51ce-a9f8-4239-bd4b-6c0cb0cbe2f4,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,114.0,95.0,103.0,0.133,0.172,0.014,0.214,3.56,2.57,2.27,-0.76,92.2,83.4,81.3,79.3,0.091,0.091,0.244,0.103,0.103,0.404,0.288,0.462,0.269,,,,,,,,,,,,,77.0,104.0,96.0,84.0,106.0,102.0,0.214,0.253,2.42,1.58,88.2,91.8,0.182,0.212,0.19,0.184,0.388,0.111,,,,,,,,,,,,,,,,,,,,,
2024-07-03,744915,Flyout,field_out,True,666197,579328,Grae Kessinger,Yusei Kikuchi,0,c6b54342-9eed-44a8-ad13-1d5a48b6c177,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.241,0.31,0.297,0.189,0.264,0.329,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,744915,Flyout,field_out,True,666197,579328,Grae Kessinger,Yusei Kikuchi,0,91f55511-b6f1-4919-91f2-371d4229d035,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.241,0.31,0.297,0.189,0.264,0.329,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745885,Pop Out,field_out,True,666197,663485,Grae Kessinger,Cole Sands,0,3ae45ba0-e322-4047-baea-9649e06a88a5,663485.0,colesands,Sands,Right,Cole Sands,MIN,3.56,3.69,43.0,104.0,91.0,100.0,0.765,10.67,1.47,7.33,0.84,0.89,0.23,0.345,0.212,0.327,0.428,,,,101.0,104.0,108.0,77.0,102.0,96.0,,,,0.247,,0.19,,3.29,,-2.43,,95.5,,,82.6,0.125,0.2,0.315,,,,,,,0.313,0.438,0.293,108.0,110.0,106.0,0.166,0.18,87.7,0.212,0.242,0.218,74.0,95.0,93.0,93.0,103.0,96.0,0.127,0.27,1.52,1.32,90.8,94.6,0.212,0.394,0.3,0.273,0.409,0.049,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746366,Groundout,field_out,True,666197,656896,Grae Kessinger,Emmanuel Rivera,0,ef16c7a0-2374-4608-9038-f39c86f36ad5,656896.0,emmanuelrivera,"Rivera, E",Right,Emmanuel Rivera,MIA,9.0,7.55,4.0,91.0,-44.0,96.0,0.929,0.0,0.0,15.75,2.25,0.56,0.263,0.368,0.211,0.211,0.5,,,,,,,,,,-129.0,80.0,86.0,0.214,0.25,,,-1.2,-4.88,,,83.5,,71.0,,,,,0.5,0.5,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.536,-2.84,58.7,,,,,,
2024-09-25,746331,Flyout,field_out,True,666197,669923,Grae Kessinger,George Kirby,0,3d1a8ff6-e234-4bdd-ac1f-1cd8e93817e7,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.39,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.289,0.446,,,,,,,102.0,107.0,101.0,110.0,104.0,110.0,0.339,0.237,,,0.46,1.28,,,96.0,,87.2,,0.221,0.458,0.291,0.226,0.316,0.264,,,,0.333,0.439,0.286,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,106.0,108.0,108.0,97.0,99.0,93.0,0.236,0.004,0.79,1.5,92.3,96.0,,,,0.263,0.354,0.105,114.0,110.0,113.0,0.082,-1.95,83.4,,,,,,,,,,73.9,0.0,-3.5,,,
2024-09-25,746331,Walk,walk,False,666197,676092,Grae Kessinger,Collin Snider,0,ceaa6c7a-1442-439b-8694-bc58a32da055,676092.0,collinsnider,Snider,Right,Collin Snider,SEA,1.94,3.97,41.2,104.0,115.0,101.0,0.726,10.15,2.81,7.78,1.08,0.72,0.275,0.422,0.257,0.294,0.43,,,,,,,117.0,101.0,93.0,121.0,108.0,116.0,0.411,0.376,,,0.85,0.19,,,94.2,,82.4,,0.211,0.298,0.315,,,,,,,,,,,,,,,,,,,60.0,102.0,81.0,114.0,103.0,95.0,0.05,0.163,-0.26,6.43,89.6,94.6,0.333,0.481,0.352,0.0,0.0,0.059,,,,,,,,,,,,,,,,,,,0.227,0.439,0.299
2024-09-27,746580,Strikeout,strikeout,True,666197,676282,Grae Kessinger,Joey Cantillo,1,e003603f-f63c-4e94-9bc4-1f9197dbdb85,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.188,0.375,0.424,0.216,0.324,0.437,0.172,0.276,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,746580,Walk,walk,False,666197,676282,Grae Kessinger,Joey Cantillo,0,4ed76d87-4838-46d7-a1bf-95c63a094ec7,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.88,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,0.488,0.084,0.152,0.276,-1.29,2.07,1.01,0.26,92.2,77.8,82.6,76.2,0.292,0.585,0.22,0.188,0.375,0.424,0.216,0.324,0.437,0.172,0.276,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,746580,Groundout,field_out,True,666197,658648,Grae Kessinger,Pedro Avila,0,48503edb-f56f-4afb-9623-1cfd75a0d40f,658648.0,pedroavila,Avila,Right,Pedro Avila,- - -,3.81,4.52,82.2,96.0,88.0,96.0,0.781,8.93,3.92,7.95,0.87,1.36,0.26,0.359,0.113,0.32,0.397,118.0,100.0,115.0,82.0,99.0,96.0,71.0,95.0,88.0,101.0,91.0,94.0,0.392,0.105,0.161,0.22,-0.02,-1.93,0.57,1.78,93.4,83.4,81.2,77.6,0.246,0.421,0.186,0.571,0.714,0.359,0.19,0.3,0.354,0.167,0.222,0.292,,,,,,,,,,83.0,96.0,85.0,,,,0.123,,,-0.41,,93.0,,,,0.313,0.469,0.086,,,,,,,,,,,,,,,,,,,0.2,0.2,0.25
2024-09-27,746580,Groundout,field_out,True,666197,680704,Grae Kessinger,Nick Sandlin,0,a67c0d1e-d48e-4660-baae-1352db0fb959,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.75,4.4,57.2,94.0,95.0,93.0,0.677,10.61,4.21,7.18,1.87,0.8,0.186,0.455,0.159,0.366,0.366,,,,,,,87.0,96.0,91.0,110.0,90.0,99.0,0.295,0.348,,,-1.58,-0.34,,,92.6,,79.4,,0.294,0.608,0.178,0.243,0.457,0.406,,,,,,,83.0,99.0,90.0,0.265,2.95,84.8,0.1,0.2,0.483,94.0,84.0,81.0,,,,0.092,,,-3.06,,92.6,,,,0.308,0.577,0.047,,,,,,,,,,,,,,,,,,,,,
2024-09-28,746578,Hit By Pitch,hit_by_pitch,False,666197,594902,Grae Kessinger,Ben Lively,1,c2fde7bb-4cc3-42db-b259-8e459e67ab9f,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,105.0,102.0,101.0,0.314,0.218,0.088,0.091,-0.21,-0.01,-0.11,-0.79,89.9,83.9,79.4,76.9,0.27,0.508,0.167,0.238,0.476,0.419,0.279,0.382,0.185,0.206,0.365,0.18,,,,,,,,,,57.0,108.0,94.0,,,,0.29,,,0.56,,90.4,,,,0.226,0.39,0.133,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241
2024-09-28,746578,Strikeout,strikeout,True,666197,594902,Grae Kessinger,Ben Lively,0,76b29e17-4236-486d-8dba-562453d85183,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,105.0,102.0,101.0,0.314,0.218,0.088,0.091,-0.21,-0.01,-0.11,-0.79,89.9,83.9,79.4,76.9,0.27,0.508,0.167,0.238,0.476,0.419,0.279,0.382,0.185,0.206,0.365,0.18,,,,,,,,,,57.0,108.0,94.0,,,,0.29,,,0.56,,90.4,,,,0.226,0.39,0.133,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241
2024-09-28,746578,Walk,walk,False,666197,689958,Grae Kessinger,Andrew Walters,0,71753499-4759-457a-b109-20d58efe5636,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,,,,,,,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,,,3.31,3.39,,,95.9,,85.8,,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,746578,Lineout,field_out,True,666197,671922,Grae Kessinger,Cade Smith,0,134b7676-108b-4c88-b479-17501de58a2f,671922.0,cadesmith,"Smith, C",Right,Cade Smith,CLE,1.91,2.5,75.1,105.0,120.0,109.0,0.729,12.31,2.03,6.09,0.12,1.22,0.277,0.331,0.12,0.271,0.489,,,,,,,113.0,109.0,110.0,126.0,93.0,99.0,0.691,0.102,,,2.9,-2.54,,,96.0,,82.1,,0.174,0.253,0.304,,,,,,,,,,137.0,98.0,111.0,0.207,0.75,88.4,0.175,0.228,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,0.667,0.292
