date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-06-30,745320,Single,single,False,681584,572020,David Villar,James Paxton,0,3d91656e-d188-4703-b693-b198f7f4246f,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.284,0.07,0.34,-4.92,,,-0.23,-1.66,93.2,82.6,92.6,,,80.8,0.462,0.692,0.095,,,,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,-3.42,84.0,0.308,0.769,0.13,,,,,,,,,,,,
2024-06-30,745320,Double,double,False,681584,572020,David Villar,James Paxton,1,da4ac81f-d6a6-4337-a271-bae6b45a36e6,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.284,0.07,0.34,-4.92,,,-0.23,-1.66,93.2,82.6,92.6,,,80.8,0.462,0.692,0.095,,,,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,-3.42,84.0,0.308,0.769,0.13,,,,,,,,,,,,
2024-06-30,745320,Groundout,field_out,True,681584,572020,David Villar,James Paxton,0,b57f3330-4dd9-4694-89d8-a563e4fbebe4,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.284,0.07,0.34,-4.92,,,-0.23,-1.66,93.2,82.6,92.6,,,80.8,0.462,0.692,0.095,,,,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,-3.42,84.0,0.308,0.769,0.13,,,,,,,,,,,,
2024-06-30,745320,Flyout,field_out,True,681584,670990,David Villar,Yohan Ramírez,0,bea1a8bf-2107-4970-982d-68310c6877f6,670990.0,yohanramirez,"Ramírez, Y",Right,Yohan Ramírez,- - -,4.68,4.1,42.1,94.0,120.0,100.0,0.782,8.93,2.76,8.5,0.85,1.19,0.283,0.408,0.183,0.233,0.441,,,,104.0,93.0,103.0,98.0,91.0,92.0,111.0,90.0,93.0,150.0,98.0,108.0,0.393,0.167,0.311,0.129,,,1.16,-0.69,-0.66,0.34,,,94.9,,94.4,81.6,81.3,,0.317,0.492,0.153,0.229,0.375,0.364,0.226,0.323,0.172,0.125,0.25,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,747100,Groundout,field_out,True,681584,519242,David Villar,Chris Sale,1,59eda05a-a3eb-4e4f-b66a-d7b56bc3bde3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,,,0.147,-0.27,-0.89,2.27,,,4.04,94.9,87.2,94.1,78.7,,,0.324,0.471,0.153,0.165,0.233,0.419,0.27,0.475,0.241,,,,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,747100,Strikeout,strikeout,True,681584,519242,David Villar,Chris Sale,0,0daa35d7-206a-4b9e-aeb9-f93d85de8c15,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,0.082,0.379,0.392,,,0.147,-0.27,-0.89,2.27,,,4.04,94.9,87.2,94.1,78.7,,,0.324,0.471,0.153,0.165,0.233,0.419,0.27,0.475,0.241,,,,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,747100,Groundout,field_out,True,681584,621345,David Villar,A.J. Minter,0,e2ef34ee-5ca3-4df9-aa2b-10c32d89485d,621345.0,ajminter,Minter,Left,A.J. Minter,ATL,3.16,3.27,25.2,102.0,106.0,102.0,0.71,9.12,2.45,6.31,2.1,1.03,0.333,0.333,0.167,0.348,0.432,70.0,105.0,99.0,,,,119.0,99.0,103.0,,,,,,,,0.504,,,,0.185,0.94,,,,,1.8,94.8,86.8,,,,,,,,,,,0.227,0.432,0.204,,,,0.1,0.1,0.371,,,,,,,,,,,,,107.0,106.0,101.0,0.311,-0.5,89.8,0.222,0.556,0.424,,,,,,,,,,,,
2024-07-25,746117,Strikeout,strikeout,True,681584,477132,David Villar,Clayton Kershaw,0,95850ff3-7087-4aa1-88dd-1f2de27c07d3,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,746117,Strikeout,strikeout,True,681584,477132,David Villar,Clayton Kershaw,0,dc915550-d28d-45a8-9dad-096892e10e52,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,746117,Strikeout,strikeout,True,681584,523260,David Villar,Joe Kelly,0,290d048d-9d57-4bd9-be74-60a9813c85a4,523260.0,joekelly,"Kelly, J",Right,Joe Kelly,LAD,4.5,3.8,16.0,93.0,103.0,98.0,0.782,10.13,3.94,9.56,0.0,3.0,0.233,0.372,0.209,0.256,0.466,73.0,107.0,103.0,,,,97.0,100.0,96.0,81.0,86.0,78.0,135.0,115.0,143.0,0.332,0.228,0.231,,0.153,0.056,-0.53,-0.36,0.83,,-1.63,0.58,98.5,88.7,98.1,90.4,,87.9,0.316,0.368,0.075,0.25,0.3,0.243,0.333,0.417,0.212,0.25,0.25,0.412,0.25,0.25,0.625,,,,,,,,,,131.0,71.0,82.0,,,,,,,,,,,,,,,,,,,,,
2024-07-25,746117,Double,double,False,681584,681911,David Villar,Alex Vesia,0,ef9795cb-8fac-4442-b50c-fbc32ccbea62,681911.0,alexvesia,Vesia,Left,Alex Vesia,LAD,1.41,2.56,44.2,102.0,122.0,107.0,0.713,12.09,4.03,4.23,0.81,0.33,0.319,0.308,0.231,0.242,0.425,77.0,100.0,95.0,,,,130.0,101.0,107.0,,,,111.0,105.0,107.0,,0.655,0.303,,,0.042,1.93,,0.72,,,1.74,93.5,86.2,,85.5,,,,,,0.171,0.22,0.42,0.131,0.283,0.295,,,,0.125,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745315,Strikeout,strikeout,True,681584,607536,David Villar,Kyle Freeland,0,7615e83e-7643-482e-a9a6-593d1337db87,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.23,5.2,52.0,101.0,82.0,97.0,0.82,7.27,2.6,11.77,1.38,1.08,0.215,0.435,0.13,0.316,0.433,60.0,96.0,83.0,,,,69.0,98.0,91.0,86.0,105.0,97.0,63.0,101.0,101.0,0.249,0.225,0.233,,0.199,0.094,0.34,-3.5,-3.14,,-0.03,-1.53,91.9,87.1,91.8,87.0,,83.7,0.386,0.684,0.072,0.413,0.804,0.196,0.224,0.347,0.071,0.208,0.25,0.458,0.375,0.438,0.176,,,,,,,,,,127.0,102.0,107.0,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745315,Strikeout,strikeout,True,681584,607536,David Villar,Kyle Freeland,0,0099f723-2cfd-4c9c-9884-2bc8900b03a5,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.23,5.2,52.0,101.0,82.0,97.0,0.82,7.27,2.6,11.77,1.38,1.08,0.215,0.435,0.13,0.316,0.433,60.0,96.0,83.0,,,,69.0,98.0,91.0,86.0,105.0,97.0,63.0,101.0,101.0,0.249,0.225,0.233,,0.199,0.094,0.34,-3.5,-3.14,,-0.03,-1.53,91.9,87.1,91.8,87.0,,83.7,0.386,0.684,0.072,0.413,0.804,0.196,0.224,0.347,0.071,0.208,0.25,0.458,0.375,0.438,0.176,,,,,,,,,,127.0,102.0,107.0,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745315,Single,single,False,681584,664875,David Villar,Justin Lawrence,1,cba13e68-0222-4e2f-9422-c6e97ce0854b,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.4,5.24,38.1,96.0,108.0,104.0,0.79,7.04,4.93,10.1,0.94,2.17,0.235,0.412,0.118,0.311,0.406,,,,,,,,,,75.0,97.0,97.0,155.0,96.0,115.0,0.586,,0.414,,,,,-1.1,-0.07,,,,,,94.8,83.9,,,0.36,0.528,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.291,0.309,,,,,,,,,
2024-07-26,745315,Flyout,field_out,True,681584,621389,David Villar,Ty Blach,0,b662680f-7055-4017-8594-3788ecd19823,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.36,6.77,63.2,102.0,71.0,89.0,0.875,4.81,2.26,13.01,1.84,1.26,0.25,0.367,0.113,0.367,0.462,69.0,98.0,88.0,39.0,95.0,92.0,,,,78.0,104.0,90.0,,,,0.509,,,0.115,,0.249,,-2.05,,-0.88,,-2.82,,80.0,89.2,,79.2,,0.38,0.62,0.095,,,,,,,0.208,0.375,0.184,0.354,0.538,0.22,,,,,,,,,,,,,78.0,106.0,87.0,0.126,-1.13,83.1,0.279,0.558,0.179,,,,,,,,,,,,
2024-07-26,745315,Strikeout,strikeout,True,681584,621389,David Villar,Ty Blach,0,d165f66e-4130-4cf2-a1d8-d227e42f533f,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.36,6.77,63.2,102.0,71.0,89.0,0.875,4.81,2.26,13.01,1.84,1.26,0.25,0.367,0.113,0.367,0.462,69.0,98.0,88.0,39.0,95.0,92.0,,,,78.0,104.0,90.0,,,,0.509,,,0.115,,0.249,,-2.05,,-0.88,,-2.82,,80.0,89.2,,79.2,,0.38,0.62,0.095,,,,,,,0.208,0.375,0.184,0.354,0.538,0.22,,,,,,,,,,,,,78.0,106.0,87.0,0.126,-1.13,83.1,0.279,0.558,0.179,,,,,,,,,,,,
2024-07-27,745310,Single,single,False,681584,685299,David Villar,Tanner Gordon,1,4ecd76c9-2878-4969-85a9-156370be31f1,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,,0.191,-1.45,6.91,-0.25,-18.97,,-3.15,92.1,84.0,93.3,85.2,80.3,,,,,0.241,0.379,0.299,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,745310,Groundout,field_out,True,681584,685299,David Villar,Tanner Gordon,0,71cca0a1-1463-4730-96c7-922b265b79be,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,,0.191,-1.45,6.91,-0.25,-18.97,,-3.15,92.1,84.0,93.3,85.2,80.3,,,,,0.241,0.379,0.299,0.339,0.61,0.116,0.545,1.091,0.154,0.333,0.667,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,745310,Pop Out,field_out,True,681584,656234,David Villar,Jake Bird,0,101088d0-a7df-4724-a896-e7fed3a6d78b,656234.0,jakebird,Bird,Right,Jake Bird,COL,5.4,5.67,28.1,93.0,114.0,94.0,0.806,6.35,6.35,9.85,1.27,1.39,0.311,0.378,0.156,0.333,0.437,,,,133.0,95.0,104.0,49.0,90.0,88.0,89.0,87.0,82.0,138.0,100.0,104.0,0.448,0.012,0.299,0.17,,,-6.23,-0.65,-0.3,-3.11,,,94.5,,95.3,85.0,81.5,,0.298,0.404,0.127,0.2,0.367,0.28,,,,0.313,0.563,0.29,,,,,,,,,,,,,,,,117.0,92.0,98.0,0.071,-3.05,91.3,0.5,1.25,0.238,,,,,,,,,,,,
2024-07-28,745305,Strikeout,strikeout,True,681584,596295,David Villar,Austin Gomber,0,ff6880e9-9d8d-47ea-bfb3-47bdafec0713,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,0.001,0.412,0.155,,0.223,0.209,-1.03,-42.81,0.05,,-0.11,-0.1,90.5,81.1,90.1,83.9,,77.6,,,,0.266,0.489,0.18,0.298,0.574,0.096,0.211,0.381,0.263,0.261,0.414,0.285,,,,,,,,,,90.0,110.0,107.0,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745305,Strikeout,strikeout,True,681584,596295,David Villar,Austin Gomber,0,d1ad48dd-88aa-456b-b947-c53c7fde004a,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,0.001,0.412,0.155,,0.223,0.209,-1.03,-42.81,0.05,,-0.11,-0.1,90.5,81.1,90.1,83.9,,77.6,,,,0.266,0.489,0.18,0.298,0.574,0.096,0.211,0.381,0.263,0.261,0.414,0.285,,,,,,,,,,90.0,110.0,107.0,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745305,Forceout,force_out,True,681584,663562,David Villar,Noah Davis,1,bccf45c8-580c-4fd1-8131-69541ca789f9,663562.0,noahdavis,Davis,Right,Noah Davis,COL,5.75,4.32,20.1,100.0,86.0,98.0,0.852,6.64,3.1,13.72,1.33,1.15,0.203,0.405,0.189,0.324,0.43,86.0,76.0,81.0,107.0,112.0,114.0,,,,80.0,101.0,96.0,108.0,197.0,149.0,0.47,,0.003,0.249,,0.039,,-1.09,12.23,-1.68,,-0.45,,85.5,93.9,85.0,79.8,,0.4,0.467,0.082,,,,,,,0.296,0.481,0.235,,,,,,,,,,,,,,,,81.0,90.0,86.0,0.207,-2.13,88.7,0.273,0.909,0.222,,,,85.3,0.033,-3.86,0.5,0.5,0.5,,,
2024-07-28,745305,Groundout,field_out,True,681584,641755,David Villar,Tyler Kinley,0,0534a07b-ad4d-4b78-889e-447ea8a64814,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,6.4,4.97,57.2,97.0,88.0,95.0,0.687,9.68,4.53,9.05,1.72,0.97,0.156,0.491,0.18,0.335,0.398,68.0,85.0,80.0,,,,76.0,89.0,87.0,16.0,56.0,52.0,95.0,103.0,101.0,0.002,0.342,0.617,,,0.039,-2.34,-2.96,0.04,,,0.48,95.9,87.3,93.9,89.5,,,,,,0.204,0.456,0.409,0.368,0.539,0.117,,,,0.0,0.0,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,745309,Lineout,field_out,True,681584,676664,David Villar,JP Sears,0,f463ca30-a7f9-4695-92d3-92b6c5922772,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.35,4.35,144.2,100.0,93.0,95.0,0.791,7.03,2.36,8.59,1.31,0.85,0.239,0.423,0.166,0.341,0.444,87.0,95.0,84.0,,,,74.0,102.0,94.0,90.0,101.0,88.0,119.0,99.0,105.0,0.109,0.354,0.351,,,0.187,-0.39,1.05,-0.46,,,0.0,92.0,84.2,90.1,78.9,,,0.295,0.41,0.116,0.273,0.659,0.234,0.213,0.431,0.274,,,,0.306,0.417,0.209,,,,,,,,,,,,,,,,,,,,,,0.246,0.403,0.215,,,,,,,,,
