date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2024-09-18,746172,Flyout,field_out,True,672569,605121,Gustavo Campero,Justin Anderson,1,5e5f7528-5f27-4e35-ba19-d3088c66a504,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.38,4.88,51.1,98.0,111.0,99.0,0.722,9.82,5.26,7.89,0.88,0.89,0.21,0.399,0.168,0.35,0.389,,,,,,,104.0,97.0,95.0,126.0,98.0,104.0,74.0,105.0,102.0,0.318,0.078,0.455,,,0.87,-1.5,-0.21,,,96.0,92.4,,85.6,,0.175,0.27,0.253,0.212,0.376,0.425,,,,,,,99.0,96.0,92.0,0.149,-0.2,94.8,,,,0.258,0.29,0.161,,,,,,,,,,0.444,0.611,0.075,,,,,,,,,,,,
2024-09-18,746172,Single,single,False,672569,641771,Gustavo Campero,Chad Kuhl,1,c94de68c-cbd1-4b4c-a631-f519efb0005f,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,5.06,4.2,53.1,91.0,106.0,92.0,0.762,9.11,4.22,9.45,0.84,1.34,0.253,0.403,0.175,0.266,0.38,78.0,94.0,93.0,,,,80.0,95.0,94.0,137.0,96.0,104.0,80.0,96.0,89.0,0.091,0.093,0.459,,0.126,-1.54,-2.66,1.22,,-1.08,95.0,91.5,87.4,85.0,,0.231,0.385,0.313,0.221,0.279,0.354,0.324,0.412,0.237,,,,85.0,84.0,80.0,0.231,-2.15,94.0,0.0,0.0,0.278,0.404,0.723,0.126,,,,,,,,,,0.5,0.875,0.2,,,,,,,,,,,,
2024-09-18,746172,Strikeout,strikeout,True,672569,660853,Gustavo Campero,Enyel De Los Santos,0,157ff579-2bbd-4293-a3ee-29f379879301,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.43,5.25,61.1,104.0,91.0,100.0,0.726,9.68,3.52,9.24,2.49,0.67,0.31,0.454,0.184,0.339,0.464,79.0,94.0,86.0,,,,78.0,105.0,96.0,110.0,104.0,107.0,,,,0.489,,0.431,,0.08,-2.02,,0.05,,-2.14,95.5,,87.6,86.5,,0.313,0.641,0.209,0.202,0.447,0.422,0.222,0.5,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746341,Pop Out,field_out,True,672569,579328,Gustavo Campero,Yusei Kikuchi,0,d4e173c4-f0a0-4197-b5f3-e0b70f84f02a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.19,3.84,169.2,101.0,109.0,105.0,0.735,10.5,2.28,8.65,1.33,1.09,0.279,0.399,0.13,0.367,0.442,99.0,93.0,92.0,99.0,105.0,105.0,114.0,103.0,107.0,112.0,100.0,106.0,,,,0.475,,0.231,0.182,0.112,-0.14,,1.23,-0.07,0.02,95.5,,86.8,88.4,82.5,0.277,0.515,0.277,0.216,0.289,0.298,0.183,0.239,0.362,0.266,0.403,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746341,Strikeout,strikeout,True,672569,579328,Gustavo Campero,Yusei Kikuchi,1,9d0a3e1d-d3e4-424d-b2a2-5457a458a0d0,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.19,3.84,169.2,101.0,109.0,105.0,0.735,10.5,2.28,8.65,1.33,1.09,0.279,0.399,0.13,0.367,0.442,99.0,93.0,92.0,99.0,105.0,105.0,114.0,103.0,107.0,112.0,100.0,106.0,,,,0.475,,0.231,0.182,0.112,-0.14,,1.23,-0.07,0.02,95.5,,86.8,88.4,82.5,0.277,0.515,0.277,0.216,0.289,0.298,0.183,0.239,0.362,0.266,0.403,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746341,Groundout,field_out,True,672569,593576,Gustavo Campero,Héctor Neris,0,55d01ea3-2819-4702-a97e-26d91c9ad783,593576.0,hectorneris,Neris,Right,Héctor Neris,- - -,3.92,4.44,57.1,98.0,84.0,98.0,0.766,9.42,4.4,8.16,1.1,0.95,0.195,0.465,0.176,0.296,0.399,,,,,,,84.0,100.0,94.0,87.0,91.0,92.0,,,,0.462,,0.036,,,0.63,,-7.56,,,92.9,,,85.6,,0.211,0.411,0.181,0.75,2.0,0.333,,,,,,,88.0,92.0,88.0,0.094,0.82,92.8,,,,0.4,0.45,0.087,83.0,98.0,107.0,0.408,-0.57,82.7,0.219,0.323,0.363,,,,,,,,,,,,,,,
2024-09-20,746340,Triple,triple,False,672569,434378,Gustavo Campero,Justin Verlander,0,d68f2401-95de-405a-8fde-810c6d904aae,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,,,,0.494,,0.187,0.223,0.097,-0.68,,0.38,-1.3,0.21,93.5,,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.179,0.25,0.265,0.34,0.511,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,746340,Hit By Pitch,hit_by_pitch,False,672569,434378,Gustavo Campero,Justin Verlander,1,b6689799-5f82-4ddb-91b7-cab81eed434e,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.55,4.03,84.1,101.0,118.0,103.0,0.807,7.36,2.88,9.71,1.49,0.55,0.286,0.364,0.171,0.275,0.44,116.0,98.0,102.0,111.0,101.0,97.0,117.0,98.0,102.0,127.0,107.0,112.0,,,,0.494,,0.187,0.223,0.097,-0.68,,0.38,-1.3,0.21,93.5,,84.0,86.7,77.6,0.3,0.506,0.203,0.203,0.342,0.227,0.179,0.25,0.265,0.34,0.511,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,746340,Flyout,field_out,True,672569,687911,Gustavo Campero,Bryan King,0,42c817bc-a68c-4429-a24d-de62a0a8b257,687911.0,bryanking,"King, B",Left,Bryan King,HOU,2.39,3.23,26.1,100.0,93.0,99.0,0.788,10.94,3.42,6.84,0.34,1.17,0.344,0.359,0.25,0.203,0.498,,,,85.0,96.0,97.0,86.0,105.0,103.0,112.0,94.0,96.0,,,,0.524,,0.346,0.075,,2.53,,-1.47,2.63,,92.1,,,81.8,77.9,0.149,0.213,0.243,0.303,0.455,0.268,,,,0.2,0.2,0.0,75.0,88.0,84.0,0.055,1.05,91.3,,,,0.2,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-20,746340,Flyout,field_out,True,672569,593576,Gustavo Campero,Héctor Neris,0,013c2a8c-2a8c-48db-b822-00a2ca03b7b8,593576.0,hectorneris,Neris,Right,Héctor Neris,- - -,3.92,4.44,57.1,98.0,84.0,98.0,0.766,9.42,4.4,8.16,1.1,0.95,0.195,0.465,0.176,0.296,0.399,,,,,,,84.0,100.0,94.0,87.0,91.0,92.0,,,,0.462,,0.036,,,0.63,,-7.56,,,92.9,,,85.6,,0.211,0.411,0.181,0.75,2.0,0.333,,,,,,,88.0,92.0,88.0,0.094,0.82,92.8,,,,0.4,0.45,0.087,83.0,98.0,107.0,0.408,-0.57,82.7,0.219,0.323,0.363,,,,,,,,,,,,,,,
2024-09-21,746338,Flyout,field_out,True,672569,669854,Gustavo Campero,Ronel Blanco,0,aa286345-2975-4503-ae1d-708352bcd800,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,,,,0.385,,0.304,0.09,0.222,-0.5,,2.05,2.62,-0.1,93.5,,85.2,86.4,80.1,0.236,0.505,0.195,0.184,0.291,0.34,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746338,Groundout,field_out,True,672569,669854,Gustavo Campero,Ronel Blanco,0,88c6f994-7b26-4f16-94ed-3c5c4c12a7fa,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,,,,0.385,,0.304,0.09,0.222,-0.5,,2.05,2.62,-0.1,93.5,,85.2,86.4,80.1,0.236,0.505,0.195,0.184,0.291,0.34,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746338,Strikeout,strikeout,True,672569,669854,Gustavo Campero,Ronel Blanco,0,f7a3ef98-6f2e-4b8a-855a-7c4747c4031c,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,,,,0.385,,0.304,0.09,0.222,-0.5,,2.05,2.62,-0.1,93.5,,85.2,86.4,80.1,0.236,0.505,0.195,0.184,0.291,0.34,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-21,746338,Single,single,False,672569,661527,Gustavo Campero,Seth Martinez,1,561d9503-e12d-48c4-b2da-a5139e1e47be,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,3.59,4.12,52.2,100.0,94.0,96.0,0.803,6.15,3.08,8.37,1.2,0.98,0.238,0.421,0.201,0.329,0.402,32.0,96.0,86.0,,,,73.0,100.0,94.0,136.0,102.0,108.0,,,,0.326,,0.319,,0.146,0.5,,-1.46,,-0.85,90.8,,84.7,79.1,,0.271,0.424,0.186,,,,0.258,0.387,0.286,,,,104.0,101.0,91.0,0.21,2.08,89.8,0.238,0.54,0.298,0.217,0.283,0.141,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22,746339,Pop Out,field_out,True,672569,681293,Gustavo Campero,Spencer Arrighetti,0,d2419818-46fe-4f15-876b-b6c9a1338772,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.61,3.98,142.2,99.0,95.0,99.0,0.74,10.54,3.91,8.77,1.32,0.85,0.249,0.435,0.145,0.311,0.446,89.0,97.0,91.0,118.0,99.0,104.0,91.0,100.0,99.0,117.0,93.0,101.0,65.0,99.0,97.0,0.409,0.194,0.11,0.201,0.086,-1.42,0.55,1.02,0.94,-2.7,94.1,88.1,85.5,80.8,78.4,0.307,0.535,0.193,,,,0.405,0.524,0.383,0.171,0.282,0.415,,,,,,,0.113,0.226,0.395,,,,,,,,,,,,,0.254,0.456,0.23,,,,,,,,,,,,
2024-09-22,746339,Groundout,field_out,True,672569,681293,Gustavo Campero,Spencer Arrighetti,0,238c15f9-5689-49b4-a614-2893c0c3d591,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.61,3.98,142.2,99.0,95.0,99.0,0.74,10.54,3.91,8.77,1.32,0.85,0.249,0.435,0.145,0.311,0.446,89.0,97.0,91.0,118.0,99.0,104.0,91.0,100.0,99.0,117.0,93.0,101.0,65.0,99.0,97.0,0.409,0.194,0.11,0.201,0.086,-1.42,0.55,1.02,0.94,-2.7,94.1,88.1,85.5,80.8,78.4,0.307,0.535,0.193,,,,0.405,0.524,0.383,0.171,0.282,0.415,,,,,,,0.113,0.226,0.395,,,,,,,,,,,,,0.254,0.456,0.23,,,,,,,,,,,,
2024-09-22,746339,Single,single,False,672569,593576,Gustavo Campero,Héctor Neris,1,53a881c2-9cb1-4515-9eaa-24caa65ee1da,593576.0,hectorneris,Neris,Right,Héctor Neris,- - -,3.92,4.44,57.1,98.0,84.0,98.0,0.766,9.42,4.4,8.16,1.1,0.95,0.195,0.465,0.176,0.296,0.399,,,,,,,84.0,100.0,94.0,87.0,91.0,92.0,,,,0.462,,0.036,,,0.63,,-7.56,,,92.9,,,85.6,,0.211,0.411,0.181,0.75,2.0,0.333,,,,,,,88.0,92.0,88.0,0.094,0.82,92.8,,,,0.4,0.45,0.087,83.0,98.0,107.0,0.408,-0.57,82.7,0.219,0.323,0.363,,,,,,,,,,,,,,,
2024-09-22,746339,Bunt Pop Out,field_out,True,672569,623352,Gustavo Campero,Josh Hader,0,2ea6b168-6c80-451c-a762-8a507fa8f2c9,623352.0,joshhader,Hader,Left,Josh Hader,HOU,3.67,2.67,68.2,98.0,130.0,111.0,0.625,13.24,3.15,5.37,1.57,0.58,0.232,0.345,0.134,0.303,0.406,111.0,70.0,51.0,,,,,,,117.0,98.0,110.0,,,,,,0.274,,0.01,,,2.39,,-10.81,,,89.3,85.6,,,,,0.12,0.24,0.589,,,,,,,136.0,98.0,113.0,0.717,0.84,96.1,,,,0.188,0.37,0.322,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,746742,Strikeout,strikeout,True,672569,663436,Gustavo Campero,Davis Martin,0,de195016-3f1e-433c-807a-1a1f77229ad0,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,114.0,108.0,111.0,76.0,93.0,84.0,0.285,0.175,0.268,0.076,0.196,-2.03,1.59,1.22,-2.54,-0.16,93.6,89.0,89.3,83.6,78.4,0.389,0.472,0.202,0.121,0.293,0.37,0.34,0.4,0.204,0.357,0.429,0.348,,,,,,,,,,,,,,,,,,,,,,0.206,0.294,0.231,,,,,,,,,,,,
2024-09-25,746742,Hit By Pitch,hit_by_pitch,False,672569,663436,Gustavo Campero,Davis Martin,1,57f56ecb-ce86-4e13-860f-962eac1e4728,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,114.0,108.0,111.0,76.0,93.0,84.0,0.285,0.175,0.268,0.076,0.196,-2.03,1.59,1.22,-2.54,-0.16,93.6,89.0,89.3,83.6,78.4,0.389,0.472,0.202,0.121,0.293,0.37,0.34,0.4,0.204,0.357,0.429,0.348,,,,,,,,,,,,,,,,,,,,,,0.206,0.294,0.231,,,,,,,,,,,,
2024-09-25,746742,Pop Out,field_out,True,672569,647336,Gustavo Campero,Michael Soroka,0,3f3ecb7e-c77a-4502-924e-be9babbbd7eb,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.55,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,,,,96.0,98.0,95.0,103.0,98.0,96.0,,,,0.325,,0.366,,0.097,0.28,,0.39,,-3.52,93.5,,82.1,81.9,,0.198,0.358,0.211,0.168,0.317,0.417,0.321,0.643,0.13,,,,77.0,92.0,88.0,0.212,-1.33,92.3,,,,0.286,0.512,0.079,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,746742,Single,single,False,672569,605121,Gustavo Campero,Justin Anderson,1,17d1c22c-bd0b-4a60-9e91-9f09e9f8dfb6,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.39,5.0,53.1,98.0,112.0,99.0,0.723,9.62,5.4,8.1,0.84,0.9,0.207,0.393,0.167,0.34,0.392,,,,,,,104.0,97.0,95.0,127.0,98.0,104.0,74.0,106.0,102.0,0.325,0.076,0.454,,,0.43,-1.43,0.0,,,96.0,92.4,,85.6,,0.188,0.281,0.256,0.217,0.37,0.41,,,,,,,99.0,96.0,91.0,0.145,-0.2,94.8,,,,0.258,0.29,0.175,,,,,,,,,,0.444,0.611,0.075,,,,,,,,,,,,
2024-09-26,746738,Strikeout,strikeout,True,672569,623167,Gustavo Campero,Chris Flexen,0,5d95b832-20dd-485c-b18a-7c053b13896e,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.8,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.156,0.304,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,47.0,101.0,90.0,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,-2.65,0.43,-1.32,91.3,87.4,81.3,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,0.257,0.436,0.379,0.246,0.393,0.308,74.0,108.0,87.0,0.002,2.01,91.4,,,,,,,,,,,,,,,,0.319,0.536,0.218,,,,,,,,,,,,
