date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-09-08,744965,Strikeout,strikeout,True,641779,571760,Charles Leblanc,Andrew Heaney,0,b7994153-9eaa-45c9-bafb-abd061cfe85e,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.84,4.14,145.1,101.0,81.0,98.0,0.752,9.23,2.42,8.36,1.18,0.76,0.257,0.401,0.142,0.292,0.424,84.0,102.0,95.0,124.0,106.0,103.0,78.0,101.0,98.0,34.0,83.0,74.0,81.0,99.0,101.0,0.015,0.509,0.277,0.033,0.165,0.49,-4.51,-0.2,-3.64,0.9,91.5,83.7,92.2,82.4,75.4,0.215,0.383,0.213,0.221,0.352,0.253,0.254,0.379,0.387,0.5,1.25,0.222,0.455,0.455,0.125,,,,20.0,51.0,51.0,0.001,-19.13,86.6,,,,,,,,,,,,,,,,,,,,,
2024-09-08,744965,Strikeout,strikeout,True,641779,502085,Charles Leblanc,David Robertson,0,287dc4df-d04c-4212-adb3-182cc6e3a3d3,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.86,3.1,63.0,99.0,119.0,105.0,0.725,13.0,3.14,7.0,0.57,1.63,0.207,0.321,0.186,0.343,0.434,108.0,90.0,69.0,,,,,,,107.0,112.0,111.0,105.0,92.0,99.0,0.016,0.002,0.062,0.002,0.019,-2.4,1.85,-3.17,-4.2,6.33,94.1,88.2,94.7,83.9,80.9,,,,0.0,0.0,0.182,0.333,0.6,0.212,0.257,0.351,0.302,0.0,0.0,0.25,,,,121.0,101.0,108.0,0.631,2.08,93.4,,,,0.188,0.241,0.311,119.0,94.0,101.0,0.268,-0.96,84.3,,,,,,,,,
2024-09-10,745856,Walk,walk,False,641779,686973,Charles Leblanc,Louie Varland,0,c4469b60-41d1-4ca5-86eb-d004ba6b2432,686973.0,louievarland,Varland,Right,Louie Varland,MIN,8.57,5.95,42.0,99.0,101.0,99.0,0.799,8.14,3.0,13.07,2.36,1.35,0.287,0.373,0.093,0.38,0.465,95.0,91.0,93.0,,,,104.0,104.0,103.0,91.0,109.0,104.0,,,,0.04,0.393,,,0.109,-0.86,-5.44,,,-0.3,96.0,89.3,93.7,,,0.333,0.591,0.209,0.267,0.267,0.118,,,,0.3,0.375,0.278,0.5,0.875,0.059,,,,92.0,93.0,92.0,0.279,-3.61,89.9,,,,0.333,0.614,0.231,108.0,92.0,98.0,0.179,-1.4,84.6,,,,,,,,,
2024-09-13,746181,Strikeout,strikeout,True,641779,579328,Charles Leblanc,Yusei Kikuchi,1,10b6ac38-5dd2-46d6-906e-fb6517aa7145,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,0.48,0.227,0.183,0.11,-0.09,,0.97,0.01,0.0,95.5,86.9,,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,746181,Groundout,field_out,True,641779,579328,Charles Leblanc,Yusei Kikuchi,0,f78cbe75-a398-4dd1-9fef-a65ad61c0250,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,0.48,0.227,0.183,0.11,-0.09,,0.97,0.01,0.0,95.5,86.9,,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,746181,Strikeout,strikeout,True,641779,579328,Charles Leblanc,Yusei Kikuchi,0,381b4c7d-e5c7-4ac5-9df9-fcdba7b8c7f2,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,0.48,0.227,0.183,0.11,-0.09,,0.97,0.01,0.0,95.5,86.9,,88.4,82.6,0.279,0.513,0.274,0.183,0.239,0.368,0.219,0.298,0.299,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,746181,Strikeout,strikeout,True,641779,623352,Charles Leblanc,Josh Hader,0,ebe9621f-6058-4599-ae0c-05d75560dcc0,623352.0,joshhader,Hader,Left,Josh Hader,HOU,3.32,2.63,65.0,98.0,130.0,111.0,0.622,13.29,3.05,5.26,1.66,0.58,0.233,0.346,0.135,0.316,0.407,111.0,70.0,51.0,,,,,,,137.0,98.0,113.0,115.0,97.0,109.0,0.72,,0.269,,0.01,,0.88,2.38,,-10.84,,89.3,96.1,85.7,,,,,,,,0.116,0.246,0.586,,,,0.185,0.369,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,746180,Single,single,False,641779,623352,Charles Leblanc,Josh Hader,1,b676c9b8-3e34-4ec0-9ca0-eb34324de875,623352.0,joshhader,Hader,Left,Josh Hader,HOU,3.32,2.63,65.0,98.0,130.0,111.0,0.622,13.29,3.05,5.26,1.66,0.58,0.233,0.346,0.135,0.316,0.407,111.0,70.0,51.0,,,,,,,137.0,98.0,113.0,115.0,97.0,109.0,0.72,,0.269,,0.01,,0.88,2.38,,-10.84,,89.3,96.1,85.7,,,,,,,,0.116,0.246,0.586,,,,0.185,0.369,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,746179,Strikeout,strikeout,True,641779,686563,Charles Leblanc,Jonathan Cannon,0,ad68197d-4969-4e98-8679-aaf4683a1e09,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,0.282,0.116,0.216,,0.189,-1.07,-0.14,-1.64,,-0.19,94.4,85.7,93.3,81.9,,0.25,0.386,0.245,0.248,0.4,0.257,,,,,,,0.31,0.484,0.132,,,,79.0,101.0,94.0,0.196,0.51,90.2,0.264,0.517,0.28,0.253,0.453,0.19,,,,,,,,,,,,,,,
2024-09-16,746179,Home Run,home_run,False,641779,686563,Charles Leblanc,Jonathan Cannon,0,66da36c0-6a4d-45c4-b37d-74f7b063ad7a,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,0.282,0.116,0.216,,0.189,-1.07,-0.14,-1.64,,-0.19,94.4,85.7,93.3,81.9,,0.25,0.386,0.245,0.248,0.4,0.257,,,,,,,0.31,0.484,0.132,,,,79.0,101.0,94.0,0.196,0.51,90.2,0.264,0.517,0.28,0.253,0.453,0.19,,,,,,,,,,,,,,,
2024-09-16,746179,Walk,walk,False,641779,686563,Charles Leblanc,Jonathan Cannon,0,012a37fa-7268-4c1b-9222-44c395f0562d,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,0.282,0.116,0.216,,0.189,-1.07,-0.14,-1.64,,-0.19,94.4,85.7,93.3,81.9,,0.25,0.386,0.245,0.248,0.4,0.257,,,,,,,0.31,0.484,0.132,,,,79.0,101.0,94.0,0.196,0.51,90.2,0.264,0.517,0.28,0.253,0.453,0.19,,,,,,,,,,,,,,,
2024-09-16,746179,Lineout,field_out,True,641779,605121,Charles Leblanc,Justin Anderson,0,c339f583-d414-4169-9787-3fad1722d4eb,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.26,4.85,50.2,98.0,111.0,99.0,0.726,9.77,5.15,7.64,0.89,0.9,0.214,0.4,0.171,0.343,0.387,,,,,,,104.0,97.0,95.0,98.0,97.0,92.0,127.0,98.0,104.0,0.149,0.318,0.453,,,0.79,0.27,-0.03,,,96.1,,94.8,85.6,,0.177,0.274,0.248,,,,0.205,0.361,0.417,,,,0.233,0.267,0.164,,,,74.0,105.0,102.0,0.08,-1.5,92.4,,,,0.444,0.611,0.075,,,,,,,,,,,,,,,
2024-09-17,746176,Walk,walk,False,641779,663436,Charles Leblanc,Davis Martin,0,56e09a58-9381-48b5-8d06-167429ef9367,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.27,4.12,46.1,100.0,105.0,99.0,0.758,8.35,3.5,9.13,0.97,1.31,0.197,0.46,0.212,0.299,0.409,145.0,103.0,107.0,94.0,92.0,94.0,93.0,95.0,92.0,,,,114.0,109.0,112.0,,0.279,0.261,0.081,0.198,-2.16,,1.72,-2.63,-0.46,93.7,89.3,,83.6,78.4,0.394,0.485,0.193,0.354,0.417,0.184,0.096,0.269,0.376,0.357,0.429,0.318,,,,,,,78.0,97.0,88.0,0.181,2.25,89.1,,,,0.212,0.303,0.227,,,,,,,,,,,,,,,
2024-09-17,746176,Flyout,field_out,True,641779,663436,Charles Leblanc,Davis Martin,0,2166edca-400c-4fce-b4cc-686feb984e8b,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.27,4.12,46.1,100.0,105.0,99.0,0.758,8.35,3.5,9.13,0.97,1.31,0.197,0.46,0.212,0.299,0.409,145.0,103.0,107.0,94.0,92.0,94.0,93.0,95.0,92.0,,,,114.0,109.0,112.0,,0.279,0.261,0.081,0.198,-2.16,,1.72,-2.63,-0.46,93.7,89.3,,83.6,78.4,0.394,0.485,0.193,0.354,0.417,0.184,0.096,0.269,0.376,0.357,0.429,0.318,,,,,,,78.0,97.0,88.0,0.181,2.25,89.1,,,,0.212,0.303,0.227,,,,,,,,,,,,,,,
2024-09-17,746176,Walk,walk,False,641779,660853,Charles Leblanc,Enyel De Los Santos,0,2ed6af7a-b047-4006-b56f-e615027a3a14,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.43,5.25,61.1,104.0,91.0,100.0,0.726,9.68,3.52,9.24,2.49,0.67,0.31,0.454,0.184,0.339,0.464,79.0,94.0,86.0,,,,78.0,105.0,96.0,,,,110.0,104.0,107.0,,0.489,0.431,,0.08,-2.02,,0.05,,-2.14,95.5,87.6,,86.5,,0.313,0.641,0.209,0.222,0.5,0.308,0.202,0.447,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746172,Walk,walk,False,641779,660853,Charles Leblanc,Enyel De Los Santos,0,723d4ac9-546f-4ea9-8899-8fb367f3401c,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.43,5.25,61.1,104.0,91.0,100.0,0.726,9.68,3.52,9.24,2.49,0.67,0.31,0.454,0.184,0.339,0.464,79.0,94.0,86.0,,,,78.0,105.0,96.0,,,,110.0,104.0,107.0,,0.489,0.431,,0.08,-2.02,,0.05,,-2.14,95.5,87.6,,86.5,,0.313,0.641,0.209,0.222,0.5,0.308,0.202,0.447,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
