date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-09-10,745694,Groundout,field_out,True,691176,663460,Jasson Domínguez,Kris Bubic,0,88041f6f-730a-4b6b-8a4f-90e7d030e3c2,663460.0,krisbubic,Bubic,Left,Kris Bubic,KCR,3.33,1.97,24.1,108.0,100.0,108.0,0.684,11.47,1.48,8.51,0.74,2.2,0.313,0.328,0.172,0.203,0.433,86.0,108.0,103.0,100.0,108.0,110.0,16.0,130.0,125.0,110.0,107.0,107.0,,,,0.022,0.452,0.362,,0.155,0.44,-0.62,0.14,,3.34,93.2,85.3,92.3,83.9,,0.235,0.5,0.373,0.158,0.263,0.364,0.333,0.333,0.0,0.314,0.343,0.293,,,,,,,87.0,91.0,78.0,,,,0.008,,,-0.25,,,86.3,,,,,,,,,,,,,,,,,
2024-09-12,745695,Single,single,False,691176,681867,Jasson Domínguez,Cooper Criswell,1,cde96ed4-0b12-4188-a1c6-c6a02821b9dd,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,,,,0.295,,0.289,,0.262,,0.6,-2.02,,0.61,,84.4,89.1,77.1,,,,,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,79.0,102.0,93.0,,,,0.154,,,0.73,,,86.3,,,0.149,0.298,0.284,,,,,,,0.29,0.484,0.195,,,
2024-09-12,745695,Strikeout,strikeout,True,691176,681867,Jasson Domínguez,Cooper Criswell,0,4043eece-6bc9-4a57-b950-fb0376d18828,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,,,,0.295,,0.289,,0.262,,0.6,-2.02,,0.61,,84.4,89.1,77.1,,,,,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,79.0,102.0,93.0,,,,0.154,,,0.73,,,86.3,,,0.149,0.298,0.284,,,,,,,0.29,0.484,0.195,,,
2024-09-12,745695,Walk,walk,False,691176,592155,Jasson Domínguez,Cam Booser,1,419891d9-ea94-42f8-a73d-bee13363c9ce,592155.0,cambooser,Booser,Left,Cam Booser,BOS,3.38,3.5,42.2,100.0,94.0,99.0,0.734,9.07,3.38,8.65,1.05,0.62,0.194,0.484,0.137,0.323,0.435,,,,93.0,104.0,103.0,,,,91.0,101.0,102.0,,,,,0.41,0.236,,,-0.31,,0.97,,,95.3,,,82.3,,0.244,0.423,0.251,,,,,,,,,,,,,,,,97.0,95.0,92.0,,,,0.354,,,0.23,,,88.3,,,0.325,0.45,0.318,,,,,,,0.196,0.283,0.326,,,
2024-09-12,745695,Strikeout,strikeout,True,691176,455119,Jasson Domínguez,Chris Martin,0,3a0da05f-a208-4758-b341-c774c2020a1a,455119.0,chrismartin,Martin,Right,Chris Martin,BOS,3.43,3.3,39.1,113.0,98.0,108.0,0.799,10.53,0.46,9.38,1.14,1.31,0.339,0.275,0.165,0.321,0.486,,,,86.0,113.0,107.0,84.0,108.0,102.0,104.0,136.0,160.0,,,,0.083,0.323,0.01,,,0.29,-1.4,-16.53,,,94.7,,94.1,85.0,,0.241,0.389,0.196,,,,0.333,0.833,0.19,,,,,,,,,,101.0,112.0,105.0,128.0,118.0,122.0,0.448,0.135,,1.73,-0.85,,91.9,88.2,,0.254,0.373,0.277,0.31,0.31,0.273,,,,0.667,0.667,0.0,,,
2024-09-14,745689,Strikeout,strikeout,True,691176,678394,Jasson Domínguez,Brayan Bello,0,53967e7b-bc6f-4ca2-b79c-7a9dd7ec428f,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.6,4.45,152.2,99.0,101.0,103.0,0.752,8.37,3.54,8.84,1.12,1.87,0.222,0.384,0.147,0.311,0.404,88.0,100.0,98.0,74.0,108.0,102.0,103.0,99.0,101.0,115.0,98.0,110.0,,,,0.399,0.046,0.285,,0.271,0.79,-0.51,-0.49,,0.13,95.7,87.6,95.7,86.9,,0.087,0.13,0.212,0.177,0.36,0.375,0.324,0.465,0.108,0.262,0.396,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,745689,Groundout,field_out,True,691176,678394,Jasson Domínguez,Brayan Bello,1,c4f168bc-4d6a-41f2-b3b6-5e2e83ea3d88,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.6,4.45,152.2,99.0,101.0,103.0,0.752,8.37,3.54,8.84,1.12,1.87,0.222,0.384,0.147,0.311,0.404,88.0,100.0,98.0,74.0,108.0,102.0,103.0,99.0,101.0,115.0,98.0,110.0,,,,0.399,0.046,0.285,,0.271,0.79,-0.51,-0.49,,0.13,95.7,87.6,95.7,86.9,,0.087,0.13,0.212,0.177,0.36,0.375,0.324,0.465,0.108,0.262,0.396,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,745689,Forceout,force_out,True,691176,690544,Jasson Domínguez,Bailey Horn,1,c92f71cb-0391-4810-ae78-701f777c7497,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,6.0,5.65,18.0,95.0,121.0,101.0,0.786,6.5,4.5,10.0,2.0,2.0,0.19,0.397,0.19,0.302,0.533,,,,82.0,96.0,90.0,,,,144.0,95.0,106.0,,,,,0.24,0.601,,,-5.0,,1.97,,,95.0,,,82.1,,0.375,0.75,0.176,,,,,,,,,,0.4,1.2,0.545,90.0,109.0,112.0,91.0,90.0,90.0,,,,0.097,,0.063,-4.43,,-9.61,87.9,,77.5,0.6,0.8,0.2,,,,,,,0.191,0.277,0.197,,,
2024-09-14,745689,Walk,walk,False,691176,683068,Jasson Domínguez,Zach Penrod,0,4800c74d-9866-4e70-9a4c-6f94e6a1887d,683068.0,zachpenrod,Penrod,Left,Zach Penrod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,745693,Single,single,False,691176,676710,Jasson Domínguez,Kutter Crawford,1,77aed867-ec33-4c67-885b-a619abe95391,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,109.0,110.0,112.0,,,,101.0,99.0,102.0,97.0,96.0,97.0,,0.342,0.186,0.07,,-0.43,,-0.38,0.68,,92.6,,,80.8,77.3,0.25,0.505,0.203,,,,,,,,,,0.167,0.2,0.236,,,,113.0,105.0,104.0,87.0,100.0,105.0,0.317,0.085,,0.61,0.15,,87.5,82.4,,0.207,0.427,0.267,0.197,0.273,0.397,,,,0.216,0.424,0.258,,,
2024-09-15,745693,Strikeout,strikeout,True,691176,676710,Jasson Domínguez,Kutter Crawford,0,e0945836-8d4b-405d-8682-74828b19845f,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,109.0,110.0,112.0,,,,101.0,99.0,102.0,97.0,96.0,97.0,,0.342,0.186,0.07,,-0.43,,-0.38,0.68,,92.6,,,80.8,77.3,0.25,0.505,0.203,,,,,,,,,,0.167,0.2,0.236,,,,113.0,105.0,104.0,87.0,100.0,105.0,0.317,0.085,,0.61,0.15,,87.5,82.4,,0.207,0.427,0.267,0.197,0.273,0.397,,,,0.216,0.424,0.258,,,
2024-09-15,745693,Groundout,field_out,True,691176,692285,Jasson Domínguez,Luis Guerrero,0,57308ea9-1688-4cb0-a281-175164f58c33,692285.0,luisguerrero,Guerrero,Right,Luis Guerrero,BOS,0.0,2.05,4.1,108.0,124.0,112.0,0.724,14.54,2.08,6.23,0.0,1.25,0.222,0.444,0.111,0.333,0.464,119.0,114.0,119.0,118.0,107.0,107.0,,,,137.0,103.0,111.0,,,,,0.42,0.304,,0.275,3.62,,0.44,,1.13,97.6,88.9,,86.3,,0.0,0.0,0.385,0.25,0.25,0.2,,,,0.25,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,745693,Walk,walk,False,691176,690544,Jasson Domínguez,Bailey Horn,1,581784d1-b3d8-4d16-a996-fbfe297e3128,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,6.0,5.65,18.0,95.0,121.0,101.0,0.786,6.5,4.5,10.0,2.0,2.0,0.19,0.397,0.19,0.302,0.533,,,,82.0,96.0,90.0,,,,144.0,95.0,106.0,,,,,0.24,0.601,,,-5.0,,1.97,,,95.0,,,82.1,,0.375,0.75,0.176,,,,,,,,,,0.4,1.2,0.545,90.0,109.0,112.0,91.0,90.0,90.0,,,,0.097,,0.063,-4.43,,-9.61,87.9,,77.5,0.6,0.8,0.2,,,,,,,0.191,0.277,0.197,,,
2024-09-17,745205,Pop Out,field_out,True,691176,693433,Jasson Domínguez,Bryan Woo,0,9642163e-fc66-4f6b-8741-7c36e87af39d,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,0.181,,0.095,1.35,2.02,1.0,,-0.12,94.8,89.6,94.7,84.3,,0.22,0.361,0.268,0.19,0.379,0.203,0.231,0.316,0.096,0.273,0.545,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.108,0.393,,,
2024-09-17,745205,Groundout,field_out,True,691176,693433,Jasson Domínguez,Bryan Woo,0,27d6d6fb-7b88-4bc6-8fdd-4b47f3da1ecf,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,0.181,,0.095,1.35,2.02,1.0,,-0.12,94.8,89.6,94.7,84.3,,0.22,0.361,0.268,0.19,0.379,0.203,0.231,0.316,0.096,0.273,0.545,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.108,0.393,,,
2024-09-17,745205,Home Run,home_run,False,691176,693433,Jasson Domínguez,Bryan Woo,0,251a5c83-a4d2-4cf9-9c12-9e855c30a958,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,3.02,2.82,116.1,108.0,104.0,108.0,0.792,7.19,0.93,7.19,1.08,0.93,0.284,0.348,0.145,0.261,0.504,91.0,104.0,100.0,97.0,109.0,107.0,117.0,110.0,110.0,114.0,102.0,109.0,,,,0.229,0.496,0.181,,0.095,1.35,2.02,1.0,,-0.12,94.8,89.6,94.7,84.3,,0.22,0.361,0.268,0.19,0.379,0.203,0.231,0.316,0.096,0.273,0.545,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.108,0.393,,,
2024-09-17,745205,Walk,walk,False,691176,646242,Jasson Domínguez,Jhonathan Díaz,0,5cc6e783-e7d9-4eea-bd5b-9c1974d3aa3e,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Díaz,SEA,4.66,3.89,9.2,99.0,75.0,92.0,0.872,7.45,2.79,13.03,1.86,1.07,0.194,0.333,0.111,0.278,0.446,72.0,95.0,71.0,61.0,96.0,84.0,66.0,102.0,88.0,94.0,102.0,107.0,,,,0.199,0.313,0.211,,0.157,-1.33,-1.41,-2.48,,-3.41,90.2,81.1,88.3,78.6,,0.214,0.643,0.111,0.167,0.167,0.091,0.571,0.714,0.059,0.308,0.385,0.353,0.5,1.25,0.167,93.0,106.0,117.0,,,,,,,,,0.12,,,-5.38,,,73.1,,,,,,,,,,,,,,,
2024-09-17,745205,Pop Out,field_out,True,691176,660844,Jasson Domínguez,Leo Rivas,0,c738a9f6-1871-4897-8d40-a6c09071fd2a,660844.0,leorivas,Rivas,Right,Leo Rivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,745199,Walk,walk,False,691176,682243,Jasson Domínguez,Bryce Miller,0,01018e0f-9870-442a-8cc2-c4a1c766f6e6,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,0.171,0.423,0.168,0.044,,1.53,1.55,-0.2,-0.39,,95.2,,94.7,84.5,85.0,0.184,0.348,0.265,,,,0.248,0.358,0.087,0.243,0.568,0.261,0.231,0.308,0.378,,,,89.0,87.0,89.0,94.0,107.0,110.0,0.023,0.171,,0.15,1.52,,92.1,84.4,,0.25,0.333,0.207,0.148,0.225,0.29,,,,0.24,0.4,0.188,,,
2024-09-18,745199,Groundout,field_out,True,691176,682243,Jasson Domínguez,Bryce Miller,0,c3b9abc3-e55e-4d8d-9f30-4395b107bf65,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.73,180.1,102.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,121.0,96.0,101.0,90.0,102.0,108.0,0.171,0.423,0.168,0.044,,1.53,1.55,-0.2,-0.39,,95.2,,94.7,84.5,85.0,0.184,0.348,0.265,,,,0.248,0.358,0.087,0.243,0.568,0.261,0.231,0.308,0.378,,,,89.0,87.0,89.0,94.0,107.0,110.0,0.023,0.171,,0.15,1.52,,92.1,84.4,,0.25,0.333,0.207,0.148,0.225,0.29,,,,0.24,0.4,0.188,,,
2024-09-18,745199,Strikeout,strikeout,True,691176,700187,Jasson Domínguez,Troy Taylor,0,be9a3101-f3f5-4bd0-9965-416e19eb105a,700187.0,troytaylor,"Taylor, T",Right,Troy Taylor,SEA,3.12,3.23,17.1,96.0,85.0,100.0,0.74,10.9,3.63,5.71,2.08,0.67,0.233,0.395,0.209,0.302,0.393,128.0,74.0,85.0,76.0,86.0,89.0,,,,103.0,103.0,109.0,,,,,0.582,0.404,,0.014,0.44,,0.41,,4.24,97.0,88.8,,84.2,,0.194,0.389,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.37,0.446,,,
2024-09-18,745199,Strikeout,strikeout,True,691176,676092,Jasson Domínguez,Collin Snider,0,3f6b98b4-e0c3-4ab2-ae9f-0a02fd8dbbbe,676092.0,collinsnider,Snider,Right,Collin Snider,SEA,1.35,3.73,40.0,103.0,117.0,101.0,0.724,9.9,2.7,7.43,0.9,0.77,0.279,0.442,0.26,0.288,0.431,,,,119.0,101.0,93.0,60.0,101.0,78.0,121.0,107.0,116.0,,,,0.049,0.401,0.381,,,1.91,6.76,-0.09,,,94.1,,94.5,82.4,,0.17,0.208,0.321,,,,0.0,0.0,0.067,,,,,,,,,,114.0,103.0,94.0,,,,0.169,,,-0.56,,,89.6,,,0.346,0.5,0.327,,,,,,,0.238,0.46,0.297,,,
2024-09-19,745204,Double,double,False,691176,669302,Jasson Domínguez,Logan Gilbert,0,63d7aef5-a299-4aaa-912c-808ba99b3d47,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,,,,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,,,,0.011,0.316,0.317,,,1.59,-1.08,1.4,,,96.5,,95.0,88.4,,0.204,0.362,0.188,,,,0.4,0.4,0.0,0.219,0.395,0.359,0.176,0.27,0.364,122.0,99.0,106.0,117.0,104.0,103.0,101.0,96.0,103.0,0.111,0.132,0.113,0.19,1.34,0.97,92.3,84.4,83.2,0.247,0.483,0.268,0.096,0.16,0.506,,,,,,,,,
2024-09-19,745204,Single,single,False,691176,669302,Jasson Domínguez,Logan Gilbert,0,7a097cd8-8f4e-4307-9fa5-e434318e5ada,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,,,,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,,,,0.011,0.316,0.317,,,1.59,-1.08,1.4,,,96.5,,95.0,88.4,,0.204,0.362,0.188,,,,0.4,0.4,0.0,0.219,0.395,0.359,0.176,0.27,0.364,122.0,99.0,106.0,117.0,104.0,103.0,101.0,96.0,103.0,0.111,0.132,0.113,0.19,1.34,0.97,92.3,84.4,83.2,0.247,0.483,0.268,0.096,0.16,0.506,,,,,,,,,
