date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-07-07,747098,Strikeout,strikeout,True,642201,663969,Eli White,Tyler Phillips,0,cb490e8c-c800-41d3-bb4d-3cfd31f4b7ae,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,4.5,3.74,10.0,105.0,104.0,106.0,0.736,10.8,0.0,8.1,2.7,0.91,0.115,0.615,0.038,0.5,0.439,70.0,102.0,89.0,133.0,101.0,108.0,73.0,96.0,97.0,81.0,109.0,103.0,128.0,105.0,114.0,,,,0.341,0.121,,0.394,0.106,0.038,7.49,,-5.05,-0.02,4.67,-6.65,93.2,,87.0,94.5,82.6,81.8,0.0,0.0,0.2,0.5,1.3,0.2,0.0,0.0,0.143,0.333,0.667,0.25,0.176,0.471,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,747181,Groundout,field_out,True,642201,679885,Eli White,Justin Martinez,0,44d4f21c-1eb7-40ed-946a-1e3983d850df,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,,,,78.0,94.0,95.0,115.0,101.0,103.0,118.0,100.0,108.0,,,,0.462,0.094,,0.218,,,0.24,,1.03,2.47,,,100.0,,,100.1,89.5,,0.231,0.231,0.306,0.318,0.333,0.203,,,,,,,0.091,0.227,0.492,,,,,,,,,,103.0,108.0,108.0,0.226,1.83,89.8,0.091,0.114,0.486,,,,,,,,,,,,,,,
2024-07-09,747180,Triple,triple,False,642201,573009,Eli White,Joe Mantiply,1,64b71496-b9c3-4de4-a8ac-77f5a325e8d7,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,62.0,105.0,102.0,87.0,101.0,102.0,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,0.435,0.036,,,0.254,0.275,1.25,,2.46,,-0.67,-0.83,89.3,,81.1,89.2,,79.5,0.0,0.0,0.6,0.227,0.348,0.154,0.278,0.417,0.333,0.257,0.4,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,747081,Flyout,field_out,True,642201,669060,Eli White,Bryse Wilson,0,a95a4f76-5b1a-4579-ad7d-03d31abfbc71,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.19,5.31,101.0,105.0,93.0,98.0,0.817,7.13,2.76,8.91,1.78,0.86,0.255,0.369,0.159,0.376,0.453,53.0,96.0,85.0,107.0,107.0,106.0,85.0,113.0,105.0,92.0,106.0,96.0,,,,98.0,100.0,95.0,0.32,0.15,0.345,,0.143,0.043,-3.19,1.08,1.21,,-3.27,-0.82,93.5,88.8,88.0,93.1,,80.4,0.292,0.5,0.228,0.239,0.377,0.138,0.309,0.709,0.229,0.182,0.273,0.174,,,,0.233,0.371,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,747081,Double,double,False,642201,571948,Eli White,Hoby Milner,1,a93524a5-cdfc-4b21-b7c0-ad7737536477,571948.0,hobymilner,Milner,Left,Hoby Milner,MIL,4.92,3.3,53.0,107.0,103.0,104.0,0.837,8.83,2.38,9.51,0.85,1.88,0.248,0.427,0.21,0.261,0.43,83.0,106.0,93.0,,,,104.0,116.0,110.0,87.0,105.0,99.0,125.0,102.0,108.0,,,,0.338,0.193,,0.34,,0.129,2.51,,-2.06,0.47,,0.58,88.8,,81.2,88.4,79.5,,0.075,0.175,0.241,0.403,0.597,0.06,,,,0.261,0.435,0.292,,,,,,,,,,,,,,,,,,,,,,,,,0.258,0.371,0.25,,,,,,,,,
2024-08-11,746517,Groundout,field_out,True,642201,607536,Eli White,Kyle Freeland,0,408ee144-cf25-4f2b-a5dd-67a080dcc303,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,,,,70.0,100.0,92.0,86.0,106.0,99.0,63.0,103.0,102.0,,,,0.267,0.208,,0.228,,0.103,-0.56,,-1.66,-1.76,,-2.53,91.9,,86.4,91.6,87.1,,0.274,0.411,0.067,0.33,0.6,0.061,0.173,0.213,0.477,0.4,0.6,0.141,0.354,0.677,0.179,,,,129.0,99.0,106.0,0.193,0.9,83.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,746517,Strikeout,strikeout,True,642201,663567,Eli White,Peter Lambert,0,f2a49d64-22af-4a3e-a19d-de03015b9876,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.72,4.56,61.1,95.0,96.0,95.0,0.805,7.34,4.26,10.71,1.03,1.09,0.288,0.439,0.146,0.313,0.416,90.0,93.0,94.0,84.0,101.0,99.0,88.0,93.0,91.0,89.0,96.0,92.0,119.0,95.0,102.0,,,,0.024,0.384,,0.303,0.038,0.25,-0.75,,-1.67,-1.6,-6.83,-0.02,94.5,,87.0,93.9,85.1,77.8,0.311,0.522,0.116,0.333,0.333,0.0,0.375,1.0,0.222,0.23,0.328,0.376,0.352,0.481,0.2,,,,,,,,,,,,,,,,,,,,,,0.308,0.462,0.27,,,,,,,,,
2024-08-11,746517,Single,single,False,642201,664875,Eli White,Justin Lawrence,1,a54c82ec-8672-476d-96be-a22e7de1889a,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.87,5.56,53.2,95.0,107.0,103.0,0.8,6.54,4.36,10.06,1.17,2.04,0.218,0.424,0.106,0.312,0.413,,,,,,,,,,79.0,95.0,95.0,151.0,95.0,114.0,,,,0.593,,,0.407,,,,,-1.48,0.26,,,,,,94.6,83.3,,,,,0.362,0.567,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.25,0.305,,,,,,,,,
2024-08-11,746517,Grounded Into DP,grounded_into_double_play,True,642201,642028,Eli White,Josh Rogers,1,a5365a34-6921-4a1b-99a0-f29212d9fcb1,642028.0,joshrogers,"Rogers, J",Left,Josh Rogers,COL,6.55,6.78,11.0,98.0,76.0,94.0,0.873,2.45,2.45,12.27,0.82,0.68,0.238,0.429,0.143,0.357,0.476,50.0,85.0,83.0,,,,70.0,91.0,85.0,62.0,98.0,90.0,85.0,109.0,104.0,67.0,98.0,81.0,0.047,0.347,0.059,0.5,,0.047,-2.02,-4.93,-6.79,0.66,,-9.22,89.6,85.9,82.1,88.9,79.2,,0.438,0.688,0.0,,,,,,,,,,0.2,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.222,0.278,0.25,,,,,,,,,
2024-08-13,745302,Strikeout,strikeout,True,642201,690986,Eli White,Kyle Harrison,0,05880b9f-fcb9-47aa-a525-197349ff18c6,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.58,,0.003,0.22,0.197,0.36,,,-11.76,-0.07,-1.5,92.6,,84.9,,88.2,80.7,0.244,0.415,0.231,,,,,,,0.279,0.432,0.217,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.431,0.287,,,,,,
2024-08-13,745302,Lineout,field_out,True,642201,690986,Eli White,Kyle Harrison,0,c9548ec0-47e4-4c11-a615-5898ec74848b,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.58,,0.003,0.22,0.197,0.36,,,-11.76,-0.07,-1.5,92.6,,84.9,,88.2,80.7,0.244,0.415,0.231,,,,,,,0.279,0.432,0.217,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.264,0.431,0.287,,,,,,
2024-08-13,745302,Strikeout,strikeout,True,642201,663546,Eli White,Sean Hjelle,0,a01849fc-df35-4a9e-aa08-06ceb062c3f2,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.03,3.62,67.0,104.0,101.0,105.0,0.814,8.33,1.34,9.13,1.34,2.66,0.29,0.36,0.15,0.3,0.429,,,,,,,,,,99.0,108.0,105.0,,,,72.0,90.0,80.0,0.546,0.002,0.091,,,,4.69,0.29,0.08,,,,92.9,92.5,,94.7,,,,,,0.329,0.479,0.098,0.178,0.327,0.374,,,,,,,0.235,0.412,0.073,111.0,101.0,111.0,0.361,0.83,85.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,745302,Single,single,False,642201,663855,Eli White,Jordan Hicks,0,de8c6d7b-3c48-4012-bb03-8eb6b754e4b6,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.9,4.94,108.1,94.0,106.0,97.0,0.765,7.89,3.82,8.97,1.0,1.66,0.214,0.422,0.124,0.332,0.404,,,,,,,79.0,85.0,79.0,95.0,96.0,94.0,125.0,94.0,102.0,,,,0.513,0.055,,0.24,,,-3.83,,0.17,-0.06,,,95.4,,,94.5,81.1,,0.238,0.381,0.286,0.336,0.489,0.111,,,,,,,,,,,,,,,,,,,121.0,92.0,106.0,0.192,-0.26,84.3,0.174,0.272,0.407,,,,0.152,0.329,0.372,,,,,,,,,
2024-09-03,747079,Walk,walk,False,642201,676105,Eli White,Jeff Criswell,1,4d0deef0-3f5b-4168-aadb-1b7a91d11417,676105.0,jeffcriswell,"Criswell, J",Right,Jeff Criswell,COL,3.6,5.67,10.0,97.0,91.0,100.0,0.759,9.9,3.6,9.0,2.7,1.33,0.143,0.393,0.143,0.321,0.353,90.0,87.0,99.0,101.0,40.0,52.0,87.0,89.0,88.0,100.0,133.0,112.0,94.0,106.0,111.0,,,,0.042,0.383,,0.425,0.006,0.144,0.08,,-14.33,-2.53,-2.41,0.27,95.7,,87.1,95.7,88.1,81.9,0.375,0.375,0.235,0.333,1.333,0.25,,,,0.0,0.0,0.455,0.261,0.609,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,747075,Hit By Pitch,hit_by_pitch,False,642201,678020,Eli White,Seth Halvorsen,0,bc433af7-930f-4194-9f19-1ab796eb0bda,678020.0,sethhalvorsen,Halvorsen,Right,Seth Halvorsen,COL,0.0,2.3,4.2,108.0,121.0,116.0,0.75,7.71,0.0,3.86,0.0,2.33,0.364,0.364,0.182,0.364,0.516,,,,,,,112.0,113.0,121.0,137.0,111.0,120.0,134.0,110.0,127.0,,,,0.369,0.185,,0.169,,,3.18,,1.49,-3.18,,,100.1,,,100.2,89.0,,,,,0.2,0.2,0.222,,,,,,,,,,,,,,,,,,,87.0,96.0,98.0,0.277,9.07,89.2,0.0,0.0,0.364,,,,,,,,,,,,,,,
2024-09-06,747074,Strikeout,strikeout,True,642201,657024,Eli White,Erik Swanson,0,932074cd-533c-4876-8508-0e059d06a3b7,657024.0,erikswanson,"Swanson, E",Right,Erik Swanson,TOR,5.97,6.0,31.2,96.0,101.0,98.0,0.794,7.96,3.69,9.66,2.84,1.2,0.228,0.416,0.119,0.426,0.392,,,,,,,79.0,98.0,91.0,,,,102.0,96.0,102.0,,,,,0.501,,0.198,,,0.98,,,-2.23,,,93.8,,,,86.6,,0.217,0.35,0.201,,,,,,,,,,0.353,0.765,0.156,,,,,,,,,,135.0,93.0,107.0,0.301,-5.12,84.8,0.288,0.769,0.276,,,,,,,,,,,,,,,
2024-09-08,747072,Single,single,False,642201,643338,Eli White,Chad Green,0,d0db4d97-1586-4156-af93-e927625400ac,643338.0,chadgreen,Green,Right,Chad Green,TOR,2.85,3.91,47.1,105.0,119.0,107.0,0.781,7.99,2.09,6.65,1.52,0.75,0.295,0.388,0.109,0.395,0.44,,,,,,,121.0,109.0,111.0,,,,120.0,101.0,102.0,74.0,54.0,61.0,,0.61,0.008,0.382,,,1.81,-0.89,,-0.37,,,95.5,91.5,,,87.6,,0.193,0.376,0.19,,,,,,,,,,0.233,0.417,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,747072,Single,single,False,642201,647315,Eli White,Zach Pop,1,f5fb362e-194a-466b-b42e-a8fa024e7818,647315.0,zachpop,Pop,Right,Zach Pop,TOR,5.89,4.37,44.1,98.0,103.0,99.0,0.805,6.09,3.45,8.93,1.62,1.93,0.212,0.479,0.178,0.37,0.378,,,,,,,,,,96.0,99.0,99.0,138.0,95.0,104.0,100.0,95.0,90.0,0.728,,0.117,0.152,0.001,0.001,,-1.78,-0.1,-0.07,3.94,-3.84,,93.6,87.4,96.2,86.4,82.8,,,,0.267,0.437,0.217,,,,,,,0.208,0.25,0.238,0.214,0.643,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,744807,Lineout,field_out,True,642201,545121,Eli White,Ildemaro Vargas,0,9cc7dea3-45a0-4999-896e-84528260a7f1,545121.0,ildemarovargas,"Vargas, I",Right,Ildemaro Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,747069,Strikeout,strikeout,True,642201,641703,Eli White,Brent Honeywell,0,01eb7d5f-b6fd-47c3-af61-8a3584b83735,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.76,5.29,32.2,100.0,78.0,93.0,0.866,4.68,2.76,7.71,0.83,1.11,0.287,0.347,0.129,0.317,0.461,126.0,131.0,126.0,,,,64.0,94.0,83.0,68.0,128.0,116.0,107.0,104.0,109.0,,,,0.045,0.465,,0.233,,0.006,0.45,,1.6,3.01,,15.07,94.7,,84.9,94.6,85.5,,0.283,0.453,0.117,0.167,0.167,0.333,,,,,,,0.148,0.259,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,0.251,-1.78,0.32,0.4,0.156
2024-09-14,747070,Flyout,field_out,True,642201,571771,Eli White,Enrique Hernández,0,76d7eba2-922f-4e2a-b73f-4a525a9b93e5,571771.0,enriquehernandez,"Hernández, K",Right,Enrique Hernández,LAD,4.15,6.59,4.1,94.0,-33.0,68.0,1.0,0.0,0.0,10.38,0.0,0.29,0.056,0.444,0.167,0.556,0.378,,,,,,,,,,,,,,,,,,,,0.022,,,,,-3.78,,,,,,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,7.61,53.2,,,,,,,,,,0.911,0.61,50.9,,,,,,,,,,,,
2024-09-16,747067,Flyout,field_out,True,642201,641703,Eli White,Brent Honeywell,0,9d5d7ae6-b2f1-4770-baa3-f43f9f651541,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,2.76,5.29,32.2,100.0,78.0,93.0,0.866,4.68,2.76,7.71,0.83,1.11,0.287,0.347,0.129,0.317,0.461,126.0,131.0,126.0,,,,64.0,94.0,83.0,68.0,128.0,116.0,107.0,104.0,109.0,,,,0.045,0.465,,0.233,,0.006,0.45,,1.6,3.01,,15.07,94.7,,84.9,94.6,85.5,,0.283,0.453,0.117,0.167,0.167,0.333,,,,,,,0.148,0.259,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,0.251,-1.78,0.32,0.4,0.156
2024-09-18,746662,Single,single,False,642201,458677,Eli White,Justin Wilson,0,d7e7bb53-5311-4fdd-9c0e-dca2ca63d8a7,458677.0,justinwilson,Wilson,Left,Justin Wilson,CIN,5.32,4.09,45.2,104.0,104.0,104.0,0.783,9.85,2.36,10.05,1.97,0.81,0.358,0.372,0.19,0.365,0.454,,,,,,,101.0,103.0,102.0,,,,133.0,108.0,112.0,85.0,102.0,100.0,,0.491,0.245,0.253,,,-2.43,2.46,,-0.92,,,95.5,92.3,,,88.4,,0.333,0.654,0.282,,,,,,,,,,0.25,0.357,0.347,0.22,0.38,0.138,,,,,,,38.0,69.0,93.0,0.011,1.89,86.9,,,,,,,,,,,,,,,,,,
2024-09-18,746662,Strikeout,strikeout,True,642201,668984,Eli White,Casey Legumina,0,9ccccac0-07d5-4974-8b89-9cad9b6b1f7e,668984.0,caseylegumina,Legumina,Right,Casey Legumina,CIN,8.68,4.75,9.1,104.0,93.0,101.0,0.898,6.75,1.93,13.5,1.93,2.56,0.243,0.514,0.081,0.324,0.524,79.0,114.0,109.0,,,,99.0,97.0,91.0,,,,101.0,99.0,107.0,,,,,0.5,,0.235,,0.265,-2.03,,,-2.11,,-3.18,93.4,,87.7,,85.0,,0.375,0.563,0.053,,,,,,,0.417,0.583,0.115,0.25,0.563,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746663,Single,single,False,642201,605335,Eli White,Brandon Leibrandt,0,c4ac5769-0194-4619-8dd3-e15c2349694d,605335.0,brandonleibrandt,Leibrandt,Left,Brandon Leibrandt,CIN,9.95,4.12,6.1,107.0,69.0,98.0,0.767,7.11,2.84,15.63,4.26,1.75,0.2,0.6,0.08,0.28,0.436,72.0,111.0,105.0,95.0,78.0,75.0,66.0,107.0,97.0,,,,69.0,105.0,94.0,,,,0.06,0.265,,0.274,0.077,0.325,-11.61,,8.88,-8.5,0.26,4.74,88.6,,78.5,89.5,83.9,77.7,0.625,1.375,0.235,,,,,,,0.091,0.091,0.364,0.556,0.889,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
