date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,FO%,wFO/C,vFO
2024-04-08,745432,Strikeout,strikeout,True,666703,681432,Eguy Rosario,Luke Little,0,c4129c87-3ab1-452b-921c-654a00bdea65,681432.0,lukelittle,Little,Left,Luke Little,CHC,3.46,3.54,26.0,86.0,87.0,82.0,0.752,9.69,6.23,5.19,0.35,3.23,0.22,0.39,0.186,0.271,0.438,,,,79.0,92.0,82.0,,,,112.0,72.0,82.0,,,,,,,86.0,100.0,86.0,,0.724,,0.014,0.263,,,1.33,,2.07,,0.07,,,95.8,,90.3,,81.8,,,0.219,0.313,0.19,0.048,0.095,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745433,Home Run,home_run,False,666703,592767,Eguy Rosario,Drew Smyly,0,022ea97f-f1f5-4bd3-83ce-7ee0b96f2b61,592767.0,drewsmyly,Smyly,Left,Drew Smyly,CHC,3.09,3.44,35.0,101.0,95.0,102.0,0.766,8.23,4.11,7.97,1.29,0.69,0.26,0.42,0.2,0.26,0.435,,,,,,,79.0,97.0,89.0,,,,110.0,105.0,114.0,92.0,104.0,93.0,,,,0.461,,0.031,,,,0.507,,-5.44,,0.62,,,-0.22,,88.8,,92.7,,,80.1,,,,,,,0.26,0.42,0.165,0.218,0.372,0.314,,,,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745433,Walk,walk,False,666703,643410,Eguy Rosario,Mark Leiter Jr.,0,8ff9db73-94aa-4e63-8b18-27ccefe699c0,643410.0,markleiterjr,Leiter Jr.,Right,Mark Leiter Jr.,CHC,4.78,2.9,32.0,97.0,92.0,96.0,0.653,12.66,3.66,7.59,0.56,1.86,0.275,0.488,0.2,0.238,0.384,82.0,102.0,103.0,,,,74.0,96.0,86.0,99.0,101.0,102.0,,,,79.0,99.0,94.0,116.0,95.0,105.0,0.343,0.006,0.107,0.324,0.111,0.109,,2.42,-2.34,2.95,1.5,-3.28,-0.79,,95.8,88.5,84.3,91.3,79.7,73.6,,,,,0.444,0.778,0.4,0.273,0.273,0.094,0.429,0.714,0.542,0.061,0.061,0.618,0.313,0.563,0.179,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,745429,Hit By Pitch,hit_by_pitch,False,666703,621016,Eguy Rosario,Jose Cuas,1,9c9bb7a1-1960-4e62-847c-11a2c00b2c9b,621016.0,josecuas,Cuas,Right,Jose Cuas,- - -,8.22,6.67,15.1,90.0,111.0,90.0,0.776,9.39,4.11,11.15,2.35,0.73,0.265,0.49,0.143,0.367,0.39,,,,144.0,105.0,101.0,88.0,93.0,89.0,110.0,66.0,80.0,,,,,,,,,,0.4,0.314,,,0.248,,,-0.13,,,-0.59,-6.51,,,91.5,,,92.3,82.6,,,0.273,0.455,0.333,0.333,0.833,0.435,0.286,0.464,0.186,,,,,,,,,,75.0,86.0,82.0,0.038,-5.51,87.4,,,,,,,,,,,,,,,,,,
2024-04-12,746162,Pop Out,field_out,True,666703,681911,Eguy Rosario,Alex Vesia,0,995be8b4-2b38-426c-b106-622a40edb513,681911.0,alexvesia,Vesia,Left,Alex Vesia,LAD,1.25,2.56,43.1,102.0,122.0,106.0,0.71,11.84,3.74,4.15,0.83,0.33,0.326,0.303,0.225,0.247,0.421,,,,130.0,101.0,106.0,,,,112.0,106.0,107.0,,,,,,,,,,,0.649,,,0.309,,,2.08,,,,0.75,,,93.6,,,,85.5,,,0.128,0.287,0.293,0.171,0.22,0.43,,,,,,,,,,,,,80.0,101.0,94.0,0.043,1.68,86.2,0.125,0.125,0.2,,,,,,,,,,,,,,,
2024-04-13,746161,Groundout,field_out,True,666703,694813,Eguy Rosario,Gavin Stone,0,f454b34a-33cf-4cdd-bf89-492777f61688,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,80.0,100.0,95.0,,,,0.234,0.247,0.061,,0.162,0.033,,0.31,2.5,,-0.5,1.06,3.38,,94.7,92.3,,95.2,88.9,83.3,,0.247,0.36,0.148,0.247,0.315,0.346,0.333,0.495,0.146,0.111,0.111,0.188,,,,0.286,0.286,0.173,80.0,103.0,98.0,0.262,0.85,87.2,0.184,0.34,0.338,,,,,,,,,,,,,,,
2024-04-13,746161,Grounded Into DP,grounded_into_double_play,True,666703,694813,Eguy Rosario,Gavin Stone,1,23ab55fd-bbde-4ee0-bb28-fb5327690c76,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,80.0,100.0,95.0,,,,0.234,0.247,0.061,,0.162,0.033,,0.31,2.5,,-0.5,1.06,3.38,,94.7,92.3,,95.2,88.9,83.3,,0.247,0.36,0.148,0.247,0.315,0.346,0.333,0.495,0.146,0.111,0.111,0.188,,,,0.286,0.286,0.173,80.0,103.0,98.0,0.262,0.85,87.2,0.184,0.34,0.338,,,,,,,,,,,,,,,
2024-04-13,746161,Strikeout,strikeout,True,666703,675627,Eguy Rosario,Michael Grove,1,32f0f6c5-9239-4918-8ee7-9088c81fc503,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,,,,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,109.0,95.0,103.0,107.0,98.0,97.0,,,,0.21,0.013,0.181,,0.533,,0.064,-3.67,-1.58,,-0.65,1.59,,-1.75,94.0,92.8,,95.9,86.7,,79.8,,,,0.184,0.287,0.339,0.286,0.393,0.222,0.5,0.5,0.385,,,,0.316,0.474,0.16,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746164,Double,double,False,666703,572020,Eguy Rosario,James Paxton,0,ccb33ec4-0e92-4951-ba98-c58c7d829346,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,79.0,96.0,96.0,82.0,95.0,84.0,,,,0.032,0.577,0.037,,,,0.284,0.34,-3.42,,-4.92,,,-0.23,93.2,84.0,,92.6,,,80.8,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.224,0.355,0.358,,,,0.308,0.769,0.13,71.0,97.0,96.0,0.07,-1.66,82.6,0.217,0.348,0.31,,,,,,,,,,,,,,,
2024-04-14,746164,Strikeout,strikeout,True,666703,572020,Eguy Rosario,James Paxton,0,ecf928b6-a587-4496-97c8-c551eb3d248e,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,79.0,96.0,96.0,82.0,95.0,84.0,,,,0.032,0.577,0.037,,,,0.284,0.34,-3.42,,-4.92,,,-0.23,93.2,84.0,,92.6,,,80.8,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.224,0.355,0.358,,,,0.308,0.769,0.13,71.0,97.0,96.0,0.07,-1.66,82.6,0.217,0.348,0.31,,,,,,,,,,,,,,,
2024-04-15,746002,Double,double,False,666703,657649,Eguy Rosario,Jared Koenig,0,12d02564-051d-417b-80a9-5f363fb4bdc7,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,,,,,,,91.0,101.0,99.0,,,,0.586,0.002,0.238,,,0.154,,-3.7,1.4,,1.64,,1.05,,95.0,90.4,,94.5,,80.8,,,,,,,,0.2,0.282,0.178,0.19,0.19,0.471,,,,0.194,0.323,0.278,66.0,87.0,87.0,0.02,3.47,84.8,,,,,,,,,,,,,,,,,,
2024-04-16,746004,Single,single,False,666703,489119,Eguy Rosario,Wade Miley,1,cc3eb294-3243-43c3-b305-e700c93fd993,489119.0,wademiley,Miley,Left,Wade Miley,MIL,6.43,8.44,7.0,100.0,93.0,93.0,0.904,2.57,5.14,7.71,1.29,1.83,0.174,0.522,0.174,0.261,0.407,89.0,90.0,99.0,81.0,97.0,86.0,75.0,105.0,86.0,127.0,92.0,83.0,,,,93.0,104.0,99.0,,,,0.153,0.212,0.381,,0.025,0.025,,-0.24,0.54,,-1.79,-3.64,7.4,,90.1,86.9,,89.6,78.9,75.2,,0.286,0.286,0.077,,,,0.5,0.5,0.111,,,,,,,0.1,0.4,0.087,115.0,94.0,97.0,0.203,-1.97,83.4,0.5,0.5,0.167,,,,,,,,,,,,,,,
2024-04-16,746004,Pop Out,field_out,True,666703,682842,Eguy Rosario,Abner Uribe,0,2335817e-a70c-4267-b1d7-6483624316e0,682842.0,abneruribe,Uribe,Right,Abner Uribe,MIL,6.91,4.7,14.1,94.0,138.0,102.0,0.781,8.79,7.53,9.42,0.63,2.56,0.15,0.4,0.2,0.225,0.43,,,,95.0,57.0,54.0,128.0,93.0,98.0,159.0,97.0,113.0,,,,,,,,,,0.647,0.008,,,0.345,,,-3.7,,,0.02,-0.32,,,100.1,,,98.7,87.9,,,,,,0.267,0.267,0.423,0.282,0.436,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746004,Strikeout,strikeout,True,666703,571948,Eguy Rosario,Hoby Milner,0,3751dee1-69d0-4298-8fc5-c53a7f8e8452,571948.0,hobymilner,Milner,Left,Hoby Milner,MIL,4.91,3.17,44.0,107.0,102.0,104.0,0.842,8.59,2.05,9.2,1.02,1.78,0.26,0.412,0.214,0.252,0.437,,,,100.0,119.0,111.0,86.0,105.0,99.0,122.0,103.0,109.0,,,,,,,,,,0.346,0.178,,,0.346,,,1.4,,,-2.37,1.03,,,88.7,,,88.4,79.4,,,0.1,0.233,0.242,0.22,0.36,0.271,0.418,0.597,0.044,,,,,,,,,,86.0,106.0,95.0,0.131,1.39,81.2,0.158,0.368,0.3,,,,,,,,,,,,,,,
2024-04-16,746004,Flyout,field_out,True,666703,657649,Eguy Rosario,Jared Koenig,1,565cf01c-6e49-41fd-941b-a8640f5a6c37,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,,,,,,,91.0,101.0,99.0,,,,0.586,0.002,0.238,,,0.154,,-3.7,1.4,,1.64,,1.05,,95.0,90.4,,94.5,,80.8,,,,,,,,0.2,0.282,0.178,0.19,0.19,0.471,,,,0.194,0.323,0.278,66.0,87.0,87.0,0.02,3.47,84.8,,,,,,,,,,,,,,,,,,
2024-04-19,745430,Strikeout,strikeout,True,666703,641835,Eguy Rosario,Tim Mayza,0,fec1aed8-1bae-4fda-b432-41c866d58baa,641835.0,timmayza,Mayza,Left,Tim Mayza,TOR,8.03,6.84,24.2,97.0,103.0,95.0,0.843,5.84,4.38,13.14,1.09,1.16,0.258,0.344,0.14,0.29,0.423,,,,29.0,90.0,120.0,86.0,99.0,94.0,146.0,92.0,98.0,,,,,,,,,,0.702,0.006,,,0.292,,,2.09,,,-1.23,-3.0,,,91.5,,,91.9,86.4,,,,,,0.321,0.536,0.203,0.346,0.526,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,745431,Double,double,False,666703,650893,Eguy Rosario,Génesis Cabrera,1,d97896f6-9442-49ac-ba2f-d071fa3ac2c9,650893.0,genesiscabrera,"Cabrera, G",Left,Génesis Cabrera,TOR,3.62,3.8,37.1,95.0,87.0,91.0,0.777,6.27,3.86,8.68,1.21,1.19,0.222,0.453,0.137,0.325,0.415,91.0,91.0,93.0,108.0,101.0,105.0,89.0,85.0,81.0,,,,,,,82.0,100.0,92.0,,,,0.199,0.204,0.375,,,0.142,,-6.56,3.47,,-3.97,,1.75,,95.6,88.4,,95.4,,78.9,,0.429,0.829,0.13,,,,0.429,0.643,0.094,0.111,0.111,0.24,,,,0.123,0.175,0.351,43.0,86.0,73.0,0.08,3.0,88.1,0.091,0.091,0.5,,,,,,,,,,,,,,,
2024-04-20,745431,Groundout,field_out,True,666703,657024,Eguy Rosario,Erik Swanson,0,502fa688-07c6-4621-bc7c-3fa20934cc0d,657024.0,erikswanson,"Swanson, E",Right,Erik Swanson,TOR,9.22,9.08,13.2,92.0,98.0,96.0,0.822,6.59,2.63,13.17,3.29,1.0,0.135,0.481,0.096,0.442,0.422,,,,75.0,91.0,85.0,,,,98.0,93.0,101.0,,,,,,,130.0,95.0,110.0,,0.488,,0.357,0.156,,,1.89,,-9.05,,-3.46,,,93.6,,85.0,,85.7,,,0.233,0.267,0.109,0.5,0.75,0.222,,,,,,,0.393,1.071,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746565,Groundout,field_out,True,666703,596295,Eguy Rosario,Austin Gomber,0,688ffa59-4b07-417a-bbc8-f7648a30f681,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-04-22,746565,Lineout,field_out,True,666703,596295,Eguy Rosario,Austin Gomber,0,535fae78-6518-45a3-a5be-8cf4f544652a,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-04-22,746565,Single,single,False,666703,680767,Eguy Rosario,Victor Vodnik,0,73093d00-4b3f-4de6-af92-364e3878ad1f,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,,,,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,,,,,,,0.643,,,0.2,,,-0.34,,,,-0.07,,,97.7,,,,84.1,,,0.271,0.426,0.196,0.268,0.341,0.268,,,,,,,,,,,,,114.0,99.0,100.0,0.157,1.35,89.9,0.172,0.172,0.254,,,,,,,,,,,,,,,
2024-04-23,746566,Flyout,field_out,True,666703,656222,Eguy Rosario,Jalen Beeks,0,5aae3402-4b1a-4143-9276-7882ea77e5d7,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,COL,4.75,3.72,47.1,93.0,79.0,90.0,0.803,7.23,3.42,8.75,0.95,1.09,0.288,0.377,0.171,0.315,0.405,92.0,124.0,129.0,75.0,94.0,89.0,,,,,,,,,,89.0,97.0,92.0,,,,0.002,0.57,0.159,,,0.014,,0.42,0.58,,-0.45,,1.3,,94.5,85.2,,89.3,,74.5,,0.286,0.403,0.143,,,,,,,0.2,0.2,0.167,,,,0.167,0.389,0.255,82.0,90.0,90.0,0.255,-0.52,89.0,0.211,0.289,0.407,,,,,,,,,,,,,,,
2024-04-23,746566,Groundout,field_out,True,666703,656234,Eguy Rosario,Jake Bird,0,781ff5b5-5735-467f-8139-b309492376d0,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,133.0,94.0,101.0,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,,,,119.0,90.0,96.0,,,,0.437,0.015,0.074,,0.305,0.169,,-6.25,-4.3,,-1.3,0.62,-2.8,,94.5,91.2,,95.3,85.0,81.4,,,,,0.185,0.259,0.302,0.318,0.432,0.123,0.273,0.545,0.304,,,,0.5,1.25,0.278,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746567,Single,single,False,666703,621389,Eguy Rosario,Ty Blach,1,a2bdc8f2-9253-46ef-a02b-9c1f68354483,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,37.0,94.0,92.0,,,,77.0,106.0,90.0,,,,,,,79.0,107.0,89.0,,,,0.51,,0.121,,,0.122,,,0.63,,-1.47,,-0.42,,,83.2,,89.1,,79.2,,,,,,,,0.376,0.576,0.092,0.174,0.348,0.191,,,,0.211,0.5,0.203,70.0,98.0,89.0,0.247,-2.76,80.0,0.367,0.517,0.217,,,,,,,,,,,,,,,
