date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-04-20,745431,Strikeout,strikeout,True,640492,621244,José Azocar,José Berríos,0,86b7b8ce-3733-4990-9df0-dd58fd4cecf4,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,,,,80.0,100.0,94.0,,,,0.329,0.175,0.031,,,0.301,,-1.98,-2.81,,0.53,,0.16,,94.0,91.7,,93.5,,83.0,,0.333,0.648,0.183,,,,0.288,0.378,0.124,,,,,,,0.375,0.438,0.03,89.0,103.0,101.0,0.163,1.45,84.5,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,,,,,,,
2024-04-20,745431,Double,double,False,640492,657024,José Azocar,Erik Swanson,0,176ac3dc-4481-4563-ac89-f140cd981ac1,657024.0,erikswanson,"Swanson, E",Right,Erik Swanson,TOR,9.22,9.08,13.2,92.0,98.0,96.0,0.822,6.59,2.63,13.17,3.29,1.0,0.135,0.481,0.096,0.442,0.422,,,,75.0,91.0,85.0,,,,98.0,93.0,101.0,,,,,,,130.0,95.0,110.0,,0.488,,0.357,0.156,,,1.89,,-9.05,,-3.46,,,93.6,,85.0,,85.7,,,0.233,0.267,0.109,0.5,0.75,0.222,,,,,,,0.393,1.071,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,745434,Strikeout,strikeout,True,640492,663878,José Azocar,Nate Pearson,0,1ed8769a-16ef-4937-8b1f-742d5fe950ee,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,132.0,92.0,102.0,125.0,91.0,94.0,107.0,107.0,112.0,130.0,101.0,112.0,,,,,,,76.0,153.0,162.0,0.012,0.448,,0.002,0.412,0.127,,-2.31,,16.57,-30.79,0.95,-0.74,,97.6,,88.3,97.4,87.7,80.8,,0.342,0.548,0.182,0.212,0.385,0.42,0.667,2.667,0.167,0.158,0.316,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746565,Single,single,False,640492,596295,José Azocar,Austin Gomber,0,fc1868db-bd3f-4c1f-8b5f-df657ac16e74,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-04-22,746565,Strikeout,strikeout,True,640492,596295,José Azocar,Austin Gomber,0,d9107619-19da-4229-9a32-55bd7566fb43,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-04-22,746565,Strikeout,strikeout,True,640492,680767,José Azocar,Victor Vodnik,0,2caf61d3-5789-41b6-a33d-d7b1f05d3108,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,,,,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,,,,,,,0.643,,,0.2,,,-0.34,,,,-0.07,,,97.7,,,,84.1,,,0.271,0.426,0.196,0.268,0.341,0.268,,,,,,,,,,,,,114.0,99.0,100.0,0.157,1.35,89.9,0.172,0.172,0.254,,,,,,,,,,,,,,,
2024-04-22,746565,Strikeout,strikeout,True,640492,683232,José Azocar,Nick Mears,0,907f938f-656e-4b23-a1a2-3e2e2404035c,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,127.0,100.0,110.0,138.0,98.0,105.0,,,,111.0,99.0,103.0,,,,,,,,,,,0.603,,,0.19,0.207,,1.1,,,,-0.05,-3.59,,96.7,,,,86.4,81.4,,0.242,0.319,0.192,0.257,0.343,0.522,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746567,Lineout,field_out,True,640492,621389,José Azocar,Ty Blach,0,d56ca9e4-caba-49a7-bd06-f2b1cceff90b,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,37.0,94.0,92.0,,,,77.0,106.0,90.0,,,,,,,79.0,107.0,89.0,,,,0.51,,0.121,,,0.122,,,0.63,,-1.47,,-0.42,,,83.2,,89.1,,79.2,,,,,,,,0.376,0.576,0.092,0.174,0.348,0.191,,,,0.211,0.5,0.203,70.0,98.0,89.0,0.247,-2.76,80.0,0.367,0.517,0.217,,,,,,,,,,,,,,,
2024-04-24,746567,Flyout,field_out,True,640492,621389,José Azocar,Ty Blach,0,cae9c00b-2fe2-4c39-ad36-5041b5eef8b9,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,37.0,94.0,92.0,,,,77.0,106.0,90.0,,,,,,,79.0,107.0,89.0,,,,0.51,,0.121,,,0.122,,,0.63,,-1.47,,-0.42,,,83.2,,89.1,,79.2,,,,,,,,0.376,0.576,0.092,0.174,0.348,0.191,,,,0.211,0.5,0.203,70.0,98.0,89.0,0.247,-2.76,80.0,0.367,0.517,0.217,,,,,,,,,,,,,,,
2024-04-24,746567,Flyout,field_out,True,640492,680767,José Azocar,Victor Vodnik,0,f13ff46f-a031-4367-9482-fb6b64d079af,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,,,,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,,,,,,,0.643,,,0.2,,,-0.34,,,,-0.07,,,97.7,,,,84.1,,,0.271,0.426,0.196,0.268,0.341,0.268,,,,,,,,,,,,,114.0,99.0,100.0,0.157,1.35,89.9,0.172,0.172,0.254,,,,,,,,,,,,,,,
2024-04-24,746567,Grounded Into DP,grounded_into_double_play,True,640492,683627,José Azocar,Anthony Molina,1,a7469e24-4503-4142-a23d-d56e9ad91a96,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,121.0,110.0,112.0,76.0,98.0,92.0,,,,91.0,107.0,107.0,,,,,,,,,,,0.49,,,0.249,0.024,0.002,-1.66,,,,-1.65,-1.97,3.88,94.6,,,,88.5,82.4,76.8,0.373,0.537,0.136,0.349,0.488,0.115,,,,0.333,0.333,0.0,,,,,,,94.0,91.0,92.0,0.235,0.35,84.9,0.179,0.286,0.254,,,,,,,,,,,,,,,
2024-04-25,746564,Groundout,field_out,True,640492,641712,José Azocar,Dakota Hudson,1,7790443f-40d7-4d1f-bfb5-65a8a656a78d,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,,,,0.32,0.156,,,0.255,0.166,,-1.93,,,-0.53,-0.32,0.89,,89.9,,,90.3,84.1,80.2,,0.296,0.5,0.079,0.289,0.361,0.313,0.315,0.465,0.07,0.114,0.205,0.333,,,,,,,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,,,,,,,
2024-04-25,746564,Single,single,False,640492,641712,José Azocar,Dakota Hudson,1,60d73328-8e92-4521-b680-1756e38b9147,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,,,,0.32,0.156,,,0.255,0.166,,-1.93,,,-0.53,-0.32,0.89,,89.9,,,90.3,84.1,80.2,,0.296,0.5,0.079,0.289,0.361,0.313,0.315,0.465,0.07,0.114,0.205,0.333,,,,,,,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,,,,,,,
2024-04-25,746564,Groundout,field_out,True,640492,663567,José Azocar,Peter Lambert,0,74d9c941-81c6-4ba3-a97e-0e7705d0afb6,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,80.0,96.0,95.0,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,,,,,,,,,,0.032,0.382,,,0.306,0.052,,-0.75,,,-1.55,0.45,-5.77,,94.5,,,93.8,85.8,78.0,,0.276,0.534,0.11,0.182,0.182,0.316,0.333,0.333,0.0,0.25,0.875,0.2,,,,,,,89.0,95.0,95.0,0.228,0.42,86.9,0.237,0.263,0.42,,,,,,,,,,,,,,,
2024-04-25,746564,Flyout,field_out,True,640492,641755,José Azocar,Tyler Kinley,1,869e779d-4d00-4883-8406-f7b8c154031c,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,,,,74.0,88.0,84.0,16.0,56.0,52.0,92.0,104.0,101.0,,,,,,,,,,0.003,0.366,,,0.589,,,-3.61,,,-2.92,-0.4,,,95.8,,,93.9,89.6,,,0.431,0.621,0.106,0.226,0.5,0.404,,,,,,,,,,,,,65.0,86.0,79.0,0.043,0.7,87.2,0.0,0.0,0.636,,,,,,,,,,,,,,,
2024-04-26,745424,Single,single,False,640492,605400,José Azocar,Aaron Nola,0,cc0881d9-cd64-45ee-8631-cf05e61d5280,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,133.0,109.0,116.0,68.0,100.0,93.0,,,,0.212,0.259,0.102,,,,0.324,1.43,-2.53,,-0.12,,,2.0,92.3,87.4,,91.4,,,79.2,0.117,0.252,0.226,,,,0.29,0.47,0.137,0.194,0.306,0.35,,,,0.389,0.75,0.143,80.0,103.0,90.0,0.103,-2.18,85.4,0.289,0.5,0.154,,,,,,,,,,,,,,,
2024-04-26,745424,Strikeout,strikeout,True,640492,605400,José Azocar,Aaron Nola,0,d2f88fca-ea8f-4acb-bc50-2e4aba46b4c8,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,133.0,109.0,116.0,68.0,100.0,93.0,,,,0.212,0.259,0.102,,,,0.324,1.43,-2.53,,-0.12,,,2.0,92.3,87.4,,91.4,,,79.2,0.117,0.252,0.226,,,,0.29,0.47,0.137,0.194,0.306,0.35,,,,0.389,0.75,0.143,80.0,103.0,90.0,0.103,-2.18,85.4,0.289,0.5,0.154,,,,,,,,,,,,,,,
