date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FO%,SL%,KC%,CH%,wFA/C,wFC/C,wFO/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vFO,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,vSC (sc),Stf+ CU,Loc+ CU,Pit+ CU,CU%,SC%,wCU/C,wSC/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
2024-08-24,745457,Flyout,field_out,True,641856,687924,Billy McKinney,Julian Aguiar,0,e68595a9-1ef4-4d88-ae78-08ec79d8c8ea,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,101.0,99.0,96.0,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,,,,0.522,,,,0.177,,0.204,,,,-0.9,1.52,,-0.1,,,,83.5,94.0,79.3,,0.303,0.667,0.145,0.143,0.143,0.25,,,,0.231,0.308,0.391,,,,0.6,1.8,0.0,,81.0,90.0,96.0,0.097,,-17.48,,78.2,,,,,,,,,,,,
2024-08-24,745457,Strikeout,strikeout,True,641856,687924,Billy McKinney,Julian Aguiar,0,11f1a771-1b5a-46ea-8085-480cbdb382c2,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,101.0,99.0,96.0,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,,,,0.522,,,,0.177,,0.204,,,,-0.9,1.52,,-0.1,,,,83.5,94.0,79.3,,0.303,0.667,0.145,0.143,0.143,0.25,,,,0.231,0.308,0.391,,,,0.6,1.8,0.0,,81.0,90.0,96.0,0.097,,-17.48,,78.2,,,,,,,,,,,,
2024-08-24,745457,Strikeout,strikeout,True,641856,543391,Billy McKinney,Casey Kelly,0,2e4b01b1-f950-4997-a138-f31b390fbd15,543391.0,caseykelly,"Kelly, C",Right,Casey Kelly,CIN,5.06,3.49,5.1,99.0,89.0,99.0,0.721,6.75,1.69,8.44,1.69,0.75,0.313,0.438,0.125,0.25,0.436,27.0,136.0,114.0,73.0,83.0,94.0,117.0,152.0,42.0,141.0,92.0,111.0,,,,,,,0.167,0.256,,,0.256,,0.205,-3.55,,,8.68,-2.92,,0.34,90.9,,,84.6,89.5,84.8,,0.2,0.2,0.0,,,,,,,0.25,0.25,0.333,0.286,0.714,0.231,,,,,95.0,93.0,96.0,0.115,,2.97,,80.1,,,,,,,,,,,,
2024-08-26,745458,Walk,walk,False,641856,681799,Billy McKinney,Ethan Roberts,0,3407036b-b275-4f23-8c8e-46c0e733007f,681799.0,ethanroberts,Roberts,Right,Ethan Roberts,CHC,3.14,4.47,14.1,102.0,113.0,107.0,0.774,8.16,4.4,11.93,0.63,0.7,0.271,0.417,0.125,0.354,0.437,,,,30.0,123.0,107.0,,,,133.0,106.0,115.0,,,,86.0,92.0,93.0,,0.071,0.307,,0.622,,,2.12,-1.82,,,-0.21,,,91.7,89.3,,,,81.3,,,,,,,,0.444,0.444,0.067,,,,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,0.275,0.425,0.304
2024-08-26,745458,Single,single,False,641856,680891,Billy McKinney,Jack Neely,0,579ac693-91ac-4b70-ab5b-10c0c42760f1,680891.0,jackneely,Neely,Right,Jack Neely,CHC,13.5,7.45,4.0,88.0,103.0,88.0,0.576,11.25,4.5,13.5,4.5,0.8,0.308,0.308,0.154,0.538,0.403,,,,102.0,87.0,87.0,,,,104.0,90.0,89.0,,,,,,,,0.612,,,0.388,,,-7.12,,,,2.72,,,96.0,,,,,86.9,,,,,0.0,0.0,0.692,,,,,,,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,745461,Strikeout,strikeout,True,641856,624522,Billy McKinney,Keegan Thompson,0,69be1ae9-df59-4303-91ef-f745a9d6a557,624522.0,keeganthompson,"Thompson, K",Right,Keegan Thompson,CHC,3.32,3.81,19.0,100.0,98.0,100.0,0.707,13.74,5.21,6.16,0.95,1.07,0.268,0.366,0.122,0.244,0.417,,,,76.0,99.0,99.0,69.0,95.0,86.0,131.0,106.0,111.0,,,,120.0,101.0,100.0,0.017,0.435,0.264,,0.151,,,0.07,0.67,,-1.08,2.17,,,93.7,89.5,,,93.0,84.3,,,,,,,,0.214,0.214,0.158,,,,0.219,0.531,0.303,0.182,0.273,0.4,,94.0,107.0,107.0,0.133,,-1.22,,81.9,,,,,,,,,,0.083,0.083,0.591
2024-08-28,745452,Strikeout,strikeout,True,641856,543294,Billy McKinney,Kyle Hendricks,0,1fe8d1a1-7384-4978-ade0-2ab96fcd184d,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,,,,,,,0.367,0.121,,,,,0.379,-2.68,,,-1.07,,,-1.17,87.9,,,80.9,87.7,,,0.339,0.526,0.103,,,,,,,0.277,0.441,0.244,0.36,0.84,0.138,0.22,0.317,0.288,,90.0,110.0,108.0,0.132,,0.28,,74.4,,,,,,,,,,,,
2024-08-28,745452,Double,double,False,641856,543294,Billy McKinney,Kyle Hendricks,1,ee911948-6908-4f5c-9a0b-95c357dd6088,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,61.0,91.0,84.0,97.0,106.0,97.0,,,,,,,,,,0.367,0.121,,,,,0.379,-2.68,,,-1.07,,,-1.17,87.9,,,80.9,87.7,,,0.339,0.526,0.103,,,,,,,0.277,0.441,0.244,0.36,0.84,0.138,0.22,0.317,0.288,,90.0,110.0,108.0,0.132,,0.28,,74.4,,,,,,,,,,,,
2024-08-28,745452,Hit By Pitch,hit_by_pitch,False,641856,681799,Billy McKinney,Ethan Roberts,0,1183ea2f-d8e0-41f9-a08a-4fbba915342d,681799.0,ethanroberts,Roberts,Right,Ethan Roberts,CHC,3.14,4.47,14.1,102.0,113.0,107.0,0.774,8.16,4.4,11.93,0.63,0.7,0.271,0.417,0.125,0.354,0.437,,,,30.0,123.0,107.0,,,,133.0,106.0,115.0,,,,86.0,92.0,93.0,,0.071,0.307,,0.622,,,2.12,-1.82,,,-0.21,,,91.7,89.3,,,,81.3,,,,,,,,0.444,0.444,0.067,,,,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,0.275,0.425,0.304
2024-08-28,745452,Strikeout,strikeout,True,641856,592767,Billy McKinney,Drew Smyly,0,cb8620e1-c896-4b31-8df9-cb3c2b2b7155,592767.0,drewsmyly,Smyly,Left,Drew Smyly,CHC,2.91,3.44,52.2,102.0,94.0,102.0,0.761,8.2,3.08,7.69,1.37,0.76,0.238,0.457,0.172,0.298,0.433,,,,,,,77.0,98.0,90.0,,,,111.0,106.0,116.0,85.0,98.0,87.0,0.487,,0.031,,0.001,0.481,,,-3.48,,0.5,3.94,0.36,,,88.8,,,92.6,82.1,80.1,0.262,0.44,0.164,,,,0.333,0.333,0.3,,,,,,,0.196,0.346,0.336,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745452,Walk,walk,False,641856,694037,Billy McKinney,Daniel Palencia,1,2ee25b21-4554-4b0f-82c9-ae8a0318367d,694037.0,danielpalencia,Palencia,Right,Daniel Palencia,CHC,7.11,4.84,12.2,94.0,114.0,99.0,0.741,9.95,8.53,9.95,0.0,2.2,0.167,0.361,0.139,0.389,0.462,,,,113.0,93.0,103.0,110.0,69.0,66.0,115.0,105.0,108.0,,,,,,,0.085,0.551,,,0.247,,,-2.92,,,-2.12,3.45,,,98.0,,,,97.5,89.6,,0.0,0.0,0.125,0.133,0.133,0.321,,,,,,,0.379,0.552,0.21,,,,,82.0,91.0,89.0,0.012,,3.3,,84.1,127.0,72.0,87.0,0.105,-1.59,89.0,0.333,0.333,0.5,,,
2024-08-28,745452,Strikeout,strikeout,True,641856,687863,Billy McKinney,Porter Hodge,0,cfe83841-1f91-4fcd-81e6-6f189b11e950,687863.0,porterhodge,Hodge,Right,Porter Hodge,CHC,1.85,2.46,34.0,93.0,113.0,104.0,0.709,11.38,3.71,4.24,0.26,0.93,0.282,0.31,0.211,0.254,0.431,,,,109.0,90.0,101.0,,,,123.0,100.0,110.0,,,,,,,,0.651,,,0.335,,,1.33,,,,3.91,,,95.4,,,,,82.6,,,,,,,,,,,,,,0.183,0.282,0.203,,,,,,,,,,,,,52.0,93.0,96.0,0.014,-1.78,89.6,,,,0.07,0.093,0.5
2024-08-30,746593,Strikeout,strikeout,True,641856,594902,Billy McKinney,Ben Lively,0,60427e87-36f9-4a9c-aa9f-2bbf491e7270,594902.0,benlively,Lively,Right,Ben Lively,CLE,4.07,4.14,135.0,102.0,68.0,93.0,0.83,7.2,2.87,8.4,1.53,0.94,0.225,0.409,0.127,0.311,0.43,79.0,109.0,97.0,58.0,94.0,83.0,59.0,108.0,95.0,105.0,104.0,102.0,,,,,,,0.279,0.326,,,0.22,,0.09,-0.13,,,0.36,-0.33,,-0.54,89.9,,,83.9,90.4,79.3,,0.234,0.415,0.131,0.263,0.526,0.404,,,,0.267,0.383,0.175,0.261,0.513,0.16,0.207,0.362,0.194,,43.0,108.0,95.0,0.084,,0.09,,76.8,,,,,,,,,,0.25,0.446,0.244
2024-08-30,746593,Strikeout,strikeout,True,641856,594902,Billy McKinney,Ben Lively,0,401dcfd5-b7a9-46d5-826d-0d3f3e09ba08,594902.0,benlively,Lively,Right,Ben Lively,CLE,4.07,4.14,135.0,102.0,68.0,93.0,0.83,7.2,2.87,8.4,1.53,0.94,0.225,0.409,0.127,0.311,0.43,79.0,109.0,97.0,58.0,94.0,83.0,59.0,108.0,95.0,105.0,104.0,102.0,,,,,,,0.279,0.326,,,0.22,,0.09,-0.13,,,0.36,-0.33,,-0.54,89.9,,,83.9,90.4,79.3,,0.234,0.415,0.131,0.263,0.526,0.404,,,,0.267,0.383,0.175,0.261,0.513,0.16,0.207,0.362,0.194,,43.0,108.0,95.0,0.084,,0.09,,76.8,,,,,,,,,,0.25,0.446,0.244
2024-08-30,746593,Groundout,field_out,True,641856,658648,Billy McKinney,Pedro Avila,1,28609262-0c10-4bbe-b8c2-b25fdeb8b9cc,658648.0,pedroavila,Avila,Right,Pedro Avila,- - -,4.1,4.65,74.2,96.0,89.0,96.0,0.771,9.52,3.86,7.83,0.96,1.33,0.265,0.348,0.123,0.333,0.395,117.0,98.0,114.0,72.0,96.0,89.0,84.0,95.0,84.0,103.0,93.0,96.0,,,,,,,0.13,0.387,,,0.094,,0.222,0.06,,,-1.11,-0.95,,1.67,93.5,,,83.4,93.1,80.9,,0.333,0.5,0.063,0.6,0.7,0.407,,,,0.193,0.318,0.38,0.24,0.423,0.193,0.171,0.229,0.306,,84.0,98.0,96.0,0.167,,0.45,,77.6,,,,,,,,,,0.111,0.111,0.267
2024-09-04,746835,Groundout,field_out,True,641856,687863,Billy McKinney,Porter Hodge,0,e1063653-3595-4c15-a7cc-0e26a91339e9,687863.0,porterhodge,Hodge,Right,Porter Hodge,CHC,1.7,2.43,37.0,93.0,115.0,103.0,0.703,11.19,3.89,4.14,0.24,1.07,0.269,0.308,0.205,0.244,0.425,,,,110.0,89.0,100.0,,,,126.0,100.0,111.0,,,,,,,,0.645,,,0.342,,,1.22,,,,4.08,,,95.5,,,,,82.7,,,,,,,,,,,,,,0.184,0.276,0.211,,,,,,,,,,,,,45.0,94.0,90.0,0.013,-1.78,89.6,,,,0.063,0.083,0.5
2024-09-05,745451,Strikeout,strikeout,True,641856,663623,Billy McKinney,Jake Irvin,0,b2317345-ab0e-4e36-885c-15ac04d86ed8,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,,,,78.0,102.0,93.0,0.189,0.371,0.071,,0.003,,0.038,0.61,-0.24,,-1.19,-14.37,,1.4,93.9,89.9,,88.4,93.2,85.9,,0.343,0.521,0.139,,,,0.295,0.545,0.202,0.125,0.125,0.341,0.205,0.376,0.242,0.233,0.431,0.25,,110.0,105.0,106.0,0.327,,0.15,,81.1,,,,,,,,,,,,
2024-09-05,745451,Grounded Into DP,grounded_into_double_play,True,641856,663623,Billy McKinney,Jake Irvin,1,d5029de2-65eb-47ce-950b-8dc72822d452,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.28,4.28,166.0,104.0,94.0,102.0,0.802,7.59,2.33,8.57,1.41,1.18,0.236,0.421,0.167,0.335,0.469,99.0,92.0,94.0,82.0,105.0,99.0,95.0,102.0,103.0,110.0,115.0,117.0,,,,78.0,102.0,93.0,0.189,0.371,0.071,,0.003,,0.038,0.61,-0.24,,-1.19,-14.37,,1.4,93.9,89.9,,88.4,93.2,85.9,,0.343,0.521,0.139,,,,0.295,0.545,0.202,0.125,0.125,0.341,0.205,0.376,0.242,0.233,0.431,0.25,,110.0,105.0,106.0,0.327,,0.15,,81.1,,,,,,,,,,,,
