date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-04-06,745926,Home Run,home_run,False,681807,657746,David Fry,Joe Ryan,1,d3ba3b06-b575-45dd-a958-ae4114843d84,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.235,,-1.2,0.03,,,93.2,83.6,0.348,0.478,0.096,0.333,0.606,0.222,,,,96.0,110.0,106.0,,,,,,,0.485,,,1.28,,,94.1,,,0.198,0.381,0.275,,,,,,,,,,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,745926,Flyout,field_out,True,681807,657746,David Fry,Joe Ryan,0,5ee3ead5-cd9d-46e3-99ff-93b080f357c3,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,114.0,106.0,104.0,105.0,104.0,113.0,0.051,0.235,,-1.2,0.03,,,93.2,83.6,0.348,0.478,0.096,0.333,0.606,0.222,,,,96.0,110.0,106.0,,,,,,,0.485,,,1.28,,,94.1,,,0.198,0.381,0.275,,,,,,,,,,,,,103.0,104.0,95.0,0.229,0.01,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,745926,Groundout,field_out,True,681807,660896,David Fry,Jorge Alcala,0,b73fe6a8-4ed2-4b1e-b834-8d72b4073c22,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,1.56,2.62,34.2,96.0,119.0,101.0,0.718,8.57,3.89,4.67,0.0,0.64,0.244,0.43,0.244,0.302,0.413,107.0,77.0,75.0,117.0,108.0,109.0,136.0,104.0,111.0,0.059,0.431,0.072,2.92,0.67,4.49,90.1,96.7,89.6,0.143,0.143,0.222,0.207,0.259,0.324,0.083,0.083,0.125,108.0,89.0,93.0,,,,,,,0.438,,,1.75,,,97.7,,,0.098,0.171,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,746654,Strikeout,strikeout,True,681807,621383,David Fry,Tanner Banks,0,e031f1e9-1c50-42e4-85ca-adffd7082138,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,85.0,96.0,96.0,80.0,108.0,97.0,107.0,93.0,92.0,0.067,0.325,0.16,0.94,-0.8,-2.05,86.1,92.0,88.0,0.273,0.273,0.444,0.326,0.5,0.213,0.29,0.516,0.185,86.0,112.0,110.0,,,,,,,0.298,,,0.64,,,93.5,,,0.226,0.358,0.279,,,,0.154,0.192,0.347,119.0,108.0,107.0,0.149,1.52,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,746654,Strikeout,strikeout,True,681807,608678,David Fry,Dominic Leone,0,347ec551-2a47-4ff6-95c8-12a873e0a778,608678.0,dominicleone,Leone,Right,Dominic Leone,CHW,7.04,5.61,15.1,95.0,106.0,94.0,0.603,8.8,6.46,8.8,2.35,1.43,0.295,0.455,0.205,0.273,0.324,121.0,95.0,94.0,89.0,111.0,103.0,120.0,77.0,85.0,0.05,0.246,0.281,-7.19,-0.96,-0.4,90.6,94.1,84.7,0.333,0.833,0.0,0.0,0.0,0.714,0.222,0.278,0.486,100.0,102.0,99.0,,,,88.0,94.0,92.0,0.253,0.171,,-0.93,-3.23,,94.7,90.6,,0.267,0.533,0.351,0.25,1.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,746654,Field Error,field_error,False,681807,543766,David Fry,Bryan Shaw,1,3bb2a5e4-ecd9-4950-8da3-534530bfc628,543766.0,bryanshaw,"Shaw, B",Right,Bryan Shaw,CHW,9.0,7.51,4.0,87.0,87.0,86.0,0.907,9.0,9.0,18.0,2.25,0.5,0.25,0.438,0.0,0.375,0.411,13.0,102.0,109.0,92.0,88.0,77.0,110.0,80.0,82.0,0.063,0.126,0.053,-20.38,-19.15,-14.03,81.4,92.6,83.1,0.667,1.0,0.0,0.667,1.667,0.0,,,,,,,,,,84.0,89.0,89.0,,0.642,,,1.93,,,93.3,,,,,0.167,0.25,0.194,,,,105.0,76.0,70.0,0.116,-6.38,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,746654,Strikeout,strikeout,True,681807,694363,David Fry,Jared Shuster,0,8e04b0f7-27c2-493e-8349-07c3f85f79d5,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,3.38,4.92,40.0,98.0,76.0,90.0,0.788,5.63,4.05,8.55,0.9,0.8,0.279,0.419,0.14,0.248,0.401,75.0,97.0,93.0,67.0,100.0,88.0,90.0,102.0,100.0,0.046,0.257,0.29,-8.79,-0.59,0.46,83.4,91.6,85.5,0.556,0.889,0.176,0.27,0.405,0.268,0.205,0.359,0.292,69.0,96.0,82.0,,,,,,,0.407,,,1.28,,,92.1,,,0.227,0.318,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Hit By Pitch,hit_by_pitch,False,681807,621383,David Fry,Tanner Banks,1,7b09dc22-ae8e-48fb-a9bf-b0e42ef66f72,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,85.0,96.0,96.0,80.0,108.0,97.0,107.0,93.0,92.0,0.067,0.325,0.16,0.94,-0.8,-2.05,86.1,92.0,88.0,0.273,0.273,0.444,0.326,0.5,0.213,0.29,0.516,0.185,86.0,112.0,110.0,,,,,,,0.298,,,0.64,,,93.5,,,0.226,0.358,0.279,,,,0.154,0.192,0.347,119.0,108.0,107.0,0.149,1.52,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Flyout,field_out,True,681807,665620,David Fry,Deivi García,0,a7101928-e7a9-484d-9745-313e1a707199,665620.0,deivigarcia,"García, D",Right,Deivi García,CHW,7.07,4.54,14.0,88.0,109.0,92.0,0.712,9.64,7.07,10.29,1.29,0.74,0.31,0.357,0.143,0.286,0.35,103.0,89.0,94.0,,,,117.0,89.0,92.0,,0.159,0.124,,-1.33,2.5,85.3,,79.8,,,,0.25,0.25,0.214,0.143,0.143,0.333,116.0,88.0,94.0,,,,,,,0.558,,,-0.51,,,95.1,,,0.278,0.389,0.347,,,,0.444,0.778,0.333,78.0,92.0,90.0,0.159,-4.96,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746658,Single,single,False,681807,547001,David Fry,Cody Poteet,0,77f312ab-c286-4f58-b928-91554fbb35cc,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,79.0,105.0,95.0,133.0,94.0,102.0,0.242,0.165,0.205,3.05,0.66,2.39,86.9,92.6,80.7,0.16,0.36,0.05,0.25,0.25,0.19,0.2,0.2,0.206,77.0,96.0,92.0,,,,,,,0.291,,,0.74,,,93.3,,,0.143,0.143,0.176,,,,0.375,0.75,0.167,104.0,106.0,101.0,0.098,-2.58,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746658,Strikeout,strikeout,True,681807,547001,David Fry,Cody Poteet,0,f0b00fdf-6d15-46b7-98c0-3e0d6092761f,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,79.0,105.0,95.0,133.0,94.0,102.0,0.242,0.165,0.205,3.05,0.66,2.39,86.9,92.6,80.7,0.16,0.36,0.05,0.25,0.25,0.19,0.2,0.2,0.206,77.0,96.0,92.0,,,,,,,0.291,,,0.74,,,93.3,,,0.143,0.143,0.176,,,,0.375,0.75,0.167,104.0,106.0,101.0,0.098,-2.58,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746658,Pop Out,field_out,True,681807,642701,David Fry,Dennis Santana,0,f5fe7537-295e-4673-b1d3-571d0a72ed10,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,95.0,91.0,92.0,109.0,104.0,103.0,0.181,0.298,0.079,-0.04,-2.57,0.81,89.1,95.2,86.6,0.314,0.457,0.055,0.34,0.604,0.346,0.188,0.25,0.308,103.0,107.0,107.0,,,,103.0,100.0,98.0,0.211,0.231,,-0.89,1.2,,95.8,90.4,,0.25,0.417,0.26,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Strikeout,strikeout,True,681807,641482,David Fry,Nestor Cortes,0,c656f13d-14b3-4e76-b66c-beca3b788aa9,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Caught Stealing 3B,caught_stealing_3b,True,681807,641482,David Fry,Nestor Cortes,0,5eb338f0-3c62-48ec-a282-cc287da75ed2,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Walk,walk,False,681807,641482,David Fry,Nestor Cortes,0,f61b3499-f723-430d-8764-154b6b87a19f,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Strikeout,strikeout,True,681807,595897,David Fry,Nick Burdi,0,9a7d9488-c7cf-479c-bc9e-6e6ed78815c5,595897.0,nickburdi,Burdi,Right,Nick Burdi,NYY,1.86,3.51,9.2,87.0,121.0,94.0,0.756,11.17,8.38,4.66,0.93,0.5,0.273,0.182,0.318,0.227,0.386,156.0,116.0,116.0,70.0,85.0,95.0,138.0,88.0,103.0,0.005,0.39,0.01,-2.43,1.11,-29.11,91.8,99.1,88.3,,,,0.111,0.111,0.258,,,,109.0,85.0,87.0,,,,,,,0.595,,,0.47,,,97.5,,,0.125,0.25,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Strikeout,strikeout,True,681807,596133,David Fry,Luke Weaver,0,25339272-47c8-4379-a0c2-3cf17da71246,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,2.47,3.59,54.2,99.0,121.0,105.0,0.726,9.55,2.14,5.1,0.99,0.83,0.243,0.375,0.14,0.279,0.37,107.0,103.0,104.0,,,,,,,,,0.264,,,1.5,88.4,,,,,,,,,0.138,0.241,0.44,137.0,99.0,106.0,119.0,75.0,96.0,108.0,98.0,103.0,0.444,0.28,0.012,1.14,1.38,2.43,95.4,91.2,83.3,0.171,0.3,0.28,0.18,0.443,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Double,double,False,681807,657571,David Fry,Caleb Ferguson,1,96ea4822-ab04-4a02-acef-355d58eec04a,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,NYY,5.1,4.33,30.0,105.0,87.0,99.0,0.755,11.1,3.9,9.3,1.2,1.31,0.306,0.365,0.153,0.318,0.436,,,,81.0,93.0,84.0,129.0,42.0,60.0,0.056,0.004,,-6.72,-2.71,,,93.6,79.1,1.0,1.0,0.429,,,,,,,89.0,106.0,100.0,,,,89.0,108.0,102.0,0.548,0.28,,-0.82,2.27,,93.7,88.7,,0.284,0.554,0.217,0.067,0.067,0.424,,,,67.0,96.0,95.0,0.113,-1.56,80.9,,,,,,,,,,0.357,0.429,0.296,,,,,,,,,,,,,,,,,,,,,
2024-04-18,746970,Groundout,field_out,True,681807,657514,David Fry,Brennan Bernardino,0,9b6fe240-ab47-41e8-9ab9-f6e77a342d54,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,,,,85.0,104.0,93.0,82.0,99.0,92.0,0.514,0.051,,2.0,2.84,,,91.3,84.4,0.234,0.297,0.189,0.0,0.0,0.091,,,,,,,,,,124.0,76.0,77.0,,0.104,,,-2.71,,,87.1,,,,,0.429,0.571,0.063,0.214,0.357,0.23,94.0,95.0,100.0,0.332,-0.65,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
