date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,vSC (sc),SC%,wSC/C
2024-07-07,746122,Single,single,False,606992,607455,Eric Haase,Anthony Banda,0,03b87f8a-b09c-4dd7-a074-5d7c0f6bfa6a,607455.0,anthonybanda,Banda,Left,Anthony Banda,LAD,2.1,2.64,25.2,103.0,93.0,101.0,0.786,8.77,4.21,7.36,0.35,0.8,0.254,0.352,0.211,0.282,0.461,78.0,107.0,103.0,91.0,99.0,94.0,90.0,104.0,102.0,112.0,104.0,110.0,,,,0.26,0.395,0.212,,0.12,0.4,1.98,1.25,,0.62,95.8,89.0,95.7,85.3,,0.235,0.382,0.207,,,,0.222,0.222,0.318,0.167,0.25,0.459,57.0,104.0,92.0,0.003,-2.0,83.2,,,,,,,0.01,1.82,82.0,0.28,0.32,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Walk,walk,False,606992,682990,Eric Haase,Quinn Priester,0,a3f3c37f-8e71-42d5-88d5-fd4c1a5ae7ad,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,0.261,0.478,0.276,,,,,,,,,,95.0,98.0,100.0,0.152,-1.03,80.5,0.284,0.493,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,606992,682990,Eric Haase,Quinn Priester,0,3a159c1b-ce06-44f0-8e57-fc7beba821cc,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,0.261,0.478,0.276,,,,,,,,,,95.0,98.0,100.0,0.152,-1.03,80.5,0.284,0.493,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,606992,682990,Eric Haase,Quinn Priester,0,426fbcc6-fbfa-4466-8744-b0ffb641ab22,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.4,0.4,0.222,0.357,0.5,0.463,0.136,0.182,0.242,0.261,0.478,0.276,,,,,,,,,,95.0,98.0,100.0,0.152,-1.03,80.5,0.284,0.493,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,745968,Strikeout,strikeout,True,606992,642701,Eric Haase,Dennis Santana,0,1304b900-e185-4f4f-945e-269a2b5e69a3,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,103.0,107.0,107.0,95.0,91.0,92.0,109.0,104.0,103.0,,,,0.181,0.211,0.298,,0.079,-0.89,-0.04,-2.57,,0.81,95.8,89.1,95.2,86.6,,0.25,0.417,0.26,,,,0.188,0.25,0.308,0.34,0.604,0.346,103.0,100.0,98.0,0.231,1.2,90.4,0.2,0.36,0.268,,,,,,,0.314,0.457,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,745963,Single,single,False,606992,607179,Eric Haase,Jordan Weems,1,dcdc5050-f712-4f14-b059-6574a84b25cb,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,104.0,82.0,96.0,100.0,94.0,90.0,,,,122.0,99.0,103.0,,,,,0.605,0.358,,0.028,0.22,,-0.74,,-14.18,96.1,87.4,,87.7,,0.247,0.371,0.173,,,,0.8,1.0,0.333,0.241,0.466,0.289,,,,,,,,,,144.0,94.0,115.0,0.009,-8.86,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,745963,Strikeout,strikeout,True,606992,606930,Eric Haase,Jacob Barnes,0,a5a4d8c3-e9d8-40c2-9452-dd5ecad6e035,606930.0,jacobbarnes,"Barnes, J",Right,Jacob Barnes,WSN,3.52,4.64,38.1,102.0,97.0,102.0,0.753,7.28,2.35,7.98,1.17,0.95,0.289,0.342,0.175,0.281,0.399,,,,105.0,105.0,109.0,,,,97.0,85.0,94.0,,,,,0.484,0.019,,,0.15,,-0.03,,,95.3,,,83.6,,0.237,0.421,0.2,,,,,,,,,,89.0,100.0,95.0,0.497,0.83,89.8,0.242,0.379,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,745963,Strikeout,strikeout,True,606992,571670,Eric Haase,Dylan Floro,0,06cbee53-5b6a-4ab0-ac31-8e88be011815,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,68.0,115.0,101.0,83.0,111.0,102.0,79.0,107.0,96.0,68.0,98.0,89.0,,,,0.473,0.166,0.28,,0.08,2.92,2.15,2.14,,-0.67,90.0,84.1,90.2,83.6,,0.182,0.182,0.226,,,,0.308,0.308,0.296,0.167,0.19,0.351,,,,,,,,,,,,,,,,0.247,0.296,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,745882,Home Run,home_run,False,606992,657746,Eric Haase,Joe Ryan,0,01d5e664-6dcd-409f-83ad-f7e58f1315c3,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,,,,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.198,0.381,0.275,,,,,,,0.333,0.606,0.222,,,,,,,,,,,,,,,,0.348,0.478,0.096,103.0,104.0,95.0,0.229,0.0,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,
2024-07-21,745882,Single,single,False,606992,657746,Eric Haase,Joe Ryan,1,3d10629b-9c48-447a-a6ab-7e912764d8ef,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,,,,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,,,,0.051,0.485,0.235,,,1.28,-1.2,0.03,,,94.1,,93.2,83.6,,0.198,0.381,0.275,,,,,,,0.333,0.606,0.222,,,,,,,,,,,,,,,,0.348,0.478,0.096,103.0,104.0,95.0,0.229,0.0,88.6,0.211,0.413,0.26,,,,,,,,,,,,,,,,,,
2024-07-21,745882,Strikeout,strikeout,True,606992,660896,Eric Haase,Jorge Alcala,0,cc503684-b0fe-476c-a862-b9b5e4f15132,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,1.51,2.68,35.2,96.0,120.0,100.0,0.725,8.33,3.79,4.79,0.0,0.67,0.233,0.456,0.233,0.3,0.417,107.0,77.0,75.0,108.0,89.0,93.0,121.0,108.0,108.0,136.0,103.0,109.0,,,,0.061,0.444,0.425,,0.07,1.49,3.58,0.84,,4.49,97.7,90.1,96.7,89.6,,0.119,0.19,0.33,,,,0.083,0.083,0.125,0.2,0.25,0.318,,,,,,,,,,,,,,,,0.125,0.125,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,745882,Home Run,home_run,False,606992,573204,Eric Haase,Caleb Thielbar,0,7a7f62a5-8507-46fb-9be9-9439e3c1e763,573204.0,calebthielbar,Thielbar,Left,Caleb Thielbar,MIN,5.64,5.18,22.1,103.0,102.0,101.0,0.765,9.67,4.84,10.88,1.21,0.73,0.167,0.444,0.167,0.278,0.432,,,,81.0,102.0,95.0,,,,125.0,104.0,107.0,,,,,0.446,0.315,,,-1.71,,-0.89,,,93.3,,,80.9,,0.333,0.471,0.171,0.167,0.333,0.412,,,,0.28,0.48,0.302,,,,,,,,,,108.0,106.0,109.0,0.239,-0.82,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,746851,Strikeout,strikeout,True,606992,657006,Eric Haase,Justin Steele,0,f9813d06-7237-43a9-880d-971a421de583,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,,,,0.05,0.604,0.291,,0.029,0.31,2.6,1.69,,2.03,91.6,86.4,91.9,83.2,,0.263,0.4,0.204,0.0,0.0,0.214,0.188,0.188,0.143,0.161,0.263,0.282,,,,,,,,,,90.0,122.0,109.0,0.027,3.15,79.8,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,746851,Single,single,False,606992,657006,Eric Haase,Justin Steele,0,60cc7209-7999-48c3-8d6a-388023b64110,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.08,2.99,96.1,103.0,101.0,102.0,0.805,8.5,2.15,7.38,0.75,1.09,0.272,0.388,0.174,0.293,0.522,72.0,96.0,99.0,90.0,102.0,100.0,66.0,103.0,93.0,132.0,104.0,109.0,,,,0.05,0.604,0.291,,0.029,0.31,2.6,1.69,,2.03,91.6,86.4,91.9,83.2,,0.263,0.4,0.204,0.0,0.0,0.214,0.188,0.188,0.143,0.161,0.263,0.282,,,,,,,,,,90.0,122.0,109.0,0.027,3.15,79.8,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745964,Walk,walk,False,606992,656945,Eric Haase,Tanner Scott,1,b12e4b45-1921-46f7-a699-6afdb3ce5cd3,656945.0,tannerscott,"Scott, Tan",Left,Tanner Scott,MIA,1.18,2.91,45.2,97.0,145.0,107.0,0.687,10.45,5.32,3.74,0.39,1.42,0.337,0.307,0.248,0.228,0.434,,,,151.0,95.0,105.0,,,,134.0,99.0,109.0,,,,,0.605,0.393,,0.001,1.84,,2.08,,-2.02,96.9,92.0,,88.3,,0.1,0.113,0.273,,,,,,,0.157,0.257,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745961,Forceout,force_out,True,606992,667725,Eric Haase,Kyle Tyler,1,bdb83d8b-3975-4ba6-b08f-aa3dd3af8a19,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,81.0,91.0,88.0,,,,117.0,87.0,90.0,,,,,0.143,0.112,,0.012,0.05,,0.15,,-4.33,90.6,86.4,,82.2,,0.238,0.429,0.159,0.323,0.419,0.431,,,,0.231,0.308,0.379,108.0,102.0,100.0,0.448,-0.31,90.3,0.328,0.448,0.17,97.0,89.0,93.0,0.284,-1.6,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745961,Strikeout,strikeout,True,606992,667725,Eric Haase,Kyle Tyler,0,bcea3f8a-65c1-440d-90cc-cc9d095e04a2,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,81.0,91.0,88.0,,,,117.0,87.0,90.0,,,,,0.143,0.112,,0.012,0.05,,0.15,,-4.33,90.6,86.4,,82.2,,0.238,0.429,0.159,0.323,0.419,0.431,,,,0.231,0.308,0.379,108.0,102.0,100.0,0.448,-0.31,90.3,0.328,0.448,0.17,97.0,89.0,93.0,0.284,-1.6,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745961,Strikeout,strikeout,True,606992,642629,Eric Haase,Emmanuel Ramirez,0,435c62cb-97da-4cb2-8a91-6e5655957743,642629.0,emmanuelramirez,"Ramirez, E",Right,Emmanuel Ramirez,MIA,6.97,4.94,20.2,96.0,115.0,100.0,0.749,9.15,3.48,9.15,1.31,1.0,0.183,0.483,0.117,0.45,0.41,,,,107.0,100.0,101.0,,,,91.0,94.0,93.0,,,,,0.534,0.097,,,-2.14,,0.03,,,93.9,,,77.7,,0.34,0.702,0.134,,,,,,,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,132.0,91.0,101.0,0.369,0.4,84.5,0.167,0.233,0.478,,,,,,,,,,,,,,,,,,
2024-07-28,745961,Forceout,force_out,True,606992,677053,Eric Haase,Andrew Nardi,1,6135f75a-a373-49ea-bcf7-a850d56f42de,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,MIA,5.07,2.75,49.2,102.0,104.0,103.0,0.718,12.68,3.26,7.97,1.27,0.62,0.289,0.388,0.174,0.289,0.395,64.0,131.0,130.0,95.0,101.0,101.0,,,,119.0,104.0,107.0,,,,,0.608,0.384,,0.008,0.51,,-0.1,,-11.76,94.0,91.4,,82.9,,0.224,0.379,0.295,,,,0.667,0.667,0.0,0.232,0.493,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,745960,Flyout,field_out,True,606992,519242,Eric Haase,Chris Sale,0,89ab03b6-1c44-41cb-8cb8-0b9f68c800e2,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,,,,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,,,,,,,,,,,,,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,745960,Strikeout,strikeout,True,606992,519242,Eric Haase,Chris Sale,0,e64b3694-c15c-47a9-8e44-68699f1b51d2,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,,,,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,,,,,,,,,,,,,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-07,747085,Strikeout,strikeout,True,606992,621345,Eric Haase,A.J. Minter,0,14ffced9-540c-4e74-9d8a-d98021b1e773,621345.0,ajminter,Minter,Left,A.J. Minter,ATL,2.62,3.3,34.1,102.0,106.0,103.0,0.733,9.17,2.88,6.29,1.57,1.08,0.276,0.356,0.184,0.31,0.437,67.0,100.0,99.0,115.0,100.0,104.0,,,,,,,,,,,0.477,,,0.178,1.49,,,,1.66,94.5,86.7,,,,0.208,0.396,0.2,,,,0.12,0.12,0.386,,,,113.0,106.0,103.0,0.345,-0.13,89.4,0.229,0.458,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,747081,Groundout,field_out,True,606992,450203,Eric Haase,Charlie Morton,0,8a893754-2a30-4bcf-93c2-9b48a5df4534,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,70.0,100.0,89.0,78.0,98.0,89.0,,,,,,,0.097,0.282,,,0.116,-1.49,-0.05,,,-0.49,94.0,84.9,93.4,,,0.279,0.529,0.181,0.203,0.32,0.338,0.241,0.5,0.336,,,,74.0,93.0,88.0,0.08,-1.21,88.5,0.333,0.667,0.145,122.0,99.0,108.0,0.425,0.67,81.5,0.353,0.471,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,
