date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff
2024-04-14,747216,Strikeout,strikeout,True,543063,668678,Brandon Crawford,Zac Gallen,0,fb7864ee-57b9-4553-915b-a278a7e6cd0f,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,,,,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,89.0,93.0,85.0,,,,0.002,0.494,0.031,,0.092,,-0.54,-1.0,,-0.99,-0.07,,93.4,90.4,,94.7,86.4,,0.287,0.463,0.141,,,,0.163,0.239,0.382,0.286,0.476,0.304,0.25,1.0,0.4,,,,85.0,106.0,92.0,0.108,-0.12,86.7,0.282,0.462,0.23,103.0,106.0,110.0,0.273,2.38,80.6,,,,,,
2024-04-14,747216,Pop Out,field_out,True,543063,668678,Brandon Crawford,Zac Gallen,0,b1367abc-c5f7-45f0-b821-61b17c52b268,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,,,,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,89.0,93.0,85.0,,,,0.002,0.494,0.031,,0.092,,-0.54,-1.0,,-0.99,-0.07,,93.4,90.4,,94.7,86.4,,0.287,0.463,0.141,,,,0.163,0.239,0.382,0.286,0.476,0.304,0.25,1.0,0.4,,,,85.0,106.0,92.0,0.108,-0.12,86.7,0.282,0.462,0.23,103.0,106.0,110.0,0.273,2.38,80.6,,,,,,
2024-04-14,747216,Flyout,field_out,True,543063,573009,Brandon Crawford,Joe Mantiply,0,3a454990-a722-4641-8f03-e375414f8522,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,87.0,101.0,102.0,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,,,,0.435,0.036,,,,0.254,1.25,,,2.46,,-0.67,89.3,,,89.2,,79.5,0.0,0.0,0.6,,,,0.278,0.417,0.333,,,,,,,0.227,0.348,0.154,62.0,105.0,102.0,0.275,-0.83,81.1,0.257,0.4,0.337,,,,,,,,,,,,
2024-04-23,745193,Groundout,field_out,True,543063,674072,Brandon Crawford,Tommy Henry,0,d013d002-b399-4957-81ed-e73cd1b0bc02,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,,,,,,,0.19,0.323,,,0.072,0.238,-1.54,,,-2.27,-5.16,-1.9,89.8,,,90.3,82.8,78.1,0.261,0.63,0.135,,,,0.268,0.561,0.123,0.5,0.7,0.35,,,,0.375,0.625,0.072,76.0,95.0,91.0,0.177,-1.65,83.7,0.321,0.464,0.313,,,,,,,,,,,,
2024-04-23,745193,Strikeout,strikeout,True,543063,663531,Brandon Crawford,Logan Allen,0,671ed146-7e46-44ff-8105-3671a988793f,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,,,,0.483,0.15,,0.183,,-1.5,0.37,,,-2.18,,91.2,85.4,,,78.6,,0.563,0.875,0.132,0.138,0.138,0.25,,,,0.231,0.308,0.273,0.263,0.316,0.235,0.348,0.652,0.053,101.0,94.0,97.0,0.183,-1.11,81.6,,,,,,,,,,,,,,,
2024-04-26,745835,Single,single,False,543063,676130,Brandon Crawford,José Buttó,0,ad008e09-2e5a-4932-a60a-1a986ee177af,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,,,,0.228,0.318,,,0.263,,1.91,,,2.43,1.27,,93.7,,,92.9,84.2,,0.174,0.217,0.281,,,,,,,0.25,0.375,0.25,,,,0.111,0.222,0.151,77.0,96.0,86.0,0.191,-0.09,86.6,0.146,0.341,0.411,,,,,,,,,,,,
2024-04-26,745835,Flyout,field_out,True,543063,676130,Brandon Crawford,José Buttó,0,37072c84-3151-408e-aaee-856a1dd70535,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,,,,0.228,0.318,,,0.263,,1.91,,,2.43,1.27,,93.7,,,92.9,84.2,,0.174,0.217,0.281,,,,,,,0.25,0.375,0.25,,,,0.111,0.222,0.151,77.0,96.0,86.0,0.191,-0.09,86.6,0.146,0.341,0.411,,,,,,,,,,,,
2024-04-26,745835,Strikeout,strikeout,True,543063,677020,Brandon Crawford,Josh Walker,0,9afbe6e9-4456-4fff-bb1d-9c120d2e658c,677020.0,joshwalker,"Walker, J",Left,Josh Walker,NYM,5.11,4.16,12.1,93.0,81.0,89.0,0.782,8.03,4.38,9.49,0.73,1.29,0.211,0.368,0.184,0.316,0.409,73.0,90.0,87.0,104.0,97.0,95.0,64.0,93.0,84.0,,,,,,,,,,0.274,0.333,,,0.014,0.374,-5.32,,,0.31,-2.81,2.92,94.2,,,92.8,86.4,83.9,0.412,0.824,0.158,,,,0.118,0.118,0.472,,,,,,,0.308,0.308,0.111,,,,0.005,-4.78,88.2,,,,,,,,,,,,,,,
2024-04-26,745835,Flyout,field_out,True,543063,656887,Brandon Crawford,Sean Reid-Foley,0,fd9fc455-8054-4e3c-89dc-3c74640e9ab6,656887.0,seanreidfoley,Reid-Foley,Right,Sean Reid-Foley,NYM,1.66,2.83,21.2,93.0,104.0,95.0,0.735,10.38,5.82,5.4,0.0,2.38,0.275,0.353,0.137,0.353,0.41,,,,89.0,95.0,93.0,153.0,95.0,93.0,106.0,74.0,80.0,,,,,,,0.005,0.673,,,0.125,,1.41,,,-2.4,-0.02,,94.9,,,95.3,86.6,,0.149,0.191,0.217,,,,,,,0.143,0.143,0.688,,,,,,,153.0,99.0,107.0,0.197,1.13,88.7,0.238,0.238,0.342,,,,,,,,,,,,
2024-04-30,746481,Strikeout,strikeout,True,543063,666159,Brandon Crawford,Matt Manning,0,cbf3e957-c02b-4bd7-b3c8-e100e345b119,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,,,,100.0,96.0,97.0,,,,82.0,98.0,88.0,,0.482,,0.041,0.379,0.098,-1.36,,-0.33,,1.26,-3.39,93.8,,87.8,,84.4,81.6,0.327,0.519,0.213,0.25,0.25,0.2,0.385,0.538,0.273,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746481,Strikeout,strikeout,True,543063,666159,Brandon Crawford,Matt Manning,0,3ce99490-8459-4b31-b4e7-bbdf5e2b294e,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,,,,100.0,96.0,97.0,,,,82.0,98.0,88.0,,0.482,,0.041,0.379,0.098,-1.36,,-0.33,,1.26,-3.39,93.8,,87.8,,84.4,81.6,0.327,0.519,0.213,0.25,0.25,0.2,0.385,0.538,0.273,0.375,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745186,Walk,walk,False,543063,676130,Brandon Crawford,José Buttó,0,9736564a-bc5c-487c-b0d0-7597000f31c4,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,,,,0.228,0.318,,,0.263,,1.91,,,2.43,1.27,,93.7,,,92.9,84.2,,0.174,0.217,0.281,,,,,,,0.25,0.375,0.25,,,,0.111,0.222,0.151,77.0,96.0,86.0,0.191,-0.09,86.6,0.146,0.341,0.411,,,,,,,,,,,,
2024-05-07,745186,Groundout,field_out,True,543063,676130,Brandon Crawford,José Buttó,0,f86d7376-65cd-4566-b7e4-343af3504b18,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,,,,0.228,0.318,,,0.263,,1.91,,,2.43,1.27,,93.7,,,92.9,84.2,,0.174,0.217,0.281,,,,,,,0.25,0.375,0.25,,,,0.111,0.222,0.151,77.0,96.0,86.0,0.191,-0.09,86.6,0.146,0.341,0.411,,,,,,,,,,,,
2024-05-07,745186,Strikeout,strikeout,True,543063,642121,Brandon Crawford,Cole Sulser,0,f803c851-6bba-4eb4-8e58-af0d02c69640,642121.0,colesulser,Sulser,Right,Cole Sulser,NYM,9.64,2.77,4.2,99.0,100.0,93.0,0.711,13.5,5.79,11.57,1.93,0.5,0.385,0.308,0.154,0.462,0.415,,,,90.0,102.0,91.0,,,,107.0,101.0,105.0,95.0,98.0,99.0,,,,,0.553,0.117,,0.17,,-1.33,5.41,,,2.48,,91.9,87.5,,,81.7,,0.375,0.5,0.333,,,,,,,0.0,0.0,0.286,,,,,,,131.0,87.0,85.0,0.16,-17.38,85.0,0.5,1.333,0.143,,,,,,,,,,,,
2024-05-07,745186,Forceout,force_out,True,543063,657585,Brandon Crawford,Reed Garrett,1,fa4d94c1-99d6-4823-9688-68c47c4f4f8b,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,126.0,86.0,90.0,92.0,88.0,82.0,120.0,97.0,105.0,109.0,93.0,89.0,122.0,93.0,101.0,0.123,0.162,0.234,0.273,0.208,,-4.83,0.88,1.93,-2.61,1.05,,96.4,91.3,87.9,96.2,84.7,,0.44,0.84,0.269,0.129,0.145,0.529,,,,0.167,0.208,0.333,0.273,0.485,0.353,0.4,0.733,0.25,,,,,,,,,,,,,,,,,,,,,
2024-05-10,745993,Lineout,field_out,True,543063,643361,Brandon Crawford,Kevin Herget,0,d3b7b83e-df1d-40dd-a4a7-01d800d0c74e,643361.0,kevinherget,Herget,Right,Kevin Herget,MIL,2.08,5.4,8.2,98.0,98.0,97.0,0.759,7.27,3.12,4.15,1.04,1.0,0.087,0.261,0.13,0.435,0.443,,,,77.0,86.0,83.0,,,,147.0,135.0,144.0,111.0,112.0,107.0,,,,,0.435,0.2,,0.026,,3.1,0.07,,,15.22,,93.1,87.1,,,84.4,,0.091,0.091,0.292,,,,,,,,,,0.2,0.8,0.125,,,,114.0,103.0,107.0,0.339,1.63,82.6,0.167,0.25,0.35,,,,,,,,,,,,
2024-05-12,745990,Single,single,False,543063,669060,Brandon Crawford,Bryse Wilson,1,25152144-fbc7-4ca2-bb48-be0d2382d256,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,97.0,97.0,93.0,,,,0.317,0.145,0.338,,,0.154,-2.82,0.87,,1.33,,-1.78,93.6,88.9,,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,,,,0.234,0.372,0.248,0.228,0.36,0.159,56.0,94.0,83.0,0.046,-1.63,88.1,0.25,0.375,0.15,,,,,,,,,,,,
2024-05-12,745990,Groundout,field_out,True,543063,669060,Brandon Crawford,Bryse Wilson,0,c86ff5d6-4750-417d-8d84-51145230d7e8,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,97.0,97.0,93.0,,,,0.317,0.145,0.338,,,0.154,-2.82,0.87,,1.33,,-1.78,93.6,88.9,,93.2,,80.3,0.268,0.482,0.24,,,,0.261,0.587,0.245,,,,0.234,0.372,0.248,0.228,0.36,0.159,56.0,94.0,83.0,0.046,-1.63,88.1,0.25,0.375,0.15,,,,,,,,,,,,
2024-05-12,745990,Flyout,field_out,True,543063,657649,Brandon Crawford,Jared Koenig,0,5b99bbfa-0b9d-4fa4-b4ea-e9f95e336b15,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,,,,91.0,101.0,99.0,,,,0.586,0.002,0.238,,,0.154,-3.7,1.4,,1.64,,1.05,95.0,90.4,,94.5,,80.8,,,,,,,0.19,0.19,0.471,,,,0.194,0.323,0.278,0.2,0.282,0.178,66.0,87.0,87.0,0.02,3.47,84.8,,,,,,,,,,,,,,,
2024-05-12,745990,Strikeout,strikeout,True,543063,665625,Brandon Crawford,Elvis Peguero,0,125821a5-564d-4634-a31b-5f095c1b3c19,665625.0,elvispeguero,"Peguero, E",Right,Elvis Peguero,MIL,3.29,4.02,38.1,99.0,123.0,103.0,0.726,8.22,4.7,8.92,0.7,2.18,0.255,0.373,0.164,0.318,0.391,53.0,40.0,52.0,,,,99.0,97.0,96.0,145.0,101.0,110.0,,,,,,,0.485,,,,0.513,0.002,,,,0.11,0.15,-3.42,,,,96.8,90.2,69.1,,,,,,,,,,0.259,0.362,0.413,,,,0.264,0.379,0.148,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745990,Flyout,field_out,True,543063,600986,Brandon Crawford,Thyago Vieira,0,4aed5dab-d9ef-4d8f-8dd7-e49a8cad598a,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,,,,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,,,,,,,0.404,0.227,,,0.361,,-0.66,,,-0.05,-2.14,,97.8,,,97.1,88.3,,0.211,0.5,0.25,,,,,,,0.229,0.542,0.321,,,,0.281,0.386,0.172,121.0,140.0,79.0,0.008,-12.58,91.9,0.5,0.5,0.5,,,,,,,,,,,,
2024-05-19,745179,Flyout,field_out,True,543063,601713,Brandon Crawford,Nick Pivetta,0,c8a6dcae-0889-40f5-a80a-309d8a6cbc56,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,,,,0.485,0.078,,0.281,0.155,1.51,-6.7,,,0.51,0.97,94.3,88.4,,,83.0,80.1,0.204,0.354,0.213,,,,0.172,0.31,0.229,0.333,0.583,0.345,0.414,0.966,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745179,Groundout,field_out,True,543063,601713,Brandon Crawford,Nick Pivetta,0,6eb36521-205a-4495-baf8-5e895fd3685c,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,,,,0.485,0.078,,0.281,0.155,1.51,-6.7,,,0.51,0.97,94.3,88.4,,,83.0,80.1,0.204,0.354,0.213,,,,0.172,0.31,0.229,0.333,0.583,0.345,0.414,0.966,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745179,Strikeout,strikeout,True,543063,669711,Brandon Crawford,Greg Weissert,0,fbf73f8a-afad-4493-88fa-ad61a37f28f0,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,,,,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,,,,0.309,0.245,,,0.378,,1.6,,,-0.24,-0.81,,93.9,,,93.5,80.4,,0.173,0.327,0.198,,,,,,,0.286,0.714,0.1,,,,0.395,0.558,0.095,81.0,99.0,100.0,0.069,-2.4,83.9,0.286,0.357,0.292,,,,,,,,,,,,
