date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-24,745377,Strikeout,strikeout,True,669200,656849,Mason McCoy,David Peterson,0,194cc5c5-777e-4416-bafe-21a7ec097068,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,,,0.254,0.31,0.236,,,,0.264,0.376,0.139,,,,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
2024-08-24,745377,Single,single,False,669200,656849,Mason McCoy,David Peterson,1,f9d7e030-7a16-4f83-9480-1c70ac9b2d70,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,,,0.254,0.31,0.236,,,,0.264,0.376,0.139,,,,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
2024-08-24,745377,Lineout,field_out,True,669200,656849,Mason McCoy,David Peterson,0,07693ce1-1bc5-493a-989e-a2da5b6d5eeb,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,0.32,0.252,,0.186,,-0.31,,1.7,-1.49,,93.1,,92.0,85.2,,,,0.254,0.31,0.236,,,,0.264,0.376,0.139,,,,94.0,87.0,92.0,85.0,100.0,99.0,0.073,0.169,0.21,0.25,84.7,79.0,0.27,0.432,0.326,0.16,0.26,0.294,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,
2024-08-25,745376,Flyout,field_out,True,669200,500779,Mason McCoy,Jose Quintana,0,46987c3d-428d-44fa-a0e2-dd97c976a7d2,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,0.293,0.222,,,,-0.55,,0.19,,,90.6,,90.7,,,,,0.225,0.461,0.167,,,,0.261,0.491,0.136,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,,,,0.225,0.294,0.32,0.266,0.448,0.258,,,,,,,,,,,,,,,,0.176,0.382,0.274
2024-08-25,745376,Single,single,False,669200,500779,Mason McCoy,Jose Quintana,0,c65df606-59b1-4bb1-9579-ab4dec0ebff8,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,0.293,0.222,,,,-0.55,,0.19,,,90.6,,90.7,,,,,0.225,0.461,0.167,,,,0.261,0.491,0.136,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,,,,0.225,0.294,0.32,0.266,0.448,0.258,,,,,,,,,,,,,,,,0.176,0.382,0.274
2024-08-25,745376,Walk,walk,False,669200,676130,Mason McCoy,José Buttó,0,d0056ee7-d62b-4a26-b483-7097a2e3c0b0,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.81,67.0,91.0,92.0,89.0,0.71,9.27,4.84,4.97,0.81,1.02,0.242,0.401,0.134,0.318,0.309,,103.0,92.0,93.0,83.0,82.0,80.0,98.0,87.0,92.0,,,,0.232,0.308,,0.233,,2.11,,1.51,0.88,,94.1,,93.4,84.0,,,,0.161,0.194,0.293,0.182,0.273,0.294,0.185,0.315,0.155,,,,81.0,96.0,88.0,,,,,0.226,,0.21,87.0,,0.208,0.375,0.413,0.141,0.31,0.438,,,,,,,,,,,,,,,,,,,,,
2024-08-26,745133,Forceout,force_out,True,669200,502043,Mason McCoy,Kyle Gibson,1,91c77f1c-7ea1-4d29-9f25-b00d369887a4,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,,-0.95,0.01,0.51,0.56,,91.4,88.7,90.7,80.8,,,,0.255,0.564,0.056,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,97.0,92.0,87.0,104.0,103.0,103.0,0.087,0.089,-2.04,0.49,84.9,78.4,,,,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,,,,,,,
2024-08-26,745133,Strikeout,strikeout,True,669200,502043,Mason McCoy,Kyle Gibson,0,a32f4e58-d20b-4542-8c20-30953f28dd48,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,,-0.95,0.01,0.51,0.56,,91.4,88.7,90.7,80.8,,,,0.255,0.564,0.056,0.214,0.338,0.416,0.272,0.404,0.086,0.33,0.505,0.209,97.0,92.0,87.0,104.0,103.0,103.0,0.087,0.089,-2.04,0.49,84.9,78.4,,,,0.208,0.292,0.343,0.313,0.719,0.451,,,,,,,,,,,,,,,,,,
2024-08-26,745133,Lineout,field_out,True,669200,669461,Mason McCoy,Matthew Liberatore,0,c484debc-d90d-4e90-8733-b30f8e03c5a5,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.19,4.2,73.0,101.0,96.0,100.0,0.769,8.14,2.96,7.64,0.99,1.04,0.22,0.366,0.137,0.298,0.462,,70.0,99.0,91.0,77.0,107.0,100.0,134.0,101.0,107.0,99.0,107.0,107.0,0.197,0.279,0.126,0.278,,0.72,-2.2,-1.16,2.61,,94.5,91.4,95.2,87.5,,,,0.2,0.48,0.169,,,,0.279,0.485,0.133,0.438,0.656,0.241,52.0,89.0,91.0,131.0,98.0,107.0,0.067,0.052,-0.02,2.54,87.8,78.1,0.169,0.225,0.411,0.0,0.0,0.2,0.158,0.158,0.25,,,,,,,,,,,,,,,,,,
2024-08-26,745133,Fielders Choice Out,fielders_choice_out,True,669200,542888,Mason McCoy,Shawn Armstrong,1,9a8334dd-e2f5-4926-9be1-fd41d0e0321c,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.85,4.81,59.1,106.0,97.0,103.0,0.812,9.4,3.19,10.16,0.91,0.89,0.309,0.315,0.18,0.348,0.465,,87.0,110.0,105.0,95.0,101.0,98.0,129.0,113.0,116.0,102.0,103.0,101.0,0.278,0.352,0.29,0.08,,1.32,-1.59,-1.61,-1.02,,93.3,90.4,93.7,84.3,,,,0.174,0.314,0.344,0.273,0.455,0.25,0.385,0.462,0.11,0.31,0.586,0.194,,,,,,,,,,,,,0.167,0.333,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,745132,Groundout,field_out,True,669200,571945,Mason McCoy,Miles Mikolas,1,a381bca5-c73b-4ac7-a378-6950490b569a,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,,,,0.231,0.275,,0.287,,0.2,,2.24,-1.19,,93.1,,92.4,85.5,,,,0.284,0.463,0.173,0.25,0.438,0.255,0.225,0.344,0.111,,,,85.0,103.0,98.0,95.0,107.0,104.0,0.114,0.09,-1.85,-3.0,85.6,76.3,0.31,0.517,0.153,0.362,0.672,0.168,0.267,0.55,0.232,,,,,,,,,,,,,0.004,0.23,68.4,,,
2024-08-27,745132,Lineout,field_out,True,669200,571945,Mason McCoy,Miles Mikolas,0,dd772710-992e-42ad-b8c7-2c8f4329385d,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.23,4.41,149.2,109.0,88.0,103.0,0.862,6.13,1.44,9.86,1.26,1.16,0.254,0.389,0.146,0.331,0.49,,65.0,107.0,98.0,81.0,111.0,98.0,118.0,112.0,114.0,,,,0.231,0.275,,0.287,,0.2,,2.24,-1.19,,93.1,,92.4,85.5,,,,0.284,0.463,0.173,0.25,0.438,0.255,0.225,0.344,0.111,,,,85.0,103.0,98.0,95.0,107.0,104.0,0.114,0.09,-1.85,-3.0,85.6,76.3,0.31,0.517,0.153,0.362,0.672,0.168,0.267,0.55,0.232,,,,,,,,,,,,,0.004,0.23,68.4,,,
2024-08-27,745132,Walk,walk,False,669200,667463,Mason McCoy,John King,0,9aae21b2-c42d-4964-b8f9-6048af0d7c78,667463.0,johnking,"King, J",Left,John King,STL,3.1,3.73,49.1,105.0,81.0,101.0,0.848,5.84,1.46,9.67,0.91,2.62,0.293,0.383,0.156,0.287,0.439,,62.0,122.0,120.0,79.0,106.0,98.0,78.0,104.0,109.0,,,,0.585,0.013,,0.12,,4.22,,1.12,-2.77,,93.5,,93.4,83.3,,,,,,,,,,0.303,0.376,0.115,,,,88.0,105.0,103.0,,,,,0.282,,-0.09,84.1,,0.261,0.522,0.317,0.241,0.362,0.234,,,,,,,,,,,,,,,,,,,,,
2024-08-27,745132,Double,double,False,669200,676617,Mason McCoy,Riley O'Brien,0,67f81e5f-d1a5-4414-a3eb-d826908b6bfd,676617.0,rileyobrien,O'Brien,Right,Riley O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,745134,Flyout,field_out,True,669200,669467,Mason McCoy,Andre Pallante,0,6d9dd8e0-55e8-4440-8057-767706295569,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,,,,0.195,0.516,,0.161,,1.43,,0.28,-0.29,,94.7,,95.0,87.9,,,,0.238,0.302,0.177,,,,0.234,0.344,0.14,,,,,,,,,,,,,,,,0.302,0.415,0.284,,,,0.208,0.34,0.333,,,,,,,,,,88.0,98.0,107.0,0.128,-1.13,79.9,,,
2024-08-28,745134,Strikeout,strikeout,True,669200,669467,Mason McCoy,Andre Pallante,0,45c3ba90-0e5f-4342-ad9e-bf22a466b8a8,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,,,,0.195,0.516,,0.161,,1.43,,0.28,-0.29,,94.7,,95.0,87.9,,,,0.238,0.302,0.177,,,,0.234,0.344,0.14,,,,,,,,,,,,,,,,0.302,0.415,0.284,,,,0.208,0.34,0.333,,,,,,,,,,88.0,98.0,107.0,0.128,-1.13,79.9,,,
2024-08-28,745134,Walk,walk,False,669200,669467,Mason McCoy,Andre Pallante,0,42fa64ed-c905-4f2e-9883-744ea33f0207,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,,,,0.195,0.516,,0.161,,1.43,,0.28,-0.29,,94.7,,95.0,87.9,,,,0.238,0.302,0.177,,,,0.234,0.344,0.14,,,,,,,,,,,,,,,,0.302,0.415,0.284,,,,0.208,0.34,0.333,,,,,,,,,,88.0,98.0,107.0,0.128,-1.13,79.9,,,
2024-08-28,745134,Groundout,field_out,True,669200,668941,Mason McCoy,JoJo Romero,0,e9983fec-b5b1-492a-91b5-bdcf8986556b,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.73,4.56,52.2,97.0,86.0,96.0,0.763,7.86,2.05,7.35,1.03,1.47,0.268,0.456,0.148,0.309,0.404,,71.0,97.0,91.0,70.0,100.0,95.0,115.0,92.0,103.0,,,,0.383,0.107,,0.331,,-1.76,,1.65,2.3,,95.0,,93.9,84.0,,,,0.333,0.4,0.146,,,,0.254,0.338,0.083,,,,73.0,99.0,91.0,,,,,0.179,,-3.21,85.9,,0.099,0.211,0.437,0.361,0.694,0.278,,,,,,,,,,,,,,,,,,,,,
2024-08-30,745052,Strikeout,strikeout,True,669200,671737,Mason McCoy,Taj Bradley,0,9944fc05-0252-4d59-8190-61338a0948b6,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.4,4.22,116.2,98.0,116.0,103.0,0.745,10.11,3.01,7.87,1.54,1.02,0.243,0.396,0.096,0.399,0.425,,129.0,97.0,102.0,,,,,,,90.0,99.0,98.0,,0.42,0.21,,,0.1,1.4,,,,96.3,90.7,,,,,,0.273,0.494,0.214,,,,,,,0.191,0.36,0.342,,,,100.0,90.0,92.0,0.097,,-1.36,,,79.0,,,,,,,0.222,0.481,0.311,120.0,101.0,113.0,0.273,0.15,90.8,0.217,0.336,0.32,,,,,,,,,
2024-08-30,745052,Strikeout,strikeout,True,669200,541640,Mason McCoy,Erasmo Ramírez,1,a5ec88a1-fc8b-4725-9fed-31834740a612,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,TBR,4.35,4.58,20.2,104.0,86.0,97.0,0.78,6.53,4.35,5.23,2.18,0.69,0.119,0.441,0.136,0.288,0.444,,78.0,140.0,130.0,81.0,107.0,100.0,,,,85.0,96.0,90.0,0.394,0.043,0.397,,,-2.65,-3.21,3.65,,,90.6,89.1,91.0,,,,,0.167,0.667,0.25,,,,0.133,0.133,0.19,0.286,0.762,0.25,110.0,98.0,99.0,85.0,125.0,99.0,0.099,0.066,1.5,1.56,83.5,80.4,,,,0.0,0.0,0.143,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,
2024-08-30,745052,Strikeout,strikeout,True,669200,541640,Mason McCoy,Erasmo Ramírez,0,db5b9edc-32b4-4f4c-a85c-00ff13f36dcf,541640.0,erasmoramirez,"Ramírez, E",Right,Erasmo Ramírez,TBR,4.35,4.58,20.2,104.0,86.0,97.0,0.78,6.53,4.35,5.23,2.18,0.69,0.119,0.441,0.136,0.288,0.444,,78.0,140.0,130.0,81.0,107.0,100.0,,,,85.0,96.0,90.0,0.394,0.043,0.397,,,-2.65,-3.21,3.65,,,90.6,89.1,91.0,,,,,0.167,0.667,0.25,,,,0.133,0.133,0.19,0.286,0.762,0.25,110.0,98.0,99.0,85.0,125.0,99.0,0.099,0.066,1.5,1.56,83.5,80.4,,,,0.0,0.0,0.143,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,
2024-08-30,745052,Grounded Into DP,grounded_into_double_play,True,669200,663992,Mason McCoy,Richard Lovelady,1,01aa4a0e-f86c-4af4-a224-b5534d93e74d,663992.0,richardlovelady,Lovelady,Left,Richard Lovelady,- - -,4.4,4.46,28.2,97.0,100.0,98.0,0.784,6.59,2.83,9.1,0.94,1.34,0.25,0.38,0.185,0.348,0.427,,62.0,102.0,100.0,100.0,91.0,88.0,116.0,99.0,105.0,,,,0.345,0.191,,0.464,,-3.45,,-0.31,2.12,,92.3,,92.2,85.6,,,,0.444,0.833,0.268,,,,0.286,0.343,0.145,,,,,,,,,,,,,,,,0.19,0.276,0.262,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,745052,Strikeout,strikeout,True,669200,664076,Mason McCoy,Garrett Cleavinger,0,c7bbd00f-2007-4593-ac1d-ed9ec4dde6dd,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.44,4.43,55.0,95.0,116.0,100.0,0.721,10.8,4.58,7.85,0.82,1.2,0.204,0.43,0.19,0.324,0.411,,103.0,94.0,95.0,92.0,95.0,93.0,130.0,97.0,108.0,116.0,95.0,96.0,0.085,0.229,0.279,0.407,,1.23,-0.18,-2.48,0.36,,96.3,90.7,95.7,84.5,,,,0.088,0.176,0.247,0.262,0.286,0.342,0.389,0.556,0.111,0.3,0.5,0.314,,,,,,,,,,,,,0.194,0.242,0.378,,,,,,,,,,,,,,,,,,,,,,,,
