date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,FO%,wFO/C,vFO,vSC (sc),SC%,wSC/C
2024-06-30,746290,Strikeout,strikeout,True,678877,607625,Jhonkensy Noel,Seth Lugo,0,aab72317-98c0-4d19-bc46-0b84c7877bfe,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,0.191,0.248,0.141,0.268,0.057,1.99,0.6,-0.63,1.06,0.16,92.4,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.278,0.426,0.124,,,,,,,105.0,95.0,94.0,0.069,0.22,91.0,0.375,0.375,0.186,0.091,0.364,0.273,,,,0.026,0.95,85.6,0.269,0.365,0.326,,,,,,,,,,,,,,,
2024-06-30,746290,Flyout,field_out,True,678877,607625,Jhonkensy Noel,Seth Lugo,0,fef78ee0-8303-4a2d-8ecf-9f8c95304be7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,0.191,0.248,0.141,0.268,0.057,1.99,0.6,-0.63,1.06,0.16,92.4,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.278,0.426,0.124,,,,,,,105.0,95.0,94.0,0.069,0.22,91.0,0.375,0.375,0.186,0.091,0.364,0.273,,,,0.026,0.95,85.6,0.269,0.365,0.326,,,,,,,,,,,,,,,
2024-06-30,746290,Strikeout,strikeout,True,678877,607625,Jhonkensy Noel,Seth Lugo,0,58391688-25d9-4e3f-a131-c33d32c7194a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,0.191,0.248,0.141,0.268,0.057,1.99,0.6,-0.63,1.06,0.16,92.4,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.175,0.275,0.366,0.278,0.426,0.124,,,,,,,105.0,95.0,94.0,0.069,0.22,91.0,0.375,0.375,0.186,0.091,0.364,0.273,,,,0.026,0.95,85.6,0.269,0.365,0.326,,,,,,,,,,,,,,,
2024-06-30,746290,Strikeout,strikeout,True,678877,669674,Jhonkensy Noel,Sam Long,0,e2e06eef-2b68-4ca2-8696-3a7c6aea7723,669674.0,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,0.394,0.239,,,,0.259,0.333,0.418,0.143,0.143,0.25,,,,,,,,,,,,,,,,,,,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,746617,Groundout,field_out,True,678877,607200,Jhonkensy Noel,Erick Fedde,0,51ec4be7-f07b-4498-9fb6-4312d202c7f1,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.216,0.295,0.142,0.184,0.382,0.26,,,,0.246,0.358,0.203,,,,,,,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,746617,Flyout,field_out,True,678877,607200,Jhonkensy Noel,Erick Fedde,0,a301735b-7e1c-4b1f-9a0d-86b197b04528,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,,,,0.216,0.295,0.142,0.184,0.382,0.26,,,,0.246,0.358,0.203,,,,,,,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,746617,Strikeout,strikeout,True,678877,605121,Jhonkensy Noel,Justin Anderson,0,66e71111-1a29-43a7-a349-04d04e69e398,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.97,4.19,25.1,101.0,110.0,101.0,0.724,9.24,5.33,8.17,0.71,0.85,0.23,0.378,0.162,0.297,0.4,,,,,,,104.0,97.0,96.0,95.0,100.0,93.0,126.0,102.0,107.0,0.148,0.311,0.46,,,1.78,-0.95,-1.04,,,96.1,,94.8,85.6,,0.103,0.138,0.208,,,,0.233,0.442,0.439,,,,0.267,0.333,0.192,,,,,,,71.0,114.0,107.0,0.081,-1.77,93.0,0.5,0.5,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,746617,Single,single,False,678877,621051,Jhonkensy Noel,Steven Wilson,0,08f9db59-42ea-432e-b01a-9f80f345ab36,621051.0,stevenwilson,"Wilson, S",Right,Steven Wilson,CHW,3.46,4.42,26.0,93.0,114.0,98.0,0.79,9.0,5.88,6.23,1.38,0.51,0.282,0.493,0.31,0.268,0.415,108.0,83.0,95.0,,,,104.0,91.0,92.0,,,,126.0,96.0,103.0,,0.411,0.472,,0.104,-0.48,,-0.09,,-0.37,93.4,81.5,,82.7,,0.205,0.385,0.147,0.143,0.143,0.267,0.196,0.413,0.327,,,,,,,,,,,,,43.0,69.0,67.0,0.013,-1.41,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Pop Out,field_out,True,678877,694363,Jhonkensy Noel,Jared Shuster,0,3ae04526-c21f-4641-afe7-98393f00a4df,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,3.38,4.92,40.0,98.0,76.0,90.0,0.788,5.63,4.05,8.55,0.9,0.8,0.279,0.419,0.14,0.248,0.401,75.0,97.0,93.0,,,,69.0,96.0,82.0,67.0,100.0,88.0,90.0,102.0,100.0,0.046,0.407,0.257,,0.29,1.28,-8.79,-0.59,,0.46,92.1,83.4,91.6,85.5,,0.227,0.318,0.174,0.205,0.359,0.292,0.27,0.405,0.268,,,,0.556,0.889,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Walk,walk,False,678877,605121,Jhonkensy Noel,Justin Anderson,1,bdc3ec20-eac2-4bb9-8679-31f7e515221d,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.97,4.19,25.1,101.0,110.0,101.0,0.724,9.24,5.33,8.17,0.71,0.85,0.23,0.378,0.162,0.297,0.4,,,,,,,104.0,97.0,96.0,95.0,100.0,93.0,126.0,102.0,107.0,0.148,0.311,0.46,,,1.78,-0.95,-1.04,,,96.1,,94.8,85.6,,0.103,0.138,0.208,,,,0.233,0.442,0.439,,,,0.267,0.333,0.192,,,,,,,71.0,114.0,107.0,0.081,-1.77,93.0,0.5,0.5,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Single,single,False,678877,641771,Jhonkensy Noel,Chad Kuhl,1,78fd8c2a-29ef-481b-8434-ccf1ca010f88,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,69.0,93.0,94.0,,,,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,0.335,0.054,0.393,,0.112,-6.87,-1.36,1.3,,-0.08,95.2,87.5,94.2,85.5,,0.5,1.0,0.375,0.308,0.385,0.2,0.0,0.0,0.333,,,,0.4,0.633,0.119,,,,,,,86.0,92.0,88.0,0.107,0.12,92.1,0.0,0.0,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Strikeout,strikeout,True,678877,641771,Jhonkensy Noel,Chad Kuhl,0,3cd76bcd-c614-4bf6-bd69-60224f79a14b,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,69.0,93.0,94.0,,,,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,0.335,0.054,0.393,,0.112,-6.87,-1.36,1.3,,-0.08,95.2,87.5,94.2,85.5,,0.5,1.0,0.375,0.308,0.385,0.2,0.0,0.0,0.333,,,,0.4,0.633,0.119,,,,,,,86.0,92.0,88.0,0.107,0.12,92.1,0.0,0.0,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746619,Hit By Pitch,hit_by_pitch,False,678877,621051,Jhonkensy Noel,Steven Wilson,0,e05365b8-6289-443c-a19c-ac856e65a697,621051.0,stevenwilson,"Wilson, S",Right,Steven Wilson,CHW,3.46,4.42,26.0,93.0,114.0,98.0,0.79,9.0,5.88,6.23,1.38,0.51,0.282,0.493,0.31,0.268,0.415,108.0,83.0,95.0,,,,104.0,91.0,92.0,,,,126.0,96.0,103.0,,0.411,0.472,,0.104,-0.48,,-0.09,,-0.37,93.4,81.5,,82.7,,0.205,0.385,0.147,0.143,0.143,0.267,0.196,0.413,0.327,,,,,,,,,,,,,43.0,69.0,67.0,0.013,-1.41,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Sac Fly,sac_fly,True,678877,690986,Jhonkensy Noel,Kyle Harrison,1,41a4e899-d9af-4be9-966f-bd44f57f7e48,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,
2024-07-06,746615,Flyout,field_out,True,678877,690986,Jhonkensy Noel,Kyle Harrison,0,b39e05be-6e15-4667-84d2-7f99350d9160,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,0.61,0.004,0.186,0.2,0.69,,-11.76,-0.51,-2.37,92.7,85.4,,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,0.477,0.302,,,,,,,,,,,,,,,
2024-07-06,746615,Home Run,home_run,False,678877,592426,Jhonkensy Noel,Luke Jackson,0,db3b25f4-b8aa-457e-8fb0-65c68525a361,592426.0,lukejackson,Jackson,Right,Luke Jackson,SFG,5.79,5.12,32.2,93.0,126.0,107.0,0.749,7.71,4.13,9.64,1.38,1.69,0.18,0.43,0.15,0.3,0.393,,,,133.0,106.0,115.0,99.0,96.0,97.0,,,,138.0,91.0,111.0,,0.313,0.569,0.111,,-0.65,,-0.35,-0.61,,94.7,,,87.2,84.2,0.25,0.406,0.265,,,,0.286,0.455,0.255,0.294,0.471,0.258,,,,,,,,,,97.0,75.0,81.0,0.007,-1.69,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746615,Strikeout,strikeout,True,678877,663546,Jhonkensy Noel,Sean Hjelle,0,cf565810-dd18-405e-b00b-febf3db5d0f6,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,,,,,,,101.0,107.0,104.0,,,,0.552,,,,,,0.44,,,,,,94.6,,,,,,,,,,,,0.178,0.384,0.386,0.333,0.424,0.104,109.0,103.0,112.0,0.348,-0.14,85.6,70.0,88.0,79.0,0.1,-0.2,92.5,0.182,0.455,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,746616,Strikeout,strikeout,True,678877,669062,Jhonkensy Noel,Erik Miller,0,987b0b46-c61b-45bb-bbbc-7735df751276,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,116.0,98.0,105.0,,,,96.0,96.0,92.0,,,,130.0,99.0,109.0,,0.474,0.175,0.001,0.35,0.26,,-1.79,3.88,1.88,96.8,85.1,,82.6,81.1,0.219,0.406,0.293,0.159,0.238,0.31,0.25,0.5,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Single,single,False,678877,628317,Jhonkensy Noel,Kenta Maeda,0,92b2e253-9a2a-4045-b3ef-6de33be49682,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,0.023,,-2.92,-0.54,-0.92,-5.16,,90.5,,90.4,81.6,76.5,0.362,0.707,0.125,,,,0.24,0.32,0.267,0.667,1.0,0.0,0.3,0.35,0.143,,,,,,,,,,,,,,,,0.2,0.388,0.273,109.0,104.0,107.0,0.301,0.11,83.7,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Strikeout,strikeout,True,678877,628317,Jhonkensy Noel,Kenta Maeda,1,8c148f19-a8ab-4779-85fc-5e60f1dedf5f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,62.0,100.0,90.0,99.0,95.0,97.0,0.069,0.251,0.355,0.023,,-2.92,-0.54,-0.92,-5.16,,90.5,,90.4,81.6,76.5,0.362,0.707,0.125,,,,0.24,0.32,0.267,0.667,1.0,0.0,0.3,0.35,0.143,,,,,,,,,,,,,,,,0.2,0.388,0.273,109.0,104.0,107.0,0.301,0.11,83.7,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Forceout,force_out,True,678877,666214,Jhonkensy Noel,Joey Wentz,1,b50092b3-8b01-4410-b846-f09ff885fb96,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.22,4.57,39.2,99.0,91.0,97.0,0.741,9.98,4.99,10.21,1.13,1.5,0.218,0.496,0.101,0.345,0.383,101.0,95.0,99.0,94.0,110.0,105.0,84.0,96.0,92.0,,,,,,,,0.373,0.001,0.131,0.196,-1.7,,-2.43,1.03,-1.05,94.0,85.8,,80.4,79.4,0.345,0.5,0.186,0.29,0.387,0.409,,,,0.211,0.211,0.289,,,,,,,,,,88.0,99.0,95.0,0.299,-0.74,86.1,0.231,0.423,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746451,Strikeout,strikeout,True,678877,689225,Jhonkensy Noel,Beau Brieske,0,6f39ad1e-b1ac-4071-9b67-2b7902e144bf,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,,,,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,,0.313,0.64,3.04,-1.69,,-0.15,96.0,88.4,95.2,86.4,,0.235,0.294,0.182,0.255,0.426,0.352,0.25,0.667,0.233,,,,0.2,0.28,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746453,Groundout,field_out,True,678877,663947,Jhonkensy Noel,Tyler Holton,0,42627472-6521-4447-9808-5f9c432744e5,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,3.29,3.64,52.0,102.0,84.0,99.0,0.775,6.75,1.9,6.06,0.87,1.16,0.201,0.383,0.154,0.275,0.422,65.0,103.0,101.0,109.0,84.0,91.0,80.0,96.0,87.0,77.0,104.0,96.0,114.0,95.0,103.0,0.214,0.133,0.172,0.014,0.214,3.56,1.58,2.57,2.27,-0.76,92.2,83.4,91.8,81.3,79.3,0.091,0.091,0.244,0.288,0.462,0.269,0.103,0.103,0.404,,,,0.184,0.388,0.111,,,,,,,84.0,106.0,102.0,0.253,2.42,88.2,0.182,0.212,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
