date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024-07-28,746445,Strikeout,strikeout,True,676632,641927,Bligh Madris,Bailey Ober,0,6eda82a0-da15-4765-99db-6cb0ce161c10,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,81.0,104.0,96.0,,,,72.0,102.0,102.0,,,,,0.394,,0.115,-0.07,,,1.52,91.9,,,80.5,0.265,0.508,0.217,,,,0.105,0.193,0.309,,,,117.0,111.0,111.0,,,,,0.269,,2.0,83.4,,,,,0.157,0.296,0.403,94.0,97.0,101.0,84.0,105.0,102.0,0.213,0.008,-0.39,4.29,86.3,76.0,0.261,0.47,0.225,,,,,,,,,
2024-07-28,746445,Pop Out,field_out,True,676632,641927,Bligh Madris,Bailey Ober,0,619076f5-a1c3-4ff2-9460-a0d99bc7d3cb,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,81.0,104.0,96.0,,,,72.0,102.0,102.0,,,,,0.394,,0.115,-0.07,,,1.52,91.9,,,80.5,0.265,0.508,0.217,,,,0.105,0.193,0.309,,,,117.0,111.0,111.0,,,,,0.269,,2.0,83.4,,,,,0.157,0.296,0.403,94.0,97.0,101.0,84.0,105.0,102.0,0.213,0.008,-0.39,4.29,86.3,76.0,0.261,0.47,0.225,,,,,,,,,
2024-07-29,746444,Strikeout,strikeout,True,676632,676440,Bligh Madris,Tanner Bibee,0,bc493684-2dc9-4343-9523-a1a4c15da94b,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,93.0,103.0,99.0,,,,114.0,104.0,112.0,,,,0.0,0.443,,0.261,-0.86,,-3.49,1.5,94.6,,92.5,86.1,0.29,0.496,0.201,,,,0.162,0.269,0.365,,,,84.0,102.0,110.0,,,,,0.185,,0.44,82.4,,0.187,0.427,0.237,0.241,0.402,0.274,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,,,,,,
2024-07-29,746444,Flyout,field_out,True,676632,676440,Bligh Madris,Tanner Bibee,0,aad240b7-7ccc-4f8e-a050-3e885df17fd6,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,93.0,103.0,99.0,,,,114.0,104.0,112.0,,,,0.0,0.443,,0.261,-0.86,,-3.49,1.5,94.6,,92.5,86.1,0.29,0.496,0.201,,,,0.162,0.269,0.365,,,,84.0,102.0,110.0,,,,,0.185,,0.44,82.4,,0.187,0.427,0.237,0.241,0.402,0.274,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,,,,,,
2024-07-29,746444,Single,single,False,676632,676440,Bligh Madris,Tanner Bibee,1,2dac09f0-9423-49f5-93bc-9e72b9210c2a,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,93.0,103.0,99.0,,,,114.0,104.0,112.0,,,,0.0,0.443,,0.261,-0.86,,-3.49,1.5,94.6,,92.5,86.1,0.29,0.496,0.201,,,,0.162,0.269,0.365,,,,84.0,102.0,110.0,,,,,0.185,,0.44,82.4,,0.187,0.427,0.237,0.241,0.402,0.274,120.0,111.0,113.0,,,,,0.11,,-0.6,,81.4,,,,,,,,,,,,
2024-07-29,746444,Walk,walk,False,676632,605130,Bligh Madris,Scott Barlow,1,e894a9bb-6b50-46a6-bd58-8b5e36c2abfd,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,4.3,4.17,52.1,91.0,112.0,92.0,0.68,11.35,5.33,7.39,0.86,1.49,0.198,0.489,0.198,0.252,0.353,80.0,92.0,84.0,84.0,97.0,94.0,122.0,86.0,90.0,,,,0.13,0.206,,0.452,-0.02,,1.22,0.42,91.5,,91.1,81.0,0.333,0.444,0.183,,,,0.181,0.265,0.405,0.296,0.37,0.2,,,,,,,,,,,,,0.163,0.429,0.443,,,,143.0,100.0,106.0,,,,,0.212,,-1.46,,77.3,,,,,,,,,,,,
2024-07-30,746441,Single,single,False,676632,668909,Bligh Madris,Gavin Williams,0,540088b5-5272-4373-857a-ed33c1efc4c0,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,98.0,101.0,102.0,,,,110.0,62.0,89.0,,,,,0.531,,0.096,0.15,,,-1.16,96.8,,,88.5,0.288,0.413,0.237,,,,0.353,0.529,0.295,,,,66.0,101.0,104.0,,,,,0.064,,-5.66,89.2,,0.167,0.352,0.274,0.5,1.0,0.091,121.0,106.0,108.0,92.0,98.0,90.0,0.105,0.204,1.25,-0.46,91.7,79.6,0.136,0.318,0.298,,,,,,,,,
2024-07-30,746441,Strikeout,strikeout,True,676632,668909,Bligh Madris,Gavin Williams,0,34187110-e5f7-4b80-a546-261a3c8902fa,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,98.0,101.0,102.0,,,,110.0,62.0,89.0,,,,,0.531,,0.096,0.15,,,-1.16,96.8,,,88.5,0.288,0.413,0.237,,,,0.353,0.529,0.295,,,,66.0,101.0,104.0,,,,,0.064,,-5.66,89.2,,0.167,0.352,0.274,0.5,1.0,0.091,121.0,106.0,108.0,92.0,98.0,90.0,0.105,0.204,1.25,-0.46,91.7,79.6,0.136,0.318,0.298,,,,,,,,,
2024-07-30,746441,Single,single,False,676632,680704,Bligh Madris,Nick Sandlin,0,a66d0259-b0ae-485e-a345-56d958e5363e,680704.0,nicksandlin,Sandlin,Right,Nick Sandlin,CLE,3.72,4.2,48.1,94.0,93.0,94.0,0.669,10.43,4.1,6.33,1.68,0.76,0.178,0.449,0.161,0.373,0.375,88.0,97.0,93.0,90.0,86.0,84.0,114.0,91.0,100.0,73.0,98.0,88.0,0.088,0.291,0.263,0.358,-0.77,3.98,-3.19,-0.54,92.6,84.5,92.4,79.3,0.268,0.512,0.187,0.078,0.196,0.487,0.236,0.455,0.408,0.286,0.619,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,746442,Strikeout,strikeout,True,676632,607625,Bligh Madris,Seth Lugo,0,3b2bab7c-925e-485c-8b65-9aa2f9b7ffb0,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,87.0,102.0,100.0,0.194,0.254,0.031,0.134,1.02,0.49,0.26,-0.94,92.2,85.7,92.2,85.4,0.22,0.353,0.157,0.1,0.4,0.342,0.227,0.424,0.206,0.29,0.414,0.134,97.0,99.0,97.0,,,,,0.062,,1.26,87.4,,0.188,0.302,0.34,0.152,0.182,0.347,127.0,101.0,111.0,101.0,97.0,98.0,0.063,0.263,1.03,1.37,90.6,79.3,0.333,0.333,0.184,0.318,0.682,0.135,0.21,0.284,0.293,,,
2024-08-01,746442,Sac Fly,sac_fly,True,676632,607625,Bligh Madris,Seth Lugo,1,f5837602-b1c3-4fb0-ad93-8cba237ce548,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,87.0,102.0,100.0,0.194,0.254,0.031,0.134,1.02,0.49,0.26,-0.94,92.2,85.7,92.2,85.4,0.22,0.353,0.157,0.1,0.4,0.342,0.227,0.424,0.206,0.29,0.414,0.134,97.0,99.0,97.0,,,,,0.062,,1.26,87.4,,0.188,0.302,0.34,0.152,0.182,0.347,127.0,101.0,111.0,101.0,97.0,98.0,0.063,0.263,1.03,1.37,90.6,79.3,0.333,0.333,0.184,0.318,0.682,0.135,0.21,0.284,0.293,,,
2024-08-01,746442,Groundout,field_out,True,676632,607625,Bligh Madris,Seth Lugo,0,014d6cce-876b-4976-b790-567731b4e212,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.19,3.97,172.0,100.0,97.0,99.0,0.793,7.64,2.25,7.85,0.73,1.25,0.196,0.398,0.145,0.315,0.431,75.0,103.0,95.0,67.0,100.0,90.0,125.0,98.0,106.0,87.0,102.0,100.0,0.194,0.254,0.031,0.134,1.02,0.49,0.26,-0.94,92.2,85.7,92.2,85.4,0.22,0.353,0.157,0.1,0.4,0.342,0.227,0.424,0.206,0.29,0.414,0.134,97.0,99.0,97.0,,,,,0.062,,1.26,87.4,,0.188,0.302,0.34,0.152,0.182,0.347,127.0,101.0,111.0,101.0,97.0,98.0,0.063,0.263,1.03,1.37,90.6,79.3,0.333,0.333,0.184,0.318,0.682,0.135,0.21,0.284,0.293,,,
2024-08-03,746440,Strikeout,strikeout,True,676632,547179,Bligh Madris,Michael Lorenzen,0,6743ca5e-c712-48cd-b017-5eb6c3a65437,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,,,,0.211,0.271,,0.148,0.86,,-0.37,-1.31,93.8,,93.6,83.9,0.162,0.324,0.179,,,,0.368,0.632,0.24,0.303,0.459,0.064,94.0,101.0,98.0,,,,,0.193,,1.96,84.6,,0.263,0.421,0.327,0.122,0.173,0.369,102.0,92.0,96.0,94.0,93.0,91.0,0.101,0.077,0.14,-0.51,90.1,81.6,0.235,0.51,0.236,0.15,0.35,0.26,,,,,,
2024-08-03,746440,Single,single,False,676632,547179,Bligh Madris,Michael Lorenzen,0,04b45ae0-c73f-4215-96e5-28a511cfce4f,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,85.0,95.0,89.0,81.0,102.0,94.0,125.0,97.0,107.0,,,,0.211,0.271,,0.148,0.86,,-0.37,-1.31,93.8,,93.6,83.9,0.162,0.324,0.179,,,,0.368,0.632,0.24,0.303,0.459,0.064,94.0,101.0,98.0,,,,,0.193,,1.96,84.6,,0.263,0.421,0.327,0.122,0.173,0.369,102.0,92.0,96.0,94.0,93.0,91.0,0.101,0.077,0.14,-0.51,90.1,81.6,0.235,0.51,0.236,0.15,0.35,0.26,,,,,,
