date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-06-26,745400,Walk,walk,False,669369,663432,Bryce Johnson,Tanner Rainey,0,089c3d13-2526-4e24-8222-d123dba80bd8,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,6.58,6.42,26.0,93.0,107.0,96.0,0.732,7.62,6.23,9.69,1.73,0.61,0.181,0.361,0.12,0.313,0.38,,109.0,97.0,100.0,,,,102.0,85.0,89.0,,,,,0.68,,0.295,,-0.62,,,-2.34,,93.7,,,86.4,,,,0.253,0.518,0.22,0.286,0.286,0.5,,,,,,,87.0,76.0,73.0,0.025,-6.91,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,746939,Strikeout,strikeout,True,669369,601713,Bryce Johnson,Nick Pivetta,0,c0023ad9-54ee-4076-91ee-fc6845cfeb62,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,,1.51,-6.7,,0.51,,94.3,88.4,,83.0,,,,0.204,0.354,0.213,0.333,0.583,0.345,,,,0.414,0.966,0.19,,,,,,,,,,,,,,,,,,,111.0,106.0,107.0,0.155,0.97,80.1,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
2024-06-28,746939,Double,double,False,669369,601713,Bryce Johnson,Nick Pivetta,0,31f22cce-6e3c-4b3c-aef6-96f253989617,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,,1.51,-6.7,,0.51,,94.3,88.4,,83.0,,,,0.204,0.354,0.213,0.333,0.583,0.345,,,,0.414,0.966,0.19,,,,,,,,,,,,,,,,,,,111.0,106.0,107.0,0.155,0.97,80.1,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
2024-06-28,746939,Flyout,field_out,True,669369,669711,Bryce Johnson,Greg Weissert,0,ca676b3e-c9fa-428a-81e2-b22423d200e7,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,0.309,0.245,,0.378,,1.6,,-0.24,-0.81,,93.9,,93.5,80.4,,,,0.173,0.327,0.198,0.286,0.714,0.1,0.395,0.558,0.095,,,,81.0,99.0,100.0,0.069,-2.4,83.9,0.286,0.357,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,746939,Flyout,field_out,True,669369,502624,Bryce Johnson,Chase Anderson,0,a12ee15f-d8e7-4993-9d5d-f43dd3d44e8c,502624.0,chaseanderson,Anderson,Right,Chase Anderson,BOS,4.59,4.27,49.0,100.0,107.0,100.0,0.761,5.88,2.94,7.16,1.65,0.66,0.261,0.386,0.19,0.275,0.419,,77.0,95.0,85.0,83.0,91.0,82.0,123.0,98.0,101.0,101.0,100.0,98.0,0.019,0.139,0.333,0.164,,-1.5,-1.81,4.28,2.12,,93.5,88.7,92.9,80.5,,,,0.3,0.35,0.25,0.132,0.237,0.273,0.0,0.0,0.125,0.333,0.667,0.178,122.0,107.0,111.0,0.3,1.79,83.9,0.148,0.279,0.327,,,,,,,,,,94.0,94.0,88.0,0.045,1.44,78.8,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,746940,Groundout,field_out,True,669369,656557,Bryce Johnson,Tanner Houck,0,6c941392-a3a5-4202-8893-23239ec183ea,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,93.4,83.1,,,,,,,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,,,,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,746940,Groundout,field_out,True,669369,656557,Bryce Johnson,Tanner Houck,0,e0475e2b-799b-4719-8e1f-03550baa3d20,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,93.4,83.1,,,,,,,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,,,,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,746940,Strikeout,strikeout,True,669369,690544,Bryce Johnson,Bailey Horn,0,1c149ab5-6834-4c02-92f6-99a28b5d0941,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,2.45,2.62,7.1,97.0,114.0,106.0,0.765,7.36,2.45,8.59,1.23,3.5,0.13,0.391,0.304,0.13,0.547,,84.0,97.0,89.0,,,,131.0,96.0,114.0,83.0,80.0,78.0,,0.196,0.093,0.617,,-6.36,0.07,,1.98,,94.6,87.8,,81.7,,,,0.5,1.25,0.083,0.227,0.273,0.233,,,,,,,,,,,,,,,,,,,,,,,,,99.0,115.0,110.0,0.093,3.63,77.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,746940,Walk,walk,False,669369,690544,Bryce Johnson,Bailey Horn,1,e1fe8bb7-2053-41e7-b01c-3eae5a3de47c,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,2.45,2.62,7.1,97.0,114.0,106.0,0.765,7.36,2.45,8.59,1.23,3.5,0.13,0.391,0.304,0.13,0.547,,84.0,97.0,89.0,,,,131.0,96.0,114.0,83.0,80.0,78.0,,0.196,0.093,0.617,,-6.36,0.07,,1.98,,94.6,87.8,,81.7,,,,0.5,1.25,0.083,0.227,0.273,0.233,,,,,,,,,,,,,,,,,,,,,,,,,99.0,115.0,110.0,0.093,3.63,77.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,746940,Flyout,field_out,True,669369,642086,Bryce Johnson,Dominic Smith,0,35dee7df-3a10-49c8-91d9-ee5465aacb09,642086.0,dominicsmith,"Smith, Do",Left,Dominic Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,746938,Single,single,False,669369,670174,Bryce Johnson,Josh Winckowski,0,003b74d8-ec3e-49fc-8e93-9f741fe62d51,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,,-1.24,-0.93,0.04,1.11,,94.6,89.8,94.9,84.8,,,,0.2,0.2,0.143,0.143,0.19,0.348,0.305,0.475,0.177,0.289,0.467,0.243,99.0,95.0,93.0,0.138,-0.72,91.5,0.3,0.333,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,746938,Flyout,field_out,True,669369,670174,Bryce Johnson,Josh Winckowski,0,5ca30e77-73b5-4327-8872-c7930b94f05e,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,,-1.24,-0.93,0.04,1.11,,94.6,89.8,94.9,84.8,,,,0.2,0.2,0.143,0.143,0.19,0.348,0.305,0.475,0.177,0.289,0.467,0.243,99.0,95.0,93.0,0.138,-0.72,91.5,0.3,0.333,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Single,single,False,669369,543135,Bryce Johnson,Nathan Eovaldi,0,580fb6ed-095a-4ab1-a8d3-c0bda88a88dd,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.362,0.148,0.037,,1.48,0.94,,-4.54,,95.5,91.7,,86.3,,,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.264,0.396,0.161,,,,,,,,,,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,102.0,101.0,102.0,0.151,-1.43,76.9,0.27,0.541,0.357,,,,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Flyout,field_out,True,669369,543135,Bryce Johnson,Nathan Eovaldi,0,30e5441f-6265-461d-b606-900056f77a8b,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.362,0.148,0.037,,1.48,0.94,,-4.54,,95.5,91.7,,86.3,,,,0.183,0.314,0.206,0.412,0.706,0.185,,,,0.264,0.396,0.161,,,,,,,,,,126.0,104.0,112.0,0.302,1.4,88.7,0.202,0.327,0.361,102.0,101.0,102.0,0.151,-1.43,76.9,0.27,0.541,0.357,,,,,,,,,,,,,,,,,,,,,
2024-07-02,744999,Lineout,field_out,True,669369,642546,Bryce Johnson,Jonathan Hernández,0,8f583cd9-a630-4e90-ae20-b51a3ac9f77b,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,,,,,96.0,89.0,86.0,120.0,101.0,108.0,,,,0.388,,,0.488,,,,-1.73,1.26,,,,96.8,87.6,,,,,,,0.196,0.25,0.403,0.288,0.577,0.147,,,,88.0,102.0,102.0,0.124,0.25,89.8,0.25,0.333,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,744998,Strikeout,strikeout,True,669369,489446,Bryce Johnson,Kirby Yates,0,ec109672-2079-481c-8cd7-9027e11c3e26,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.05,1.8,34.1,101.0,95.0,102.0,0.695,12.06,4.19,3.93,0.0,1.32,0.243,0.4,0.157,0.243,0.406,,86.0,103.0,101.0,,,,93.0,96.0,103.0,,,,,0.597,,0.011,,2.73,,,0.4,,93.1,,,85.8,,,,0.137,0.178,0.341,,,,,,,,,,,,,,,,,,,108.0,100.0,104.0,0.393,1.29,86.4,0.122,0.171,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,744996,Sac Bunt,sac_bunt,True,669369,570632,Bryce Johnson,José Ureña,1,d387a718-1e71-4c65-a91e-cabbff60bc44,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,,,,0.394,0.067,,0.365,,-2.63,,1.6,-0.1,,96.2,,95.9,86.7,,,,0.429,1.0,0.229,0.226,0.333,0.363,0.234,0.298,0.101,,,,75.0,96.0,89.0,0.174,-0.43,88.7,0.238,0.548,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,745398,Groundout,field_out,True,669369,528748,Bryce Johnson,Humberto Castellanos,0,72ff7267-7b38-4c32-86ac-784d5fc574a5,528748.0,humbertocastellanos,"Castellanos, H",Right,Humberto Castellanos,ARI,6.14,6.02,7.1,100.0,79.0,85.0,0.884,4.91,3.68,8.59,0.0,0.88,0.36,0.32,0.28,0.4,0.397,,96.0,107.0,88.0,69.0,98.0,82.0,,,,98.0,100.0,94.0,0.34,0.128,0.27,,,2.11,2.76,-2.97,,,89.1,86.8,90.5,,,,,,,,,,,0.417,0.583,0.095,0.143,0.286,0.217,28.0,116.0,115.0,0.106,6.14,84.9,0.0,0.0,0.0,,,,,,,,,,65.0,92.0,81.0,0.156,-2.66,78.3,0.333,0.333,0.333,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745395,Flyout,field_out,True,669369,686826,Bryce Johnson,Bryce Jarvis,1,e1843391-c0b4-430b-ab54-9a3045c26885,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,113.0,100.0,91.0,0.132,0.344,0.133,0.242,,1.29,-1.94,0.74,0.9,,95.6,89.6,95.2,86.4,,,,0.234,0.313,0.147,0.221,0.279,0.298,0.28,0.52,0.132,0.364,0.773,0.224,86.0,91.0,95.0,0.141,-1.82,85.1,0.176,0.353,0.326,,,,,,,,,,121.0,83.0,88.0,0.008,5.82,83.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745395,Strikeout,strikeout,True,669369,600986,Bryce Johnson,Thyago Vieira,0,6e689a8e-2f20-405a-8ff3-678d3cb4df45,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,,,,0.404,0.227,,0.361,,-0.66,,-0.05,-2.14,,97.8,,97.1,88.3,,,,0.211,0.5,0.25,0.229,0.542,0.321,0.281,0.386,0.172,,,,121.0,140.0,79.0,0.008,-12.58,91.9,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,745391,Flyout,field_out,True,669369,686826,Bryce Johnson,Bryce Jarvis,0,346790de-d422-4bf3-ad2e-d178f2f6521e,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,113.0,100.0,91.0,0.132,0.344,0.133,0.242,,1.29,-1.94,0.74,0.9,,95.6,89.6,95.2,86.4,,,,0.234,0.313,0.147,0.221,0.279,0.298,0.28,0.52,0.132,0.364,0.773,0.224,86.0,91.0,95.0,0.141,-1.82,85.1,0.176,0.353,0.326,,,,,,,,,,121.0,83.0,88.0,0.008,5.82,83.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745385,Lineout,field_out,True,669369,519242,Bryce Johnson,Chris Sale,0,3233d182-64fb-4f62-be14-ad84e602dbf3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,,-0.27,,-0.89,2.27,,94.9,,94.1,78.7,,,,0.27,0.475,0.241,0.165,0.233,0.419,0.324,0.471,0.153,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745385,Lineout,field_out,True,669369,519242,Bryce Johnson,Chris Sale,0,35ae438a-7470-4978-a5bb-5cda6ba0b2bc,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,,-0.27,,-0.89,2.27,,94.9,,94.1,78.7,,,,0.27,0.475,0.241,0.165,0.233,0.419,0.324,0.471,0.153,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
