date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-04-17,745267,Walk,walk,False,682729,608371,Jonatan Clase,Lucas Sims,0,aaed9918-0bab-42b1-bb1e-d2143c42dbf3,608371.0,lucassims,Sims,Right,Lucas Sims,CIN,3.38,4.51,32.0,95.0,131.0,105.0,0.762,9.84,5.34,7.88,1.69,0.52,0.256,0.36,0.326,0.267,0.403,114.0,90.0,94.0,,,,151.0,96.0,114.0,,,,120.0,109.0,105.0,29.0,81.0,73.0,,0.379,0.065,0.003,0.492,,-2.13,3.57,9.84,,0.59,,94.2,91.6,88.3,,84.1,,0.265,0.551,0.248,,,,0.214,0.375,0.244,,,,0.4,0.4,0.364,0.143,0.143,0.478,,,,105.0,98.0,101.0,0.06,,-1.85,,,79.9,,,,,,,,,
2024-04-17,745267,Groundout,field_out,True,682729,664747,Jonatan Clase,Alexis Díaz,0,0f9f1cb0-51fa-4056-a0a3-d3c679212c00,664747.0,alexisdiaz,"Díaz, A",Right,Alexis Díaz,CIN,4.33,3.91,35.1,97.0,117.0,103.0,0.785,8.92,5.6,7.64,0.51,0.83,0.24,0.427,0.167,0.229,0.442,116.0,94.0,98.0,,,,117.0,100.0,108.0,,,,,,,,,,,0.56,,,0.44,,0.12,,,,-0.08,,93.9,,,,87.2,,0.208,0.264,0.231,,,,0.244,0.372,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746572,Single,single,False,682729,656222,Jonatan Clase,Jalen Beeks,1,a93489fc-2387-4073-b3f0-738df47944e6,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,COL,4.75,3.72,47.1,93.0,79.0,90.0,0.803,7.23,3.42,8.75,0.95,1.09,0.288,0.377,0.171,0.315,0.405,75.0,94.0,89.0,,,,,,,,,,89.0,97.0,92.0,,,,0.002,0.57,0.159,,,,0.42,0.58,,-0.45,,,94.5,85.2,,89.3,,,0.286,0.403,0.143,,,,,,,,,,0.2,0.2,0.167,0.167,0.389,0.255,82.0,90.0,90.0,92.0,124.0,129.0,0.014,0.255,1.3,-0.52,89.0,74.5,0.211,0.289,0.407,,,,,,
2024-04-20,746570,Flyout,field_out,True,682729,641712,Jonatan Clase,Dakota Hudson,0,8031fb93-e89c-4d93-8423-7fd8b3f91b24,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,,,,0.32,0.156,,,0.255,,-1.93,,,-0.53,-0.32,,89.9,,,90.3,84.1,,0.296,0.5,0.079,0.315,0.465,0.07,0.289,0.361,0.313,,,,0.114,0.205,0.333,,,,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.379,0.69,0.146,,,,,,
2024-04-20,746570,Grounded Into DP,grounded_into_double_play,True,682729,641712,Jonatan Clase,Dakota Hudson,1,40695bab-b235-44e6-a436-07d481d6fe83,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,,,,0.32,0.156,,,0.255,,-1.93,,,-0.53,-0.32,,89.9,,,90.3,84.1,,0.296,0.5,0.079,0.315,0.465,0.07,0.289,0.361,0.313,,,,0.114,0.205,0.333,,,,84.0,94.0,93.0,102.0,98.0,99.0,0.166,0.103,0.89,-4.92,83.4,80.2,0.379,0.69,0.146,,,,,,
2024-04-20,746570,Single,single,True,682729,680767,Jonatan Clase,Victor Vodnik,1,72b7dddd-1a7b-4619-b3be-22b53339cc9d,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,,,,,,,0.643,,,0.2,,-0.34,,,,-0.07,,97.7,,,,84.1,,0.271,0.426,0.196,,,,0.268,0.341,0.268,,,,,,,,,,114.0,99.0,100.0,,,,,0.157,,1.35,89.9,,0.172,0.172,0.254,,,,,,
2024-04-20,746570,Single,single,False,682729,683627,Jonatan Clase,Anthony Molina,0,83fc0579-1bfd-4230-98bd-ce3d74e8b2be,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,76.0,98.0,92.0,,,,91.0,107.0,107.0,,,,,,,,,,,0.49,,,0.249,0.002,-1.66,,,,-1.65,3.88,94.6,,,,88.5,76.8,0.373,0.537,0.136,,,,0.349,0.488,0.115,,,,0.333,0.333,0.0,,,,94.0,91.0,92.0,121.0,110.0,112.0,0.024,0.235,-1.97,0.35,84.9,82.4,0.179,0.286,0.254,,,,,,
2024-04-20,746570,Strikeout,strikeout,True,682729,683627,Jonatan Clase,Anthony Molina,0,fc20511c-23b8-421f-8a2a-d75cf5d81986,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.94,5.26,35.0,99.0,85.0,96.0,0.871,4.89,3.86,11.83,0.77,1.65,0.29,0.347,0.137,0.363,0.436,76.0,98.0,92.0,,,,91.0,107.0,107.0,,,,,,,,,,,0.49,,,0.249,0.002,-1.66,,,,-1.65,3.88,94.6,,,,88.5,76.8,0.373,0.537,0.136,,,,0.349,0.488,0.115,,,,0.333,0.333,0.0,,,,94.0,91.0,92.0,121.0,110.0,112.0,0.024,0.235,-1.97,0.35,84.9,82.4,0.179,0.286,0.254,,,,,,
2024-04-21,746568,Forceout,force_out,True,682729,615698,Jonatan Clase,Cal Quantrill,1,bbce714b-4931-4a58-85e1-6d445f597e6a,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,,,,79.0,97.0,90.0,,,,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,,,-1.43,1.52,-1.66,,,,87.7,86.1,93.8,,,,,,0.322,0.573,0.2,,,,0.178,0.253,0.253,0.242,0.424,0.267,0.347,0.571,0.173,88.0,97.0,103.0,96.0,101.0,104.0,0.107,0.025,0.34,1.78,84.9,79.9,0.222,0.222,0.167,,,,,,
2024-04-21,746568,Flyout,field_out,True,682729,615698,Jonatan Clase,Cal Quantrill,0,4c5dc5f4-4531-436c-851e-c197b1b227b8,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,,,,79.0,97.0,90.0,,,,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,,,-1.43,1.52,-1.66,,,,87.7,86.1,93.8,,,,,,0.322,0.573,0.2,,,,0.178,0.253,0.253,0.242,0.424,0.267,0.347,0.571,0.173,88.0,97.0,103.0,96.0,101.0,104.0,0.107,0.025,0.34,1.78,84.9,79.9,0.222,0.222,0.167,,,,,,
2024-04-21,746568,Groundout,field_out,True,682729,615698,Jonatan Clase,Cal Quantrill,0,fd5af13e-11a6-4464-a1dd-ddb7789162f7,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,,,,79.0,97.0,90.0,,,,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,,,-1.43,1.52,-1.66,,,,87.7,86.1,93.8,,,,,,0.322,0.573,0.2,,,,0.178,0.253,0.253,0.242,0.424,0.267,0.347,0.571,0.173,88.0,97.0,103.0,96.0,101.0,104.0,0.107,0.025,0.34,1.78,84.9,79.9,0.222,0.222,0.167,,,,,,
2024-04-24,745028,Strikeout,strikeout,True,682729,681982,Jonatan Clase,Grant Anderson,0,6df8edab-a7d9-4f4e-ae21-7a307a914bc4,681982.0,grantanderson,"Anderson, G",Right,Grant Anderson,TEX,8.53,5.09,19.0,99.0,101.0,102.0,0.764,9.47,3.79,10.89,2.84,1.3,0.25,0.411,0.143,0.304,0.454,83.0,97.0,95.0,102.0,107.0,105.0,120.0,98.0,109.0,,,,,,,,,,0.274,0.268,,,0.385,,-2.69,,,2.3,-3.52,,92.5,,,92.1,82.4,,0.25,0.85,0.409,0.259,0.259,0.1,0.458,0.75,0.298,,,,,,,,,,61.0,80.0,83.0,,,,,0.073,,3.36,85.8,,0.0,0.0,0.111,,,,,,
2024-04-25,745027,Lineout,field_out,True,682729,571760,Jonatan Clase,Andrew Heaney,0,820ce6a3-5563-4dac-a4a3-90e3c544779d,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,76.0,101.0,98.0,,,,89.0,98.0,100.0,,,,20.0,51.0,51.0,,,,,0.522,0.002,,0.29,,-0.05,-19.18,,,-0.02,,91.5,86.6,,,82.0,,0.22,0.422,0.224,,,,0.252,0.383,0.382,,,,0.8,2.0,0.125,,,,85.0,105.0,99.0,126.0,105.0,102.0,0.032,0.154,-7.71,1.0,83.8,75.5,0.256,0.329,0.229,,,,,,
2024-04-25,745027,Lineout,field_out,True,682729,571760,Jonatan Clase,Andrew Heaney,0,3423913b-08d9-437a-a129-194438318c8b,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,76.0,101.0,98.0,,,,89.0,98.0,100.0,,,,20.0,51.0,51.0,,,,,0.522,0.002,,0.29,,-0.05,-19.18,,,-0.02,,91.5,86.6,,,82.0,,0.22,0.422,0.224,,,,0.252,0.383,0.382,,,,0.8,2.0,0.125,,,,85.0,105.0,99.0,126.0,105.0,102.0,0.032,0.154,-7.71,1.0,83.8,75.5,0.256,0.329,0.229,,,,,,
2024-04-25,745027,Strikeout,strikeout,True,682729,668390,Jonatan Clase,Cole Winn,0,06ff4452-2bc2-4b6c-9b76-a87f57578f8f,668390.0,colewinn,"Winn, C",Right,Cole Winn,TEX,7.79,5.26,17.1,101.0,107.0,103.0,0.77,7.27,2.08,9.35,1.04,1.05,0.25,0.286,0.125,0.411,0.458,115.0,98.0,100.0,86.0,97.0,91.0,97.0,110.0,113.0,,,,,,,113.0,91.0,96.0,0.073,0.423,,0.21,0.266,,0.27,,0.48,-2.25,-1.2,,95.4,,86.8,94.7,87.9,,0.219,0.313,0.175,0.5,0.5,0.0,0.316,0.526,0.37,0.25,0.375,0.3,,,,,,,,,,108.0,100.0,105.0,0.028,,2.67,,,81.8,,,,,,,,,
2024-04-28,745265,Single,single,False,682729,694297,Jonatan Clase,Brandon Pfaadt,0,1c45f975-48eb-42c1-87b0-170e1bda7645,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,,,,0.211,0.35,,0.01,0.286,,1.3,,0.39,0.11,0.32,,93.5,,89.6,93.3,84.5,,0.246,0.388,0.201,0.273,0.364,0.119,0.186,0.421,0.35,0.2,0.8,0.0,0.5,0.5,0.261,,,,95.0,99.0,94.0,97.0,102.0,105.0,0.041,0.102,-1.37,0.12,87.6,80.1,0.289,0.316,0.3,,,,,,
2024-04-28,745265,Strikeout,strikeout,True,682729,694297,Jonatan Clase,Brandon Pfaadt,0,490b6b38-f5ba-4170-922c-b96d106ffb20,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,,,,0.211,0.35,,0.01,0.286,,1.3,,0.39,0.11,0.32,,93.5,,89.6,93.3,84.5,,0.246,0.388,0.201,0.273,0.364,0.119,0.186,0.421,0.35,0.2,0.8,0.0,0.5,0.5,0.261,,,,95.0,99.0,94.0,97.0,102.0,105.0,0.041,0.102,-1.37,0.12,87.6,80.1,0.289,0.316,0.3,,,,,,
2024-04-28,745265,Strikeout,strikeout,True,682729,573009,Jonatan Clase,Joe Mantiply,0,fc3a5b2b-daf7-4a36-a20b-74f2cc64feac,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.21,3.49,36.1,103.0,78.0,97.0,0.766,7.43,2.48,8.42,0.0,1.33,0.273,0.391,0.155,0.327,0.39,103.0,85.0,78.0,80.0,104.0,93.0,,,,,,,,,,,,,0.435,0.036,,,,,1.25,,,2.46,,,89.3,,,89.2,,,0.0,0.0,0.6,0.227,0.348,0.154,,,,,,,0.278,0.417,0.333,,,,62.0,105.0,102.0,87.0,101.0,102.0,0.254,0.275,-0.67,-0.83,81.1,79.5,0.257,0.4,0.337,,,,,,
2024-05-24,744853,Flyout,field_out,True,682729,669022,Jonatan Clase,MacKenzie Gore,0,4cf11bd2-0638-4b5e-be6c-ef02cc754953,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,130.0,99.0,105.0,,,,93.0,87.0,91.0,,,,,,,,,,,0.549,,,0.161,,0.21,,,,-0.7,,96.4,,,,91.0,,0.284,0.408,0.239,,,,0.429,0.714,0.25,,,,0.217,0.265,0.356,,,,94.0,89.0,93.0,107.0,104.0,105.0,0.198,0.092,0.66,-1.82,85.9,83.3,0.321,0.607,0.512,,,,,,
2024-05-24,744853,Strikeout,strikeout,True,682729,669022,Jonatan Clase,MacKenzie Gore,0,b8303a12-06f2-484b-ad9f-3a1337cb1dac,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,130.0,99.0,105.0,,,,93.0,87.0,91.0,,,,,,,,,,,0.549,,,0.161,,0.21,,,,-0.7,,96.4,,,,91.0,,0.284,0.408,0.239,,,,0.429,0.714,0.25,,,,0.217,0.265,0.356,,,,94.0,89.0,93.0,107.0,104.0,105.0,0.198,0.092,0.66,-1.82,85.9,83.3,0.321,0.607,0.512,,,,,,
2024-05-26,744855,Strikeout,strikeout,True,682729,571578,Jonatan Clase,Patrick Corbin,0,30d03d57-8125-4b1f-a1da-f6249a1494e5,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,,,,79.0,106.0,99.0,,,,0.352,0.103,0.179,,0.316,,-1.09,0.23,,-1.8,0.02,,91.3,84.5,,91.4,79.7,,0.324,0.541,0.117,0.326,0.578,0.089,0.25,0.384,0.352,,,,,,,0.253,0.38,0.236,88.0,95.0,96.0,,,,,0.05,,-4.62,81.2,,0.4,0.65,0.275,,,,,,
2024-05-26,744855,Strikeout,strikeout,True,682729,571578,Jonatan Clase,Patrick Corbin,0,4dcdfe5e-e465-4d95-85dd-3ae0e85caeaa,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,,,,79.0,106.0,99.0,,,,0.352,0.103,0.179,,0.316,,-1.09,0.23,,-1.8,0.02,,91.3,84.5,,91.4,79.7,,0.324,0.541,0.117,0.326,0.578,0.089,0.25,0.384,0.352,,,,,,,0.253,0.38,0.236,88.0,95.0,96.0,,,,,0.05,,-4.62,81.2,,0.4,0.65,0.275,,,,,,
2024-05-27,745254,Strikeout,strikeout,True,682729,664285,Jonatan Clase,Framber Valdez,0,7f76b262-17ba-4bb4-a53c-75a57e59b35c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,,,,,,,,,,0.514,0.017,,,0.04,,-3.8,,,1.28,0.84,,94.2,,,93.8,85.6,,0.4,1.0,0.273,0.31,0.411,0.12,0.211,0.421,0.367,,,,0.149,0.23,0.399,,,,125.0,91.0,100.0,128.0,91.0,103.0,0.278,0.15,0.45,-0.13,89.5,80.0,0.264,0.358,0.345,,,,,,
