date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-06-03,747194,Grounded Into DP,grounded_into_double_play,True,670092,669194,Trenton Brooks,Ryne Nelson,1,6d4ac2c7-7268-471e-88ab-390055fe9fb9,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,108.0,112.0,110.0,0.531,0.107,0.064,0.094,0.45,-1.78,2.02,-4.16,95.0,83.4,84.5,77.5,0.261,0.415,0.217,0.368,0.737,0.208,0.4,0.733,0.167,91.0,98.0,96.0,,,,76.0,103.0,92.0,,,,,0.203,,-1.15,,,91.4,,,,,,0.16,0.24,0.116,0.341,0.518,0.124,,,,,,,,,,,,
2024-06-09,745003,Single,single,False,670092,543135,Trenton Brooks,Nathan Eovaldi,1,db640e70-1915-4914-93d2-137cc775f91d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,0.362,0.037,0.151,,1.48,-4.54,-1.43,,95.5,,86.3,76.9,0.183,0.314,0.206,,,,0.412,0.706,0.185,102.0,101.0,102.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.148,0.302,0.94,1.4,,91.7,88.7,,,,,0.27,0.541,0.357,0.264,0.396,0.161,0.202,0.327,0.361,,,,,,,,,
2024-06-09,745003,Flyout,field_out,True,670092,543135,Trenton Brooks,Nathan Eovaldi,0,7a81fedb-329b-4211-8de0-3a059325961a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,0.362,0.037,0.151,,1.48,-4.54,-1.43,,95.5,,86.3,76.9,0.183,0.314,0.206,,,,0.412,0.706,0.185,102.0,101.0,102.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.148,0.302,0.94,1.4,,91.7,88.7,,,,,0.27,0.541,0.357,0.264,0.396,0.161,0.202,0.327,0.361,,,,,,,,,
2024-06-09,745003,Lineout,field_out,True,670092,543135,Trenton Brooks,Nathan Eovaldi,0,388e0691-e831-4cc6-b2cb-717ca9970ab6,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,,,,73.0,108.0,102.0,112.0,96.0,101.0,0.362,0.037,0.151,,1.48,-4.54,-1.43,,95.5,,86.3,76.9,0.183,0.314,0.206,,,,0.412,0.706,0.185,102.0,101.0,102.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.148,0.302,0.94,1.4,,91.7,88.7,,,,,0.27,0.541,0.357,0.264,0.396,0.161,0.202,0.327,0.361,,,,,,,,,
2024-06-10,745334,Groundout,field_out,True,670092,681293,Trenton Brooks,Spencer Arrighetti,0,29c8ee58-2ed5-4dab-97d1-b61412b63f5e,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,111.0,93.0,100.0,0.414,0.113,0.202,0.074,-1.89,0.49,0.32,-4.75,94.0,85.0,81.2,78.4,0.325,0.553,0.183,0.55,0.75,0.302,0.143,0.229,0.392,113.0,98.0,103.0,,,,62.0,100.0,100.0,,,,,0.197,,1.2,,,87.8,,,,,,0.162,0.294,0.408,0.25,0.382,0.24,,,,,,,,,,,,
2024-06-10,745334,Flyout,field_out,True,670092,681293,Trenton Brooks,Spencer Arrighetti,0,8b4ab58c-2bbf-4bb9-8585-95c2f44a1d02,681293.0,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,5.63,4.19,80.0,99.0,91.0,98.0,0.747,10.46,4.95,9.45,1.24,0.97,0.278,0.404,0.161,0.283,0.447,98.0,98.0,88.0,83.0,99.0,97.0,111.0,93.0,100.0,0.414,0.113,0.202,0.074,-1.89,0.49,0.32,-4.75,94.0,85.0,81.2,78.4,0.325,0.553,0.183,0.55,0.75,0.302,0.143,0.229,0.392,113.0,98.0,103.0,,,,62.0,100.0,100.0,,,,,0.197,,1.2,,,87.8,,,,,,0.162,0.294,0.408,0.25,0.382,0.24,,,,,,,,,,,,
2024-06-10,745334,Groundout,field_out,True,670092,605463,Trenton Brooks,Tayler Scott,0,178eea85-54b7-4f6f-8c27-d2cfe325e9ff,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,1.36,2.99,46.1,99.0,98.0,99.0,0.745,8.35,4.27,4.86,0.39,1.67,0.231,0.41,0.214,0.231,0.372,60.0,103.0,101.0,121.0,98.0,97.0,89.0,97.0,106.0,0.433,0.262,,0.232,2.65,0.86,,0.69,92.7,85.5,84.0,,0.089,0.107,0.287,0.143,0.214,0.329,0.212,0.288,0.276,,,,105.0,93.0,86.0,,,,,,,0.073,,,,,-0.27,,,92.6,0.375,0.375,0.211,,,,,,,,,,,,,,,,,,
2024-06-16,745321,Flyout,field_out,True,670092,665896,Trenton Brooks,José Marte,1,b985be49-9e58-4063-b643-322a020871b6,665896.0,josemarte,"Marte, J",Right,José Marte,LAA,3.55,4.99,12.2,92.0,93.0,89.0,0.765,5.68,4.97,4.97,0.71,1.82,0.235,0.353,0.176,0.235,0.424,62.0,97.0,97.0,99.0,89.0,84.0,,,,0.251,,,0.052,0.2,,,-1.98,96.4,91.8,,,0.25,0.625,0.24,0.667,0.667,0.0,,,,,,,108.0,84.0,88.0,82.0,99.0,91.0,,,,0.293,0.403,,1.7,,1.48,84.9,,96.0,0.077,0.154,0.13,,,,0.118,0.118,0.393,,,,,,,,,,,,
2024-06-16,745321,Single,single,False,670092,608334,Trenton Brooks,Carson Fulmer,1,2d4fa3bb-b3d1-41c4-b235-7831f7d2625c,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,95.0,108.0,108.0,116.0,95.0,99.0,0.15,0.231,0.039,0.302,0.88,1.88,-9.4,0.25,93.8,88.0,87.5,82.7,0.194,0.29,0.231,0.164,0.269,0.378,0.133,0.333,0.286,108.0,104.0,99.0,91.0,98.0,95.0,,,,,,,0.277,,,,,0.43,,,92.9,0.278,0.389,0.108,0.429,1.286,0.455,,,,,,,,,,,,,,,
2024-06-17,746868,Walk,walk,False,670092,665871,Trenton Brooks,Javier Assad,1,871c6528-b8ed-4da7-9434-6ed92cf1406a,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,72.0,106.0,97.0,121.0,99.0,106.0,0.185,0.096,0.11,0.037,-0.69,-3.1,0.3,-1.03,91.9,84.3,80.2,76.7,0.326,0.478,0.238,0.25,0.25,0.091,0.261,0.609,0.318,98.0,106.0,101.0,78.0,99.0,91.0,98.0,97.0,94.0,,,,0.37,0.202,,-1.88,,1.32,87.9,,91.7,0.213,0.309,0.097,0.163,0.245,0.31,0.333,0.737,0.174,,,,,,,,,,,,
2024-06-17,746868,Strikeout,strikeout,True,670092,665871,Trenton Brooks,Javier Assad,0,44552d35-128d-453e-9ef1-cfef96eb44cb,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,79.0,90.0,86.0,72.0,106.0,97.0,121.0,99.0,106.0,0.185,0.096,0.11,0.037,-0.69,-3.1,0.3,-1.03,91.9,84.3,80.2,76.7,0.326,0.478,0.238,0.25,0.25,0.091,0.261,0.609,0.318,98.0,106.0,101.0,78.0,99.0,91.0,98.0,97.0,94.0,,,,0.37,0.202,,-1.88,,1.32,87.9,,91.7,0.213,0.309,0.097,0.163,0.245,0.31,0.333,0.737,0.174,,,,,,,,,,,,
2024-06-17,746868,Strikeout,strikeout,True,670092,669713,Trenton Brooks,Hayden Wesneski,0,a09af382-8109-46f6-856c-0bbb6f9791c5,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,50.0,100.0,85.0,132.0,100.0,111.0,0.368,0.399,,0.027,-0.5,0.19,,1.36,94.5,86.9,82.2,,0.25,0.444,0.132,0.143,0.143,0.214,0.185,0.383,0.428,,,,91.0,100.0,95.0,76.0,97.0,98.0,,,,0.121,0.085,,2.33,,-0.74,88.1,,93.5,0.273,0.545,0.123,,,,0.182,0.182,0.209,,,,,,,,,,,,
2024-06-17,746868,Strikeout,strikeout,True,670092,643410,Trenton Brooks,Mark Leiter Jr.,0,8fa1487f-858e-442f-b593-3d18f57320f6,643410.0,markleiterjr,Leiter Jr.,Right,Mark Leiter Jr.,CHC,4.78,2.9,32.0,97.0,92.0,96.0,0.653,12.66,3.66,7.59,0.56,1.86,0.275,0.488,0.2,0.238,0.384,,,,,,,99.0,101.0,102.0,0.006,0.111,0.109,,2.42,-3.28,-0.79,,95.8,,79.7,73.6,,,,,,,0.444,0.778,0.4,82.0,102.0,103.0,74.0,96.0,86.0,79.0,99.0,94.0,116.0,95.0,105.0,0.343,0.107,0.324,-2.34,2.95,1.5,88.5,84.3,91.3,0.273,0.273,0.094,0.429,0.714,0.542,0.313,0.563,0.179,0.061,0.061,0.618,,,,,,,,,
2024-06-17,746868,Flyout,field_out,True,670092,593576,Trenton Brooks,Héctor Neris,0,beb0a83d-b01a-4c0f-a290-792898bd0b99,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,88.0,85.0,86.0,0.469,0.026,,,-0.32,1.63,,,92.9,,85.4,,0.264,0.491,0.146,,,,,,,,,,90.0,92.0,85.0,,,,91.0,95.0,105.0,0.098,,0.407,,-0.06,-2.0,,83.0,92.9,0.364,0.727,0.04,,,,,,,0.185,0.241,0.364,,,,,,,,,
2024-06-19,746864,Flyout,field_out,True,670092,543294,Trenton Brooks,Kyle Hendricks,0,0d066803-d5d0-4c34-bd58-57da311a4413,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,0.119,,0.127,0.39,-3.58,,1.57,-1.24,87.8,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,,,,88.0,108.0,105.0,98.0,106.0,98.0,,,,,,,0.365,,,,,-0.85,,,87.8,0.357,0.504,0.101,0.12,0.24,0.381,,,,,,,,,,,,,,,
2024-06-19,746864,Flyout,field_out,True,670092,543294,Trenton Brooks,Kyle Hendricks,0,573acb1d-4713-46ab-913b-a05821357ad4,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,60.0,92.0,84.0,,,,0.119,,0.127,0.39,-3.58,,1.57,-1.24,87.8,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,,,,88.0,108.0,105.0,98.0,106.0,98.0,,,,,,,0.365,,,,,-0.85,,,87.8,0.357,0.504,0.101,0.12,0.24,0.381,,,,,,,,,,,,,,,
2024-06-20,745164,Walk,walk,False,670092,664854,Trenton Brooks,Ryan Helsley,0,59da6d5f-d038-4972-89d9-cbd01ce26ad7,664854.0,ryanhelsley,Helsley,Right,Ryan Helsley,STL,2.36,2.62,42.0,99.0,136.0,110.0,0.681,10.29,3.64,6.86,0.43,1.07,0.287,0.361,0.148,0.306,0.47,,,,131.0,97.0,104.0,147.0,101.0,116.0,0.444,0.49,0.066,,-0.33,3.01,4.93,,99.4,,88.7,80.7,0.3,0.4,0.188,,,,0.169,0.181,0.479,95.0,97.0,112.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.455,,,,,,,,,,,,,,,
2024-06-23,745165,Bunt Groundout,field_out,True,670092,543243,Trenton Brooks,Sonny Gray,0,7db349a6-ac14-4718-b401-3f0e52c08e33,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.06,0.68,0.67,1.37,-2.47,92.6,88.5,85.0,80.1,0.31,0.479,0.147,0.385,0.769,0.345,0.162,0.216,0.422,115.0,95.0,95.0,92.0,116.0,114.0,88.0,99.0,99.0,,,,0.173,0.182,,1.7,,1.47,87.7,,93.1,0.197,0.316,0.181,0.184,0.342,0.299,0.237,0.407,0.303,,,,,,,,,,,,
2024-06-23,745165,Groundout,field_out,True,670092,543243,Trenton Brooks,Sonny Gray,0,05f5bc29-30a9-47cb-800f-871d2da521b8,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.06,0.68,0.67,1.37,-2.47,92.6,88.5,85.0,80.1,0.31,0.479,0.147,0.385,0.769,0.345,0.162,0.216,0.422,115.0,95.0,95.0,92.0,116.0,114.0,88.0,99.0,99.0,,,,0.173,0.182,,1.7,,1.47,87.7,,93.1,0.197,0.316,0.181,0.184,0.342,0.299,0.237,0.407,0.303,,,,,,,,,,,,
