date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-04-24,745188,Single,single,False,656976,502043,Pavin Smith,Kyle Gibson,0,90124f3e-c772-4e17-b802-41d9adf72abc,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,0.127,0.221,0.082,0.086,-2.35,0.35,-1.85,1.85,91.5,84.8,80.6,78.5,0.293,0.683,0.076,0.304,0.739,0.493,0.167,0.194,0.342,0.222,0.306,0.454,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,,,,,,,,,,,94.0,94.0,89.0,0.205,0.34,88.9,0.322,0.441,0.211,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745188,Flyout,field_out,True,656976,502043,Pavin Smith,Kyle Gibson,0,28dd33ef-5dd6-4c00-a083-7b3dc630ab52,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,0.127,0.221,0.082,0.086,-2.35,0.35,-1.85,1.85,91.5,84.8,80.6,78.5,0.293,0.683,0.076,0.304,0.739,0.493,0.167,0.194,0.342,0.222,0.306,0.454,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,,,,,,,,,,,94.0,94.0,89.0,0.205,0.34,88.9,0.322,0.441,0.211,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745188,Walk,walk,False,656976,502043,Pavin Smith,Kyle Gibson,1,f99adf76-4fe1-4ba3-a52b-bd1c7cb8a58b,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,105.0,105.0,106.0,80.0,85.0,80.0,104.0,102.0,105.0,0.127,0.221,0.082,0.086,-2.35,0.35,-1.85,1.85,91.5,84.8,80.6,78.5,0.293,0.683,0.076,0.304,0.739,0.493,0.167,0.194,0.342,0.222,0.306,0.454,84.0,101.0,96.0,0.279,0.83,90.7,0.252,0.409,0.108,,,,,,,,,,,,,,,,94.0,94.0,89.0,0.205,0.34,88.9,0.322,0.441,0.211,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,745269,Flyout,field_out,True,656976,676106,Pavin Smith,Emerson Hancock,0,6e0a3d2e-d659-43bc-aa82-42ce31a0e8e7,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,99.0,94.0,94.0,0.303,0.166,,0.21,1.7,-2.18,,-0.16,93.5,86.9,84.4,,0.25,0.339,0.232,,,,0.178,0.311,0.226,0.217,0.478,0.295,95.0,100.0,95.0,0.32,-2.25,93.2,0.352,0.648,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,745269,Lineout,field_out,True,656976,676106,Pavin Smith,Emerson Hancock,0,9baa511b-d29d-4355-a44e-ac3d429a0448,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,99.0,94.0,94.0,0.303,0.166,,0.21,1.7,-2.18,,-0.16,93.5,86.9,84.4,,0.25,0.339,0.232,,,,0.178,0.311,0.226,0.217,0.478,0.295,95.0,100.0,95.0,0.32,-2.25,93.2,0.352,0.648,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,745269,Groundout,field_out,True,656976,675989,Pavin Smith,Cody Bolton,0,ae335336-1e42-4b7a-8ff2-cdd2d3cc1d1d,675989.0,codybolton,Bolton,Right,Cody Bolton,SEA,4.34,3.69,18.2,100.0,101.0,102.0,0.774,8.2,4.34,8.68,1.45,1.0,0.246,0.421,0.316,0.263,0.359,88.0,96.0,97.0,,,,88.0,63.0,59.0,123.0,109.0,114.0,0.038,0.247,,0.125,-7.21,-0.17,,-2.16,94.8,91.5,83.7,,0.5,0.5,0.143,,,,0.3,0.3,0.133,0.158,0.526,0.235,98.0,102.0,108.0,0.276,-0.87,94.8,0.267,0.667,0.235,,,,,,,,,,,,,,,,102.0,100.0,97.0,0.314,0.1,89.1,0.259,0.296,0.326,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,747210,Single,single,False,656976,523260,Pavin Smith,Joe Kelly,0,fefb63c1-2cb0-4294-b21f-5e5ec77b1c13,523260.0,joekelly,"Kelly, J",Right,Joe Kelly,LAD,4.73,3.77,13.1,94.0,102.0,99.0,0.798,9.45,3.38,8.78,0.0,2.71,0.222,0.361,0.222,0.194,0.469,91.0,79.0,64.0,,,,94.0,105.0,99.0,135.0,115.0,144.0,0.246,0.268,,0.027,-0.69,1.81,,-9.26,98.6,89.2,90.4,,0.364,0.455,0.241,0.333,0.333,0.417,,,,0.211,0.263,0.25,77.0,83.0,76.0,0.317,0.36,98.0,0.214,0.214,0.097,,,,,0.143,,-3.02,,88.1,,,,115.0,76.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,747208,Strikeout,strikeout,True,656976,656302,Pavin Smith,Dylan Cease,0,f890b927-a837-46c3-a92b-07fc60f15ccb,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,0.435,0.462,,0.013,-0.1,1.62,,-4.3,96.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.2,0.182,0.273,0.379,,,,,,,,,,,,,,0.081,,-0.64,,82.7,,,,108.0,99.0,104.0,113.0,89.0,90.0,0.01,-5.15,91.8,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,747208,Lineout,field_out,True,656976,656302,Pavin Smith,Dylan Cease,0,10e80f2d-0566-46a7-ab31-f13384774edc,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,0.435,0.462,,0.013,-0.1,1.62,,-4.3,96.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.2,0.182,0.273,0.379,,,,,,,,,,,,,,0.081,,-0.64,,82.7,,,,108.0,99.0,104.0,113.0,89.0,90.0,0.01,-5.15,91.8,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,747208,Groundout,field_out,True,656976,656302,Pavin Smith,Dylan Cease,0,bf2fdf8d-02db-453c-9258-ad65df8c89c4,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,55.0,72.0,68.0,,,,124.0,97.0,104.0,113.0,101.0,105.0,0.435,0.462,,0.013,-0.1,1.62,,-4.3,96.8,69.5,87.1,,0.244,0.445,0.225,0.242,0.455,0.333,0.25,1.0,0.2,0.182,0.273,0.379,,,,,,,,,,,,,,0.081,,-0.64,,82.7,,,,108.0,99.0,104.0,113.0,89.0,90.0,0.01,-5.15,91.8,0.25,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,747208,Flyout,field_out,True,656976,666745,Pavin Smith,Jhony Brito,0,aff2b412-6029-437a-b0a3-d2d44ffafe50,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,,,,76.0,99.0,90.0,94.0,89.0,97.0,0.265,0.119,,0.351,0.62,-2.91,,1.47,96.3,89.8,86.0,,0.216,0.405,0.164,0.333,0.333,0.0,0.234,0.328,0.271,0.6,0.6,0.143,98.0,99.0,99.0,0.242,-1.03,96.2,0.375,0.458,0.088,,,,,0.023,,-0.28,,81.4,,,,123.0,82.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,747209,Strikeout,strikeout,True,656976,663568,Pavin Smith,Stephen Kolek,0,4d233247-05e2-418e-ba56-671f1bc9b8e1,663568.0,stephenkolek,Kolek,Right,Stephen Kolek,SDP,5.52,4.36,44.0,108.0,107.0,108.0,0.807,7.57,2.05,11.45,0.82,2.79,0.327,0.313,0.129,0.252,0.448,113.0,111.0,119.0,,,,102.0,114.0,108.0,123.0,102.0,110.0,0.131,0.202,,0.068,2.23,-3.35,,0.72,95.8,88.8,85.8,,0.111,0.111,0.254,,,,0.214,0.214,0.182,0.286,0.429,0.242,106.0,108.0,109.0,0.409,0.15,95.2,0.329,0.371,0.187,,,,,,,,,,,,,,,,95.0,107.0,100.0,0.189,-1.23,92.2,0.359,0.487,0.185,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Single,single,False,656976,663362,Pavin Smith,Matt Waldron,0,93db87a8-c72e-427a-b04b-08f2487dceb8,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,,,0.35,0.59,,,90.7,,79.1,,0.247,0.419,0.208,,,,,,,0.228,0.443,0.186,74.0,107.0,101.0,0.134,0.78,90.0,0.288,0.411,0.067,,,,,,,,,,,,,,,,82.0,96.0,88.0,0.062,1.49,87.0,0.208,0.292,0.145,,,,,,,,,,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,
2024-05-05,747206,Grounded Into DP,grounded_into_double_play,True,656976,663362,Pavin Smith,Matt Waldron,1,19b511b8-d2ae-485b-9736-b45919a33aed,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,,,0.35,0.59,,,90.7,,79.1,,0.247,0.419,0.208,,,,,,,0.228,0.443,0.186,74.0,107.0,101.0,0.134,0.78,90.0,0.288,0.411,0.067,,,,,,,,,,,,,,,,82.0,96.0,88.0,0.062,1.49,87.0,0.208,0.292,0.145,,,,,,,,,,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,
2024-05-05,747206,Groundout,field_out,True,656976,666745,Pavin Smith,Jhony Brito,0,242d64c1-906e-4591-a0fa-1fcfbc5ab2cb,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,,,,76.0,99.0,90.0,94.0,89.0,97.0,0.265,0.119,,0.351,0.62,-2.91,,1.47,96.3,89.8,86.0,,0.216,0.405,0.164,0.333,0.333,0.0,0.234,0.328,0.271,0.6,0.6,0.143,98.0,99.0,99.0,0.242,-1.03,96.2,0.375,0.458,0.088,,,,,0.023,,-0.28,,81.4,,,,123.0,82.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,747206,Flyout,field_out,True,656976,666745,Pavin Smith,Jhony Brito,0,e437d2f5-5427-4539-93d0-7b26511923c8,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,,,,76.0,99.0,90.0,94.0,89.0,97.0,0.265,0.119,,0.351,0.62,-2.91,,1.47,96.3,89.8,86.0,,0.216,0.405,0.164,0.333,0.333,0.0,0.234,0.328,0.271,0.6,0.6,0.143,98.0,99.0,99.0,0.242,-1.03,96.2,0.375,0.458,0.088,,,,,0.023,,-0.28,,81.4,,,,123.0,82.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,746717,Double,double,False,656976,668933,Pavin Smith,Graham Ashcraft,1,099ec7fe-ec4b-4af9-bd51-ea47c0870227,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,119.0,98.0,109.0,,0.319,,0.03,,1.37,,-3.79,,90.5,88.4,,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,71.0,100.0,84.0,0.172,-2.75,94.8,0.333,0.5,0.119,,,,,,,,,,,,,,,,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,746717,Lineout,field_out,True,656976,668933,Pavin Smith,Graham Ashcraft,0,17b5848f-795c-4fbc-9d07-82f971039ef1,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,119.0,98.0,109.0,,0.319,,0.03,,1.37,,-3.79,,90.5,88.4,,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,71.0,100.0,84.0,0.172,-2.75,94.8,0.333,0.5,0.119,,,,,,,,,,,,,,,,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,746717,Grounded Into DP,grounded_into_double_play,True,656976,518585,Pavin Smith,Fernando Cruz,1,644ab8b9-b5d9-43c2-9599-86791c89caeb,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,,,,90.0,95.0,89.0,,,,0.301,,,,-0.28,,,,94.7,,,,0.316,0.553,0.178,,,,,,,,,,,,,,,,,,,159.0,95.0,113.0,0.431,,2.35,,81.7,,0.09,0.128,0.573,,,,82.0,94.0,95.0,0.268,-1.25,88.8,0.344,0.719,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,746715,Walk,walk,False,656976,518585,Pavin Smith,Fernando Cruz,1,e211c0cb-924d-4926-9569-9357f9d37530,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,,,,90.0,95.0,89.0,,,,0.301,,,,-0.28,,,,94.7,,,,0.316,0.553,0.178,,,,,,,,,,,,,,,,,,,159.0,95.0,113.0,0.431,,2.35,,81.7,,0.09,0.128,0.573,,,,82.0,94.0,95.0,0.268,-1.25,88.8,0.344,0.719,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,747043,Groundout,field_out,True,656976,666974,Pavin Smith,Yennier Cano,1,c3f98421-12aa-46dd-b1eb-0987b0b8aa11,666974.0,yenniercano,Cano,Right,Yennier Cano,BAL,2.79,3.91,38.2,106.0,116.0,106.0,0.723,8.84,4.42,7.45,1.16,3.45,0.137,0.48,0.167,0.363,0.393,137.0,115.0,108.0,,,,59.0,107.0,97.0,145.0,96.0,111.0,0.115,0.107,,0.279,2.39,-3.54,,0.32,96.5,90.7,87.0,,0.077,0.077,0.406,,,,0.176,0.294,0.317,0.3,0.9,0.526,112.0,103.0,106.0,0.498,0.62,95.8,0.288,0.409,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,747204,Single,single,False,656976,668933,Pavin Smith,Graham Ashcraft,0,00039a7f-3d69-4e61-9711-a5ea9f0cbf91,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,119.0,98.0,109.0,,0.319,,0.03,,1.37,,-3.79,,90.5,88.4,,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,71.0,100.0,84.0,0.172,-2.75,94.8,0.333,0.5,0.119,,,,,,,,,,,,,,,,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,
