date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff
2024-08-04,744826,Pop Out,field_out,True,663905,668964,Travis Blankenhorn,Tobias Myers,0,3b7499d2-b64d-4826-b695-838693142ba6,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,95.0,99.0,90.0,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,2.25,-3.62,1.0,92.9,89.3,81.1,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.094,0.094,0.431,0.173,0.198,0.276,0.462,0.615,0.16,,,,71.0,92.0,74.0,0.006,,11.34,,91.5,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-08-04,744826,Strikeout,strikeout,True,663905,668964,Travis Blankenhorn,Tobias Myers,0,da74a5fa-d90b-43a6-bf38-9a64b0900712,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,92.0,108.0,105.0,95.0,99.0,90.0,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,2.25,-3.62,1.0,92.9,89.3,81.1,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.094,0.094,0.431,0.173,0.198,0.276,0.462,0.615,0.16,,,,71.0,92.0,74.0,0.006,,11.34,,91.5,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2024-08-05,744821,Single,single,False,663905,657277,Travis Blankenhorn,Logan Webb,0,11750177-950e-49a8-9d2b-7d9c103d2ef2,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,122.0,104.0,113.0,57.0,111.0,109.0,0.052,0.012,0.215,,0.327,-0.22,4.89,0.17,,0.46,92.4,90.5,87.3,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,0.262,0.373,0.212,,,,,,,0.248,0.344,0.258,97.0,103.0,100.0,0.394,,1.48,,92.4,,0.251,0.328,0.153,,,,,,,,,,,,,,,
2024-08-05,744821,Groundout,field_out,True,663905,657277,Travis Blankenhorn,Logan Webb,0,3488152c-a526-447d-ac66-5d463c1ad75f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,122.0,104.0,113.0,57.0,111.0,109.0,0.052,0.012,0.215,,0.327,-0.22,4.89,0.17,,0.46,92.4,90.5,87.3,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,0.262,0.373,0.212,,,,,,,0.248,0.344,0.258,97.0,103.0,100.0,0.394,,1.48,,92.4,,0.251,0.328,0.153,,,,,,,,,,,,,,,
2024-08-05,744821,Single,single,False,663905,657277,Travis Blankenhorn,Logan Webb,1,ed1f6deb-2672-4c8f-8c5f-54d6f3a112c9,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,122.0,104.0,113.0,57.0,111.0,109.0,0.052,0.012,0.215,,0.327,-0.22,4.89,0.17,,0.46,92.4,90.5,87.3,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,0.262,0.373,0.212,,,,,,,0.248,0.344,0.258,97.0,103.0,100.0,0.394,,1.48,,92.4,,0.251,0.328,0.153,,,,,,,,,,,,,,,
2024-08-05,744821,Strikeout,strikeout,True,663905,573124,Travis Blankenhorn,Taylor Rogers,0,edf04544-291c-4f6c-b9bd-5e315b9e16c5,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.45,3.15,51.1,97.0,92.0,97.0,0.746,10.34,2.81,8.06,1.05,1.12,0.22,0.417,0.22,0.28,0.463,,,,,,,,,,109.0,96.0,102.0,,,,,,0.482,,,,,-0.6,,,,,,79.4,,,,,,,,,,,,,,,,,0.292,0.49,0.348,76.0,97.0,91.0,0.518,,1.31,,93.1,,0.191,0.319,0.158,,,,,,,,,,,,,,,
2024-08-06,744817,Groundout,field_out,True,663905,806185,Travis Blankenhorn,Hayden Birdsong,1,6b8dde8e-977f-4b3f-8cc4-4674cf628296,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,,,,0.423,,0.189,0.211,0.177,-1.14,,-0.1,2.01,-1.4,95.8,,88.2,86.7,80.7,0.243,0.568,0.186,,,,0.333,0.455,0.382,0.25,0.542,0.417,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744817,Strikeout,strikeout,True,663905,678495,Travis Blankenhorn,Randy Rodríguez,1,7ec3a838-b892-4390-ae6e-7fcd07d4f1f1,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,3.93,3.13,50.1,97.0,117.0,101.0,0.717,9.3,2.86,7.87,0.72,0.97,0.245,0.36,0.201,0.237,0.418,73.0,86.0,89.0,,,,129.0,98.0,103.0,113.0,98.0,104.0,,,,0.47,,0.403,,0.059,-0.25,,1.64,,-0.38,97.7,,89.7,84.7,,0.238,0.44,0.246,,,,0.333,0.333,0.333,0.188,0.3,0.376,,,,,,,97.0,88.0,85.0,0.069,,-1.44,,96.5,,0.417,0.417,0.077,,,,,,,,,,,,,,,
2024-08-06,744817,Groundout,field_out,True,663905,678495,Travis Blankenhorn,Randy Rodríguez,1,cea96925-6666-4a11-99a4-2b8764c1617a,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,3.93,3.13,50.1,97.0,117.0,101.0,0.717,9.3,2.86,7.87,0.72,0.97,0.245,0.36,0.201,0.237,0.418,73.0,86.0,89.0,,,,129.0,98.0,103.0,113.0,98.0,104.0,,,,0.47,,0.403,,0.059,-0.25,,1.64,,-0.38,97.7,,89.7,84.7,,0.238,0.44,0.246,,,,0.333,0.333,0.333,0.188,0.3,0.376,,,,,,,97.0,88.0,85.0,0.069,,-1.44,,96.5,,0.417,0.417,0.077,,,,,,,,,,,,,,,
2024-08-07,744822,Strikeout,strikeout,True,663905,643511,Travis Blankenhorn,Tyler Rogers,0,fcb04916-bbf9-4b5e-b8a9-42abd9486a5c,643511.0,tylerrogers,"Rogers, Ty",Right,Tyler Rogers,SFG,3.26,2.97,60.2,106.0,125.0,105.0,0.844,6.68,0.59,9.35,0.89,1.93,0.316,0.362,0.25,0.235,0.53,,,,,,,121.0,89.0,76.0,141.0,96.0,102.0,,,,0.009,,0.364,,,-4.76,,-1.51,,,82.7,,,73.7,,,,,,,,,,,0.262,0.488,0.257,,,,,,,115.0,111.0,106.0,0.627,,1.57,,82.4,,0.257,0.336,0.152,,,,,,,,,,,,,,,
2024-08-08,744819,Walk,walk,False,663905,666808,Travis Blankenhorn,Camilo Doval,1,0c1fe2da-5a07-4f85-9081-66b210e7b2ff,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.47,3.55,46.1,95.0,113.0,98.0,0.658,11.65,6.22,8.35,0.78,2.12,0.217,0.458,0.183,0.325,0.389,,,,,,,,,,137.0,92.0,105.0,94.0,101.0,95.0,,0.355,0.494,,,,-0.95,0.37,,,,99.4,,88.6,,,,,0.288,0.576,0.234,,,,0.196,0.272,0.473,,,,,,,71.0,91.0,80.0,0.15,,-0.72,,97.7,,0.296,0.407,0.161,,,,,,,,,,,,,,,
2024-08-09,744818,Groundout,field_out,True,663905,519326,Travis Blankenhorn,Hunter Strickland,0,ef88348d-3848-4037-abb7-d278a8140f14,519326.0,hunterstrickland,Strickland,Right,Hunter Strickland,LAA,3.67,3.92,61.1,101.0,106.0,105.0,0.791,6.75,3.08,6.46,1.32,0.67,0.21,0.403,0.176,0.273,0.418,76.0,101.0,93.0,,,,80.0,99.0,97.0,135.0,102.0,115.0,85.0,97.0,107.0,0.292,0.083,0.472,,0.059,0.41,-0.57,1.58,,2.62,94.3,85.8,87.9,83.6,,0.193,0.386,0.172,0.333,0.5,0.265,0.118,0.118,0.25,0.165,0.339,0.265,,,,,,,72.0,102.0,92.0,0.095,,-1.52,,92.6,,0.368,0.632,0.171,,,,,,,,,,,,,,,
2024-08-10,744820,Groundout,field_out,True,663905,656288,Travis Blankenhorn,Griffin Canning,0,3e1e01bf-e6e0-459f-b724-c00e01dbc86f,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,104.0,102.0,111.0,,,,0.373,,0.231,0.113,0.271,-0.91,,-1.22,-0.67,0.9,93.5,,88.6,87.9,80.6,0.249,0.534,0.149,,,,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,,,,78.0,88.0,76.0,0.011,,-7.81,,93.0,,0.5,1.0,0.0,,,,,,,,,,,,,,,
2024-08-10,744820,Pop Out,field_out,True,663905,656288,Travis Blankenhorn,Griffin Canning,0,eed97ccf-3bd4-47b2-9633-c76a57596bed,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,104.0,102.0,111.0,,,,0.373,,0.231,0.113,0.271,-0.91,,-1.22,-0.67,0.9,93.5,,88.6,87.9,80.6,0.249,0.534,0.149,,,,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,,,,78.0,88.0,76.0,0.011,,-7.81,,93.0,,0.5,1.0,0.0,,,,,,,,,,,,,,,
2024-08-10,744820,Flyout,field_out,True,663905,656288,Travis Blankenhorn,Griffin Canning,0,4013e132-f9eb-4bce-9453-34ace2c1f3ad,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,104.0,102.0,111.0,,,,0.373,,0.231,0.113,0.271,-0.91,,-1.22,-0.67,0.9,93.5,,88.6,87.9,80.6,0.249,0.534,0.149,,,,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,,,,78.0,88.0,76.0,0.011,,-7.81,,93.0,,0.5,1.0,0.0,,,,,,,,,,,,,,,
2024-08-11,744816,Groundout,field_out,True,663905,686799,Travis Blankenhorn,Jack Kochanowicz,0,c703a3d7-7f41-4d9b-8309-30ce4b01f367,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,,,,0.024,,,0.237,0.046,-11.92,,,-1.08,-4.85,95.9,,88.3,,85.6,,,,,,,0.429,0.571,0.083,,,,0.208,0.458,0.283,,,,98.0,100.0,97.0,0.693,,0.27,,95.7,,0.326,0.457,0.099,,,,,,,,,,,,,,,
2024-08-11,744816,Groundout,field_out,True,663905,686799,Travis Blankenhorn,Jack Kochanowicz,0,c8123151-2fad-4010-ac3b-e07615c1ba08,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,,,,0.024,,,0.237,0.046,-11.92,,,-1.08,-4.85,95.9,,88.3,,85.6,,,,,,,0.429,0.571,0.083,,,,0.208,0.458,0.283,,,,98.0,100.0,97.0,0.693,,0.27,,95.7,,0.326,0.457,0.099,,,,,,,,,,,,,,,
2024-08-11,744816,Groundout,field_out,True,663905,686799,Travis Blankenhorn,Jack Kochanowicz,0,a52e8ed8-fe15-41d3-8db7-54bf23ec95bd,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,,,,,,,0.024,,,0.237,0.046,-11.92,,,-1.08,-4.85,95.9,,88.3,,85.6,,,,,,,0.429,0.571,0.083,,,,0.208,0.458,0.283,,,,98.0,100.0,97.0,0.693,,0.27,,95.7,,0.326,0.457,0.099,,,,,,,,,,,,,,,
2024-08-11,744816,Groundout,field_out,True,663905,690829,Travis Blankenhorn,Ben Joyce,0,78a11183-a39f-4315-a1de-e1969ddd5b62,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.27,3.22,31.2,94.0,117.0,96.0,0.737,8.24,3.98,6.82,0.28,2.58,0.271,0.376,0.224,0.282,0.448,112.0,88.0,103.0,,,,123.0,96.0,94.0,142.0,89.0,105.0,,,,0.44,,0.154,,0.028,0.49,,0.13,,5.75,102.0,,91.7,86.2,,0.203,0.288,0.286,,,,0.0,0.0,0.333,0.231,0.231,0.308,,,,,,,102.0,99.0,97.0,0.378,,2.2,,97.0,,0.243,0.243,0.258,,,,,,,,,,,,,,,
2024-08-18,745539,Strikeout,strikeout,True,663905,592836,Travis Blankenhorn,Taijuan Walker,0,bac95232-c57f-464f-b289-93e22f6bf597,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,,,,88.0,92.0,92.0,61.0,95.0,85.0,42.0,112.0,106.0,96.0,90.0,87.0,0.119,0.097,0.169,0.11,,-1.12,-3.91,1.58,0.69,,91.4,87.2,,84.8,74.6,0.273,0.409,0.175,0.381,0.952,0.102,,,,,,,0.227,0.409,0.143,0.173,0.308,0.27,77.0,98.0,92.0,0.286,,-1.45,,91.0,,0.329,0.573,0.09,110.0,100.0,106.0,0.22,-4.77,86.5,0.39,0.683,0.166,,,,,,
2024-08-18,745539,Groundout,field_out,True,663905,592836,Travis Blankenhorn,Taijuan Walker,1,24661395-06d0-45cb-96f5-435f890c0bf8,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,,,,88.0,92.0,92.0,61.0,95.0,85.0,42.0,112.0,106.0,96.0,90.0,87.0,0.119,0.097,0.169,0.11,,-1.12,-3.91,1.58,0.69,,91.4,87.2,,84.8,74.6,0.273,0.409,0.175,0.381,0.952,0.102,,,,,,,0.227,0.409,0.143,0.173,0.308,0.27,77.0,98.0,92.0,0.286,,-1.45,,91.0,,0.329,0.573,0.09,110.0,100.0,106.0,0.22,-4.77,86.5,0.39,0.683,0.166,,,,,,
2024-08-18,745539,Single,single,False,663905,621383,Travis Blankenhorn,Tanner Banks,1,4896b321-4ce0-488a-b9e6-4e62936eccaf,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.86,3.37,60.2,103.0,96.0,101.0,0.762,9.49,2.82,8.31,0.89,1.37,0.294,0.318,0.147,0.271,0.427,87.0,98.0,99.0,116.0,111.0,109.0,84.0,108.0,105.0,108.0,95.0,93.0,,,,0.294,,0.32,0.155,0.147,0.18,,0.2,1.74,-2.18,93.5,,86.2,88.0,82.2,0.235,0.353,0.262,,,,0.282,0.538,0.159,0.273,0.409,0.23,0.158,0.237,0.315,,,,74.0,107.0,96.0,0.084,,0.85,,92.2,,0.278,0.278,0.382,,,,,,,,,,,,,,,
