date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-09-17,746987,Walk,walk,False,622268,518886,Donovan Walton,Craig Kimbrel,1,aa9e0eca-d7d1-4194-b340-bf1866eb3e25,518886.0,craigkimbrel,Kimbrel,Right,Craig Kimbrel,BAL,5.33,4.23,52.1,96.0,112.0,101.0,0.725,12.55,5.33,6.88,1.2,0.72,0.317,0.341,0.171,0.325,0.426,49.0,68.0,55.0,110.0,97.0,99.0,,,,84.0,117.0,128.0,,,,,0.657,,0.05,0.005,-0.14,,,1.37,-3.1,93.9,,88.3,,85.6,,,,,,,0.077,0.077,0.444,0.203,0.421,0.289,,,,117.0,91.0,103.0,0.288,-0.2,84.3,,,,0.261,0.283,0.34,,,,,,,,,,,,,,,
2024-09-18,746988,Flyout,field_out,True,622268,665152,Donovan Walton,Dean Kremer,0,49250a46-245d-427d-8661-76692f7f188f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.19,4.44,124.2,100.0,88.0,98.0,0.799,8.66,3.54,7.72,1.23,1.0,0.249,0.39,0.235,0.287,0.422,,,,91.0,99.0,98.0,78.0,106.0,98.0,,,,99.0,102.0,98.0,0.15,0.316,0.235,,,-0.39,0.36,0.86,,,93.3,86.9,,92.3,,,,,0.238,0.345,0.074,,,,0.25,0.522,0.233,0.252,0.358,0.231,,,,,,,,,,0.225,0.3,0.186,92.0,98.0,96.0,0.117,0.35,77.0,72.0,99.0,99.0,0.182,0.68,84.0,0.14,0.226,0.36
2024-09-18,746988,Grounded Into DP,grounded_into_double_play,True,622268,665152,Donovan Walton,Dean Kremer,1,1fa63b1f-4d00-4fee-bd8a-b430a576f8ad,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.19,4.44,124.2,100.0,88.0,98.0,0.799,8.66,3.54,7.72,1.23,1.0,0.249,0.39,0.235,0.287,0.422,,,,91.0,99.0,98.0,78.0,106.0,98.0,,,,99.0,102.0,98.0,0.15,0.316,0.235,,,-0.39,0.36,0.86,,,93.3,86.9,,92.3,,,,,0.238,0.345,0.074,,,,0.25,0.522,0.233,0.252,0.358,0.231,,,,,,,,,,0.225,0.3,0.186,92.0,98.0,96.0,0.117,0.35,77.0,72.0,99.0,99.0,0.182,0.68,84.0,0.14,0.226,0.36
2024-09-18,746988,Strikeout,strikeout,True,622268,642397,Donovan Walton,Gregory Soto,0,5675a00f-6dc8-43c3-8f2c-fb24b0f94ea8,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,- - -,4.62,4.47,50.2,94.0,113.0,99.0,0.72,11.01,4.62,9.95,0.71,1.77,0.314,0.314,0.157,0.321,0.43,,,,95.0,87.0,80.0,112.0,96.0,100.0,121.0,94.0,103.0,,,,0.455,0.12,0.008,0.417,,-3.34,0.37,0.51,-1.12,,98.0,91.8,,97.4,85.8,,,,0.299,0.402,0.141,0.333,0.667,0.333,0.35,0.4,0.333,,,,,,,,,,0.234,0.377,0.488,,,,,,,,,,,,,,,,,,
2024-09-18,746988,Pop Out,field_out,True,622268,657097,Donovan Walton,Jacob Webb,0,4935eb74-8442-4397-adab-10ef5791996c,657097.0,jacobwebb,"Webb, J",Right,Jacob Webb,BAL,3.25,3.68,52.2,99.0,108.0,102.0,0.757,9.06,4.61,6.32,0.68,0.8,0.291,0.383,0.22,0.305,0.433,111.0,100.0,103.0,106.0,98.0,99.0,,,,110.0,99.0,106.0,,,,,0.451,,0.275,0.274,-0.35,,,0.85,1.78,93.4,,84.3,,82.7,0.129,0.226,0.36,,,,0.235,0.294,0.208,0.212,0.388,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,746985,Strikeout,strikeout,True,622268,621107,Donovan Walton,Zach Eflin,0,bef2de4e-2102-4697-b3d6-a8d70b397afe,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.53,3.47,160.2,108.0,92.0,104.0,0.804,7.45,1.06,9.07,1.18,1.14,0.229,0.452,0.176,0.316,0.452,84.0,100.0,104.0,61.0,105.0,95.0,90.0,109.0,105.0,122.0,107.0,113.0,86.0,106.0,98.0,0.283,0.092,0.28,0.097,0.057,-0.58,1.54,0.29,0.31,-0.18,92.4,88.1,85.5,91.7,79.7,0.2,0.378,0.113,0.28,0.381,0.139,0.25,0.5,0.203,0.246,0.421,0.246,0.218,0.352,0.229,,,,,,,,,,0.294,0.476,0.333,108.0,113.0,109.0,0.19,-1.29,78.8,,,,,,,,,
2024-09-19,746985,Groundout,field_out,True,622268,621107,Donovan Walton,Zach Eflin,0,de21183a-097c-4ac8-830b-4569c55d7e91,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.53,3.47,160.2,108.0,92.0,104.0,0.804,7.45,1.06,9.07,1.18,1.14,0.229,0.452,0.176,0.316,0.452,84.0,100.0,104.0,61.0,105.0,95.0,90.0,109.0,105.0,122.0,107.0,113.0,86.0,106.0,98.0,0.283,0.092,0.28,0.097,0.057,-0.58,1.54,0.29,0.31,-0.18,92.4,88.1,85.5,91.7,79.7,0.2,0.378,0.113,0.28,0.381,0.139,0.25,0.5,0.203,0.246,0.421,0.246,0.218,0.352,0.229,,,,,,,,,,0.294,0.476,0.333,108.0,113.0,109.0,0.19,-1.29,78.8,,,,,,,,,
2024-09-19,746985,Strikeout,strikeout,True,622268,672335,Donovan Walton,Cionel Pérez,0,a72e3329-c324-4de9-b1d2-6040accbc509,672335.0,cionelperez,"Pérez, C",Left,Cionel Pérez,BAL,4.01,3.63,51.2,94.0,97.0,96.0,0.785,7.84,4.7,7.66,0.0,1.86,0.272,0.437,0.199,0.318,0.428,,,,101.0,92.0,88.0,90.0,96.0,96.0,100.0,94.0,101.0,,,,0.381,0.244,,0.375,,-0.53,,0.65,0.59,,96.5,,,96.1,83.1,,,,0.244,0.293,0.199,,,,0.273,0.318,0.202,,,,,,,,,,0.176,0.294,0.316,,,,,,,,,,,,,,,,,,
2024-09-19,746985,Bunt Pop Out,field_out,True,622268,622554,Donovan Walton,Seranthony Domínguez,0,a2017149-5434-4095-9b98-3be7cf9d6c9d,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,- - -,4.31,3.65,56.1,97.0,130.0,103.0,0.752,10.54,3.04,7.83,1.92,0.71,0.256,0.391,0.205,0.295,0.435,17.0,99.0,101.0,130.0,96.0,98.0,107.0,98.0,103.0,143.0,99.0,107.0,,,,0.181,0.403,,0.404,0.012,-0.22,,-0.51,0.39,-4.95,97.7,,91.4,98.1,88.5,,,,0.31,0.381,0.097,,,,0.231,0.474,0.222,,,,,,,,,,0.172,0.404,0.387,,,,,,,,,,,,,,,,,,
2024-09-21,746255,Strikeout,strikeout,True,622268,663903,Donovan Walton,Brady Singer,0,d80a076c-eba7-4161-917b-d6404038fddb,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,,,,0.411,0.115,,0.454,0.02,-1.97,,0.71,0.05,-5.7,91.6,,88.1,92.2,82.9,0.429,0.5,0.111,0.272,0.394,0.123,0.341,0.561,0.357,0.333,0.622,0.198,,,,,,,,,,0.208,0.363,0.352,,,,,,,,,,,,,,,,,,
2024-09-21,746255,Flyout,field_out,True,622268,663903,Donovan Walton,Brady Singer,0,d6a5508e-9489-4df1-ae75-c1414834a09f,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,,,,0.411,0.115,,0.454,0.02,-1.97,,0.71,0.05,-5.7,91.6,,88.1,92.2,82.9,0.429,0.5,0.111,0.272,0.394,0.123,0.341,0.561,0.357,0.333,0.622,0.198,,,,,,,,,,0.208,0.363,0.352,,,,,,,,,,,,,,,,,,
2024-09-21,746255,Hit By Pitch,hit_by_pitch,False,622268,672578,Donovan Walton,Carlos Hernández,0,e980132b-e822-42f6-a59a-a939540e852a,672578.0,carloshernandez,"Hernández, C",Right,Carlos Hernández,KCR,3.76,4.2,26.1,100.0,119.0,106.0,0.786,8.2,4.78,8.2,0.34,0.56,0.182,0.468,0.156,0.351,0.406,,,,132.0,101.0,107.0,,,,112.0,102.0,106.0,,,,,0.55,0.002,0.195,,1.81,-3.48,,-1.84,,98.0,90.6,,,86.7,,,,,,,,,,0.208,0.283,0.136,,,,97.0,92.0,100.0,0.141,-0.67,83.8,0.333,0.429,0.378,0.154,0.462,0.536,,,,,,,98.0,101.0,108.0,0.112,-3.64,90.1,0.364,0.455,0.321
2024-09-21,746255,Strikeout,strikeout,True,622268,674444,Donovan Walton,Steven Cruz,0,dceb8cf4-7751-44a6-a161-73e9f7be64bd,674444.0,stevencruz,Cruz,Right,Steven Cruz,KCR,0.0,1.11,5.2,104.0,102.0,106.0,0.773,6.35,0.0,1.59,0.0,1.0,0.286,0.357,0.286,0.143,0.427,,,,124.0,109.0,113.0,71.0,110.0,119.0,90.0,94.0,99.0,88.0,102.0,100.0,0.024,0.415,0.341,0.22,,4.83,4.56,2.51,4.03,,97.9,92.9,,97.2,90.9,,,,,,,,,,0.0,0.0,0.111,0.0,0.0,0.267,,,,,,,0.167,0.167,0.333,,,,,,,,,,,,,,,,,,
2024-09-29,745282,Lineout,field_out,True,622268,700241,Donovan Walton,Michael McGreevy,0,aea05b74-da5a-4b53-b5f6-37132f7c4c50,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.96,3.44,23.0,107.0,82.0,101.0,0.783,7.04,0.78,6.26,0.39,3.64,0.138,0.523,0.2,0.277,0.447,46.0,110.0,100.0,67.0,117.0,105.0,87.0,105.0,99.0,117.0,107.0,113.0,63.0,97.0,84.0,0.35,0.196,0.109,0.19,0.093,2.76,2.29,3.74,0.41,-0.49,93.0,88.9,87.3,91.9,84.3,0.333,0.333,0.182,0.184,0.211,0.06,,,,0.083,0.25,0.31,0.2,0.4,0.294,,,,,,,0.222,0.444,0.345,0.25,0.25,0.5,88.0,96.0,98.0,0.061,-0.51,79.8,,,,,,,,,
2024-09-29,745282,Single,single,False,622268,571927,Donovan Walton,Steven Matz,0,a233c8f1-51c8-4a50-8c92-a6cb1d8b599d,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,5.08,4.65,44.1,104.0,86.0,100.0,0.832,6.7,3.05,9.95,1.42,1.12,0.271,0.357,0.207,0.214,0.456,99.0,107.0,102.0,,,,78.0,105.0,100.0,85.0,90.0,94.0,,,,0.598,,,0.069,0.257,,,0.6,-1.16,-2.61,,,83.3,93.9,88.1,0.3,0.567,0.272,0.247,0.412,0.15,,,,,,,,,,,,,,,,0.385,0.462,0.192,0.385,0.385,0.048,108.0,102.0,106.0,0.076,-1.14,77.6,,,,,,,,,
