date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-05-12,745345,Strikeout,strikeout,True,669477,518585,Casey Schmitt,Fernando Cruz,0,2de1f7c8-aee5-498e-a136-f802a157aba6,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,90.0,95.0,89.0,,,,,,,82.0,94.0,95.0,,0.301,0.268,,,-0.28,-1.25,,,,94.7,88.8,,,,,,,,,,,,,0.316,0.553,0.178,,,,,,,,,,159.0,95.0,113.0,0.431,2.35,81.7,0.344,0.719,0.317,0.09,0.128,0.573,,,,,,,,,,,,,,,,,,
2024-05-12,745345,Double,double,False,669477,608371,Casey Schmitt,Lucas Sims,1,c110544d-75a0-4f2d-a40a-706708e5eb21,608371.0,lucassims,Sims,Right,Lucas Sims,CIN,3.38,4.51,32.0,95.0,131.0,105.0,0.762,9.84,5.34,7.88,1.69,0.52,0.256,0.36,0.326,0.267,0.403,,,,114.0,90.0,94.0,,,,151.0,96.0,114.0,120.0,109.0,105.0,,0.379,0.065,0.492,,-2.13,3.57,,0.59,,94.2,91.6,,,84.1,,,,,,,0.214,0.375,0.244,0.265,0.551,0.248,105.0,98.0,101.0,0.06,-1.85,79.9,0.4,0.4,0.364,29.0,81.0,73.0,0.003,9.84,88.3,0.143,0.143,0.478,,,,,,,,,,,,,,,,,,,,,
2024-05-13,745343,Flyout,field_out,True,669477,808967,Casey Schmitt,Yoshinobu Yamamoto,0,85623e1c-6082-429d-bfa4-ac101aa4fcda,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,0.033,0.407,0.053,0.033,,1.22,2.17,-0.61,0.93,,95.5,91.3,,94.9,86.5,,,,0.3,0.5,0.143,0.133,0.133,0.333,0.248,0.396,0.194,106.0,105.0,113.0,0.226,0.52,77.9,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.231,0.308,0.242,0.188,0.3,0.348,,,,,,,,,,,,,,,,,,
2024-05-13,745343,Strikeout,strikeout,True,669477,808967,Casey Schmitt,Yoshinobu Yamamoto,0,41a90d9c-747e-4b43-844f-2bade54bb25f,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,0.033,0.407,0.053,0.033,,1.22,2.17,-0.61,0.93,,95.5,91.3,,94.9,86.5,,,,0.3,0.5,0.143,0.133,0.133,0.333,0.248,0.396,0.194,106.0,105.0,113.0,0.226,0.52,77.9,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.231,0.308,0.242,0.188,0.3,0.348,,,,,,,,,,,,,,,,,,
2024-05-13,745343,Strikeout,strikeout,True,669477,675627,Casey Schmitt,Michael Grove,0,32ed4d49-86f9-417f-a537-ad801dfb9e40,675627.0,michaelgrove,Grove,Right,Michael Grove,LAD,5.06,3.1,37.1,102.0,103.0,108.0,0.735,10.85,2.89,7.71,0.72,1.55,0.147,0.547,0.211,0.211,0.402,,,,58.0,109.0,103.0,77.0,104.0,99.0,112.0,105.0,117.0,107.0,98.0,97.0,0.21,0.013,0.181,0.533,,-3.67,-1.58,-0.65,1.59,,94.0,92.8,,95.9,86.7,,,,0.286,0.393,0.222,0.184,0.287,0.339,,,,,,,,,,0.5,0.5,0.385,,,,,,,0.316,0.474,0.16,,,,109.0,95.0,103.0,0.064,-1.75,79.8,,,,,,,,,,,,
2024-05-14,745342,Lineout,field_out,True,669477,694813,Casey Schmitt,Gavin Stone,0,de7d092b-2eee-4746-b60c-eefbb51e4616,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.262,0.31,2.5,-0.5,1.06,0.85,94.7,92.3,87.2,95.2,88.9,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.315,0.346,0.247,0.36,0.148,95.0,100.0,100.0,0.033,3.38,83.3,0.111,0.111,0.188,,,,,,,0.286,0.286,0.173,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745342,Single,single,False,669477,694813,Casey Schmitt,Gavin Stone,1,26c71581-b024-4df1-a07a-1e613c7e5962,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.262,0.31,2.5,-0.5,1.06,0.85,94.7,92.3,87.2,95.2,88.9,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.315,0.346,0.247,0.36,0.148,95.0,100.0,100.0,0.033,3.38,83.3,0.111,0.111,0.188,,,,,,,0.286,0.286,0.173,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745342,Groundout,field_out,True,669477,656420,Casey Schmitt,J.P. Feyereisen,0,5ff5a9f0-f862-41f7-a9d2-ea80fe0e04c8,656420.0,jpfeyereisen,Feyereisen,Right,J.P. Feyereisen,LAD,8.18,7.89,11.0,99.0,93.0,96.0,0.809,7.36,4.09,9.0,2.45,0.69,0.152,0.455,0.091,0.485,0.397,108.0,102.0,98.0,76.0,97.0,95.0,,,,108.0,98.0,98.0,,,,,0.475,,0.24,0.285,-2.12,,,0.9,-1.17,91.7,,87.5,,84.3,0.214,0.643,0.174,,,,0.25,0.375,0.368,0.316,0.579,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745342,Single,single,False,669477,622503,Casey Schmitt,Nabil Crismatt,1,c21e8b6c-10ec-4b8d-9643-1bc20badcabc,622503.0,nabilcrismatt,Crismatt,Right,Nabil Crismatt,LAD,2.57,5.58,7.0,103.0,96.0,102.0,0.804,7.71,0.0,9.0,1.29,1.5,0.2,0.6,0.1,0.25,0.419,107.0,104.0,107.0,53.0,90.0,83.0,63.0,140.0,132.0,108.0,95.0,102.0,,,,0.022,0.183,,0.043,0.699,-0.12,,-22.41,18.17,1.7,90.5,,81.8,92.2,86.3,0.25,0.4,0.278,,,,,,,0.333,0.667,0.0,103.0,121.0,102.0,0.054,3.67,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Flyout,field_out,True,669477,622694,Casey Schmitt,Elieser Hernández,0,579956d6-e6f3-4c71-ba5f-fdb551d9ebeb,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,,,,,,,,,,,,,,,,0.417,0.75,0.367,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Flyout,field_out,True,669477,622694,Casey Schmitt,Elieser Hernández,0,3f3f56d6-5db1-4830-bc39-b81c150e5ade,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,,,,,,,,,,,,,,,,0.417,0.75,0.367,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745341,Grounded Into DP,grounded_into_double_play,True,669477,674285,Casey Schmitt,Eduardo Salazar,1,adcc2f7c-ddfd-4797-8bc9-aa0d07cededc,674285.0,eduardosalazar,Salazar,Right,Eduardo Salazar,- - -,0.0,5.33,4.0,101.0,105.0,102.0,0.694,15.75,9.0,6.75,0.0,2.0,0.167,0.5,0.167,0.167,0.416,,,,87.0,125.0,129.0,82.0,94.0,86.0,125.0,103.0,112.0,,,,0.442,0.026,,0.532,,-1.21,,-3.37,4.12,,96.3,,,94.9,88.3,,,,0.75,0.75,0.118,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,745332,Home Run,home_run,False,669477,547001,Casey Schmitt,Cody Poteet,1,6ef5a221-c702-4574-9aa8-c92dd8bf6950,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,77.0,96.0,92.0,79.0,105.0,95.0,133.0,94.0,102.0,,,,0.242,0.291,,0.165,0.205,0.74,,3.05,0.66,2.39,93.3,,86.9,92.6,80.7,0.2,0.2,0.206,0.16,0.36,0.05,0.25,0.25,0.19,0.143,0.143,0.176,104.0,106.0,101.0,0.098,-2.58,78.1,0.375,0.75,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,745332,Flyout,field_out,True,669477,547001,Casey Schmitt,Cody Poteet,1,3925c972-1ce1-42f2-b718-4715bb823164,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,77.0,96.0,92.0,79.0,105.0,95.0,133.0,94.0,102.0,,,,0.242,0.291,,0.165,0.205,0.74,,3.05,0.66,2.39,93.3,,86.9,92.6,80.7,0.2,0.2,0.206,0.16,0.36,0.05,0.25,0.25,0.19,0.143,0.143,0.176,104.0,106.0,101.0,0.098,-2.58,78.1,0.375,0.75,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,745332,Single,single,False,669477,657571,Casey Schmitt,Caleb Ferguson,1,ba1ae105-c9ef-4606-8a29-19286e13b385,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,NYY,5.1,4.33,30.0,105.0,87.0,99.0,0.755,11.1,3.9,9.3,1.2,1.31,0.306,0.365,0.153,0.318,0.436,,,,89.0,106.0,100.0,81.0,93.0,84.0,129.0,42.0,60.0,89.0,108.0,102.0,0.056,0.548,0.28,0.004,,-0.82,2.27,-6.72,-2.71,,93.7,88.7,,93.6,79.1,,,,1.0,1.0,0.429,,,,0.284,0.554,0.217,67.0,96.0,95.0,0.113,-1.56,80.9,,,,,,,,,,0.067,0.067,0.424,,,,,,,,,,0.357,0.429,0.296,,,,,,,,,
2024-06-01,745332,Flyout,field_out,True,669477,605280,Casey Schmitt,Clay Holmes,0,d3246acd-34cc-4a33-9e8c-17ab8d39596a,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,104.0,97.0,102.0,180.0,103.0,114.0,,,,0.617,,,0.383,,,,-0.78,1.82,,,,,96.5,85.8,,,,0.327,0.433,0.181,0.25,0.3,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Single,single,False,669477,641482,Casey Schmitt,Nestor Cortes,1,986f3d0b-090f-4abe-ab22-38016519374d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.255,0.489,0.338,0.143,0.143,0.286,0.3,0.4,0.182,0.247,0.489,0.219,,,,,,,,,,,,,,,,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Home Run,home_run,False,669477,641482,Casey Schmitt,Nestor Cortes,0,1ab62776-aebd-4cf5-8bdd-fd9237295037,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.255,0.489,0.338,0.143,0.143,0.286,0.3,0.4,0.182,0.247,0.489,0.219,,,,,,,,,,,,,,,,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Pop Out,field_out,True,669477,642701,Casey Schmitt,Dennis Santana,0,086c0def-cfb9-44e3-ace3-43202aa9aedb,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,103.0,107.0,107.0,95.0,91.0,92.0,109.0,104.0,103.0,103.0,100.0,98.0,0.181,0.211,0.231,0.298,0.079,-0.89,1.2,-0.04,-2.57,0.81,95.8,90.4,89.1,95.2,86.6,0.188,0.25,0.308,0.314,0.457,0.055,0.34,0.604,0.346,0.25,0.417,0.26,,,,,,,,,,,,,,,,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Strikeout,strikeout,True,669477,543859,Casey Schmitt,Michael Tonkin,0,dc27d496-b959-4bfa-83e1-b0e300915c28,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,2.36,3.41,45.2,98.0,105.0,100.0,0.76,9.46,3.35,5.91,0.59,1.26,0.176,0.496,0.16,0.286,0.399,,,,114.0,105.0,108.0,98.0,98.0,97.0,108.0,98.0,103.0,,,,0.13,0.394,,0.476,,0.92,,0.04,0.95,,93.0,,,92.4,83.0,,,,0.333,0.5,0.191,0.5,0.5,0.375,0.176,0.311,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,747194,Pop Out,field_out,True,669477,669194,Casey Schmitt,Ryne Nelson,0,14984a2d-43bb-4e2d-bd2f-8e5e50a33149,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.16,0.24,0.116,,,,,,,0.341,0.518,0.124,,,,,,,,,,,,,,,,,,,,,
2024-06-03,747194,Flyout,field_out,True,669477,669194,Casey Schmitt,Ryne Nelson,0,a3646464-fb23-41f9-85f6-9c4e601d6748,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.16,0.24,0.116,,,,,,,0.341,0.518,0.124,,,,,,,,,,,,,,,,,,,,,
2024-06-03,747194,Single,single,False,669477,669194,Casey Schmitt,Ryne Nelson,0,12173246-6e91-4c94-a0ae-c81c723dce42,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,101.0,107.0,105.0,,,,108.0,112.0,110.0,76.0,103.0,92.0,,0.531,0.203,0.107,0.094,0.45,-1.15,,-1.78,-4.16,95.0,91.4,83.4,,84.5,0.368,0.737,0.208,,,,0.4,0.733,0.167,0.261,0.415,0.217,91.0,98.0,96.0,0.064,2.02,77.5,0.16,0.24,0.116,,,,,,,0.341,0.518,0.124,,,,,,,,,,,,,,,,,,,,,
