date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-15,746381,Strikeout,strikeout,True,668952,661527,Ryan Kreidler,Seth Martinez,0,34beda47-4d5d-40a0-b985-9d42db69f518,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,,,,73.0,100.0,94.0,103.0,103.0,93.0,135.0,100.0,108.0,,,,0.212,0.306,,0.327,,1.96,,2.47,0.1,,90.9,,89.8,79.2,,0.191,0.426,0.337,,,,0.213,0.298,0.191,0.179,0.256,0.13,,,,47.0,99.0,89.0,0.155,-0.57,84.9,0.259,0.37,0.292,,,,,,,,,,,,,,,,,,,,,
2024-06-15,746381,Walk,walk,False,668952,606160,Ryan Kreidler,Rafael Montero,1,9864bbb7-55d9-4f14-b74f-59d3d93cff72,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,,,,105.0,98.0,98.0,95.0,100.0,94.0,122.0,89.0,92.0,,,,0.227,0.46,,0.079,,-0.42,,3.22,-9.5,,95.4,,94.8,86.2,,0.714,1.714,0.235,,,,0.233,0.605,0.254,0.154,0.179,0.103,,,,90.0,111.0,101.0,0.235,-0.86,91.0,0.273,0.409,0.123,,,,,,,,,,,,,,,,,,,,,
2024-06-17,747108,Strikeout,strikeout,True,668952,608331,Ryan Kreidler,Max Fried,0,9db37ef3-6059-4e1e-a461-50ec72487dd9,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,110.0,102.0,106.0,83.0,94.0,94.0,97.0,98.0,97.0,97.0,96.0,95.0,,,,0.162,0.311,,0.119,0.208,0.76,,1.8,0.7,0.93,93.8,,93.7,82.7,74.4,0.25,0.25,0.296,,,,0.287,0.369,0.2,0.231,0.256,0.165,0.158,0.329,0.313,95.0,102.0,103.0,0.145,1.72,86.1,0.186,0.271,0.24,88.0,93.0,92.0,0.055,-0.23,89.3,0.308,0.308,0.313,,,,,,,,,,,,
2024-06-17,747108,Groundout,field_out,True,668952,608331,Ryan Kreidler,Max Fried,0,25a1413c-9f8c-4548-9fa9-b652863c859a,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,110.0,102.0,106.0,83.0,94.0,94.0,97.0,98.0,97.0,97.0,96.0,95.0,,,,0.162,0.311,,0.119,0.208,0.76,,1.8,0.7,0.93,93.8,,93.7,82.7,74.4,0.25,0.25,0.296,,,,0.287,0.369,0.2,0.231,0.256,0.165,0.158,0.329,0.313,95.0,102.0,103.0,0.145,1.72,86.1,0.186,0.271,0.24,88.0,93.0,92.0,0.055,-0.23,89.3,0.308,0.308,0.313,,,,,,,,,,,,
2024-06-17,747108,Flyout,field_out,True,668952,445926,Ryan Kreidler,Jesse Chavez,0,6d37fca1-4717-4117-b78a-09a6fcbb535f,445926.0,jessechavez,Chavez,Right,Jesse Chavez,ATL,1.74,3.54,41.1,103.0,85.0,98.0,0.837,7.84,2.18,7.19,1.31,1.21,0.299,0.325,0.205,0.291,0.431,93.0,96.0,96.0,,,,92.0,102.0,97.0,98.0,133.0,127.0,,,,0.263,,,0.011,0.092,,,-0.24,-4.71,0.54,,,90.7,81.8,75.7,0.333,0.667,0.25,,,,,,,0.282,0.538,0.121,0.214,0.286,0.267,63.0,113.0,103.0,0.112,-2.0,85.2,0.3,0.55,0.111,84.0,102.0,97.0,0.523,1.99,88.8,0.162,0.257,0.196,,,,,,,,,,,,
2024-06-19,747106,Groundout,field_out,True,668952,607481,Ryan Kreidler,Aaron Bummer,0,66e6c05e-34ff-489f-8f7c-c4f805d230a9,607481.0,aaronbummer,Bummer,Left,Aaron Bummer,ATL,3.62,3.22,32.1,103.0,103.0,101.0,0.793,10.3,3.06,10.58,0.28,2.94,0.283,0.326,0.174,0.196,0.416,123.0,99.0,103.0,91.0,121.0,113.0,90.0,104.0,96.0,125.0,103.0,110.0,,,,0.442,0.061,,0.365,0.039,0.31,,-0.01,0.74,-1.73,93.9,,93.3,82.2,82.3,0.224,0.245,0.398,,,,0.2,0.3,0.211,0.37,0.463,0.116,0.0,0.0,0.167,89.0,81.0,87.0,0.01,1.71,85.3,,,,74.0,96.0,87.0,0.082,-4.51,87.4,0.385,0.692,0.235,,,,,,,,,,,,
2024-06-19,747106,Groundout,field_out,True,668952,656550,Ryan Kreidler,Grant Holmes,0,fa9a96db-7648-41ab-943a-f90d07e32836,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,1.06,2.46,17.0,101.0,100.0,100.0,0.703,7.41,2.12,5.29,0.0,1.46,0.318,0.273,0.091,0.25,0.462,110.0,105.0,107.0,85.0,102.0,94.0,,,,120.0,102.0,109.0,,,,,0.41,,0.193,0.297,6.32,,,-0.36,2.98,95.1,,,87.5,84.4,0.308,0.385,0.417,,,,0.115,0.115,0.244,,,,0.133,0.2,0.364,90.0,109.0,54.0,0.005,-4.78,91.2,,,,98.0,84.0,87.0,0.094,0.1,93.7,0.333,0.333,0.222,,,,,,,,,,,,
2024-06-21,746460,Strikeout,strikeout,True,668952,607200,Ryan Kreidler,Erick Fedde,0,d563e5f9-e5f5-4941-a85b-45d3fa0df966,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,0.306,0.001,,0.198,,-1.85,,0.74,0.47,,94.1,,93.2,83.7,,0.184,0.382,0.26,,,,,,,0.246,0.358,0.203,,,,85.0,111.0,108.0,0.196,0.17,87.9,0.216,0.295,0.142,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,
2024-06-21,746460,Flyout,field_out,True,668952,607200,Ryan Kreidler,Erick Fedde,0,ffda9508-fe76-4cd4-b069-93844b272446,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,,,,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,0.306,0.001,,0.198,,-1.85,,0.74,0.47,,94.1,,93.2,83.7,,0.184,0.382,0.26,,,,,,,0.246,0.358,0.203,,,,85.0,111.0,108.0,0.196,0.17,87.9,0.216,0.295,0.142,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,
2024-06-21,746460,Flyout,field_out,True,668952,605154,Ryan Kreidler,John Brebbia,0,e042f266-cc12-49bc-85d3-924e8ead0941,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,CHW,4.5,4.24,38.0,104.0,105.0,106.0,0.768,11.37,2.13,8.29,1.18,0.7,0.277,0.376,0.168,0.337,0.44,,,,105.0,107.0,108.0,,,,105.0,101.0,104.0,,,,,0.461,,0.538,,2.3,,,-1.42,,93.9,,,82.9,,0.31,0.488,0.256,,,,0.138,0.262,0.284,,,,,,,168.0,136.0,106.0,0.002,7.24,89.6,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,746459,Groundout,field_out,True,668952,689672,Ryan Kreidler,Drew Thorpe,0,20b22447-43ff-446e-8b28-343a9f08bddd,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,0.354,1.57,81.5,0.156,0.333,0.379,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,
2024-06-22,746459,Strikeout,strikeout,True,668952,689672,Ryan Kreidler,Drew Thorpe,0,aab23256-7406-43d0-bd96-59a222ff5e71,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,,,,0.344,,0.17,,0.39,,,0.62,,91.0,,,81.0,,0.0,0.0,0.167,,,,0.184,0.368,0.076,,,,,,,93.0,105.0,104.0,0.354,1.57,81.5,0.156,0.333,0.379,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,
2024-06-22,746459,Strikeout,strikeout,True,668952,605121,Ryan Kreidler,Justin Anderson,0,47b163a3-5860-415d-b4d7-1de845e35a5a,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.97,4.19,25.1,101.0,110.0,101.0,0.724,9.24,5.33,8.17,0.71,0.85,0.23,0.378,0.162,0.297,0.4,,,,104.0,97.0,96.0,95.0,100.0,93.0,126.0,102.0,107.0,,,,0.148,0.311,,0.46,,1.78,,-0.95,-1.04,,96.1,,94.8,85.6,,0.233,0.442,0.439,,,,0.103,0.138,0.208,0.267,0.333,0.192,,,,,,,,,,,,,71.0,114.0,107.0,0.081,-1.77,93.0,0.5,0.5,0.095,,,,,,,,,,,,
2024-06-23,746457,Strikeout,strikeout,True,668952,641771,Ryan Kreidler,Chad Kuhl,0,ab35bb67-0e47-4e71-b0c8-6796e7a2ddb3,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,4.38,3.67,24.2,90.0,104.0,90.0,0.795,8.03,5.11,8.39,0.73,1.31,0.236,0.319,0.222,0.292,0.383,,,,73.0,87.0,80.0,85.0,85.0,81.0,141.0,99.0,106.0,,,,0.335,0.054,,0.393,,-6.87,,-1.36,1.3,,95.2,,94.2,85.5,,0.0,0.0,0.333,,,,0.5,1.0,0.375,0.4,0.633,0.119,,,,69.0,93.0,94.0,0.112,-0.08,87.5,0.308,0.385,0.2,86.0,92.0,88.0,0.107,0.12,92.1,0.0,0.0,0.385,,,,,,,,,,,,
2024-06-25,746454,Single,single,False,668952,624133,Ryan Kreidler,Ranger Suárez,0,a9fd6af7-a025-436d-be26-ea4f3238f2e8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,,,,0.319,0.19,,0.001,0.199,1.37,,1.26,-4.76,1.5,92.0,,90.9,81.3,74.5,,,,,,,0.208,0.299,0.184,0.241,0.354,0.109,0.171,0.289,0.335,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393,102.0,98.0,94.0,0.125,-1.66,86.6,0.308,0.615,0.125,,,,,,,,,,,,
2024-06-25,746454,Fielders Choice,fielders_choice,False,668952,624133,Ryan Kreidler,Ranger Suárez,1,05eb9e1d-2e3d-4bc5-a8a2-3698cd0c52b4,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,,,,0.319,0.19,,0.001,0.199,1.37,,1.26,-4.76,1.5,92.0,,90.9,81.3,74.5,,,,,,,0.208,0.299,0.184,0.241,0.354,0.109,0.171,0.289,0.335,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393,102.0,98.0,94.0,0.125,-1.66,86.6,0.308,0.615,0.125,,,,,,,,,,,,
2024-06-25,746454,Walk,walk,False,668952,622554,Ryan Kreidler,Seranthony Domínguez,0,e1886700-2c49-4617-b6f4-44877c649f59,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,PHI,4.76,3.19,34.0,97.0,123.0,101.0,0.763,10.32,3.18,7.94,1.59,0.8,0.302,0.375,0.198,0.24,0.434,,,,123.0,94.0,95.0,102.0,98.0,103.0,134.0,100.0,107.0,,,,0.196,0.402,,0.394,,0.27,,-1.98,0.55,,97.5,,97.9,88.5,,0.133,0.383,0.379,,,,0.233,0.372,0.22,0.355,0.452,0.065,,,,22.0,105.0,95.0,0.008,-14.14,91.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746456,Walk,walk,False,668952,605513,Ryan Kreidler,Spencer Turnbull,0,8e2109d4-b5ce-4af4-b7a2-1796c7452152,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,-0.45,,-1.62,1.97,2.03,92.0,,93.2,83.9,78.8,0.071,0.071,0.406,,,,0.28,0.453,0.162,0.238,0.667,0.089,0.067,0.067,0.594,125.0,107.0,103.0,0.053,1.38,87.7,0.0,0.0,0.167,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746456,Flyout,field_out,True,668952,621381,Ryan Kreidler,Matt Strahm,0,f63300cc-8778-4f0e-bb7d-6a3af4adaab5,621381.0,mattstrahm,Strahm,Left,Matt Strahm,PHI,1.49,2.54,36.1,109.0,106.0,110.0,0.742,11.64,1.24,5.94,0.25,0.59,0.265,0.373,0.169,0.349,0.513,,,,104.0,112.0,115.0,103.0,104.0,99.0,118.0,111.0,113.0,,,,0.149,0.554,,0.192,,1.87,,-0.14,1.74,,93.4,,93.4,81.4,,0.091,0.182,0.372,,,,0.195,0.312,0.26,0.333,0.389,0.184,,,,,,,,,,,,,99.0,104.0,97.0,0.104,4.44,88.0,0.1,0.2,0.282,,,,,,,,,,,,
2024-06-28,746214,Single,single,False,668952,668676,Ryan Kreidler,Zach Plesac,0,1b4bfa32-76b9-40d6-8b50-18f6b8000b08,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,91.0,89.0,92.0,49.0,99.0,83.0,,,,76.0,97.0,100.0,,,,,0.442,,0.269,0.053,-2.76,,,-1.5,-5.14,90.2,,,83.8,75.9,0.25,0.5,0.423,,,,0.304,0.783,0.065,,,,0.333,0.667,0.0,22.0,80.0,56.0,0.236,0.75,84.4,0.111,0.111,0.19,,,,,,,,,,,,,,,,,,,,,
2024-06-28,746214,Strikeout,strikeout,True,668952,665896,Ryan Kreidler,José Marte,0,8797c25a-a0b6-42d1-8284-b02a1ffe9ddc,665896.0,josemarte,"Marte, J",Right,José Marte,LAA,3.55,4.99,12.2,92.0,93.0,89.0,0.765,5.68,4.97,4.97,0.71,1.82,0.235,0.353,0.176,0.235,0.424,,,,99.0,89.0,84.0,108.0,84.0,88.0,,,,,,,0.293,0.251,,,,0.2,,1.48,,,96.4,,96.0,,,,,,,,,0.25,0.625,0.24,0.077,0.154,0.13,,,,62.0,97.0,97.0,0.052,-1.98,91.8,0.667,0.667,0.0,82.0,99.0,91.0,0.403,1.7,84.9,0.118,0.118,0.393,,,,,,,,,,,,
2024-06-28,746214,Strikeout,strikeout,True,668952,519326,Ryan Kreidler,Hunter Strickland,0,53512865-d31e-4ec9-871e-27e4adc2d73d,519326.0,hunterstrickland,Strickland,Right,Hunter Strickland,LAA,3.48,3.22,44.0,102.0,109.0,107.0,0.78,7.77,2.45,6.75,1.02,0.7,0.208,0.44,0.168,0.296,0.434,,,,80.0,101.0,99.0,69.0,104.0,93.0,133.0,103.0,115.0,,,,0.105,0.282,,0.549,,-0.79,,-1.13,2.24,,94.2,,92.7,84.0,,0.158,0.284,0.283,,,,0.27,0.486,0.186,0.375,0.5,0.103,,,,82.0,107.0,102.0,0.061,3.81,87.6,0.077,0.077,0.333,,,,0.003,-71.24,90.6,,,,,,,,,,,,,,,
2024-06-30,746209,Strikeout,strikeout,True,668952,542881,Ryan Kreidler,Tyler Anderson,0,524bc66f-b753-4e1b-9ee5-4ce98555c00d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,,,,0.038,0.403,,0.003,,-0.19,,-2.78,-4.61,,89.2,,88.1,77.9,,,,,,,,0.239,0.472,0.163,0.222,0.611,0.067,,,,104.0,101.0,106.0,0.366,1.6,78.7,0.18,0.238,0.374,100.0,102.0,98.0,0.19,-0.14,83.8,0.221,0.39,0.244,,,,,,,,,,,,
