date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-04-10,745024,Flyout,field_out,True,687231,656641,Darell Hernaiz,Jacob Latz,0,3d3ffa56-6dec-4709-8676-494112e96faa,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.281,0.209,0.302,0.386,,,,,,,,,,,,,,,,,,,0.243,0.4,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Groundout,field_out,True,687231,592351,Darell Hernaiz,Jon Gray,0,29cfb40a-2f0b-4ad2-86b4-ebf1e551c623,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,,,,94.0,105.0,104.0,,0.438,0.069,,0.93,-2.38,88.6,,88.7,,,,0.218,0.327,0.338,0.308,0.654,0.235,72.0,103.0,91.0,,,,,,,0.447,,,-0.49,,,94.8,,,0.303,0.419,0.146,,,,0.5,0.5,0.273,98.0,96.0,103.0,0.045,-1.3,78.9,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Strikeout,strikeout,True,687231,592351,Darell Hernaiz,Jon Gray,1,eb723907-e235-4f2b-bece-0cb00fd8201a,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,,,,94.0,105.0,104.0,,0.438,0.069,,0.93,-2.38,88.6,,88.7,,,,0.218,0.327,0.338,0.308,0.654,0.235,72.0,103.0,91.0,,,,,,,0.447,,,-0.49,,,94.8,,,0.303,0.419,0.146,,,,0.5,0.5,0.273,98.0,96.0,103.0,0.045,-1.3,78.9,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Strikeout,strikeout,True,687231,570632,Darell Hernaiz,José Ureña,0,331c2824-c70a-486c-a31b-8cb637dbda87,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.365,0.174,1.6,-0.1,-0.43,88.7,95.9,86.7,0.234,0.298,0.101,0.226,0.333,0.363,0.238,0.548,0.336,87.0,97.0,93.0,,,,,,,0.067,,,-2.63,,,96.2,,,0.429,1.0,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Single,single,False,687231,669022,Darell Hernaiz,MacKenzie Gore,0,b47d25a8-0591-40ab-be89-24df1aa3f13d,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,,,,93.0,87.0,91.0,,0.161,0.092,,-0.7,-1.82,85.9,,91.0,,,,0.429,0.714,0.25,0.321,0.607,0.512,130.0,99.0,105.0,,,,,,,0.549,,,0.21,,,96.4,,,0.284,0.408,0.239,,,,0.217,0.265,0.356,107.0,104.0,105.0,0.198,0.66,83.3,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Strikeout,strikeout,True,687231,669022,Darell Hernaiz,MacKenzie Gore,0,67c2870e-5066-432b-8121-b128c72c6fee,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,,,,93.0,87.0,91.0,,0.161,0.092,,-0.7,-1.82,85.9,,91.0,,,,0.429,0.714,0.25,0.321,0.607,0.512,130.0,99.0,105.0,,,,,,,0.549,,,0.21,,,96.4,,,0.284,0.408,0.239,,,,0.217,0.265,0.356,107.0,104.0,105.0,0.198,0.66,83.3,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Strikeout,strikeout,True,687231,592866,Darell Hernaiz,Trevor Williams,0,0f163f7d-6eb8-4bfb-aafa-24acd336c38f,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.346,0.18,1.03,0.66,0.28,82.8,87.9,78.9,0.25,0.4,0.184,0.304,0.435,0.065,0.244,0.268,0.197,63.0,110.0,96.0,,,,,,,0.349,,,2.04,,,89.1,,,0.211,0.3,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Grounded Into DP,grounded_into_double_play,True,687231,592866,Darell Hernaiz,Trevor Williams,1,d7bbd489-60a5-44c0-9461-0954acba94ce,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,72.0,104.0,91.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.346,0.18,1.03,0.66,0.28,82.8,87.9,78.9,0.25,0.4,0.184,0.304,0.435,0.065,0.244,0.268,0.197,63.0,110.0,96.0,,,,,,,0.349,,,2.04,,,89.1,,,0.211,0.3,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Walk,walk,False,687231,607179,Darell Hernaiz,Jordan Weems,1,74834654-7783-40f0-96d9-76c198747a4d,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,104.0,82.0,96.0,,,,122.0,99.0,103.0,,0.358,0.028,,-0.74,-14.18,87.4,,87.7,,,,0.241,0.466,0.289,0.8,1.0,0.333,100.0,94.0,90.0,,,,,,,0.605,,,0.22,,,96.1,,,0.247,0.371,0.173,,,,,,,144.0,94.0,115.0,0.009,-8.86,79.7,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Lineout,field_out,True,687231,598264,Darell Hernaiz,Matt Barnes,0,dc461185-b259-4401-a403-b6805eb9d0ed,598264.0,mattbarnes,"Barnes, M",Right,Matt Barnes,WSN,6.75,5.76,13.1,94.0,98.0,90.0,0.821,6.75,2.7,10.8,0.68,1.06,0.244,0.422,0.133,0.422,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,91.0,78.0,121.0,98.0,101.0,,,,0.392,,0.435,1.18,,-0.44,91.4,,81.5,0.259,0.333,0.188,,,,0.278,0.333,0.25,,,,,,,113.0,94.0,93.0,0.173,-5.32,86.3,0.4,0.8,0.211,,,,,,,,,
2024-04-15,745677,Groundout,field_out,True,687231,543243,Darell Hernaiz,Sonny Gray,0,5be5b86e-50c1-4cb6-894b-76617851fb92,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.187,0.06,1.47,0.67,-2.47,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,107.0,95.0,101.0,,,,88.0,99.0,99.0,0.239,0.182,,0.68,1.7,,92.6,87.7,,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,115.0,95.0,95.0,0.159,1.37,80.1,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Groundout,field_out,True,687231,543243,Darell Hernaiz,Sonny Gray,0,878c228b-bfdd-472e-a7de-3f7c80a387c6,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.187,0.06,1.47,0.67,-2.47,88.5,93.1,85.0,0.197,0.316,0.181,0.162,0.216,0.422,0.385,0.769,0.345,107.0,95.0,101.0,,,,88.0,99.0,99.0,0.239,0.182,,0.68,1.7,,92.6,87.7,,0.31,0.479,0.147,0.237,0.407,0.303,0.184,0.342,0.299,115.0,95.0,95.0,0.159,1.37,80.1,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Pop Out,field_out,True,687231,668941,Darell Hernaiz,JoJo Romero,0,4e308a9c-03c6-4e0e-b29d-efa6833ebc25,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.43,4.86,40.2,97.0,85.0,96.0,0.767,7.52,1.99,7.3,0.89,1.7,0.284,0.448,0.155,0.31,0.415,69.0,103.0,92.0,73.0,98.0,94.0,114.0,94.0,101.0,0.373,0.326,0.182,1.52,3.5,-4.01,85.9,93.7,83.9,0.259,0.315,0.098,0.059,0.118,0.448,0.379,0.759,0.27,67.0,98.0,92.0,,,,,,,0.119,,,-2.34,,,95.0,,,0.357,0.429,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Flyout,field_out,True,687231,458681,Darell Hernaiz,Lance Lynn,0,c54402d9-310e-4dfc-af2a-d05e42ca6848,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,65.0,94.0,84.0,96.0,106.0,116.0,0.163,0.081,0.05,-1.19,-2.24,-3.31,85.0,91.2,80.7,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,87.0,101.0,97.0,,,,90.0,99.0,93.0,0.468,0.238,,0.69,-1.16,,92.4,88.2,,0.206,0.394,0.312,0.311,0.433,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Groundout,field_out,True,687231,458681,Darell Hernaiz,Lance Lynn,0,53a4250e-e8aa-493b-9e45-0b0ea1596d51,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,65.0,94.0,84.0,96.0,106.0,116.0,0.163,0.081,0.05,-1.19,-2.24,-3.31,85.0,91.2,80.7,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,87.0,101.0,97.0,,,,90.0,99.0,93.0,0.468,0.238,,0.69,-1.16,,92.4,88.2,,0.206,0.394,0.312,0.311,0.433,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Walk,walk,False,687231,458681,Darell Hernaiz,Lance Lynn,0,4cb35430-e024-4d6b-aadd-f2628b333cc6,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,65.0,94.0,84.0,96.0,106.0,116.0,0.163,0.081,0.05,-1.19,-2.24,-3.31,85.0,91.2,80.7,0.292,0.523,0.106,0.25,0.25,0.0,0.375,0.375,0.2,87.0,101.0,97.0,,,,90.0,99.0,93.0,0.468,0.238,,0.69,-1.16,,92.4,88.2,,0.206,0.394,0.312,0.311,0.433,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Strikeout,strikeout,True,687231,571927,Darell Hernaiz,Steven Matz,0,e0797dfb-59d7-4639-9928-97c7b83f6791,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Single,single,False,687231,571927,Darell Hernaiz,Steven Matz,0,9ce3b88b-f6bb-4fe5-88d3-643320b52bf0,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Sac Fly,sac_fly,True,687231,571927,Darell Hernaiz,Steven Matz,1,1927ffd0-309c-458a-8023-6d7db23fce98,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.259,1.05,-4.58,-3.92,83.3,93.9,88.3,0.245,0.358,0.121,0.5,0.6,0.238,0.357,0.595,0.26,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.0,105.0,106.0,112.0,0.068,-4.17,77.8,,,,,,,,,,,,,,,,,,
2024-04-17,745671,Grounded Into DP,grounded_into_double_play,True,687231,669461,Darell Hernaiz,Matthew Liberatore,1,6793319d-1e34-4fed-b657-be0520884947,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,78.0,103.0,99.0,130.0,102.0,107.0,0.196,0.302,0.063,-2.85,3.84,-0.49,87.7,95.2,87.5,0.362,0.596,0.116,0.132,0.162,0.431,0.143,0.571,0.227,66.0,96.0,87.0,,,,101.0,111.0,110.0,0.26,0.106,,0.24,-1.7,,94.4,91.9,,0.212,0.485,0.14,0.474,0.684,0.228,0.154,0.154,0.238,128.0,97.0,102.0,0.073,0.19,77.8,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Single,single,False,687231,641482,Darell Hernaiz,Nestor Cortes,0,f996efea-c094-4b62-8869-49f6793c9054,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,745755,Single,single,False,687231,641482,Darell Hernaiz,Nestor Cortes,0,135e0c6c-046c-4bfb-9092-9e21f3aaf791,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,91.0,119.0,117.0,91.0,103.0,103.0,0.009,0.163,0.075,2.16,0.14,-2.51,83.2,89.9,78.1,0.143,0.143,0.286,0.3,0.4,0.182,0.255,0.489,0.338,95.0,104.0,101.0,,,,109.0,100.0,103.0,0.455,0.298,,-0.19,1.48,,91.9,87.2,,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
