date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
2024-08-11,746923,Strikeout,strikeout,True,694175,608371,Pedro León,Lucas Sims,0,15960333-f0ee-443e-84e8-2d41c8f18831,608371.0,lucassims,Sims,Right,Lucas Sims,- - -,4.57,4.44,45.1,93.0,133.0,104.0,0.769,9.33,5.36,7.74,1.59,0.52,0.25,0.387,0.306,0.274,0.395,,,,94.0,98.0,100.0,114.0,91.0,94.0,157.0,96.0,115.0,0.316,0.47,0.067,,-2.34,0.57,-2.63,,94.2,,84.1,79.8,,,,0.278,0.574,0.22,,,,0.5,0.667,0.357,,,,29.0,81.0,73.0,,0.002,10.03,,88.3,,,,,,,,0.203,0.354,0.269,121.0,89.0,93.0,0.145,2.93,90.9,0.179,0.286,0.277,,,,,,,,,,,,
2024-08-11,746923,Single,single,False,694175,657514,Pedro León,Brennan Bernardino,0,31428943-5b20-493a-aafb-5ccd66bad84c,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.5,3.92,46.1,96.0,94.0,92.0,0.805,9.71,3.88,8.74,0.97,1.37,0.233,0.419,0.155,0.302,0.486,,,,95.0,93.0,98.0,,,,86.0,97.0,95.0,,0.058,0.354,,,3.1,-0.76,,,,84.2,78.9,0.0,0.0,0.133,,,,,,,0.208,0.333,0.323,85.0,103.0,92.0,,,,0.476,,,0.01,,91.4,,,,0.289,0.456,0.172,,,,135.0,81.0,76.0,0.112,-1.08,86.8,0.4,0.5,0.067,,,,,,,,,,,,
2024-08-11,746923,Groundout,field_out,True,694175,472610,Pedro León,Luis García,0,a0db2ca8-71a9-48fe-bf38-7675a360a96b,472610.0,luisgarcia,"García, L",Right,Luis García,- - -,5.07,3.81,55.0,99.0,104.0,103.0,0.763,8.35,2.45,9.49,1.31,1.79,0.194,0.5,0.112,0.347,0.417,,,,,,,99.0,91.0,89.0,123.0,94.0,100.0,0.064,0.213,,,-1.42,-0.02,,,95.8,,81.8,,0.192,0.308,0.528,0.333,0.5,0.192,,,,,,,96.0,101.0,102.0,109.0,103.0,113.0,0.523,0.18,-1.7,0.25,87.1,96.4,0.32,0.38,0.317,0.259,0.457,0.112,0.214,0.643,0.563,87.0,82.0,87.0,0.02,-1.64,87.8,,,,,,,,,,,,,,,
2024-08-11,746923,Strikeout,strikeout,True,694175,592155,Pedro León,Cam Booser,0,af7cc909-9cd8-4663-992f-49ca2e993448,592155.0,cambooser,Booser,Left,Cam Booser,BOS,3.0,3.2,42.0,101.0,94.0,100.0,0.742,9.0,2.79,8.36,0.86,0.61,0.197,0.475,0.139,0.311,0.44,,,,,,,93.0,107.0,105.0,91.0,101.0,101.0,0.41,0.237,,,0.38,0.91,,,95.3,,82.4,,,,,0.234,0.377,0.256,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.289,0.305,97.0,96.0,94.0,0.353,0.64,88.3,0.308,0.436,0.302,,,,,,,,,,,,
2024-08-12,745058,Lineout,field_out,True,694175,671737,Pedro León,Taj Bradley,0,bf8b8dfe-f0c5-4f63-bb5f-82fb0bd34c43,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,101.0,89.0,92.0,127.0,97.0,101.0,,,,0.419,,0.096,,0.4,,-1.48,,96.3,,,79.0,,,,0.261,0.461,0.205,,,,0.227,0.545,0.341,,,,122.0,100.0,112.0,,0.282,0.83,,90.7,,0.188,0.293,0.331,,,,,,,90.0,97.0,96.0,0.203,1.07,90.7,0.197,0.395,0.314,,,,,,,,,,,,
2024-08-12,745058,Strikeout,strikeout,True,694175,671737,Pedro León,Taj Bradley,0,95b1b57b-65ab-4d80-a5e7-0b8ac33b0f26,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,3.77,3.97,107.1,97.0,116.0,102.0,0.75,9.98,3.02,7.38,1.43,1.03,0.239,0.405,0.099,0.401,0.424,,,,101.0,89.0,92.0,127.0,97.0,101.0,,,,0.419,,0.096,,0.4,,-1.48,,96.3,,,79.0,,,,0.261,0.461,0.205,,,,0.227,0.545,0.341,,,,122.0,100.0,112.0,,0.282,0.83,,90.7,,0.188,0.293,0.331,,,,,,,90.0,97.0,96.0,0.203,1.07,90.7,0.197,0.395,0.314,,,,,,,,,,,,
2024-08-12,745058,Strikeout,strikeout,True,694175,687330,Pedro León,Kevin Kelly,0,da04bf54-fcf1-42c1-9fb9-b0a4dc3970af,687330.0,kevinkelly,Kelly,Right,Kevin Kelly,TBR,3.3,3.44,57.1,105.0,115.0,104.0,0.807,8.32,1.1,8.32,1.1,2.02,0.241,0.38,0.199,0.259,0.481,,,,,,,174.0,109.0,106.0,116.0,98.0,105.0,0.012,0.289,,,-13.92,0.14,,,92.3,,77.3,,,,,,,,,,,,,,117.0,108.0,104.0,,,,0.608,,,0.96,,90.8,,,,0.273,0.41,0.136,0.196,0.321,0.322,95.0,102.0,105.0,0.091,0.43,87.8,0.167,0.333,0.237,,,,,,,,,,,,
2024-08-12,745058,Grounded Into DP,grounded_into_double_play,True,694175,663992,Pedro León,Richard Lovelady,1,293ee056-3f51-4b30-9ea5-fc219c19236f,663992.0,richardlovelady,Lovelady,Left,Richard Lovelady,- - -,5.64,4.72,22.1,97.0,99.0,98.0,0.771,7.25,2.01,10.88,1.21,1.27,0.28,0.347,0.2,0.36,0.442,,,,,,,61.0,99.0,98.0,115.0,98.0,104.0,0.179,0.468,,,-6.47,1.64,,,92.4,,85.5,,0.2,0.311,0.3,0.533,1.0,0.25,,,,,,,97.0,94.0,90.0,,,,0.353,,,-0.41,,92.2,,,,0.323,0.387,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746359,Forceout,force_out,True,694175,681066,Pedro León,Ky Bush,1,87665a10-7663-44e3-99a2-c5911944cbb9,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.118,0.294,0.257,0.412,0.647,0.174,0.0,0.0,0.308,0.364,0.364,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746359,Strikeout,strikeout,True,694175,681066,Pedro León,Ky Bush,0,194d258a-a918-4f13-89e7-bc73f5008de8,681066.0,kybush,Bush,Left,Ky Bush,CHW,5.6,5.24,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,95.0,75.0,92.0,87.0,103.0,83.0,88.0,0.509,0.244,0.149,0.098,-3.23,-0.25,-1.96,4.56,91.7,85.9,82.5,73.4,0.118,0.294,0.257,0.412,0.647,0.174,0.0,0.0,0.308,0.364,0.364,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746359,Grounded Into DP,grounded_into_double_play,True,694175,605121,Pedro León,Justin Anderson,1,f309ad27-9f6a-4933-b83a-e74eb1f9d668,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.43,4.78,42.2,100.0,110.0,101.0,0.734,8.86,4.64,7.8,1.05,0.87,0.213,0.41,0.189,0.336,0.395,,,,,,,105.0,100.0,98.0,125.0,101.0,107.0,0.311,0.459,,,1.29,-0.17,,,96.1,,85.6,,0.221,0.397,0.409,0.164,0.255,0.23,,,,,,,97.0,94.0,88.0,,,,0.149,,,-0.77,,94.8,,,,0.25,0.292,0.205,,,,70.0,110.0,104.0,0.08,-2.29,92.6,0.467,0.667,0.061,,,,,,,,,,,,
