date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-16,745054,Single,single,False,691406,669194,Junior Caminero,Ryne Nelson,0,b7b97230-1a36-410d-b8a0-a90c3346278b,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,89.0,95.0,94.0,104.0,107.0,106.0,111.0,112.0,110.0,0.553,0.101,0.063,0.1,0.65,-0.98,1.49,-2.62,95.1,83.0,84.3,78.0,0.254,0.42,0.195,0.245,0.367,0.153,0.161,0.226,0.14,0.322,0.627,0.195,,,,77.0,105.0,95.0,,0.184,-0.58,,91.3,,,,,0.4,0.733,0.167,0.307,0.491,0.143,,,,,,,,,,,,,,,,,,
2024-08-16,745054,Walk,walk,False,691406,657044,Junior Caminero,Ryan Thompson,1,6777b1e0-951e-4d20-a087-cc7ac15be92b,657044.0,ryanthompson,"Thompson, R",Right,Ryan Thompson,ARI,2.44,3.7,55.1,103.0,112.0,108.0,0.811,6.83,1.95,7.81,0.65,2.71,0.156,0.491,0.186,0.341,0.44,,,,,,,126.0,122.0,117.0,132.0,101.0,114.0,0.106,0.237,,,0.95,0.66,,,92.6,,79.0,,0.1,0.2,0.256,0.2,0.333,0.327,,,,,,,103.0,101.0,104.0,,,,0.656,,,0.9,,91.0,0.262,0.39,0.163,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,745049,Walk,walk,False,691406,668678,Junior Caminero,Zac Gallen,0,65dd7641-ff1a-4044-9e7f-cadaf822287a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,,,,100.0,94.0,95.0,106.0,100.0,100.0,0.462,0.087,,0.141,-1.04,0.24,,0.77,93.5,86.6,86.8,,0.317,0.494,0.131,0.258,0.387,0.299,0.148,0.228,0.374,0.269,0.372,0.252,132.0,80.0,80.0,88.0,88.0,83.0,0.002,0.034,-1.72,-1.01,90.3,94.7,,,,,,,0.333,0.833,0.318,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,
2024-08-17,745049,Flyout,field_out,True,691406,668678,Junior Caminero,Zac Gallen,0,ee595fcf-fe3f-4c0c-a1e0-d1baa213cfef,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,,,,100.0,94.0,95.0,106.0,100.0,100.0,0.462,0.087,,0.141,-1.04,0.24,,0.77,93.5,86.6,86.8,,0.317,0.494,0.131,0.258,0.387,0.299,0.148,0.228,0.374,0.269,0.372,0.252,132.0,80.0,80.0,88.0,88.0,83.0,0.002,0.034,-1.72,-1.01,90.3,94.7,,,,,,,0.333,0.833,0.318,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,
2024-08-17,745049,Single,single,False,691406,668678,Junior Caminero,Zac Gallen,0,5206e8c6-16b8-4492-8722-9559605002c2,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,,,,100.0,94.0,95.0,106.0,100.0,100.0,0.462,0.087,,0.141,-1.04,0.24,,0.77,93.5,86.6,86.8,,0.317,0.494,0.131,0.258,0.387,0.299,0.148,0.228,0.374,0.269,0.372,0.252,132.0,80.0,80.0,88.0,88.0,83.0,0.002,0.034,-1.72,-1.01,90.3,94.7,,,,,,,0.333,0.833,0.318,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,
2024-08-17,745049,Single,single,False,691406,573009,Junior Caminero,Joe Mantiply,0,bedc62d5-16ea-4ac6-98db-5795e4d60414,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,3.47,3.32,49.1,103.0,79.0,98.0,0.769,7.48,2.55,8.21,0.18,1.43,0.219,0.452,0.151,0.329,0.405,61.0,105.0,102.0,83.0,99.0,99.0,104.0,98.0,92.0,,,,0.042,,0.258,0.268,1.44,,-0.72,-0.34,89.4,81.0,,79.2,0.0,0.0,0.273,,,,0.255,0.447,0.348,0.275,0.373,0.289,85.0,105.0,95.0,,,,0.433,,,3.11,,89.0,0.221,0.326,0.168,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Strikeout,strikeout,True,691406,518876,Junior Caminero,Merrill Kelly,0,6ba62159-b90e-4d79-9d0c-b72bce33474a,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,119.0,111.0,111.0,0.207,0.146,0.062,0.202,1.27,0.75,-3.02,3.77,91.7,88.3,85.4,81.6,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118,0.132,0.132,0.303,82.0,96.0,88.0,94.0,101.0,97.0,0.126,0.257,0.74,-6.9,90.1,91.9,0.474,1.0,0.098,,,,0.25,0.469,0.093,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Groundout,field_out,True,691406,518876,Junior Caminero,Merrill Kelly,0,144e11ca-c1b0-4a32-8e41-99309af73f0e,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,119.0,111.0,111.0,0.207,0.146,0.062,0.202,1.27,0.75,-3.02,3.77,91.7,88.3,85.4,81.6,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118,0.132,0.132,0.303,82.0,96.0,88.0,94.0,101.0,97.0,0.126,0.257,0.74,-6.9,90.1,91.9,0.474,1.0,0.098,,,,0.25,0.469,0.093,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Single,single,False,691406,518876,Junior Caminero,Merrill Kelly,1,d600df17-a030-4bb4-a676-f80ff6e7f324,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.98,5.18,40.2,104.0,100.0,100.0,0.802,7.08,2.88,7.75,1.33,1.09,0.25,0.491,0.155,0.293,0.376,123.0,109.0,105.0,125.0,108.0,105.0,76.0,103.0,95.0,119.0,111.0,111.0,0.207,0.146,0.062,0.202,1.27,0.75,-3.02,3.77,91.7,88.3,85.4,81.6,0.154,0.346,0.241,0.28,0.36,0.412,0.25,0.625,0.118,0.132,0.132,0.303,82.0,96.0,88.0,94.0,101.0,97.0,0.126,0.257,0.74,-6.9,90.1,91.9,0.474,1.0,0.098,,,,0.25,0.469,0.093,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Flyout,field_out,True,691406,571670,Junior Caminero,Dylan Floro,0,bd6da384-e031-4ffc-af73-613d86f85d22,571670.0,dylanfloro,Floro,Right,Dylan Floro,- - -,2.63,3.22,61.2,105.0,75.0,95.0,0.825,6.28,2.04,7.74,0.29,1.43,0.297,0.357,0.13,0.303,0.443,62.0,108.0,93.0,,,,83.0,107.0,97.0,73.0,99.0,91.0,0.17,0.282,,0.084,2.56,1.22,,-1.62,89.9,83.9,83.5,,0.175,0.175,0.197,0.204,0.278,0.324,,,,0.35,0.35,0.229,77.0,107.0,97.0,,,,0.464,,,2.24,,90.1,0.252,0.333,0.08,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Intent Walk,intent_walk,False,691406,640462,Junior Caminero,A.J. Puk,0,07450516-0796-1033-000c-f08cd117d70a,640462.0,ajpuk,Puk,Left,A.J. Puk,- - -,3.43,2.95,57.2,102.0,114.0,105.0,0.731,10.14,3.9,6.71,0.47,0.97,0.227,0.4,0.213,0.28,0.456,118.0,111.0,110.0,,,,122.0,103.0,106.0,102.0,106.0,111.0,0.414,0.364,,0.018,2.6,-0.09,,-1.92,95.3,90.3,83.4,,0.132,0.176,0.303,0.179,0.231,0.471,,,,0.4,0.4,0.4,108.0,95.0,95.0,,,,0.172,,,-0.37,,94.6,0.294,0.471,0.108,0.229,0.543,0.262,,,,116.0,103.0,113.0,0.031,-4.01,84.4,0.444,0.667,0.111,,,,,,,,,
2024-08-18,745051,Strikeout,strikeout,True,691406,679885,Junior Caminero,Justin Martinez,0,2a1b5975-a0d2-4346-aa28-15f82b2e10dc,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,2.1,3.04,60.0,100.0,112.0,103.0,0.692,11.25,4.5,6.6,0.3,3.44,0.287,0.343,0.196,0.252,0.418,,,,,,,79.0,93.0,93.0,124.0,100.0,109.0,0.094,0.217,,,-0.69,2.82,,,100.2,,89.4,,0.222,0.389,0.286,0.125,0.219,0.489,,,,,,,114.0,97.0,99.0,,,,0.46,,,0.35,,100.1,0.316,0.367,0.201,,,,,,,113.0,105.0,108.0,0.229,2.61,89.7,0.075,0.09,0.536,,,,,,,,,
2024-08-19,745620,Groundout,field_out,True,691406,671212,Junior Caminero,Joe Boyle,0,ee88ec7a-4eb7-4f12-b0e6-d91f0276f683,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,,,,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,,-0.97,0.17,0.56,,97.5,,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,,,,,,,,,,,,,,,,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,
2024-08-19,745620,Walk,walk,False,691406,671212,Junior Caminero,Joe Boyle,0,2dd81431-87f3-417a-bcff-13579ad28567,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,,,,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,,-0.97,0.17,0.56,,97.5,,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,,,,,,,,,,,,,,,,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,
2024-08-19,745620,Flyout,field_out,True,691406,671212,Junior Caminero,Joe Boyle,1,43c795e9-f61d-4128-a956-d833ad7bbcd7,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,,,,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,,-0.97,0.17,0.56,,97.5,,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,,,,,,,,,,,,,,,,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,
2024-08-19,745620,Groundout,field_out,True,691406,695243,Junior Caminero,Mason Miller,0,1f05b100-b723-4e61-b85b-ad48cd990e1e,695243.0,masonmiller,"Miller, M",Right,Mason Miller,OAK,2.08,1.65,52.0,102.0,150.0,108.0,0.613,14.88,3.12,4.5,0.52,0.88,0.323,0.301,0.237,0.29,0.43,93.0,90.0,91.0,,,,143.0,102.0,107.0,164.0,105.0,112.0,0.623,0.36,,0.013,2.19,2.32,,1.5,100.8,91.8,87.4,,0.16,0.26,0.395,0.133,0.187,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,44.0,89.0,0.004,4.64,96.5,,,,,,,,,,,,
2024-08-20,745624,Flyout,field_out,True,691406,683155,Junior Caminero,Joey Estes,0,271152ca-c85c-4bee-b6f0-62b4bb564016,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,,,,79.0,106.0,100.0,115.0,114.0,118.0,0.535,0.33,,0.109,0.8,0.64,,-3.2,92.4,84.6,79.4,,0.23,0.419,0.177,0.241,0.466,0.23,,,,0.355,0.774,0.192,60.0,98.0,88.0,112.0,89.0,91.0,0.017,0.009,-13.83,-4.17,86.4,90.6,0.286,0.714,0.091,0.183,0.29,0.23,,,,,,,,,,,,,,,,,,,,,
2024-08-20,745624,Flyout,field_out,True,691406,683155,Junior Caminero,Joey Estes,0,3785d5db-3c4b-491a-a3f7-9d9a06fb510b,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,,,,79.0,106.0,100.0,115.0,114.0,118.0,0.535,0.33,,0.109,0.8,0.64,,-3.2,92.4,84.6,79.4,,0.23,0.419,0.177,0.241,0.466,0.23,,,,0.355,0.774,0.192,60.0,98.0,88.0,112.0,89.0,91.0,0.017,0.009,-13.83,-4.17,86.4,90.6,0.286,0.714,0.091,0.183,0.29,0.23,,,,,,,,,,,,,,,,,,,,,
2024-08-20,745624,Flyout,field_out,True,691406,683155,Junior Caminero,Joey Estes,0,276ce2d1-438f-45bc-a068-b6ee47a7d87e,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.37,4.14,101.0,107.0,92.0,105.0,0.833,6.77,2.05,8.02,1.34,0.4,0.255,0.416,0.181,0.297,0.485,82.0,91.0,93.0,,,,79.0,106.0,100.0,115.0,114.0,118.0,0.535,0.33,,0.109,0.8,0.64,,-3.2,92.4,84.6,79.4,,0.23,0.419,0.177,0.241,0.466,0.23,,,,0.355,0.774,0.192,60.0,98.0,88.0,112.0,89.0,91.0,0.017,0.009,-13.83,-4.17,86.4,90.6,0.286,0.714,0.091,0.183,0.29,0.23,,,,,,,,,,,,,,,,,,,,,
2024-08-20,745624,Groundout,field_out,True,691406,671305,Junior Caminero,Michel Otañez,0,8d2ba4de-f604-4348-bcd6-da114c0cfa6c,671305.0,michelotanez,Otañez,Right,Michel Otañez,OAK,4.76,2.77,22.2,96.0,115.0,101.0,0.639,14.29,4.37,8.34,0.79,0.9,0.245,0.358,0.208,0.245,0.399,,,,,,,135.0,93.0,101.0,99.0,97.0,101.0,0.396,0.413,,,-0.51,2.01,,,98.1,,85.1,,0.214,0.321,0.342,0.179,0.205,0.532,,,,,,,106.0,95.0,97.0,,,,0.191,,,-2.22,,97.4,0.381,0.619,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,745622,Single,single,False,691406,687765,Junior Caminero,Mitch Spence,0,1e10d383-e9ec-429d-a3dc-ff90c85c941b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,,,,124.0,104.0,109.0,,0.341,0.109,0.015,,0.02,-0.39,-8.95,,88.5,84.3,80.1,,,,0.265,0.482,0.275,0.185,0.292,0.319,0.625,0.875,0.0,38.0,97.0,86.0,99.0,100.0,96.0,0.14,0.395,-0.24,-0.5,90.8,92.0,0.29,0.339,0.156,,,,0.265,0.464,0.183,,,,,,,,,,,,,,,,,,
2024-08-21,745622,Groundout,field_out,True,691406,687765,Junior Caminero,Mitch Spence,0,61712c33-a253-49a6-8664-9cefb0fb5dc5,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,,,,124.0,104.0,109.0,,0.341,0.109,0.015,,0.02,-0.39,-8.95,,88.5,84.3,80.1,,,,0.265,0.482,0.275,0.185,0.292,0.319,0.625,0.875,0.0,38.0,97.0,86.0,99.0,100.0,96.0,0.14,0.395,-0.24,-0.5,90.8,92.0,0.29,0.339,0.156,,,,0.265,0.464,0.183,,,,,,,,,,,,,,,,,,
2024-08-21,745622,Strikeout,strikeout,True,691406,687765,Junior Caminero,Mitch Spence,0,8e6d58e5-56ec-4af6-bc6b-036142e5cb5b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,,,,124.0,104.0,109.0,,0.341,0.109,0.015,,0.02,-0.39,-8.95,,88.5,84.3,80.1,,,,0.265,0.482,0.275,0.185,0.292,0.319,0.625,0.875,0.0,38.0,97.0,86.0,99.0,100.0,96.0,0.14,0.395,-0.24,-0.5,90.8,92.0,0.29,0.339,0.156,,,,0.265,0.464,0.183,,,,,,,,,,,,,,,,,,
2024-08-21,745622,Strikeout,strikeout,True,691406,669372,Junior Caminero,J.T. Ginn,0,31c1d51c-9105-4a06-933b-18a435c6b770,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,5.19,3.08,8.2,98.0,112.0,96.0,0.679,8.31,4.15,5.19,2.08,2.33,0.348,0.478,0.304,0.304,0.409,117.0,76.0,82.0,,,,74.0,95.0,92.0,121.0,108.0,111.0,0.031,0.276,,0.157,-2.34,4.75,,1.69,92.8,86.8,86.6,,,,,0.1,0.1,0.389,,,,,,,110.0,99.0,92.0,,,,0.535,,,-2.03,,93.6,0.211,0.579,0.286,,,,,,,,,,,,,,,,,,,,,,,,
