date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-13,746233,Groundout,field_out,True,677347,667463,Kyren Paris,John King,0,d683e7c4-2992-40d3-abee-cdcb91153783,667463.0,johnking,"King, J",Left,John King,STL,2.43,3.19,37.0,105.0,82.0,100.0,0.831,6.57,1.22,8.51,0.73,2.4,0.294,0.395,0.151,0.303,0.43,88.0,105.0,102.0,,,,58.0,92.0,95.0,81.0,101.0,105.0,0.01,0.115,,0.299,5.46,-4.45,,-0.23,93.4,84.0,83.1,,,,,0.294,0.647,0.321,0.244,0.378,0.253,,,,79.0,106.0,98.0,,,,0.576,,,2.49,,93.3,0.247,0.273,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,746233,Groundout,field_out,True,677347,687798,Kyren Paris,Nick Robertson,1,8c373944-d624-4b25-8acb-635ea242254d,687798.0,nickrobertson,Robertson,Right,Nick Robertson,STL,4.38,4.76,12.1,100.0,88.0,99.0,0.771,10.22,1.46,10.95,2.19,0.71,0.25,0.444,0.111,0.306,0.444,96.0,95.0,94.0,,,,69.0,103.0,97.0,108.0,108.0,112.0,0.434,0.317,,0.234,-2.53,1.13,,-0.93,94.4,87.9,85.1,,0.391,0.739,0.2,0.143,0.143,0.357,0.3,0.3,0.346,,,,,,,68.0,115.0,107.0,,0.015,0.99,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746235,Strikeout,strikeout,True,677347,543243,Kyren Paris,Sonny Gray,0,e71a9cd4-b987-423c-b6d8-e86cd6beb255,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.06,0.68,0.67,1.37,-2.47,92.6,88.5,85.0,80.1,0.31,0.479,0.147,0.162,0.216,0.422,0.385,0.769,0.345,0.184,0.342,0.299,92.0,116.0,114.0,88.0,99.0,99.0,0.173,0.182,1.7,1.47,87.7,93.1,0.197,0.316,0.181,0.237,0.407,0.303,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746235,Lineout,field_out,True,677347,543243,Kyren Paris,Sonny Gray,0,cbabecc0-ed3b-447b-b6fe-c0d6ffcbbc7c,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.06,0.68,0.67,1.37,-2.47,92.6,88.5,85.0,80.1,0.31,0.479,0.147,0.162,0.216,0.422,0.385,0.769,0.345,0.184,0.342,0.299,92.0,116.0,114.0,88.0,99.0,99.0,0.173,0.182,1.7,1.47,87.7,93.1,0.197,0.316,0.181,0.237,0.407,0.303,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746235,Walk,walk,False,677347,543243,Kyren Paris,Sonny Gray,1,479b84f5-033c-4faa-b544-236072fb8304,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.06,0.68,0.67,1.37,-2.47,92.6,88.5,85.0,80.1,0.31,0.479,0.147,0.162,0.216,0.422,0.385,0.769,0.345,0.184,0.342,0.299,92.0,116.0,114.0,88.0,99.0,99.0,0.173,0.182,1.7,1.47,87.7,93.1,0.197,0.316,0.181,0.237,0.407,0.303,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746235,Walk,walk,False,677347,668941,Kyren Paris,JoJo Romero,0,7a7e7609-7316-4db8-9f47-d9f03de0a053,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.43,4.86,40.2,97.0,85.0,96.0,0.767,7.52,1.99,7.3,0.89,1.7,0.284,0.448,0.155,0.31,0.415,69.0,103.0,92.0,,,,67.0,98.0,92.0,114.0,94.0,101.0,0.119,0.326,,0.182,-2.34,3.5,,-4.01,95.0,85.9,83.9,,0.357,0.429,0.132,0.059,0.118,0.448,0.379,0.759,0.27,,,,73.0,98.0,94.0,,,,0.373,,,1.52,,93.7,0.259,0.315,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746231,Walk,walk,False,677347,458681,Kyren Paris,Lance Lynn,1,80992de2-b894-4ebb-8c3b-34c1991b24a7,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,,,,87.0,101.0,97.0,96.0,106.0,116.0,0.468,0.081,,0.05,0.69,-2.24,,-3.31,92.4,85.0,80.7,,0.206,0.394,0.312,0.25,0.25,0.0,0.375,0.375,0.2,,,,65.0,94.0,84.0,90.0,99.0,93.0,0.163,0.238,-1.16,-1.19,88.2,91.2,0.292,0.523,0.106,0.311,0.433,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746231,Groundout,field_out,True,677347,458681,Kyren Paris,Lance Lynn,0,20df2610-d863-46cc-b6f0-634b488f591a,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,61.0,91.0,83.0,,,,87.0,101.0,97.0,96.0,106.0,116.0,0.468,0.081,,0.05,0.69,-2.24,,-3.31,92.4,85.0,80.7,,0.206,0.394,0.312,0.25,0.25,0.0,0.375,0.375,0.2,,,,65.0,94.0,84.0,90.0,99.0,93.0,0.163,0.238,-1.16,-1.19,88.2,91.2,0.292,0.523,0.106,0.311,0.433,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746231,Strikeout,strikeout,True,677347,687798,Kyren Paris,Nick Robertson,0,3cc3d29e-ea79-4b42-b384-24f8b0e93cd3,687798.0,nickrobertson,Robertson,Right,Nick Robertson,STL,4.38,4.76,12.1,100.0,88.0,99.0,0.771,10.22,1.46,10.95,2.19,0.71,0.25,0.444,0.111,0.306,0.444,96.0,95.0,94.0,,,,69.0,103.0,97.0,108.0,108.0,112.0,0.434,0.317,,0.234,-2.53,1.13,,-0.93,94.4,87.9,85.1,,0.391,0.739,0.2,0.143,0.143,0.357,0.3,0.3,0.346,,,,,,,68.0,115.0,107.0,,0.015,0.99,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,746231,Groundout,field_out,True,677347,688297,Kyren Paris,Chris Roycroft,0,fe316717-a5ca-4e0e-ae94-edd63692dfd6,688297.0,chrisroycroft,Roycroft,Right,Chris Roycroft,STL,3.63,3.24,22.1,103.0,115.0,106.0,0.799,8.46,3.63,8.46,0.4,2.64,0.277,0.369,0.231,0.262,0.395,,,,,,,114.0,107.0,105.0,128.0,96.0,108.0,0.295,0.211,,,2.02,-1.13,,,95.5,,84.0,,0.174,0.174,0.352,0.231,0.615,0.185,,,,,,,109.0,103.0,107.0,,,,0.495,,,0.03,,96.0,0.286,0.327,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745016,Strikeout,strikeout,True,677347,571760,Kyren Paris,Andrew Heaney,0,4b5a85b1-f1be-4d69-85ef-6f88b27384bd,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,0.522,0.29,0.032,0.154,-0.05,-0.02,-7.71,1.0,91.5,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,20.0,51.0,51.0,,0.002,-19.18,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745016,Field Error,field_error,False,677347,571760,Kyren Paris,Andrew Heaney,1,99210f9f-a145-4a27-9ca9-434a5be49d17,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,126.0,105.0,102.0,76.0,101.0,98.0,89.0,98.0,100.0,0.522,0.29,0.032,0.154,-0.05,-0.02,-7.71,1.0,91.5,83.8,82.0,75.5,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,0.8,2.0,0.125,,,,20.0,51.0,51.0,,0.002,-19.18,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745016,Single,single,False,677347,668390,Kyren Paris,Cole Winn,1,bf7e323f-480b-4067-b037-e4b5099a0100,668390.0,colewinn,"Winn, C",Right,Cole Winn,TEX,7.79,5.26,17.1,101.0,107.0,103.0,0.77,7.27,2.08,9.35,1.04,1.05,0.25,0.286,0.125,0.411,0.458,,,,108.0,100.0,105.0,115.0,98.0,100.0,97.0,110.0,113.0,0.423,0.266,0.028,,0.27,-1.2,2.67,,95.4,,87.9,81.8,0.219,0.313,0.175,0.316,0.526,0.37,,,,,,,86.0,97.0,91.0,,,,0.073,,,-2.25,,94.7,0.5,0.5,0.0,,,,113.0,91.0,96.0,0.21,0.48,86.8,,,,,,,,,,0.25,0.375,0.3,,,,,,
2024-05-17,745016,Strikeout,strikeout,True,677347,641312,Kyren Paris,Shaun Anderson,0,1dd82430-4627-4e3d-96d5-ee5c21946241,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,0.2,0.2,0.222,0.167,0.333,0.182,,,,66.0,111.0,100.0,,,,0.104,,,-5.65,,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745016,Lineout,field_out,True,677347,641312,Kyren Paris,Shaun Anderson,0,13830c71-3302-474b-a7c8-b12e4df6286c,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,,,,94.0,102.0,98.0,112.0,106.0,108.0,0.325,0.448,,0.123,-9.06,-4.66,,2.21,91.3,85.6,85.7,,0.571,0.786,0.25,0.2,0.2,0.222,0.167,0.333,0.182,,,,66.0,111.0,100.0,,,,0.104,,,-5.65,,92.0,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745012,Groundout,field_out,True,677347,547179,Kyren Paris,Michael Lorenzen,0,7c2cf5f0-9c83-4ac3-bd4a-704489ca6a75,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745012,Groundout,field_out,True,677347,547179,Kyren Paris,Michael Lorenzen,0,a9c297b6-ec4c-4c4f-9c04-88757a033129,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.077,0.308,0.172,0.145,0.217,0.347,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746390,Groundout,field_out,True,677347,664285,Kyren Paris,Framber Valdez,0,56f06666-e05c-478a-bf44-51f9540ab6ef,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,102.0,102.0,114.0,0.017,0.04,0.278,0.15,-3.8,0.84,0.45,-0.13,94.2,89.5,85.6,80.0,0.4,1.0,0.273,0.211,0.421,0.367,0.264,0.358,0.345,0.149,0.23,0.399,95.0,101.0,97.0,,,,0.514,,,1.28,,93.8,0.31,0.411,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746390,Strikeout,strikeout,True,677347,664285,Kyren Paris,Framber Valdez,0,f7c2cb7c-4048-4cc1-966a-873b2f6a0278,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,128.0,91.0,103.0,63.0,111.0,97.0,102.0,102.0,114.0,0.017,0.04,0.278,0.15,-3.8,0.84,0.45,-0.13,94.2,89.5,85.6,80.0,0.4,1.0,0.273,0.211,0.421,0.367,0.264,0.358,0.345,0.149,0.23,0.399,95.0,101.0,97.0,,,,0.514,,,1.28,,93.8,0.31,0.411,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746390,Flyout,field_out,True,677347,606160,Kyren Paris,Rafael Montero,0,04c8cda1-2eda-43dc-8dba-82f63a200ab2,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,,,,105.0,98.0,98.0,122.0,89.0,92.0,0.46,0.079,,0.235,-0.42,-9.5,,-0.86,95.4,91.0,86.2,,0.233,0.605,0.254,0.714,1.714,0.235,0.273,0.409,0.123,,,,95.0,100.0,94.0,,,,0.227,,,3.22,,94.8,0.154,0.179,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746390,Strikeout,strikeout,True,677347,519151,Kyren Paris,Ryan Pressly,0,a5c47fbc-024b-4984-8cc7-600a0b0f537a,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.58,3.41,37.2,102.0,124.0,110.0,0.744,10.04,2.63,8.84,0.48,1.45,0.229,0.4,0.133,0.314,0.454,110.0,101.0,101.0,129.0,103.0,118.0,99.0,103.0,104.0,152.0,100.0,113.0,0.331,0.292,0.259,0.091,0.65,-0.01,0.99,-2.11,93.9,89.4,89.7,82.4,0.25,0.425,0.198,0.255,0.353,0.32,0.364,0.636,0.25,0.22,0.293,0.29,75.0,95.0,91.0,,,,0.027,,,-2.9,,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-22,746386,Walk,walk,False,677347,686613,Kyren Paris,Hunter Brown,0,e5be9730-f69e-471c-ba58-88331bf476f6,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,,,,106.0,101.0,100.0,114.0,105.0,107.0,0.376,0.071,,0.134,-0.55,1.74,,1.13,95.7,88.4,89.0,,0.272,0.483,0.287,0.192,0.192,0.25,0.208,0.271,0.327,0.28,0.5,0.281,90.0,100.0,98.0,95.0,107.0,105.0,0.134,0.157,0.16,0.46,92.3,95.5,0.268,0.304,0.172,0.236,0.375,0.185,,,,,,,130.0,99.0,106.0,0.127,-1.93,82.4,,,,,,,,,,,,
2024-05-22,746386,Home Run,home_run,False,677347,686613,Kyren Paris,Hunter Brown,1,383b92af-042a-46f5-8fe9-a222639434ab,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,,,,106.0,101.0,100.0,114.0,105.0,107.0,0.376,0.071,,0.134,-0.55,1.74,,1.13,95.7,88.4,89.0,,0.272,0.483,0.287,0.192,0.192,0.25,0.208,0.271,0.327,0.28,0.5,0.281,90.0,100.0,98.0,95.0,107.0,105.0,0.134,0.157,0.16,0.46,92.3,95.5,0.268,0.304,0.172,0.236,0.375,0.185,,,,,,,130.0,99.0,106.0,0.127,-1.93,82.4,,,,,,,,,,,,
