date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-05-14,746799,Groundout,field_out,True,621545,606930,Zach Remillard,Jacob Barnes,0,20f75e3c-e61e-4c56-9586-5bba8ee9eb2d,606930.0,jacobbarnes,"Barnes, J",Right,Jacob Barnes,WSN,3.52,4.64,38.1,102.0,97.0,102.0,0.753,7.28,2.35,7.98,1.17,0.95,0.289,0.342,0.175,0.281,0.399,,,,,,,105.0,105.0,109.0,,,,97.0,85.0,94.0,89.0,100.0,95.0,,0.484,0.497,0.019,,,0.15,0.83,,-0.03,,,95.3,89.8,,,83.6,,0.237,0.421,0.2,0.242,0.379,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,746796,Double,double,False,621545,571882,Zach Remillard,Derek Law,0,ebdb5595-0bd3-4dc8-bbd5-fd99eb6793d3,571882.0,dereklaw,"Law, D",Right,Derek Law,WSN,3.32,4.04,57.0,103.0,91.0,98.0,0.744,7.89,2.68,9.16,0.95,1.84,0.203,0.448,0.128,0.221,0.403,85.0,106.0,104.0,100.0,94.0,99.0,80.0,103.0,95.0,85.0,97.0,89.0,112.0,113.0,107.0,81.0,100.0,94.0,0.092,0.133,0.399,0.287,0.046,0.043,-1.25,0.36,-2.66,2.56,-7.81,1.29,95.1,91.5,88.4,94.4,87.2,77.8,0.292,0.5,0.186,0.293,0.387,0.252,0.222,0.222,0.238,0.75,2.25,0.0,0.171,0.256,0.405,0.455,0.545,0.109,,,,,,,,,,,,,,,,,,
2024-05-14,746796,Forceout,force_out,True,621545,640448,Zach Remillard,Kyle Finnegan,1,67e27b57-5692-403d-a816-0bf2607a2472,640448.0,kylefinnegan,Finnegan,Right,Kyle Finnegan,WSN,2.43,4.27,40.2,106.0,101.0,102.0,0.78,9.3,3.1,6.2,1.33,1.22,0.29,0.346,0.168,0.374,0.513,,,,,,,99.0,107.0,102.0,,,,110.0,108.0,110.0,,,,,0.686,,0.057,,,1.45,,,1.89,,,97.2,,,,85.3,,0.2,0.316,0.197,,,,,,,,,,0.125,0.125,0.438,,,,104.0,104.0,102.0,0.257,-0.04,89.0,0.182,0.432,0.337,,,,,,,,,
2024-05-15,746795,Walk,walk,False,621545,571578,Zach Remillard,Patrick Corbin,0,924ec131-fcfa-46cc-a994-e317d7db0756,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,,0.05,-1.09,0.23,-1.8,0.02,,-4.62,91.3,84.5,81.2,91.4,79.7,,0.324,0.541,0.117,0.253,0.38,0.236,0.4,0.65,0.275,,,,0.25,0.384,0.352,0.326,0.578,0.089,,,,,,,,,,,,,,,,,,
2024-05-15,746795,Grounded Into DP,grounded_into_double_play,True,621545,571578,Zach Remillard,Patrick Corbin,1,1cb8afc6-011a-4477-87f1-4ed097105be1,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,88.0,95.0,96.0,,,,54.0,97.0,83.0,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,0.352,0.103,0.179,0.316,,0.05,-1.09,0.23,-1.8,0.02,,-4.62,91.3,84.5,81.2,91.4,79.7,,0.324,0.541,0.117,0.253,0.38,0.236,0.4,0.65,0.275,,,,0.25,0.384,0.352,0.326,0.578,0.089,,,,,,,,,,,,,,,,,,
2024-05-15,746795,Single,single,False,621545,571670,Zach Remillard,Dylan Floro,0,4bad9acf-4f05-435a-bc62-cff7f1ddd1b6,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,68.0,115.0,101.0,,,,83.0,111.0,102.0,79.0,107.0,96.0,68.0,98.0,89.0,,,,0.473,0.166,,0.28,,0.08,2.92,,2.15,2.14,,-0.67,90.0,,84.1,90.2,83.6,,0.182,0.182,0.226,,,,0.308,0.308,0.296,,,,0.167,0.19,0.351,0.247,0.296,0.067,,,,,,,,,,,,,,,,,,
2024-05-17,745747,Field Error,field_error,False,621545,641482,Zach Remillard,Nestor Cortes,1,7d8e3dcd-92e4-4550-a7ee-b6cae245b376,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,,0.075,-0.19,1.48,2.16,0.14,,-2.51,91.9,87.2,83.2,89.9,78.1,,0.247,0.489,0.219,0.236,0.333,0.264,0.255,0.489,0.338,,,,0.3,0.4,0.182,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
2024-05-17,745747,Walk,walk,False,621545,641482,Zach Remillard,Nestor Cortes,0,e55dda2f-4394-426d-b476-05a35b007d47,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,,0.075,-0.19,1.48,2.16,0.14,,-2.51,91.9,87.2,83.2,89.9,78.1,,0.247,0.489,0.219,0.236,0.333,0.264,0.255,0.489,0.338,,,,0.3,0.4,0.182,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
2024-05-17,745747,Strikeout,strikeout,True,621545,641482,Zach Remillard,Nestor Cortes,0,cd45fbc3-7bda-48d9-8617-4a91161dc078,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,,0.075,-0.19,1.48,2.16,0.14,,-2.51,91.9,87.2,83.2,89.9,78.1,,0.247,0.489,0.219,0.236,0.333,0.264,0.255,0.489,0.338,,,,0.3,0.4,0.182,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
2024-05-17,745747,Walk,walk,False,621545,605280,Zach Remillard,Clay Holmes,0,c2b23f33-5d4f-44c6-9198-354cd6e94d5d,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,,,,104.0,97.0,102.0,180.0,103.0,114.0,,,,0.617,,,0.383,,,,,-0.78,1.82,,,,,,96.5,85.8,,,,,,,,,,,,,,0.25,0.3,0.41,0.327,0.433,0.181,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Triple,triple,False,621545,607074,Zach Remillard,Carlos Rodón,1,71c0b886-5602-4ac8-bad2-5b4890fd63ce,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.261,0.531,0.202,0.353,0.647,0.255,0.171,0.195,0.49,0.333,0.4,0.35,0.237,0.43,0.388,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Strikeout,strikeout,True,621545,607074,Zach Remillard,Carlos Rodón,0,dcf57533-f370-4370-a0a4-e520abb1e265,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.261,0.531,0.202,0.353,0.647,0.255,0.171,0.195,0.49,0.333,0.4,0.35,0.237,0.43,0.388,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Flyout,field_out,True,621545,543859,Zach Remillard,Michael Tonkin,0,0137c74d-d5e3-47c5-9f66-5687ce3c7b53,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,2.36,3.41,45.2,98.0,105.0,100.0,0.76,9.46,3.35,5.91,0.59,1.26,0.176,0.496,0.16,0.286,0.399,,,,,,,114.0,105.0,108.0,98.0,98.0,97.0,108.0,98.0,103.0,,,,0.13,0.394,,0.476,,,0.92,,0.04,0.95,,,93.0,,,92.4,83.0,,0.176,0.311,0.213,,,,,,,,,,0.5,0.5,0.375,0.333,0.5,0.191,,,,,,,,,,,,,,,,,,
2024-05-19,745745,Strikeout,strikeout,True,621545,543859,Zach Remillard,Michael Tonkin,0,ee499cf1-0e3a-4cfc-84ba-67c30d999713,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,2.36,3.41,45.2,98.0,105.0,100.0,0.76,9.46,3.35,5.91,0.59,1.26,0.176,0.496,0.16,0.286,0.399,,,,,,,114.0,105.0,108.0,98.0,98.0,97.0,108.0,98.0,103.0,,,,0.13,0.394,,0.476,,,0.92,,0.04,0.95,,,93.0,,,92.4,83.0,,0.176,0.311,0.213,,,,,,,,,,0.5,0.5,0.375,0.333,0.5,0.191,,,,,,,,,,,,,,,,,,
2024-05-21,744936,Sac Bunt,sac_bunt,True,621545,579328,Zach Remillard,Yusei Kikuchi,1,604972c5-891c-4b74-85af-6e7aae3ac7b2,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,0.244,0.107,-0.31,,,-0.05,-0.17,0.45,95.6,,87.2,,89.2,82.9,0.302,0.55,0.269,,,,0.189,0.264,0.329,0.278,0.435,0.271,0.241,0.31,0.297,,,,,,,,,,,,,,,,,,,,,
2024-05-21,744936,Flyout,field_out,True,621545,579328,Zach Remillard,Yusei Kikuchi,0,4d536d9e-5b74-406f-ad90-ef450ffedb44,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,0.244,0.107,-0.31,,,-0.05,-0.17,0.45,95.6,,87.2,,89.2,82.9,0.302,0.55,0.269,,,,0.189,0.264,0.329,0.278,0.435,0.271,0.241,0.31,0.297,,,,,,,,,,,,,,,,,,,,,
2024-05-21,744936,Flyout,field_out,True,621545,579328,Zach Remillard,Yusei Kikuchi,0,aff3018a-d967-40a6-9fd4-22206051bb41,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,0.244,0.107,-0.31,,,-0.05,-0.17,0.45,95.6,,87.2,,89.2,82.9,0.302,0.55,0.269,,,,0.189,0.264,0.329,0.278,0.435,0.271,0.241,0.31,0.297,,,,,,,,,,,,,,,,,,,,,
2024-05-22,744933,Walk,walk,False,621545,605135,Zach Remillard,Chris Bassitt,0,901a3e57-f306-450e-a29b-212086b6640d,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,108.0,78.0,103.0,94.0,0.413,0.03,0.202,0.108,0.145,0.053,-2.99,0.96,0.24,-0.29,0.47,-0.92,92.7,89.7,84.5,92.6,77.5,70.8,0.25,0.5,0.286,0.152,0.253,0.271,0.25,0.45,0.098,0.193,0.281,0.282,0.333,0.556,0.138,0.337,0.412,0.111,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,
2024-05-22,744933,Groundout,field_out,True,621545,605135,Zach Remillard,Chris Bassitt,0,362bf97b-f272-4c51-9953-06658e1baea9,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,108.0,78.0,103.0,94.0,0.413,0.03,0.202,0.108,0.145,0.053,-2.99,0.96,0.24,-0.29,0.47,-0.92,92.7,89.7,84.5,92.6,77.5,70.8,0.25,0.5,0.286,0.152,0.253,0.271,0.25,0.45,0.098,0.193,0.281,0.282,0.333,0.556,0.138,0.337,0.412,0.111,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,
2024-05-22,744933,Single,single,False,621545,605135,Zach Remillard,Chris Bassitt,0,e7c0da4b-14de-4f53-b231-1afe4dc32286,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,108.0,78.0,103.0,94.0,0.413,0.03,0.202,0.108,0.145,0.053,-2.99,0.96,0.24,-0.29,0.47,-0.92,92.7,89.7,84.5,92.6,77.5,70.8,0.25,0.5,0.286,0.152,0.253,0.271,0.25,0.45,0.098,0.193,0.281,0.282,0.333,0.556,0.138,0.337,0.412,0.111,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,,,,
2024-05-22,744933,Strikeout,strikeout,True,621545,663878,Zach Remillard,Nate Pearson,0,2ec5566b-3443-47e1-b576-8533fdaba562,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,132.0,92.0,102.0,125.0,91.0,94.0,107.0,107.0,112.0,130.0,101.0,112.0,,,,0.012,0.448,,0.412,0.127,,-2.31,,-30.79,0.95,-0.74,,97.6,,,97.4,87.7,80.8,0.342,0.548,0.182,,,,,,,0.158,0.316,0.381,0.212,0.385,0.42,0.667,2.667,0.167,76.0,153.0,162.0,0.002,16.57,88.3,,,,,,,,,,,,
2024-05-26,746789,Strikeout,strikeout,True,621545,680694,Zach Remillard,Kyle Bradish,0,c25744af-d2d2-4dec-8c62-31a067cf5e06,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,,,,0.395,0.132,,0.298,0.171,0.004,-1.14,,1.52,1.3,-0.49,13.9,94.4,,92.0,95.3,88.2,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,0.171,0.244,0.34,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
2024-05-26,746789,Groundout,field_out,True,621545,680694,Zach Remillard,Kyle Bradish,0,6b79f441-b23b-470d-ad2c-d24556c95a57,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,,,,0.395,0.132,,0.298,0.171,0.004,-1.14,,1.52,1.3,-0.49,13.9,94.4,,92.0,95.3,88.2,84.0,0.364,0.545,0.261,,,,,,,0.227,0.5,0.283,0.171,0.244,0.34,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
2024-05-26,746789,Flyout,field_out,True,621545,543056,Zach Remillard,Danny Coulombe,0,7d1fdba0-aef8-40b4-8722-ed7ebc92144d,543056.0,dannycoulombe,Coulombe,Left,Danny Coulombe,BAL,2.42,2.42,26.0,103.0,83.0,102.0,0.771,9.69,1.04,4.5,1.04,1.08,0.164,0.475,0.197,0.361,0.433,,,,,,,74.0,94.0,90.0,22.0,107.0,90.0,105.0,97.0,99.0,80.0,104.0,94.0,0.12,0.14,0.321,0.293,,,2.6,1.95,4.84,2.27,,,91.3,85.9,,90.8,81.9,,0.091,0.091,0.1,0.233,0.5,0.262,,,,0.118,0.294,0.241,0.15,0.2,0.375,0.0,0.0,0.095,,,,,,,,,,,,,109.0,119.0,154.0,0.127,0.95,79.5
