date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/09/03,6:36 PM.,BAL,CWS,away,Clear.,73,700249,LF,1,0,0,0,0,0,0,0,0,0,0,.143,.226,.179,.405,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,,,,0.084,0.407,0.075,,0.13,0.196,0.109,0.56,-3.12,,0.86,-0.43,-2.26,-2.05,92.4,88.3,,86.1,91.5,82.6,76.3,0.2,0.24,0.103,0.333,0.81,0.288,0.333,0.517,0.269,0.232,0.411,0.276,0.223,0.379,0.185,,,,,,,0.25,0.542,0.235,,,,,,
2024/09/02,3:07 PM.,BAL,CWS,away,Sunny.,81,669203,RF,4,0,1,0,0,0,0,0,0,1,1,.148,.233,.185,.418,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,,,,0.078,,0.45,,0.146,0.215,0.11,,1.37,,-0.5,0.7,0.44,0.2,,95.3,,89.2,97.0,87.2,80.3,0.235,0.412,0.157,0.251,0.362,0.19,0.2,0.326,0.378,0.125,0.5,0.457,,,,,,,0.196,0.268,0.463,0.194,0.339,0.377,,,,,,
2024/09/01,1:10 PM.,NYM,CWS,home,Sunny.,73,640455,PH,1,0,0,0,0,0,0,0,0,0,0,.130,.231,.174,.405,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,,0.118,1.13,0.97,,1.36,0.37,,-1.19,92.3,88.4,,85.3,92.3,79.5,,0.201,0.333,0.21,0.222,0.25,0.179,,,,0.193,0.311,0.388,0.167,0.295,0.311,,,,0.174,0.435,0.32,0.25,0.438,0.254,,,,,,
2024/06/13,6:41 PM.,SEA,CWS,away,Partly Cloudy.,67,676106,PH,1,0,0,0,0,0,0,0,0,1,1,.136,.240,.182,.422,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.94,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,,,,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,,,,,,,0.298,0.326,,,0.165,,0.211,0.6,,,-1.17,-3.11,,0.03,93.4,,,86.5,93.2,84.1,,0.323,0.538,0.149,,,,,,,,,,0.253,0.443,0.226,,,,0.3,0.6,0.317,0.185,0.323,0.239,,,,,,
2024/06/12,6:41 PM.,SEA,CWS,away,Partly Cloudy.,63,682243,RF,4,0,1,0,0,0,0,0,0,2,1,.143,.250,.190,.440,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,95.0,107.0,111.0,0.171,0.423,0.023,0.171,0.168,,,1.53,0.14,1.51,1.55,-0.21,,,95.2,92.1,84.4,,94.7,84.5,,0.248,0.358,0.092,0.25,0.333,0.207,0.231,0.308,0.378,0.24,0.4,0.188,0.184,0.348,0.266,0.148,0.225,0.29,0.243,0.568,0.261,,,,92.0,104.0,111.0,0.044,-0.4,85.0
2024/06/11,6:40 PM.,SEA,CWS,away,Partly Cloudy.,61,646242,RF,3,0,1,0,0,0,0,0,0,1,2,.118,.250,.176,.426,646242,jhonathandiaz,"Diaz, J",Left,Jhonathan Díaz,SEA,4.66,3.86,9.2,99.0,74.0,92.0,0.872,7.45,2.79,13.03,1.86,1.07,0.194,0.333,0.111,0.278,0.446,73.0,95.0,71.0,91.0,105.0,117.0,61.0,96.0,84.0,66.0,102.0,88.0,94.0,102.0,107.0,,,,,,,0.199,0.313,,,0.211,0.12,0.157,-1.34,,,-1.41,-2.5,-5.38,-3.42,90.2,,,81.1,88.3,78.6,73.1,0.571,0.714,0.059,,,,0.5,1.25,0.167,,,,0.214,0.643,0.111,,,,0.308,0.385,0.353,0.167,0.167,0.091,,,,,,
2024/06/10,6:40 PM.,SEA,CWS,away,Partly Cloudy.,64,669302,RF,3,0,0,0,0,0,0,0,0,0,3,.071,.235,.143,.378,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,,1.41,0.14,1.18,0.32,1.72,0.81,,96.6,92.3,84.5,,95.5,88.4,83.2,0.286,0.286,0.05,0.247,0.483,0.272,0.181,0.301,0.354,,,,0.204,0.383,0.193,0.101,0.162,0.506,0.21,0.375,0.368,,,,,,,,,
2024/06/08,3:10 PM.,BOS,CWS,home,Cloudy.,77,678394,RF,2,1,0,0,0,0,0,0,2,0,0,.091,.286,.182,.468,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,,,,0.403,0.048,,,0.28,,0.269,0.25,,,-0.24,-0.58,,0.15,95.6,,,87.6,95.7,86.8,,0.309,0.44,0.111,,,,,,,,,,0.12,0.16,0.218,,,,0.268,0.401,0.343,0.177,0.354,0.369,,,,,,
2024/06/06,7:09 PM.,BOS,CWS,home,Cloudy.,76,656557,LF,4,0,1,1,0,0,1,0,0,2,0,.111,.200,.222,.422,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,116.0,103.0,109.0,0.324,,0.015,0.248,0.414,,,,-0.95,1.74,0.67,0.54,,,,87.1,88.4,,93.5,83.2,,0.27,0.325,0.142,0.2,0.4,0.235,,,,0.23,0.357,0.302,,,,0.195,0.265,0.208,,,,,,,,,,,,
2024/05/24,7:21 PM.,BAL,CWS,home,Cloudy.,73,669203,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.167,.000,.167,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,,,,0.078,,0.45,,0.146,0.215,0.11,,1.37,,-0.5,0.7,0.44,0.2,,95.3,,89.2,97.0,87.2,80.3,0.235,0.412,0.157,0.251,0.362,0.19,0.2,0.326,0.378,0.125,0.5,0.457,,,,,,,0.196,0.268,0.463,0.194,0.339,0.377,,,,,,
2024/05/23,6:41 PM.,BAL,CWS,home,Clear.,73,680570,PH,1,0,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,,,,0.012,0.465,,,0.158,0.155,0.21,-0.38,,,5.3,-0.96,0.29,1.63,96.1,,,83.1,96.1,86.5,81.3,0.167,0.333,0.294,,,,0.26,0.38,0.241,,,,0.291,0.413,0.269,,,,0.25,0.563,0.361,0.161,0.306,0.348,,,,,,
2024/05/22,7:08 PM.,TOR,CWS,away,Partly Cloudy.,69,605135,RF,3,0,0,0,0,0,0,0,1,1,2,.000,.250,.000,.250,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,87.0,90.0,86.0,0.407,0.045,0.197,0.043,0.118,0.137,0.053,-1.6,0.44,-2.64,-0.08,-0.88,-0.09,-2.29,92.6,89.6,84.1,84.5,92.5,77.2,71.0,0.327,0.423,0.128,0.188,0.316,0.268,0.221,0.351,0.292,0.154,0.231,0.458,0.242,0.394,0.25,0.303,0.364,0.167,0.375,0.781,0.096,0.321,0.607,0.158,,,,,,
