date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024/09/30,1:11 PM.,ATL,NYM,away,Overcast.,73,680885,DH,0,0,0,0,0,0,0,0,0,0,0,.343,.361,.714,1.075,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,94.0,104.0,100.0,0.068,0.291,0.168,0.146,,0.27,0.53,-0.12,0.29,,96.1,92.9,,95.1,80.6,0.24,0.448,0.205,,,,0.27,0.5,0.199,0.236,0.436,0.409,0.231,0.385,0.078,110.0,113.0,119.0,0.199,0.61,87.3,0.225,0.333,0.279,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,
2024/09/29,2:12 PM.,MIL,NYM,away,Sunny.,72,607067,DH,0,0,0,0,0,0,0,0,0,0,0,.343,.361,.714,1.075,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,76.0,94.0,88.0,0.311,0.193,0.194,0.042,,0.49,-1.34,-0.28,-3.64,,92.9,87.6,,92.3,78.7,0.207,0.314,0.248,,,,0.287,0.656,0.168,0.394,0.636,0.18,0.298,0.482,0.115,109.0,106.0,108.0,0.172,1.41,82.0,,,,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,,,,,,,0.159,0.234,0.227
2024/09/28,6:16 PM.,MIL,NYM,away,Clear.,71,657649,SS,3,0,0,0,0,0,0,0,0,1,1,.343,.361,.714,1.075,657649,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.49,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.282,0.484,70.0,98.0,95.0,96.0,112.0,108.0,83.0,92.0,94.0,92.0,101.0,98.0,88.0,102.0,98.0,0.572,0.006,0.252,0.131,0.039,1.53,-0.39,1.13,0.27,1.61,96.8,90.3,85.5,95.0,81.1,,,,0.143,0.143,0.524,0.254,0.424,0.186,0.2,0.2,0.442,0.231,0.299,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/24,7:22 PM.,ATL,NYM,away,Partly Cloudy.,87,680885,SS,3,0,1,0,0,0,0,0,0,0,0,.375,.394,.781,1.175,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,94.0,104.0,100.0,0.068,0.291,0.168,0.146,,0.27,0.53,-0.12,0.29,,96.1,92.9,,95.1,80.6,0.24,0.448,0.205,,,,0.27,0.5,0.199,0.236,0.436,0.409,0.231,0.385,0.078,110.0,113.0,119.0,0.199,0.61,87.3,0.225,0.333,0.279,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,
2024/09/22,7:16 PM.,PHI,NYM,home,Cloudy.,70,554430,SS,3,0,1,0,0,0,0,0,0,0,2,.379,.400,.828,1.228,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,92.0,97.0,94.0,0.192,0.416,0.093,0.1,,0.88,-0.23,2.68,-0.98,,95.3,91.1,,94.6,81.8,0.209,0.395,0.296,,,,0.226,0.371,0.183,0.205,0.397,0.387,0.189,0.259,0.142,128.0,106.0,115.0,0.125,1.04,84.9,,,,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,0.152,0.273,0.335
2024/09/21,4:11 PM.,PHI,NYM,home,Partly Cloudy.,77,624133,SS,3,1,2,1,0,1,1,0,1,0,0,.385,.407,.885,1.292,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,87.0,106.0,104.0,101.0,98.0,93.0,0.315,0.195,0.121,0.205,0.163,0.67,-1.68,0.84,1.02,-0.63,91.8,86.5,80.0,90.8,74.4,0.224,0.327,0.18,0.229,0.323,0.35,0.302,0.642,0.162,0.189,0.342,0.339,0.27,0.381,0.101,22.0,85.0,77.0,0.001,-4.62,81.3,,,,,,,,,,,,,,,,,,,,,
2024/09/20,7:10 PM.,PHI,NYM,home,Clear.,73,650911,SS,4,0,0,0,0,0,0,0,0,1,1,.348,.348,.739,1.087,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,86.0,52.0,74.0,0.473,,0.001,,0.357,,2.59,-0.55,,1.56,,86.5,85.1,94.5,,,,,0.177,0.22,0.348,,,,,,,0.345,0.481,0.131,102.0,102.0,103.0,0.169,0.65,84.4,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,
2024/09/19,7:16 PM.,PHI,NYM,home,Cloudy.,78,592836,SS,4,0,1,0,1,0,1,0,0,1,2,.421,.421,.895,1.316,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,95.0,91.0,87.0,0.275,0.126,0.094,0.108,,-2.65,-4.99,-2.96,1.99,,91.5,87.3,,91.1,74.7,0.346,0.615,0.232,,,,0.435,1.087,0.093,0.172,0.31,0.149,0.378,0.684,0.082,56.0,108.0,104.0,0.178,2.03,85.1,,,,108.0,101.0,106.0,0.219,-4.16,86.7,0.38,0.652,0.163,,,,,,,0.157,0.314,0.28
2024/09/18,7:10 PM.,WSH,NYM,home,Cloudy.,72,687792,SS,4,2,2,0,0,1,2,0,0,1,2,.467,.467,.933,1.400,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,,,,,0.542,,,0.245,0.86,,,,-0.19,93.5,,83.5,,,0.222,0.317,0.305,0.224,0.388,0.26,,,,0.2,0.2,0.533,,,,105.0,95.0,100.0,0.179,-0.96,86.1,0.229,0.429,0.275,,,,,,,,,,102.0,82.0,88.0,0.033,1.64,81.2,,,
2024/09/17,7:12 PM.,WSH,NYM,home,Cloudy.,74,680730,SS,4,3,3,1,0,1,2,0,0,0,0,.455,.455,.818,1.273,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,,,,,0.486,,0.225,,0.07,,,0.47,,92.5,,,,80.5,0.276,0.425,0.12,,,,,,,0.252,0.36,0.263,,,,106.0,107.0,110.0,0.098,-0.73,84.5,0.238,0.429,0.364,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,
2024/09/16,7:10 PM.,WSH,NYM,home,Cloudy.,73,663623,SS,0,0,0,0,0,0,0,0,0,0,0,.286,.286,.286,.572,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,78.0,102.0,93.0,0.205,0.379,0.065,0.313,0.035,0.44,0.06,-0.64,0.24,1.34,93.9,89.9,88.4,93.3,81.1,0.204,0.381,0.235,0.125,0.125,0.349,0.283,0.522,0.204,0.226,0.42,0.251,0.325,0.497,0.149,110.0,115.0,117.0,0.003,-14.34,85.9,,,,,,,,,,,,,,,,,,,,,
2024/09/15,1:37 PM.,PHI,NYM,away,Partly Cloudy.,83,650911,SS,3,0,0,0,0,0,0,0,0,1,1,.286,.286,.286,.572,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,86.0,52.0,74.0,0.473,,0.001,,0.357,,2.59,-0.55,,1.56,,86.5,85.1,94.5,,,,,0.177,0.22,0.348,,,,,,,0.345,0.481,0.131,102.0,102.0,103.0,0.169,0.65,84.4,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,
2024/09/14,4:05 PM.,PHI,NYM,away,Partly Cloudy.,86,663465,SS,4,0,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,85.0,96.0,101.0,56.0,100.0,93.0,38.0,115.0,101.0,69.0,102.0,100.0,0.06,0.401,0.174,0.122,0.243,-1.8,-2.26,-8.18,1.27,1.97,90.0,84.4,82.0,90.3,71.7,0.333,0.611,0.162,0.263,0.316,0.234,0.375,0.625,0.341,0.2,0.467,0.217,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
