date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/04,3:08 PM.,TOR,PHI,away,Sunny.,74,670102,3B,2,0,0,0,0,0,0,0,0,1,0,.264,.316,.437,.753,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,99.0,94.0,100.0,94.0,106.0,107.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,0.029,0.513,,0.092,0.182,,2.21,,1.45,-1.47,-1.71,,92.9,,,90.3,81.7,73.5,0.174,0.371,0.185,0.308,0.558,0.243,0.182,0.455,0.067,,,,0.25,0.583,0.436,,,,,,,109.0,105.0,110.0,0.184,1.44,83.8,0.169,0.169,0.225,,,,,,,,,,,,,,,,,,
2024/09/03,7:07 PM.,TOR,PHI,away,Clear.,69,605135,3B,4,2,1,0,0,0,1,0,1,2,7,.266,.319,.441,.760,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,0.407,0.045,0.197,0.118,0.137,0.053,-1.6,0.44,-0.08,-0.88,-0.09,-2.29,92.6,89.6,84.5,92.5,77.2,71.0,0.242,0.394,0.25,0.221,0.351,0.292,0.327,0.423,0.128,0.321,0.607,0.158,0.375,0.781,0.096,0.154,0.231,0.458,0.188,0.316,0.268,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,,,,,,,,,,,,,
2024/09/01,7:10 PM.,ATL,PHI,home,Partly Cloudy.,83,680885,3B,2,0,0,0,0,0,0,0,0,1,0,.267,.317,.444,.761,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,0.068,0.291,0.168,0.199,0.146,,0.27,0.53,-0.12,0.61,0.29,,96.1,92.9,,95.1,87.3,80.6,0.24,0.448,0.205,0.236,0.436,0.409,0.231,0.385,0.078,,,,0.225,0.333,0.279,,,,0.27,0.5,0.199,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,,,,,,,,,,
2024/08/31,7:16 PM.,ATL,PHI,home,Cloudy.,80,608331,3B,2,1,2,1,0,1,2,0,1,0,0,.269,.320,.448,.768,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.265,0.299,0.137,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/30,6:41 PM.,ATL,PHI,home,Overcast.,74,625643,3B,4,0,0,0,0,0,0,0,0,1,2,.262,.311,.425,.736,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,0.552,,0.294,0.116,0.038,1.19,,,1.45,1.61,-3.58,95.5,,86.1,,85.0,77.0,0.266,0.369,0.165,0.151,0.264,0.364,,,,0.263,0.737,0.349,0.168,0.257,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/29,6:42 PM.,ATL,PHI,home,Cloudy.,81,450203,3B,3,0,0,0,0,0,0,0,0,1,3,.267,.316,.433,.749,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,0.099,0.289,0.078,,0.424,0.11,-1.4,-0.75,0.39,,0.78,-1.38,94.1,88.5,85.0,93.5,,81.5,0.281,0.517,0.193,0.2,0.309,0.342,0.333,0.433,0.07,0.292,0.6,0.333,,,,,,,0.286,0.571,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/28,4:07 PM.,HOU,PHI,home,Sunny.,96,681293,PH,1,0,0,0,0,0,0,0,0,0,2,.271,.320,.439,.759,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,66.0,98.0,96.0,,0.41,0.196,0.108,0.2,0.086,-1.33,0.57,,0.99,0.8,-2.52,94.1,88.2,85.5,,80.8,78.4,0.303,0.528,0.198,0.171,0.282,0.424,,,,0.395,0.512,0.378,,,,0.113,0.226,0.386,0.248,0.444,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/26,6:41 PM.,HOU,PHI,home,Partly Cloudy.,84,669854,PH,1,0,0,0,0,0,0,0,0,1,0,.272,.322,.441,.763,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,0.094,0.221,-0.42,,,2.24,2.55,-0.16,93.4,,85.2,,86.4,80.1,0.232,0.497,0.192,0.071,0.071,0.376,,,,0.188,0.356,0.343,0.18,0.284,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:11 PM.,KC,PHI,away,Sunny.,93,607625,SS,1,0,0,0,0,0,0,0,0,0,1,.274,.323,.443,.766,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.178,0.271,0.339,0.274,0.381,0.129,0.208,0.333,0.291,0.213,0.387,0.2,0.375,0.75,0.109,0.228,0.228,0.23,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,0.215,0.28,0.285,,,,,,,,,,,,,,,
2024/08/24,6:10 PM.,KC,PHI,away,Partly Cloudy.,91,663903,2B,1,0,0,0,0,0,0,0,0,0,1,.275,.325,.445,.770,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.354,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,7:20 PM.,ATL,PHI,away,Partly Cloudy.,80,608331,2B,2,1,1,0,0,0,0,0,0,0,1,.276,.326,.448,.774,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.265,0.299,0.137,0.196,0.283,0.251,0.22,0.293,0.297,0.167,0.2,0.358,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:36 PM.,WSH,PHI,home,Partly Cloudy.,83,663623,3B,4,0,2,0,0,0,0,0,0,0,0,.274,.324,.447,.771,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.125,0.125,0.349,,,,,,,0.283,0.522,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/17,6:35 PM.,WSH,PHI,home,Cloudy.,78,669022,2B,3,0,1,0,0,0,1,1,0,0,2,.270,.321,.446,.767,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,,,,0.28,0.48,0.512,0.255,0.422,0.323,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/15,6:41 PM.,WSH,PHI,home,Partly Cloudy.,84,680730,2B,1,0,0,0,0,0,0,0,0,1,1,.269,.321,.448,.769,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,0.486,,0.098,0.225,,0.07,,,-0.73,0.47,,92.5,,,,84.5,80.5,0.276,0.425,0.12,0.252,0.36,0.263,,,,,,,0.238,0.429,0.364,,,,,,,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,,,,,,,
2024/08/14,6:41 PM.,MIA,PHI,home,Partly Cloudy.,84,665795,SS,4,1,0,0,0,0,0,0,0,1,4,.270,.323,.450,.773,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,0.091,0.274,,0.085,0.217,0.332,-1.63,,0.07,1.65,-0.03,0.15,96.3,,93.0,96.7,89.2,84.8,0.304,0.543,0.164,0.206,0.426,0.394,0.231,0.333,0.151,0.206,0.321,0.338,0.129,0.226,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/09,6:40 PM.,AZ,PHI,away,Roof Closed.,78,669194,2B,1,0,0,0,0,0,0,0,0,1,1,.276,.329,.459,.788,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.057,0.099,0.64,-0.85,,-0.66,1.81,-2.35,95.2,91.2,83.0,,83.8,77.8,0.249,0.418,0.195,0.138,0.207,0.148,,,,0.302,0.587,0.203,0.226,0.34,0.156,0.4,0.733,0.167,0.317,0.508,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/08,6:40 PM.,AZ,PHI,away,Roof Closed.,78,656756,2B,5,0,2,1,0,0,1,0,0,1,2,.277,.330,.462,.792,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,,0.018,0.307,0.193,-0.02,,-2.11,3.84,-0.83,-1.92,92.1,,83.1,91.8,84.2,79.2,0.284,0.375,0.184,0.27,0.453,0.353,0.374,0.577,0.159,0.321,0.593,0.386,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,7:10 PM.,LAD,PHI,away,Clear.,80,477132,2B,4,1,2,0,0,1,3,1,0,2,3,.274,.329,.458,.787,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,0.006,0.351,,0.437,0.163,0.022,-2.61,,-2.44,-0.11,0.67,3.89,89.9,,84.2,90.2,86.0,72.1,0.429,0.514,0.078,0.174,0.348,0.317,,,,,,,0.281,0.421,0.264,,,,,,,61.0,72.0,74.0,0.022,-4.62,82.9,0.333,0.333,0.375,,,,,,,,,,,,,,,,,,
2024/08/03,6:42 PM.,SEA,PHI,away,Partly Cloudy.,72,682243,3B,0,0,0,0,0,0,0,0,0,0,0,.269,.325,.441,.766,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,,1.53,0.14,1.55,-0.21,,,95.2,92.1,,94.7,84.5,,0.184,0.348,0.266,0.231,0.308,0.378,0.248,0.358,0.092,,,,0.243,0.568,0.261,0.24,0.4,0.188,0.25,0.333,0.207,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,,,,92.0,104.0,111.0,,0.044,,-0.4,,85.0,,,,,,
2024/08/02,6:41 PM.,SEA,PHI,away,Clear.,77,693433,SS,1,0,0,0,0,0,0,0,0,0,1,.269,.325,.441,.766,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,,0.094,1.44,,1.85,1.23,,0.0,94.8,,89.6,94.7,84.2,,0.218,0.355,0.273,,,,0.234,0.315,0.097,0.186,0.373,0.207,0.265,0.529,0.241,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,12:38 PM.,NYY,PHI,home,Partly Cloudy.,87,641482,SS,4,0,0,0,0,0,0,0,0,1,2,.270,.327,.443,.770,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,0.014,0.442,0.28,0.168,,0.097,0.25,1.32,1.37,-1.27,,-0.89,92.1,87.5,83.6,90.3,78.2,,0.235,0.443,0.215,,,,0.143,0.143,0.316,0.226,0.369,0.326,0.364,0.727,0.167,0.284,0.511,0.25,0.249,0.378,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,
