date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FO%,wFO/C,vFO
2024/09/16,6:39 PM.,LAA,CWS,away,Partly Cloudy.,68,672282,3B,4,0,0,0,0,0,0,0,0,0,1,.162,.254,.272,.526,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,,,,117.0,106.0,114.0,,,,,,0.244,0.142,,,-0.44,-1.18,,84.7,,86.2,,,,0.22,0.39,0.368,,,,0.351,0.544,0.319,89.0,100.0,103.0,86.0,96.0,92.0,0.468,,0.146,-0.56,,-3.5,93.8,,75.0,0.278,0.508,0.253,,,,0.37,0.804,0.216,,,,,,,,,,,,,,,,,,
2024/09/13,6:40 PM.,OAK,CWS,home,Partly Cloudy.,78,669620,3B,3,0,1,0,0,0,0,0,0,1,0,.166,.259,.278,.537,669620,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,43.0,110.0,99.0,,,,102.0,107.0,103.0,0.023,0.18,,0.123,-2.37,-1.21,,-3.63,88.1,86.4,92.0,,0.385,0.615,0.308,,,,,,,0.357,0.571,0.227,79.0,112.0,110.0,77.0,100.0,95.0,0.469,,0.206,2.37,,1.0,92.2,,76.4,0.225,0.325,0.165,,,,0.2,0.2,0.385,,,,,,,,,,,,,,,,,,
2024/09/11,1:11 PM.,CLE,CWS,home,Partly Cloudy.,81,571510,3B,4,0,0,0,0,0,1,0,0,2,2,.163,.258,.277,.535,571510,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.72,3.1,39.2,102.0,75.0,95.0,0.715,10.44,2.95,7.26,0.91,0.66,0.286,0.324,0.21,0.295,0.411,83.0,105.0,100.0,78.0,101.0,90.0,74.0,101.0,98.0,,,,0.102,,0.173,0.262,,-2.47,1.14,0.04,,80.9,91.8,79.5,,,,0.148,0.222,0.449,0.32,0.64,0.071,0.261,0.37,0.352,85.0,100.0,98.0,66.0,100.0,91.0,0.383,,0.081,1.47,,1.41,92.0,,74.1,0.15,0.25,0.246,,,,0.167,0.25,0.474,,,,,,,,,,,,,,,,,,
2024/09/09,6:39 PM.,CLE,CWS,home,Clear.,79,676282,3B,3,0,0,0,0,0,0,0,0,3,0,.167,.263,.284,.547,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,,,,112.0,104.0,103.0,,,,,,0.084,0.276,,,2.07,0.26,,77.8,,82.6,,,,0.188,0.375,0.424,,,,0.216,0.324,0.437,95.0,109.0,105.0,96.0,91.0,87.0,0.488,,0.152,-1.29,,1.01,92.2,,76.2,0.292,0.585,0.22,,,,0.172,0.276,0.271,,,,,,,,,,,,,,,,,,
2024/09/08,1:36 PM.,BOS,CWS,away,Sunny.,69,690916,3B,2,0,0,0,0,0,0,0,1,1,0,.170,.268,.289,.557,690916,richardfitts,Fitts,Right,Richard Fitts,BOS,1.74,4.0,20.2,104.0,112.0,106.0,0.872,3.92,3.05,8.27,0.0,0.83,0.406,0.319,0.145,0.261,0.443,,,,,,,126.0,113.0,114.0,,,,,,0.446,,,,1.91,,,,,85.2,,,,0.259,0.296,0.149,,,,,,,,,,102.0,98.0,97.0,0.446,0.108,,1.1,-3.33,,94.5,88.7,,0.2,0.267,0.162,0.231,0.231,0.13,,,,0.5,0.5,0.143,,,,,,,,,,107.0,103.0,116.0,,,
2024/09/07,7:15 PM.,BOS,CWS,away,Cloudy.,71,681867,3B,4,0,0,0,0,0,0,0,0,2,3,.172,.267,.293,.560,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,0.154,0.288,0.261,0.64,0.48,-1.92,0.55,86.4,84.4,89.1,77.1,0.163,0.306,0.294,0.429,0.857,0.154,0.33,0.511,0.073,0.256,0.338,0.171,,,,,,,,,,,,,,,,,,,0.287,0.479,0.207,,,,,,,,,,,,,,,,,,,,,
2024/09/03,6:36 PM.,BAL,CWS,away,Clear.,73,700249,3B,0,0,0,0,0,0,0,0,0,0,0,.176,.273,.301,.574,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,0.084,0.075,0.13,0.109,-3.12,0.86,-0.43,-2.05,88.3,86.1,91.5,82.6,0.333,0.81,0.288,,,,0.2,0.24,0.103,0.25,0.542,0.235,93.0,101.0,104.0,81.0,97.0,93.0,0.407,,0.196,0.56,,-2.26,92.4,,76.3,0.223,0.379,0.185,0.232,0.411,0.276,0.333,0.517,0.269,,,,,,,,,,,,,,,,,,
2024/09/02,3:07 PM.,BAL,CWS,away,Sunny.,81,669203,3B,3,0,1,0,0,0,0,1,0,1,1,.176,.273,.301,.574,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.11,1.37,-0.5,0.7,0.2,95.3,89.2,97.0,87.2,0.251,0.362,0.19,0.196,0.268,0.463,0.235,0.412,0.157,0.194,0.339,0.377,109.0,101.0,106.0,,,,,,0.215,,,0.44,,,80.3,,,,0.125,0.5,0.457,0.2,0.326,0.378,,,,,,,,,,,,,,,,,,
2024/09/01,1:10 PM.,NYM,CWS,home,Sunny.,73,640455,3B,3,0,1,0,0,0,0,0,0,0,2,.173,.272,.300,.572,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.071,0.251,0.118,0.97,1.36,0.37,-1.19,88.4,85.3,92.3,79.5,0.222,0.25,0.179,0.174,0.435,0.32,0.201,0.333,0.21,0.25,0.438,0.254,,,,88.0,103.0,99.0,0.113,,,1.13,,,92.3,,,0.167,0.295,0.311,0.193,0.311,0.388,,,,,,,,,,,,,,,,,,,,,
2024/08/31,6:10 PM.,NYM,CWS,home,Clear.,82,500779,3B,2,1,1,1,0,0,1,0,1,0,1,.170,.271,.299,.570,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,76.0,97.0,91.0,,,,,,,0.304,,,0.193,,0.82,,0.5,,85.7,90.8,,,,,,,,0.249,0.431,0.131,0.203,0.26,0.367,110.0,100.0,99.0,70.0,92.0,85.0,0.225,,0.278,-0.32,,-0.04,90.7,,77.7,0.227,0.427,0.169,,,,0.265,0.444,0.264,,,,0.195,0.366,0.284,,,,,,,,,,,,
2024/08/30,7:10 PM.,NYM,CWS,home,Partly Cloudy.,80,656731,3B,3,0,0,0,0,0,0,0,0,1,2,.166,.259,.290,.549,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,0.098,0.136,0.132,0.015,-1.19,3.24,-0.85,-4.39,90.1,87.2,94.6,85.1,0.326,0.565,0.27,0.233,0.302,0.291,0.206,0.206,0.184,0.5,0.5,0.111,91.0,77.0,82.0,112.0,99.0,101.0,0.467,0.073,0.078,0.29,-1.25,-0.37,95.7,84.7,78.0,0.228,0.35,0.292,0.25,1.0,0.167,0.188,0.313,0.333,0.143,0.393,0.429,,,,,,,,,,105.0,93.0,107.0,,,
2024/08/29,1:09 PM.,TEX,CWS,home,Sunny.,81,543135,3B,2,0,0,0,0,0,0,0,1,2,0,.169,.264,.296,.560,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.148,0.033,,-1.41,,-0.69,,91.4,,,86.3,0.327,0.624,0.2,0.269,0.462,0.25,,,,,,,99.0,104.0,104.0,75.0,105.0,98.0,0.374,0.308,0.137,0.83,1.55,-0.79,95.4,88.4,76.7,0.212,0.335,0.178,,,,0.214,0.471,0.355,0.2,0.286,0.368,,,,,,,,,,127.0,101.0,110.0,,,
2024/08/28,7:22 PM.,TEX,CWS,home,Partly Cloudy.,78,683004,3B,4,0,0,0,0,0,0,0,0,1,2,.171,.263,.300,.563,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,106.0,77.0,85.0,,,,118.0,104.0,109.0,58.0,65.0,57.0,,0.018,0.291,0.058,-13.12,,-0.99,1.36,91.1,89.5,,86.8,,,,0.286,0.429,0.218,,,,0.125,0.125,0.357,90.0,95.0,100.0,133.0,98.0,105.0,0.519,,0.114,-2.71,,0.97,96.4,,81.4,0.35,0.625,0.289,,,,0.118,0.294,0.387,,,,,,,,,,,,,,,,,,
2024/08/27,7:10 PM.,TEX,CWS,home,Cloudy.,77,571760,3B,3,1,1,1,0,0,0,0,1,1,2,.176,.269,.309,.578,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.001,0.278,0.17,-19.13,-4.52,-0.26,0.46,86.6,83.7,92.2,82.5,,,,0.26,0.385,0.365,0.455,0.455,0.125,0.239,0.384,0.243,126.0,105.0,103.0,77.0,102.0,98.0,0.501,,0.036,0.15,,-3.31,91.5,,75.6,0.23,0.412,0.213,,,,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,
2024/08/25,1:10 PM.,DET,CWS,home,Sunny.,90,689225,3B,4,1,1,0,0,0,0,0,0,1,3,.173,.263,.301,.564,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,84.0,106.0,97.0,122.0,93.0,100.0,,,,0.159,,0.173,0.265,,2.22,-1.62,0.26,,88.4,95.5,86.1,,,,0.241,0.552,0.271,0.235,0.294,0.116,0.212,0.4,0.319,,,,120.0,99.0,101.0,0.404,,,0.99,,,95.9,,,0.222,0.272,0.212,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/24,6:10 PM.,DET,CWS,home,Cloudy.,86,669373,3B,4,0,0,0,0,0,0,0,0,1,1,.171,.264,.302,.566,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,,0.149,0.271,,1.25,0.78,1.13,,86.3,96.6,88.7,,,,0.169,0.364,0.346,0.207,0.305,0.16,0.216,0.322,0.461,,,,112.0,104.0,103.0,0.332,,,1.84,,,96.8,,,0.197,0.286,0.277,,,,0.158,0.316,0.175,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024/08/20,6:45 PM.,SF,CWS,away,Clear.,69,592662,3B,2,0,0,0,0,0,0,0,0,0,1,.176,.271,.312,.583,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,,,,99.0,91.0,91.0,,,,,,0.322,,,,0.18,,,,,88.4,,,,0.148,0.222,0.458,,,,,,,,,,96.0,98.0,96.0,0.528,,,0.46,,,94.1,,,0.167,0.367,0.264,,,,0.316,0.684,0.489,,,,,,,133.0,96.0,100.0,0.15,-2.65,83.5,,,,,,
2024/08/19,6:45 PM.,SF,CWS,away,Clear.,68,690986,3B,3,0,0,0,0,0,1,0,0,1,2,.179,.270,.317,.587,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,,,,93.0,107.0,97.0,,,,,,0.003,0.197,,,-11.71,-1.64,,84.8,,88.2,,,,0.333,0.667,0.5,,,,0.287,0.435,0.215,84.0,95.0,95.0,98.0,100.0,92.0,0.577,,0.223,0.2,,-0.22,92.5,,80.6,0.249,0.425,0.23,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,
2024/08/18,1:12 PM.,HOU,CWS,away,Roof Closed.,73,664285,3B,3,0,0,0,0,0,0,0,0,0,0,.183,.277,.325,.602,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,,0.043,0.175,,1.46,-0.2,0.62,,89.9,94.1,85.1,,,,0.233,0.467,0.383,0.276,0.399,0.116,0.226,0.278,0.354,129.0,96.0,108.0,60.0,102.0,94.0,0.012,,0.313,-4.64,,1.59,94.5,,79.7,0.4,1.0,0.273,,,,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,
2024/08/16,7:10 PM.,HOU,CWS,away,Roof Closed.,73,681293,3B,3,0,0,0,0,0,0,0,1,0,1,.188,.284,.333,.617,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,,,,117.0,93.0,101.0,66.0,98.0,96.0,,0.196,0.108,0.086,0.57,,0.99,-2.52,88.2,85.5,,80.8,0.248,0.444,0.228,,,,,,,0.395,0.512,0.378,118.0,98.0,104.0,91.0,100.0,99.0,0.41,,0.2,-1.33,,0.8,94.1,,78.4,0.303,0.528,0.198,0.113,0.226,0.386,0.171,0.282,0.424,,,,,,,,,,,,,,,,,,
2024/08/14,7:10 PM.,NYY,CWS,home,Partly Cloudy.,79,701542,3B,4,0,1,0,0,0,0,0,0,2,1,.193,.285,.342,.627,701542,willwarren,"Warren, W",Right,Will Warren,NYY,10.32,4.52,22.2,99.0,102.0,104.0,0.756,11.51,3.97,13.1,1.99,0.86,0.174,0.406,0.116,0.362,0.376,90.0,101.0,107.0,93.0,104.0,108.0,126.0,88.0,98.0,112.0,117.0,129.0,0.264,0.044,0.264,0.122,-5.11,-4.69,-2.61,-6.86,86.4,86.3,93.1,83.1,0.5,0.5,0.333,,,,0.485,0.818,0.164,0.545,1.0,0.32,,,,92.0,102.0,101.0,0.306,,,1.94,,,93.8,,,0.074,0.222,0.246,0.3,0.6,0.371,,,,,,,,,,,,,,,,,,,,,
2024/08/13,7:10 PM.,NYY,CWS,home,Clear.,80,641482,3B,3,0,1,0,0,0,0,0,1,1,0,.191,.286,.345,.631,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,0.014,0.28,0.168,0.097,1.32,1.37,-1.27,-0.89,87.5,83.6,90.3,78.2,0.249,0.378,0.251,0.364,0.727,0.167,0.143,0.143,0.316,0.226,0.369,0.326,,,,99.0,103.0,100.0,0.442,,,0.25,,,92.1,,,0.235,0.443,0.215,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,
