date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C
2024/09/15,1:10 PM.,HOU,LAA,home,Cloudy.,76,669854,DH,4,0,0,0,0,0,0,0,0,1,3,.185,.274,.338,.612,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,,,,0.383,,,0.302,0.094,-0.42,,,,2.24,2.55,93.4,,,,86.4,80.1,0.232,0.497,0.192,0.18,0.284,0.333,,,,,,,0.071,0.071,0.376,,,,119.0,104.0,108.0,0.221,-0.16,85.2,0.188,0.356,0.343,,,,,,,,,,,,,,,
2024/09/14,6:37 PM.,HOU,LAA,home,Clear.,72,434378,DH,3,0,0,0,0,0,0,0,0,1,2,.197,.290,.361,.651,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,110.0,101.0,97.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,,,,0.487,,,0.193,0.219,-0.59,,,,0.66,-1.46,93.5,,,,86.7,77.6,0.299,0.497,0.202,0.195,0.322,0.215,,,,,,,0.34,0.56,0.22,,,,115.0,101.0,104.0,0.101,-0.58,84.0,0.235,0.353,0.253,,,,,,,,,,,,,,,
2024/09/11,6:10 PM.,MIN,LAA,away,Clear.,85,805673,DH,3,1,2,0,0,0,0,0,1,0,0,.207,.292,.379,.671,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,107.0,117.0,117.0,95.0,99.0,97.0,,,,114.0,100.0,105.0,96.0,101.0,95.0,,,,,0.428,0.162,,0.259,0.071,-1.19,-1.3,,,-1.68,-5.76,94.9,90.9,,,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,,,,0.4,0.667,0.174,,,,88.0,87.0,93.0,0.079,-3.13,85.8,0.222,0.333,0.313,,,,,,,,,,,,,,,
2024/09/10,6:41 PM.,MIN,LAA,away,Partly Cloudy.,78,641154,DH,4,0,3,0,0,0,0,0,0,1,0,.182,.262,.364,.626,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,,,,0.073,0.407,,,0.219,0.1,1.65,,,-2.77,-0.84,-1.28,95.0,,,94.5,84.5,82.4,0.208,0.352,0.259,,,,,,,,,,0.23,0.446,0.341,0.426,0.639,0.142,95.0,104.0,105.0,0.201,-0.14,88.5,0.281,0.359,0.249,,,,0.239,0.436,0.331,,,,,,,,,
2024/09/09,6:41 PM.,MIN,LAA,away,Clear.,80,701581,DH,4,1,2,1,0,1,2,0,0,2,2,.137,.228,.333,.561,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,,,,,,,0.402,,,0.318,,-0.79,,,,1.48,,94.7,,,,86.1,,0.304,0.544,0.194,0.207,0.315,0.291,,,,,,,,,,,,,72.0,105.0,105.0,0.28,-1.14,88.4,0.237,0.463,0.394,,,,,,,,,,,,,,,
2024/09/07,6:08 PM.,TEX,LAA,away,Clear.,85,683004,DH,2,0,0,0,0,0,0,0,2,0,1,.106,.208,.234,.442,683004,jackleiter,Leiter,Right,Jack Leiter,TEX,8.83,6.25,35.2,97.0,121.0,103.0,0.745,7.82,4.29,11.1,1.77,0.88,0.248,0.38,0.149,0.322,0.402,90.0,95.0,100.0,133.0,98.0,105.0,,,,118.0,104.0,109.0,58.0,65.0,57.0,,,,,0.519,0.018,,0.291,0.114,-2.71,-13.12,,,-0.99,0.97,96.4,91.1,,,86.8,81.4,0.35,0.625,0.289,0.286,0.429,0.218,,,,,,,0.118,0.294,0.387,,,,106.0,77.0,85.0,0.058,1.36,89.5,0.125,0.125,0.357,,,,,,,,,,,,,,,
2024/09/06,7:07 PM.,TEX,LAA,away,Roof Closed.,74,642520,DH,3,1,1,0,0,0,0,0,1,0,1,.111,.184,.244,.428,642520,gersongarabito,Garabito,Right,Gerson Garabito,TEX,4.78,6.62,26.1,101.0,97.0,100.0,0.8,7.52,4.1,7.86,1.37,0.84,0.195,0.481,0.143,0.299,0.392,109.0,110.0,111.0,97.0,99.0,96.0,85.0,110.0,106.0,83.0,60.0,69.0,,,,,,,0.104,0.392,,,0.049,0.339,-1.82,,,1.24,-2.94,2.75,93.3,,,92.1,88.7,82.1,0.333,0.7,0.163,0.0,0.0,0.111,,,,,,,0.171,0.171,0.297,0.333,0.333,0.105,74.0,90.0,85.0,0.116,-1.78,86.6,0.2,0.467,0.222,,,,,,,,,,,,,,,
2024/09/04,6:40 PM.,LAD,LAA,home,Clear.,93,676272,DH,4,1,1,0,0,1,1,0,0,1,3,.095,.156,.238,.394,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,,,,,,,0.136,0.379,,,0.096,0.19,-1.44,,,-4.54,-3.17,-1.0,97.6,,,97.3,88.6,79.8,0.327,0.634,0.167,0.333,0.619,0.275,,,,,,,0.357,0.536,0.286,0.433,0.9,0.174,104.0,91.0,96.0,0.199,0.29,86.4,0.13,0.217,0.41,,,,,,,,,,,,,,,
2024/09/03,6:39 PM.,LAD,LAA,home,Clear.,82,621111,DH,4,0,0,0,0,0,0,0,0,2,2,.079,.146,.158,.304,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,,,,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,103.0,103.0,100.0,,,,0.163,0.29,0.208,,0.095,,-2.43,1.62,,-0.74,-0.87,,95.0,91.2,,94.8,82.9,,0.342,0.696,0.169,1.0,2.5,0.25,0.238,0.397,0.215,,,,0.278,0.481,0.267,0.291,0.327,0.115,70.0,100.0,89.0,0.052,-5.9,90.0,0.455,0.773,0.088,,,,0.121,0.303,0.294,100.0,98.0,105.0,0.192,-1.56,78.0,,,
2024/08/30,6:39 PM.,SEA,LAA,home,Clear.,73,669923,DH,4,0,0,0,0,0,0,0,0,1,1,.088,.162,.176,.338,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,109.0,100.0,108.0,0.236,0.339,0.004,0.102,0.237,,0.46,0.79,-2.05,1.5,1.28,,96.0,92.3,86.0,96.0,87.2,,0.221,0.458,0.291,0.226,0.316,0.271,,,,0.253,0.413,0.295,0.333,0.439,0.286,0.263,0.354,0.105,,,,,,,,,,,,,,,,114.0,110.0,113.0,0.082,-1.95,83.4,73.9,0.0,-3.5
2024/08/29,1:10 PM.,DET,LAA,away,Overcast.,72,672456,DH,3,1,1,0,0,0,0,0,0,1,0,.100,.182,.200,.382,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,,,,0.078,0.421,,,0.28,,-0.19,,,1.09,0.02,,94.8,,,94.1,83.5,,0.27,0.486,0.18,0.235,0.391,0.259,,,,,,,0.269,0.615,0.224,0.32,0.32,0.038,83.0,95.0,94.0,0.109,-2.78,86.0,0.289,0.474,0.329,,,,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,
2024/08/28,8:30 PM.,DET,LAA,away,Cloudy.,79,669438,DH,3,0,1,0,0,0,0,0,0,2,2,.074,.167,.185,.352,669438,masonenglert,Englert,Right,Mason Englert,DET,5.4,5.78,21.2,102.0,96.0,103.0,0.737,6.65,2.08,9.55,1.66,0.84,0.239,0.465,0.113,0.31,0.378,83.0,112.0,118.0,76.0,98.0,89.0,78.0,94.0,90.0,108.0,104.0,113.0,,,,,,,0.104,0.268,0.137,,0.164,0.036,-0.96,-1.67,,-7.69,2.61,0.27,92.8,88.5,,91.0,84.5,81.1,0.269,0.615,0.075,0.222,0.222,0.486,0.3,0.7,0.261,,,,0.25,0.5,0.25,0.375,1.0,0.167,124.0,112.0,116.0,0.29,-0.44,86.1,0.238,0.429,0.377,,,,,,,,,,,,,,,
2024/08/25,1:40 PM.,TOR,LAA,away,Partly Cloudy.,73,592332,1B,3,0,0,0,0,0,0,0,0,1,0,.042,.148,.167,.315,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,88.0,108.0,106.0,0.054,0.528,,0.334,0.084,,0.43,,0.51,-3.21,-1.21,,93.9,,86.0,93.3,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,,,,0.169,0.262,0.335,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/24,3:08 PM.,TOR,LAA,away,Sunny.,76,670102,1B,3,0,0,0,0,0,0,0,0,2,0,.048,.167,.190,.357,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,99.0,94.0,100.0,94.0,106.0,107.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,109.0,105.0,110.0,0.029,0.513,,0.184,0.092,0.182,2.21,,1.44,1.45,-1.47,-1.71,92.9,,83.8,90.3,81.7,73.5,0.174,0.371,0.185,0.25,0.583,0.436,,,,0.169,0.169,0.225,0.308,0.558,0.243,0.182,0.455,0.067,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/23,7:10 PM.,TOR,LAA,away,Clear.,76,605135,DH,3,1,0,0,0,0,0,1,1,3,1,.056,.190,.222,.412,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,101.0,91.0,102.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,87.0,90.0,86.0,0.407,0.045,0.197,0.043,0.118,0.137,-1.6,0.44,-2.64,-0.08,-0.88,-0.09,92.6,89.6,84.1,92.5,77.2,71.0,0.242,0.394,0.25,0.375,0.781,0.096,0.188,0.316,0.268,0.303,0.364,0.167,0.221,0.351,0.292,0.327,0.423,0.128,75.0,87.0,84.0,0.053,-2.29,84.5,0.321,0.607,0.158,,,,0.154,0.231,0.458,,,,,,,,,
2024/08/22,7:07 PM.,TOR,LAA,away,Partly Cloudy.,75,621114,DH,4,1,1,0,0,1,3,0,0,0,2,.067,.176,.267,.443,621114,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.56,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,,,,79.0,94.0,91.0,,,,111.0,102.0,108.0,,,,,,,,0.395,,,0.605,,-0.36,,,,0.6,,94.1,,,,85.4,,0.256,0.465,0.224,0.214,0.369,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,7:10 PM.,KC,LAA,away,Clear.,76,547179,DH,4,0,0,0,0,0,0,0,0,2,1,.000,.154,.000,.154,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,,,,0.212,0.272,0.1,,0.149,0.079,1.0,0.04,,-0.25,-1.51,0.02,93.8,90.1,,93.6,83.9,81.7,0.155,0.309,0.184,0.368,0.632,0.253,0.235,0.51,0.236,,,,0.217,0.348,0.352,0.291,0.441,0.062,93.0,101.0,99.0,0.188,1.94,84.6,0.122,0.173,0.373,,,,0.19,0.429,0.291,,,,,,,,,
2024/08/19,7:10 PM.,KC,LAA,away,Clear.,84,607625,DH,2,0,0,0,0,0,0,0,1,2,0,.000,.222,.000,.222,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.24,0.082,0.026,0.135,0.262,0.7,2.86,0.07,0.65,-0.67,1.44,92.2,90.1,85.7,92.1,85.2,79.4,0.234,0.392,0.176,0.213,0.387,0.2,0.228,0.228,0.23,0.105,0.421,0.351,0.178,0.271,0.339,0.274,0.381,0.129,93.0,100.0,98.0,0.069,0.08,87.4,0.208,0.333,0.291,0.215,0.28,0.285,0.375,0.75,0.109,,,,,,,,,
2024/08/18,1:07 PM.,ATL,LAA,home,Sunny.,83,450203,DH,2,0,0,0,0,0,0,0,0,2,0,.000,.167,.000,.167,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,,,,0.099,0.289,0.078,,,0.424,-1.4,-0.75,,0.39,,0.78,94.1,88.5,,93.5,,81.5,0.281,0.517,0.193,,,,0.286,0.571,0.149,,,,0.2,0.309,0.342,0.333,0.433,0.07,86.0,97.0,93.0,0.11,-1.38,85.0,0.292,0.6,0.333,,,,,,,,,,,,,,,
2024/08/16,6:38 PM.,ATL,LAA,home,Partly Cloudy.,81,680885,DH,3,0,0,0,0,0,0,0,1,2,1,.000,.250,.000,.250,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,84.0,107.0,109.0,0.068,0.291,0.168,0.128,0.199,0.146,0.27,0.53,1.96,-0.12,0.61,0.29,96.1,92.9,84.5,95.1,87.3,80.6,0.24,0.448,0.205,0.225,0.333,0.279,0.27,0.5,0.199,0.147,0.235,0.463,0.236,0.436,0.409,0.231,0.385,0.078,,,,,,,,,,,,,,,,,,,,,,,,
