date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/05/06,6:41 PM.,TEX,OAK,home,Partly Cloudy.,59,571760,LF,2,0,0,0,0,0,1,0,0,1,0,.250,.327,.477,.804,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,79.0,100.0,103.0,,,,20.0,51.0,51.0,0.501,0.001,0.278,,0.17,0.15,-19.13,-0.26,,0.46,91.5,86.6,83.7,82.5,,0.26,0.385,0.365,0.23,0.412,0.213,0.239,0.384,0.243,0.5,1.1,0.188,,,,,,,126.0,105.0,103.0,34.0,82.0,74.0,0.014,0.036,-4.52,-3.31,92.2,75.6,0.455,0.455,0.125,,,,,,,,,,,,
2024/05/04,4:30 PM.,MIA,OAK,home,Cloudy.,56,669432,LF,3,1,1,0,0,0,1,0,0,0,0,.262,.347,.500,.847,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,66.0,101.0,93.0,74.0,93.0,91.0,,,,,,,0.317,,0.206,,0.238,-0.26,,-1.99,,-1.32,91.9,,85.6,82.4,,0.312,0.506,0.259,0.252,0.467,0.234,0.295,0.396,0.238,,,,,,,,,,,,,86.0,97.0,92.0,0.24,,-0.36,,91.5,,0.292,0.492,0.1,,,,,,,,,,,,
2024/05/03,6:40 PM.,MIA,OAK,home,Clear.,61,677960,CF,3,0,1,0,0,0,1,0,0,2,0,.256,.333,.513,.846,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,120.0,87.0,98.0,,,,,,,0.397,,0.222,,0.26,-0.81,,0.49,,1.39,95.9,,86.4,82.9,,0.25,0.5,0.5,0.319,0.451,0.141,0.193,0.367,0.379,,,,,,,0.118,0.176,0.51,,,,82.0,98.0,95.0,0.121,,0.13,,94.5,,0.259,0.5,0.063,,,,,,,,,,,,
2024/05/01,12:37 PM.,PIT,OAK,home,Sunny.,71,682990,LF,0,1,0,0,0,0,0,1,0,0,0,.250,.333,.528,.861,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,59.0,103.0,93.0,108.0,103.0,106.0,,,,,,,0.144,,0.279,,0.129,-1.72,,-0.99,,1.51,93.0,,88.5,87.1,,0.246,0.443,0.254,0.4,0.4,0.186,0.161,0.194,0.212,0.375,0.5,0.438,,,,,,,98.0,99.0,101.0,99.0,100.0,94.0,0.302,0.145,0.06,-1.2,93.1,80.6,0.29,0.493,0.132,,,,,,,,,,,,
2024/04/30,6:40 PM.,PIT,OAK,home,Clear.,64,656605,LF,0,0,0,0,0,0,0,0,1,0,0,.250,.333,.528,.861,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,86.0,103.0,96.0,129.0,100.0,109.0,,,,96.0,99.0,98.0,0.304,0.122,0.25,,0.008,0.3,-1.0,-1.04,,-12.5,94.4,90.4,89.8,84.7,,0.338,0.636,0.248,0.257,0.4,0.24,0.667,1.333,0.0,0.233,0.442,0.293,0.272,0.593,0.195,0.204,0.331,0.25,111.0,96.0,104.0,82.0,102.0,94.0,0.22,0.096,-0.26,-0.11,93.4,78.4,0.266,0.405,0.125,,,,,,,,,,,,
2024/04/29,6:40 PM.,PIT,OAK,home,Clear.,63,663559,LF,4,1,1,1,0,0,1,1,0,2,0,.250,.317,.528,.845,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,91.0,96.0,96.0,,,,,,,0.484,,0.216,,,0.38,,0.27,,,91.8,,,86.1,,0.245,0.304,0.287,0.255,0.41,0.166,,,,0.305,0.61,0.207,,,,,,,100.0,99.0,98.0,99.0,101.0,99.0,0.142,0.152,1.23,-1.24,92.0,77.7,0.26,0.448,0.157,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,
2024/04/28,1:37 PM.,BAL,OAK,away,Sunny.,78,544150,CF,2,0,0,0,0,0,0,0,0,1,0,.250,.324,.531,.855,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,0.5,0.195,,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,,,,0.276,0.469,0.228,0.274,0.434,0.228,0.174,0.348,0.252,0.24,0.365,0.308,,,,94.0,99.0,98.0,,,,,0.132,,0.41,,79.0,,,,,,,,,,,,,,,
2024/04/27,4:06 PM.,BAL,OAK,away,Cloudy.,61,608344,LF,4,0,1,0,0,0,0,0,0,1,2,.267,.343,.567,.910,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,85.0,121.0,119.0,,,,86.0,102.0,91.0,0.264,0.109,0.041,,0.134,-1.16,-0.64,-3.18,,-1.52,91.9,85.9,84.9,78.1,,0.25,0.438,0.196,0.296,0.592,0.163,0.282,0.474,0.243,0.283,0.424,0.189,0.327,0.551,0.181,,,,102.0,98.0,102.0,75.0,101.0,89.0,0.2,0.252,-0.49,-0.38,91.5,77.3,0.307,0.485,0.088,,,,,,,,,,,,
2024/04/26,7:05 PM.,BAL,OAK,away,Clear.,60,669203,LF,3,0,0,0,0,0,0,0,0,1,1,.269,.355,.615,.970,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,,0.45,0.146,,0.11,,1.37,0.7,,0.2,,95.3,89.2,87.2,,0.196,0.268,0.463,,,,0.194,0.339,0.377,0.2,0.326,0.378,0.251,0.362,0.19,0.125,0.5,0.457,109.0,101.0,106.0,104.0,95.0,89.0,0.078,0.215,-0.5,0.44,97.0,80.3,0.235,0.412,0.157,,,,,,,,,,,,
2024/04/25,7:08 PM.,NYY,OAK,away,Clear.,51,641482,LF,3,0,0,0,0,0,0,0,0,1,2,.304,.393,.696,1.089,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,99.0,98.0,101.0,,,,109.0,100.0,102.0,0.442,0.28,0.168,,0.097,0.25,1.32,-1.27,,-0.89,92.1,87.5,83.6,78.2,,0.364,0.727,0.167,0.235,0.443,0.215,0.226,0.369,0.326,,,,0.249,0.378,0.251,0.284,0.511,0.25,,,,86.0,116.0,113.0,0.014,,1.37,,90.3,,0.143,0.143,0.316,,,,,,,,,,,,
2024/04/23,7:08 PM.,NYY,OAK,away,Partly Cloudy.,53,573186,CF,4,0,1,0,0,0,0,0,0,2,1,.350,.440,.800,1.240,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,93.0,102.0,102.0,,,,106.0,101.0,99.0,0.032,0.182,0.16,,,-4.01,-0.26,-2.37,,,89.9,88.1,,85.3,,0.258,0.386,0.272,0.455,0.636,0.259,,,,0.0,0.0,0.265,0.296,0.519,0.187,,,,94.0,89.0,94.0,90.0,94.0,90.0,0.351,0.165,-0.03,-0.03,90.0,81.3,0.306,0.466,0.12,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313
2024/04/22,1:07 PM.,NYY,OAK,away,Sunny.,54,607074,CF,0,0,0,0,0,0,0,0,2,0,0,.375,.476,.938,1.414,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,144.0,104.0,113.0,,,,100.0,83.0,82.0,0.494,0.035,0.26,,0.129,0.05,-3.11,-0.4,,1.44,95.4,91.8,85.5,86.8,,0.199,0.361,0.393,0.262,0.514,0.214,0.188,0.247,0.495,0.281,0.531,0.276,0.353,0.647,0.255,,,,103.0,86.0,93.0,,,,,0.083,,-1.32,,81.0,,,,,,,,,,,,,,,
2024/04/20,6:10 PM.,CLE,OAK,away,Partly Cloudy.,47,671106,CF,2,0,1,0,0,0,0,0,1,0,0,.375,.389,.938,1.327,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,89.0,98.0,86.0,,,,91.0,97.0,96.0,0.484,0.146,0.187,,0.183,-1.54,-0.03,-2.55,,-0.92,91.2,85.3,81.7,78.6,,,,,0.342,0.609,0.147,0.237,0.438,0.269,,,,0.245,0.491,0.202,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/17,12:37 PM.,STL,OAK,home,Partly Cloudy.,68,571927,LF,5,2,1,0,0,1,2,1,0,0,4,.357,.333,1.000,1.333,571927,stevenmatz,Matz,Left,Steven Matz,STL,5.08,4.65,44.1,104.0,86.0,100.0,0.832,6.7,3.05,9.95,1.42,1.12,0.271,0.357,0.207,0.214,0.456,99.0,107.0,102.0,,,,85.0,90.0,94.0,,,,,,,,,0.069,,0.257,,,-1.16,,-2.61,,,83.3,88.1,,0.385,0.462,0.192,,,,0.3,0.567,0.272,0.385,0.385,0.048,,,,,,,108.0,102.0,106.0,78.0,105.0,100.0,0.598,0.076,0.6,-1.14,93.9,77.6,0.247,0.412,0.15,,,,,,,,,,,,
2024/04/16,6:40 PM.,STL,OAK,home,Partly Cloudy.,68,458681,CF,1,0,0,0,0,0,0,0,0,1,0,.444,.400,1.111,1.511,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,85.0,102.0,97.0,102.0,101.0,109.0,,,,91.0,101.0,94.0,0.472,0.223,0.013,,0.063,0.87,-1.03,-1.62,,-2.47,92.3,88.1,84.8,82.0,,,,,0.199,0.393,0.287,0.292,0.292,0.225,0.211,0.342,0.203,0.317,0.426,0.262,0.25,0.25,0.0,112.0,96.0,99.0,66.0,93.0,84.0,0.167,0.062,-0.46,-1.98,91.2,80.4,0.284,0.469,0.11,,,,,,,,,,,,
2024/04/15,6:40 PM.,STL,OAK,home,Partly Cloudy.,61,543243,LF,1,1,1,0,0,1,1,0,0,0,0,.500,.444,1.250,1.694,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,107.0,97.0,101.0,152.0,114.0,125.0,,,,92.0,98.0,96.0,0.239,0.178,0.201,0.0,0.064,-0.05,0.19,0.94,-2.42,-2.25,92.4,87.7,88.3,84.8,75.4,,,,0.333,0.567,0.182,0.357,0.714,0.328,0.21,0.452,0.331,0.287,0.494,0.308,0.142,0.205,0.444,119.0,96.0,97.0,93.0,114.0,112.0,0.178,0.139,1.64,0.7,92.7,80.0,0.2,0.385,0.208,,,,,,,,,,,,
2024/03/31,1:07 PM.,CLE,OAK,home,Partly Cloudy.,58,471911,LF,4,2,2,0,1,0,0,1,0,1,1,.429,.375,.857,1.232,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,62.0,95.0,86.0,96.0,104.0,108.0,,,,,,,0.26,,0.278,,0.23,-0.84,,-0.96,,-1.09,91.6,,86.8,83.5,,0.284,0.52,0.288,0.337,0.554,0.146,0.241,0.472,0.282,0.053,0.158,0.213,,,,0.25,0.313,0.357,103.0,103.0,105.0,90.0,95.0,89.0,0.165,0.067,-1.96,1.49,91.1,80.4,0.304,0.609,0.13,,,,,,,,,,,,
2024/03/29,6:39 PM.,CLE,OAK,home,Partly Cloudy.,54,671106,LF,2,0,1,1,0,0,1,0,0,0,0,.333,.250,.667,.917,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,89.0,98.0,86.0,,,,91.0,97.0,96.0,0.484,0.146,0.187,,0.183,-1.54,-0.03,-2.55,,-0.92,91.2,85.3,81.7,78.6,,,,,0.342,0.609,0.147,0.237,0.438,0.269,,,,0.245,0.491,0.202,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/28,7:10 PM.,CLE,OAK,home,Cloudy.,55,669456,LF,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,0.0,2.76,12.0,102.0,98.0,100.0,0.646,15.0,0.75,7.5,0.0,3.0,0.25,0.333,0.167,0.375,0.386,59.0,101.0,105.0,92.0,103.0,95.0,120.0,103.0,108.0,138.0,91.0,91.0,75.0,107.0,102.0,0.416,0.096,0.247,0.108,0.133,0.62,2.96,6.64,-1.69,-1.65,92.0,86.6,89.0,85.3,82.8,0.125,0.188,0.64,0.308,0.462,0.167,0.375,0.5,0.417,0.0,0.0,0.0,0.25,0.25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
