date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/14,6:09 PM.,CHC,COL,home,Clear.,87,592791,PH,1,1,1,0,0,1,2,0,0,0,0,.248,.302,.533,.835,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,104.0,111.0,113.0,66.0,106.0,96.0,104.0,116.0,120.0,,,,0.296,,0.155,0.147,-0.27,,0.65,-1.04,92.3,,80.4,79.5,0.287,0.497,0.147,,,,0.232,0.424,0.23,,,,78.0,102.0,95.0,74.0,104.0,92.0,92.0,103.0,98.0,0.109,0.251,0.043,2.12,1.47,-2.45,86.5,86.0,92.5,0.219,0.297,0.085,0.252,0.31,0.191,0.273,0.576,0.148,,,,,,,0.183,0.296,0.317,,,,,,,,,
2024/09/12,1:10 PM.,DET,COL,away,Sunny.,82,669373,PH,1,0,0,0,0,0,0,0,0,0,0,.240,.296,.500,.796,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,1.84,,0.78,,96.8,,88.7,,0.197,0.286,0.277,,,,0.158,0.316,0.175,0.169,0.364,0.346,97.0,104.0,114.0,95.0,105.0,104.0,,,,0.205,,0.271,,1.25,1.13,,86.3,96.6,0.207,0.305,0.16,,,,0.216,0.322,0.461,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,
2024/09/10,6:40 PM.,DET,COL,away,Clear.,77,672456,LF,3,0,0,0,0,0,0,0,0,1,0,.243,.298,.505,.803,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,,,,92.0,100.0,96.0,110.0,99.0,104.0,,,,0.421,,0.28,,-0.19,,0.02,,94.8,,83.5,,0.27,0.486,0.18,,,,0.269,0.615,0.224,0.235,0.391,0.259,83.0,95.0,94.0,90.0,101.0,97.0,,,,0.078,,0.109,,1.09,-2.78,,86.0,94.1,0.32,0.32,0.038,,,,0.289,0.474,0.329,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,
2024/09/08,1:11 PM.,MIL,COL,away,Partly Cloudy.,70,642547,CF,4,1,1,0,0,1,3,0,0,2,2,.250,.306,.520,.826,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,104.0,106.0,110.0,112.0,99.0,101.0,98.0,99.0,105.0,,,,0.539,,0.217,0.07,0.05,,-0.09,0.36,94.3,,81.4,78.1,0.239,0.424,0.252,,,,0.182,0.341,0.372,0.203,0.384,0.41,84.0,92.0,88.0,,,,,,,,,0.175,,,0.84,,87.7,,,,,,,,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,
2024/09/07,6:11 PM.,MIL,COL,away,Roof Closed.,64,668964,CF,2,1,1,0,0,1,1,0,0,1,0,.250,.308,.500,.808,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,73.0,99.0,104.0,87.0,105.0,100.0,92.0,106.0,103.0,,,,0.401,,0.21,0.041,0.58,,1.43,-3.19,92.9,,85.5,77.8,0.239,0.436,0.194,,,,0.421,0.579,0.194,0.198,0.255,0.248,109.0,86.0,90.0,71.0,92.0,74.0,96.0,100.0,91.0,0.005,0.23,0.114,-0.75,11.28,1.18,89.2,81.1,91.5,0.0,0.0,0.0,0.336,0.518,0.123,0.083,0.083,0.444,,,,,,,,,,,,,,,,,,
2024/09/06,5:12 PM.,MIL,COL,away,Roof Closed.,72,593423,LF,3,0,0,0,0,0,0,0,0,2,0,.245,.305,.468,.773,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,117.0,103.0,106.0,119.0,99.0,105.0,0.332,0.183,0.107,,-0.02,-0.23,-1.94,,95.6,86.0,85.4,,0.206,0.367,0.231,0.218,0.297,0.426,,,,0.288,0.577,0.325,,,,83.0,100.0,98.0,109.0,95.0,95.0,0.191,0.187,,-1.4,1.13,,90.4,,94.8,0.248,0.407,0.113,0.326,0.609,0.223,,,,,,,,,,,,,,,,,,,,,
2024/09/04,7:21 PM.,ATL,COL,away,Partly Cloudy.,80,450203,RF,2,1,1,0,1,0,1,0,2,1,1,.253,.314,.484,.798,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,122.0,98.0,108.0,72.0,99.0,90.0,,,,,,,0.289,,,0.424,-1.4,,,0.78,94.1,,,81.5,0.281,0.517,0.193,,,,0.2,0.309,0.342,,,,86.0,97.0,93.0,79.0,96.0,88.0,73.0,92.0,86.0,0.099,0.078,0.11,-0.75,0.39,-1.38,88.5,85.0,93.5,0.333,0.433,0.07,0.286,0.571,0.149,0.292,0.6,0.333,,,,,,,,,,,,,,,,,,
2024/08/29,1:11 PM.,MIA,COL,home,Sunny.,82,678368,RF,4,1,1,0,0,0,0,0,0,0,3,.247,.296,.461,.757,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,93.0,94.0,94.0,54.0,102.0,84.0,100.0,105.0,104.0,,,,0.374,,0.103,0.125,-0.41,,0.03,-3.5,89.2,,77.7,73.7,0.247,0.454,0.133,,,,0.333,0.741,0.283,,,,99.0,95.0,96.0,,,,67.0,98.0,91.0,,0.253,0.144,1.23,,-3.12,82.8,81.1,,,,,0.205,0.438,0.163,0.326,0.488,0.296,,,,,,,0.233,0.433,0.286,,,,,,,,,
2024/08/27,6:40 PM.,MIA,COL,home,Clear.,84,682610,CF,4,1,1,0,0,1,1,0,0,1,2,.247,.298,.471,.769,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,96.0,97.0,94.0,103.0,94.0,100.0,,,,0.269,,0.198,,-3.28,,-2.57,,95.4,,85.7,,0.325,0.714,0.175,,,,,,,0.261,0.536,0.328,57.0,96.0,89.0,93.0,94.0,91.0,89.0,96.0,90.0,0.228,0.212,0.093,-0.08,-0.99,-2.82,89.8,89.3,94.9,0.27,0.554,0.109,0.229,0.471,0.313,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,
2024/08/26,6:40 PM.,MIA,COL,home,Partly Cloudy.,82,665795,CF,3,1,1,0,0,0,0,0,0,0,2,.247,.300,.444,.744,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,,,,0.274,,0.085,0.217,-1.63,,1.65,-0.03,96.3,,89.2,84.8,0.304,0.543,0.164,,,,0.206,0.426,0.394,0.129,0.226,0.313,96.0,98.0,103.0,110.0,94.0,95.0,,,,0.091,,0.332,,0.07,0.15,,93.0,96.7,0.231,0.333,0.151,,,,0.206,0.321,0.338,,,,,,,,,,,,,,,,,,
2024/08/22,1:05 PM.,WSH,COL,away,Partly Cloudy.,77,571578,RF,3,0,0,0,0,0,0,0,0,3,1,.244,.299,.449,.748,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,73.0,100.0,97.0,55.0,97.0,84.0,88.0,97.0,97.0,,,,0.076,,0.343,0.016,-1.46,,0.41,-2.3,91.3,,80.0,70.0,0.311,0.578,0.133,,,,0.5,1.25,0.526,0.216,0.335,0.354,87.0,96.0,96.0,71.0,103.0,92.0,76.0,107.0,98.0,0.338,0.192,0.034,-0.37,-1.9,-5.53,85.7,81.0,91.5,0.339,0.567,0.091,0.301,0.434,0.223,0.409,0.773,0.279,,,,0.001,4.71,63.2,,,,,,,,,,,,
2024/08/18,1:09 PM.,SD,COL,home,Sunny.,92,605397,RF,3,0,0,0,0,0,1,0,0,1,2,.253,.310,.467,.777,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,168.0,98.0,103.0,95.0,100.0,95.0,145.0,98.0,106.0,,,,0.246,,0.203,0.225,-0.74,,1.05,-0.1,93.0,,82.2,81.6,0.253,0.494,0.231,,,,0.203,0.319,0.328,,,,110.0,101.0,107.0,69.0,111.0,96.0,110.0,108.0,104.0,0.044,0.204,0.078,1.35,0.44,-3.1,89.7,87.1,92.6,0.348,0.435,0.146,0.298,0.405,0.25,0.353,0.618,0.379,,,,,,,0.169,0.351,0.338,,,,,,,,,
2024/08/14,12:40 PM.,AZ,COL,away,Roof Closed.,76,656756,RF,4,0,1,1,0,0,1,0,0,3,3,.264,.321,.486,.807,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,106.0,102.0,107.0,66.0,98.0,89.0,104.0,95.0,90.0,,,,0.173,,0.018,0.307,-0.02,,3.84,-0.83,92.1,,84.2,79.2,0.284,0.375,0.184,,,,0.27,0.453,0.353,0.0,0.0,0.5,97.0,100.0,92.0,89.0,95.0,93.0,,,,0.308,,0.193,,-2.11,-1.92,,83.1,91.8,0.374,0.577,0.159,,,,0.321,0.593,0.386,,,,,,,,,,,,,,,,,,
2024/08/12,6:40 PM.,AZ,COL,away,Roof Closed.,78,694297,LF,3,0,0,0,0,0,0,0,0,3,3,.265,.325,.485,.810,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,,,,0.334,0.006,0.273,0.053,0.37,0.45,-0.12,-1.37,93.8,89.6,84.8,80.8,0.265,0.466,0.224,0.2,0.8,0.0,0.429,0.571,0.295,,,,92.0,102.0,96.0,89.0,106.0,104.0,,,,0.222,,0.112,,-0.09,0.84,,87.5,93.7,0.286,0.365,0.119,,,,0.25,0.289,0.312,,,,,,,0.215,0.455,0.362,,,,,,,,,
2024/08/11,1:09 PM.,ATL,COL,home,Cloudy.,77,680885,LF,4,1,3,0,0,0,0,0,0,0,2,.277,.338,.508,.846,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,101.0,104.0,108.0,110.0,108.0,108.0,110.0,113.0,119.0,84.0,107.0,109.0,0.291,0.128,0.199,0.146,0.27,1.96,0.61,0.29,96.1,84.5,87.3,80.6,0.24,0.448,0.205,0.147,0.235,0.463,0.236,0.436,0.409,0.225,0.333,0.279,,,,93.0,102.0,101.0,94.0,104.0,100.0,0.068,0.168,,0.53,-0.12,,92.9,,95.1,0.231,0.385,0.078,0.27,0.5,0.199,,,,,,,,,,,,,,,,,,,,,
2024/08/10,6:10 PM.,ATL,COL,home,Cloudy.,71,608331,LF,4,2,3,2,0,1,5,0,0,0,1,.246,.314,.492,.806,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,,,,0.327,,0.115,0.21,0.63,,0.5,1.39,93.9,,82.1,74.6,0.266,0.36,0.182,,,,0.154,0.285,0.371,0.22,0.293,0.297,91.0,101.0,103.0,90.0,98.0,94.0,93.0,96.0,94.0,0.158,0.054,0.136,-1.33,1.47,1.7,88.5,85.7,93.6,0.265,0.299,0.137,0.286,0.476,0.286,0.196,0.283,0.251,,,,,,,0.167,0.2,0.358,,,,,,,,,
2024/08/09,6:40 PM.,ATL,COL,home,Overcast.,69,656550,LF,0,0,0,0,0,0,0,0,0,0,0,.211,.288,.386,.674,656550,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.56,3.46,68.1,100.0,98.0,101.0,0.694,9.22,1.98,8.69,0.92,1.13,0.272,0.359,0.154,0.323,0.425,105.0,105.0,108.0,81.0,100.0,92.0,118.0,101.0,111.0,,,,0.373,,0.316,0.217,1.54,,0.71,0.86,94.6,,86.5,84.0,0.238,0.366,0.203,,,,0.228,0.316,0.437,0.25,0.33,0.415,59.0,91.0,86.0,,,,94.0,89.0,90.0,,0.082,0.012,-3.71,,-1.32,92.6,91.3,,,,,0.467,0.867,0.15,,,,,,,,,,,,,,,,,,,,,
2024/08/08,1:10 PM.,NYM,COL,home,Cloudy.,67,656849,LF,3,0,0,0,0,0,0,0,1,2,1,.211,.288,.386,.674,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,115.0,99.0,104.0,,,,0.265,,0.184,0.076,0.39,,-1.81,0.11,93.1,,85.1,79.1,0.22,0.266,0.287,,,,0.207,0.345,0.259,0.287,0.447,0.339,97.0,90.0,93.0,102.0,98.0,95.0,,,,0.31,,0.164,,1.83,0.03,,84.7,91.9,0.253,0.36,0.16,,,,0.211,0.324,0.271,,,,,,,,,,,,,,,,,,
2024/08/07,6:41 PM.,NYM,COL,home,Partly Cloudy.,73,621112,LF,0,0,0,0,0,0,0,0,0,0,0,.222,.290,.407,.697,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,91.0,107.0,106.0,74.0,96.0,90.0,116.0,106.0,108.0,,,,0.195,,0.167,0.101,-2.3,,1.35,2.06,91.9,,81.3,79.4,0.286,0.694,0.125,,,,0.125,0.208,0.25,0.163,0.245,0.284,83.0,110.0,106.0,69.0,107.0,93.0,105.0,106.0,99.0,0.136,0.22,0.181,-0.19,-4.04,1.56,89.1,85.7,91.2,0.478,0.674,0.095,0.299,0.493,0.244,0.164,0.236,0.347,,,,,,,,,,,,,,,,,,
2024/08/06,6:41 PM.,NYM,COL,home,Partly Cloudy.,87,622663,LF,0,1,0,0,0,0,0,0,0,0,0,.222,.290,.407,.697,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,,,,101.0,104.0,102.0,143.0,100.0,111.0,,,,0.355,,0.242,,0.15,,0.26,,96.2,,85.6,,0.243,0.392,0.218,,,,,,,0.263,0.342,0.284,87.0,95.0,95.0,90.0,98.0,94.0,92.0,91.0,89.0,0.248,0.081,0.075,1.05,1.24,-3.63,92.6,86.1,95.6,0.278,0.414,0.122,0.2,0.3,0.26,0.358,0.66,0.186,,,,,,,0.139,0.238,0.386,,,,,,,,,
2024/08/04,1:12 PM.,SD,COL,away,Sunny.,77,663362,LF,3,0,1,0,0,0,0,0,0,1,2,.222,.290,.407,.697,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,115.0,101.0,107.0,,,,0.19,,0.198,,-0.77,,0.5,,90.6,,79.3,,0.265,0.513,0.224,,,,,,,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,0.144,0.086,,1.88,0.64,,87.0,,90.0,0.303,0.404,0.067,0.231,0.385,0.144,,,,,,,,,,0.227,0.454,0.201,,,,77.6,0.382,-1.09,0.246,0.394,0.275
