date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/08/30,6:46 PM.,CHC,WSH,home,Overcast.,73,684007,2B,4,1,2,0,0,0,1,0,0,1,1,.259,.308,.333,.641,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,50.0,107.0,96.0,81.0,106.0,100.0,0.021,0.52,0.005,0.306,0.077,0.36,-6.3,1.39,0.77,0.14,91.7,89.8,82.9,88.7,81.6,0.229,0.47,0.176,0.25,0.333,0.37,0.333,1.333,0.143,0.204,0.283,0.431,,,,82.0,105.0,104.0,70.0,96.0,97.0,0.032,0.039,-0.59,0.48,81.6,72.7,0.194,0.226,0.333,0.444,0.556,0.0,0.267,0.311,0.347,,,,,,,0.0,-76.55,53.9
2024/08/26,6:46 PM.,NYY,WSH,home,Partly Cloudy.,82,641482,2B,3,0,1,0,0,0,0,0,0,0,0,.255,.305,.331,.636,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,,,,0.014,0.442,0.28,,0.168,0.25,1.32,,1.37,-1.27,92.1,87.5,,90.3,78.2,0.235,0.443,0.215,0.143,0.143,0.316,0.249,0.378,0.251,,,,0.364,0.727,0.167,86.0,102.0,94.0,,,,,0.097,,-0.89,83.6,,0.226,0.369,0.326,,,,0.284,0.511,0.25,,,,,,,,,
2024/08/23,7:22 PM.,ATL,WSH,away,Clear.,82,519242,2B,4,0,2,0,0,0,0,0,0,0,0,.254,.305,.331,.636,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,,0.403,-0.12,,,-1.99,2.16,94.8,,,94.2,78.6,0.281,0.443,0.241,0.327,0.551,0.133,,,,,,,0.171,0.236,0.427,64.0,107.0,98.0,,,,,0.147,,2.97,87.1,,0.159,0.195,0.236,,,,,,,,,,,,,,,
2024/08/18,1:36 PM.,PHI,WSH,away,Partly Cloudy.,83,592836,3B,0,0,0,0,0,0,0,0,0,0,0,.250,.302,.328,.630,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,95.0,91.0,87.0,108.0,101.0,106.0,0.275,0.126,0.094,0.219,0.178,-2.65,-4.99,-4.16,-2.96,2.03,91.5,87.3,86.7,91.1,85.1,0.346,0.615,0.232,0.378,0.684,0.082,0.435,1.087,0.093,0.38,0.652,0.163,,,,,,,87.0,96.0,97.0,0.108,,1.99,,,74.7,,,,0.172,0.31,0.149,0.157,0.314,0.28,,,,,,,,,
2024/08/17,6:35 PM.,PHI,WSH,away,Cloudy.,78,650911,3B,3,0,0,0,0,0,0,0,0,0,1,.250,.302,.328,.630,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,,,,0.473,,0.001,,0.169,,2.59,,-0.55,0.65,,86.5,,94.5,84.4,,,,0.345,0.481,0.131,,,,,,,0.219,0.368,0.308,97.0,105.0,116.0,,,,,0.357,,1.56,85.1,,0.177,0.22,0.348,,,,,,,,,,,,,,,
2024/08/16,6:43 PM.,PHI,WSH,away,Partly Cloudy.,87,605400,1B,0,0,0,0,0,0,0,0,0,0,0,.253,.306,.332,.638,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,,,,0.204,0.278,0.092,,,0.81,-2.57,,-0.34,,92.5,87.5,,91.5,,0.168,0.318,0.224,0.313,0.475,0.136,0.389,0.796,0.178,,,,,,,78.0,102.0,91.0,,,,,0.096,,-1.67,85.7,,0.279,0.426,0.135,0.221,0.381,0.37,,,,,,,135.0,106.0,113.0,0.329,0.94,79.1
2024/08/14,6:37 PM.,BAL,WSH,away,Partly Cloudy.,83,665152,3B,3,0,0,0,0,0,0,0,0,0,3,.253,.306,.332,.638,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,91.0,100.0,99.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,72.0,99.0,99.0,0.151,0.32,0.23,0.184,,-0.18,0.33,0.73,0.67,,93.4,86.9,84.1,92.3,,0.245,0.503,0.232,0.247,0.353,0.072,0.25,0.355,0.237,0.139,0.248,0.36,,,,,,,92.0,98.0,96.0,0.114,,0.29,,,77.0,,,,0.225,0.3,0.198,,,,,,,,,,,,
2024/08/13,6:36 PM.,BAL,WSH,away,Clear.,85,669432,3B,3,1,1,0,0,0,3,1,0,0,1,.257,.309,.336,.645,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,,,,0.24,0.317,,,0.206,-0.26,,,-0.36,-1.99,91.9,,,91.5,82.4,0.252,0.467,0.234,0.292,0.492,0.1,,,,,,,0.312,0.506,0.259,111.0,108.0,115.0,,,,,0.238,,-1.32,85.6,,0.295,0.396,0.238,,,,,,,,,,,,,,,
2024/08/11,11:35 AM.,LAA,WSH,home,Cloudy.,77,686799,3B,3,0,0,0,0,0,0,0,0,0,5,.256,.310,.336,.646,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,,,,0.724,0.062,,,,-1.87,,,0.89,,96.3,,,95.8,,0.167,0.5,0.364,0.286,0.411,0.121,,,,,,,,,,74.0,103.0,98.0,111.0,95.0,106.0,0.184,0.03,-1.06,-3.35,88.3,85.0,0.333,0.444,0.067,0.235,0.412,0.25,,,,,,,,,,,,
2024/08/09,6:45 PM.,LAA,WSH,home,Cloudy.,82,667755,3B,4,0,0,0,0,0,0,0,0,1,2,.259,.314,.341,.655,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,,,,120.0,100.0,112.0,0.464,0.146,,0.081,0.055,-2.05,,0.8,2.22,0.02,98.8,,92.7,97.7,91.5,0.356,0.622,0.103,0.214,0.26,0.167,,,,0.15,0.3,0.329,0.143,0.214,0.463,,,,,,,,,,,,,,,,0.226,0.376,0.402,,,,,,,98.0,96.0,108.0,0.254,-0.42,86.4
2024/08/08,12:05 PM.,SF,WSH,home,Drizzle.,77,690986,3B,4,0,0,0,0,0,0,0,0,0,3,.264,.319,.347,.666,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,98.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,,,,0.577,,,0.003,0.2,,,,-11.71,92.5,,,,88.2,0.249,0.425,0.23,,,,,,,,,,0.333,0.667,0.5,70.0,96.0,88.0,84.0,95.0,95.0,0.223,0.197,-0.22,-1.64,84.8,80.6,0.287,0.435,0.215,,,,,,,0.274,0.452,0.277,,,,,,
2024/08/07,6:45 PM.,SF,WSH,home,Overcast.,84,605483,2B,4,0,1,0,0,0,0,0,0,0,0,.269,.325,.354,.679,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,116.0,96.0,100.0,,,,106.0,87.0,91.0,,,,,,,,0.464,,,0.101,1.16,,,,0.11,95.9,,,,88.7,0.2,0.303,0.244,,,,,,,,,,0.167,0.267,0.446,110.0,108.0,116.0,148.0,99.0,109.0,0.26,0.176,2.25,0.95,85.5,81.1,0.236,0.319,0.476,0.111,0.183,0.498,,,,,,,,,,,,
2024/08/06,6:45 PM.,SF,WSH,home,Cloudy.,87,806185,3B,4,1,2,1,0,0,0,0,1,1,2,.269,.326,.356,.682,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,90.0,89.0,85.0,,,,119.0,90.0,100.0,,,,,,,,0.446,,,0.184,-0.02,,,,-0.26,95.8,,,,86.4,0.216,0.44,0.182,,,,,,,,,,0.244,0.512,0.487,155.0,91.0,114.0,111.0,102.0,104.0,0.187,0.184,0.82,-0.87,88.1,80.5,0.269,0.365,0.349,0.145,0.218,0.327,,,,,,,,,,,,
2024/08/05,6:45 PM.,SF,WSH,home,Clear.,90,657277,3B,3,0,0,0,0,0,0,0,0,2,0,.265,.320,.348,.668,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,,,,0.399,0.053,0.026,,0.212,0.2,4.3,,1.32,0.16,92.6,91.0,,92.6,83.8,0.179,0.231,0.329,0.268,0.338,0.144,0.077,0.077,0.265,,,,,,,137.0,105.0,112.0,,,,,0.309,,-0.13,87.4,,0.275,0.411,0.216,,,,0.239,0.331,0.268,,,,,,,,,
2024/08/02,6:45 PM.,MIL,WSH,home,Cloudy.,95,593423,3B,4,0,1,0,0,0,1,1,0,1,3,.269,.321,.353,.674,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.326,0.609,0.223,0.218,0.297,0.426,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,12:41 PM.,AZ,WSH,away,Roof Closed.,78,668678,3B,4,0,1,0,0,0,0,0,0,0,1,.269,.323,.355,.678,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,,,,0.001,0.463,0.031,,0.087,-0.55,-0.78,,-1.02,-0.56,93.7,90.3,,94.7,87.0,0.28,0.46,0.133,,,,0.25,0.625,0.36,,,,0.31,0.476,0.337,88.0,107.0,98.0,,,,,0.14,,0.43,86.6,,0.27,0.382,0.265,0.148,0.23,0.392,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0
2024/07/29,6:41 PM.,AZ,WSH,away,Roof Closed.,78,656756,2B,5,0,2,0,0,0,0,0,0,0,5,.269,.324,.358,.682,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,,,,0.308,0.173,,,0.018,-0.02,,,-2.11,3.84,92.1,,,91.8,84.2,0.284,0.375,0.184,0.374,0.577,0.159,,,,,,,0.0,0.0,0.5,97.0,100.0,92.0,106.0,102.0,107.0,0.307,0.193,-0.83,-1.92,83.1,79.2,0.321,0.593,0.386,0.27,0.453,0.353,,,,,,,,,,,,
2024/07/28,1:17 PM.,STL,WSH,away,Partly Cloudy.,86,571945,3B,4,0,2,0,0,0,0,0,0,0,1,.266,.322,.356,.678,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,,,,0.231,0.279,,,0.283,0.23,,,1.42,-1.19,93.2,,,92.4,85.7,0.287,0.446,0.178,0.237,0.382,0.108,,,,,,,0.301,0.506,0.164,85.0,103.0,98.0,94.0,109.0,106.0,0.116,0.085,-1.97,-4.2,85.6,76.6,0.394,0.742,0.159,0.267,0.52,0.231,0.273,0.545,0.275,,,,,,,0.005,4.24,69.6
2024/07/26,7:16 PM.,STL,WSH,away,Partly Cloudy.,84,543243,1B,0,0,0,0,0,0,0,0,0,0,0,.261,.319,.353,.672,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,,,,0.178,0.239,0.178,,0.201,-0.05,0.19,,1.64,0.94,92.4,87.7,,92.7,84.8,0.333,0.567,0.182,0.2,0.385,0.208,0.287,0.494,0.308,,,,,,,69.0,91.0,86.0,119.0,96.0,97.0,0.139,0.064,0.7,-2.25,88.3,80.0,0.357,0.714,0.328,0.21,0.452,0.331,0.142,0.205,0.444,,,,,,,0.0,-2.42,75.4
2024/07/25,12:05 PM.,SD,WSH,home,Partly Cloudy.,83,656302,3B,3,0,0,0,0,0,0,0,0,1,0,.261,.319,.353,.672,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,,,,0.435,0.006,,0.471,0.22,-5.11,,,1.98,96.9,91.8,,,87.2,0.235,0.39,0.203,,,,0.25,1.0,0.0,,,,0.159,0.257,0.447,54.0,72.0,68.0,,,,,0.009,,-4.13,69.7,,0.25,1.0,0.2,0.28,0.44,0.286,0.2,0.267,0.385,,,,105.0,95.0,102.0,0.079,-0.95,82.3
2024/07/21,1:35 PM.,CIN,WSH,home,Partly Cloudy.,88,671096,2B,3,1,2,0,0,0,0,0,1,0,0,.265,.323,.359,.682,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,78.0,96.0,89.0,,,,125.0,106.0,112.0,,,,,,,,0.535,,,0.186,-0.26,,,,0.49,92.8,,,,82.9,0.254,0.451,0.194,,,,,,,,,,,,,96.0,94.0,97.0,101.0,98.0,99.0,0.116,0.163,-1.56,0.23,84.8,80.8,0.214,0.429,0.273,0.327,0.653,0.179,0.189,0.307,0.287,,,,,,,,,
2024/07/20,6:45 PM.,CIN,WSH,home,Cloudy.,78,666157,2B,4,1,2,1,0,0,0,0,0,0,1,.258,.315,.354,.669,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,119.0,103.0,97.0,111.0,97.0,93.0,,,,,,,,,,0.133,0.43,,,,0.11,,,0.99,,94.1,,,94.1,,0.241,0.407,0.23,0.234,0.453,0.183,,,,,,,,,,96.0,99.0,92.0,90.0,94.0,100.0,0.273,0.164,-0.75,-0.21,88.1,81.7,0.232,0.39,0.259,0.217,0.302,0.429,,,,,,,,,,,,
