date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/09/10,6:42 PM.,PHI,TB,away,Clear.,80,624133,3B,4,1,3,0,0,0,1,0,1,0,0,.260,.339,.400,.739,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,0.195,0.001,0.205,0.163,0.67,-4.62,1.02,-0.63,91.8,80.0,81.3,74.4,0.224,0.327,0.18,,,,0.189,0.342,0.339,0.229,0.323,0.35,101.0,98.0,93.0,0.121,-1.68,86.5,0.302,0.642,0.162,,,,87.0,106.0,104.0,,,,0.315,,0.84,,90.8,,0.27,0.381,0.101,,,,,,,,,,,,
2024/09/09,6:42 PM.,PHI,TB,away,Partly Cloudy.,76,650911,3B,4,0,0,0,0,0,0,0,0,2,3,.240,.318,.385,.703,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,102.0,102.0,103.0,,0.169,,0.357,,0.65,,1.56,,85.1,84.4,,,,,0.219,0.368,0.308,,,,0.177,0.22,0.348,86.0,52.0,74.0,0.001,2.59,86.5,,,,,,,95.0,101.0,98.0,,,,0.473,,-0.55,,94.5,,0.345,0.481,0.131,,,,,,,,,,,,
2024/09/08,12:06 PM.,BAL,TB,away,Sunny.,66,669203,DH,4,0,1,0,0,0,0,0,0,1,2,.250,.330,.402,.732,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,133.0,105.0,120.0,,0.146,0.215,0.11,,0.7,0.44,0.2,,89.2,87.2,80.3,,,,0.196,0.268,0.463,0.2,0.326,0.378,0.194,0.339,0.377,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,0.125,0.5,0.457,104.0,95.0,89.0,,,,0.078,,-0.5,,97.0,,0.235,0.412,0.157,,,,,,,,,,,,
2024/09/07,4:32 PM.,BAL,TB,away,Overcast.,68,621107,3B,5,0,0,0,0,0,0,0,0,0,4,.250,.333,.409,.742,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,0.09,0.097,0.188,0.061,-0.64,0.46,-1.27,0.21,92.4,85.6,79.7,78.8,0.236,0.418,0.248,,,,0.291,0.472,0.333,0.188,0.354,0.105,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,0.236,0.473,0.203,91.0,109.0,105.0,,,,0.282,,0.0,,91.7,,0.293,0.404,0.133,,,,,,,,,,,,
2024/09/06,7:07 PM.,BAL,TB,away,Partly Cloudy.,76,665152,3B,3,0,1,0,0,0,0,0,1,1,2,.265,.351,.434,.785,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,,,,0.32,,0.114,,-0.18,,0.29,,93.4,,,77.0,0.245,0.503,0.232,,,,0.225,0.3,0.198,,,,99.0,102.0,98.0,0.23,0.33,86.9,0.25,0.355,0.237,,,,79.0,105.0,97.0,,,,0.151,,0.67,,92.3,,0.247,0.353,0.072,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,
2024/09/05,1:10 PM.,MIN,TB,home,Dome.,72,641154,3B,4,0,1,0,0,0,2,0,0,1,1,.263,.344,.438,.782,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,0.407,0.219,0.1,0.201,1.65,-0.84,-1.28,-0.14,95.0,88.5,84.5,82.4,0.208,0.352,0.259,,,,0.23,0.446,0.341,0.281,0.359,0.249,,,,,,,,,,0.239,0.436,0.331,97.0,107.0,107.0,,,,0.073,,-2.77,,94.5,,0.426,0.639,0.142,,,,,,,,,,,,
2024/09/04,6:51 PM.,MIN,TB,home,Dome.,72,678692,DH,3,1,0,0,0,0,0,0,1,0,3,.263,.349,.447,.796,678692,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,3.26,5.11,19.1,98.0,110.0,99.0,0.77,6.98,2.33,9.31,0.93,2.0,0.167,0.35,0.133,0.35,0.439,86.0,97.0,91.0,,,,133.0,100.0,107.0,114.0,97.0,100.0,0.294,0.333,,0.34,-1.05,-0.36,,0.27,95.7,90.7,88.5,,0.273,0.5,0.125,0.263,0.474,0.354,,,,0.29,0.29,0.269,,,,,,,,,,,,,102.0,107.0,102.0,,,,0.033,,6.45,,95.1,,0.0,0.0,0.0,,,,,,,,,,,,
2024/09/03,6:50 PM.,MIN,TB,home,Dome.,72,701581,3B,4,1,1,0,0,0,0,0,0,1,1,.274,.354,.466,.820,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,107.0,96.0,99.0,118.0,103.0,105.0,0.402,0.318,,0.28,-0.79,1.48,,-1.14,94.7,88.4,86.1,,0.304,0.544,0.194,0.207,0.315,0.291,,,,0.237,0.463,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/02,6:50 PM.,MIN,TB,home,Dome.,72,680573,3B,4,1,2,1,0,0,1,0,1,2,0,.275,.359,.478,.837,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,0.403,0.312,0.093,0.193,0.82,0.76,1.68,-3.33,93.1,82.8,86.4,76.1,0.258,0.356,0.219,0.214,0.313,0.239,0.186,0.326,0.221,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,2:08 PM.,SD,TB,home,Dome.,72,656302,3B,2,0,1,0,0,0,1,0,1,0,0,.262,.342,.462,.804,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,112.0,100.0,105.0,0.435,0.471,,0.009,0.22,1.98,,-4.13,96.9,69.7,87.2,,0.235,0.39,0.203,0.159,0.257,0.447,0.28,0.44,0.286,0.25,1.0,0.2,113.0,89.0,90.0,0.006,-5.11,91.8,0.25,1.0,0.0,0.2,0.267,0.385,,,,105.0,95.0,102.0,,0.079,,-0.95,,82.3,,,,,,,,,,,,,,,
2024/08/31,4:12 PM.,SD,TB,home,Dome.,72,681190,3B,4,2,1,0,0,1,3,0,1,0,4,.254,.319,.460,.779,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,124.0,101.0,106.0,92.0,103.0,100.0,132.0,101.0,109.0,0.285,0.1,0.197,0.124,-0.56,-0.16,-0.45,-3.49,94.3,88.6,82.4,82.2,0.301,0.462,0.222,,,,0.234,0.422,0.239,0.365,0.615,0.122,107.0,99.0,97.0,0.137,2.22,90.2,0.228,0.351,0.169,0.229,0.396,0.247,103.0,103.0,98.0,,,,0.157,,-1.91,,94.2,,0.429,0.571,0.106,,,,,,,,,,,,
2024/08/30,6:50 PM.,SD,TB,home,Dome.,72,527048,3B,5,0,0,0,0,0,0,0,0,2,4,.254,.313,.424,.737,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,0.053,0.0,0.141,0.227,-8.23,-51.06,0.62,-1.27,91.3,83.4,82.8,77.9,0.458,0.917,0.043,,,,0.246,0.354,0.29,0.28,0.448,0.341,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,78.0,101.0,93.0,,,,0.358,,0.57,,90.7,,0.275,0.383,0.097,,,,,,,,,,,,
2024/08/28,1:11 PM.,SEA,TB,away,Sunny.,61,622491,3B,4,0,1,0,1,0,0,0,0,0,2,.278,.339,.463,.802,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,72.0,106.0,108.0,0.454,0.224,,0.143,0.97,0.65,,-1.63,95.6,88.1,85.7,,0.203,0.365,0.273,0.207,0.357,0.358,,,,0.287,0.545,0.265,,,,,,,,,,,,,100.0,102.0,98.0,,,,0.179,,-0.41,,95.6,,0.298,0.457,0.105,,,,,,,,,,,,
2024/08/27,6:40 PM.,SEA,TB,away,Partly Cloudy.,65,669302,3B,4,0,1,0,0,0,0,0,0,3,0,.280,.345,.440,.785,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,124.0,99.0,107.0,106.0,101.0,97.0,146.0,102.0,115.0,0.308,0.32,0.118,,1.41,1.72,0.81,,96.6,,88.4,83.2,0.204,0.383,0.193,0.21,0.375,0.368,0.181,0.301,0.354,,,,116.0,104.0,103.0,0.106,0.14,92.3,0.247,0.483,0.272,,,,91.0,102.0,97.0,,,,0.015,,0.32,,95.5,,0.286,0.286,0.05,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,
2024/08/26,6:43 PM.,SEA,TB,away,Partly Cloudy.,71,682243,DH,3,0,0,0,0,0,0,0,0,2,0,.283,.353,.457,.810,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,122.0,96.0,101.0,0.423,0.168,,,1.53,-0.21,,,95.2,,84.5,,0.184,0.348,0.266,0.243,0.568,0.261,0.231,0.308,0.378,,,,93.0,80.0,85.0,0.023,0.14,92.1,0.25,0.333,0.207,0.24,0.4,0.188,100.0,102.0,99.0,92.0,104.0,111.0,0.171,0.044,1.55,-0.4,94.7,85.0,0.248,0.358,0.092,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,,,
2024/08/25,1:10 PM.,LAD,TB,away,Sunny.,83,694813,3B,4,0,1,1,0,0,0,0,0,0,2,.302,.375,.488,.863,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,136.0,111.0,117.0,0.247,0.165,0.042,0.266,0.1,0.96,1.45,0.82,94.9,87.5,88.7,83.3,0.246,0.41,0.162,0.239,0.326,0.355,0.267,0.333,0.167,0.178,0.356,0.372,80.0,101.0,94.0,0.053,0.49,92.3,0.32,0.48,0.183,0.182,0.182,0.133,97.0,103.0,98.0,,,,0.226,,-0.69,,95.3,,0.314,0.504,0.136,,,,,,,,,,,,
2024/08/24,6:10 PM.,LAD,TB,away,Clear.,76,477132,3B,5,3,3,0,0,1,2,0,0,0,2,.308,.386,.487,.873,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,114.0,99.0,107.0,90.0,99.0,94.0,108.0,103.0,104.0,0.351,0.437,0.163,0.022,-2.61,-0.11,0.67,3.89,89.9,84.2,86.0,72.1,0.429,0.514,0.078,0.281,0.421,0.264,0.174,0.348,0.317,,,,,,,,,,,,,,,,,,,,,,0.006,,-2.44,,90.2,,,,,61.0,72.0,74.0,0.022,-4.62,82.9,0.333,0.333,0.375,,,
