date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU%,wCU/C,vCU,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2024/08/11,1:09 PM.,LAD,PIT,away,Sunny.,88,607192,RF,4,1,2,1,0,0,0,1,0,2,1,.216,.281,.255,.536,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,0.45,,0.277,,1.04,,0.75,1.15,,96.3,,,96.6,90.0,,,,0.233,0.395,0.171,,,,0.215,0.421,0.213,,,,0.186,1.93,83.7,0.2,0.333,0.404,139.0,97.0,110.0,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/08,12:36 PM.,SD,PIT,home,Cloudy.,82,681190,RF,4,0,1,0,0,0,1,0,0,0,3,.191,.264,.213,.477,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.124,-0.56,2.22,-1.91,-0.16,-3.49,94.3,90.2,88.6,94.2,82.4,0.365,0.615,0.122,0.429,0.571,0.106,0.229,0.396,0.247,0.301,0.462,0.222,0.228,0.351,0.169,0.197,-0.45,82.2,,,,124.0,101.0,106.0,0.234,0.422,0.239,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,6:42 PM.,SD,PIT,home,Overcast.,78,650633,RF,5,1,1,0,0,0,0,1,0,2,5,.186,.265,.209,.474,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,,,,0.279,0.241,,0.234,0.246,-0.15,,0.68,-0.19,1.61,93.7,,86.7,92.9,82.9,0.207,0.286,0.362,0.2,0.376,0.189,0.206,0.304,0.345,0.265,0.402,0.261,,,,,,,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,6:44 PM.,SD,PIT,home,Cloudy.,77,656302,CF,2,0,0,0,0,0,0,0,1,1,0,.184,.273,.211,.484,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.435,0.006,0.471,0.009,0.22,-5.11,,1.98,-4.13,96.9,91.8,69.7,,87.2,0.25,1.0,0.2,,,,0.2,0.267,0.385,0.235,0.39,0.203,0.25,1.0,0.0,,,,0.159,0.257,0.447,,,,0.28,0.44,0.286,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,,,,,,,,,,
2024/08/04,1:36 PM.,AZ,PIT,home,Partly Cloudy.,84,669194,CF,3,1,1,1,0,0,0,0,1,1,1,.194,.268,.222,.490,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.099,0.64,-0.85,,-0.66,-2.35,95.2,91.2,83.0,,83.8,0.302,0.587,0.203,,,,0.4,0.733,0.167,0.249,0.418,0.195,0.317,0.508,0.154,0.057,1.81,77.8,0.226,0.34,0.156,91.0,94.0,94.0,0.138,0.207,0.148,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/03,6:43 PM.,AZ,PIT,home,Cloudy.,77,656756,DH,1,1,0,0,0,0,0,0,0,1,1,.182,.243,.182,.425,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,,0.018,0.193,-0.02,,-2.11,3.84,-1.92,92.1,,83.1,91.8,84.2,0.321,0.593,0.386,0.374,0.577,0.159,,,,0.284,0.375,0.184,,,,0.307,-0.83,79.2,0.0,0.0,0.5,106.0,102.0,107.0,0.27,0.453,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,7:12 PM.,HOU,PIT,away,Roof Closed.,73,664285,PR,0,0,0,0,0,0,0,0,0,0,0,.188,.250,.188,.438,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.175,-4.64,,1.46,-0.2,0.62,94.5,,89.9,94.1,85.1,0.226,0.278,0.354,0.276,0.399,0.116,,,,0.4,1.0,0.273,,,,0.313,1.59,79.7,0.233,0.467,0.383,129.0,96.0,108.0,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,HOU,PIT,away,Roof Closed.,73,686613,RF,0,0,0,0,0,0,0,0,0,0,0,.188,.250,.188,.438,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.126,0.16,0.14,0.92,1.7,0.95,96.0,92.4,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.161,,,,0.244,0.413,0.288,0.23,0.363,0.216,,,,0.2,0.2,0.236,,,,0.237,0.421,0.305,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,,,,
2024/07/29,7:10 PM.,HOU,PIT,away,Roof Closed.,73,605463,RF,2,0,0,0,0,0,0,0,0,0,0,.188,.250,.188,.438,605463,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,2.23,3.46,68.2,97.0,100.0,98.0,0.734,9.31,4.59,5.9,0.92,1.16,0.24,0.415,0.17,0.263,0.362,,,,127.0,98.0,97.0,108.0,90.0,84.0,91.0,95.0,107.0,,,,0.057,0.485,,0.221,,1.31,,-2.36,0.24,,92.7,,,92.7,84.0,,,,0.5,0.625,0.19,,,,0.144,0.298,0.283,,,,,,,0.227,0.348,0.301,,,,,,,,,,,,,,,,64.0,98.0,94.0,0.237,0.04,85.5,0.18,0.246,0.328,,,,,,
2024/07/28,1:10 PM.,AZ,PIT,away,Roof Closed.,78,700270,CF,3,1,1,0,0,0,0,1,1,1,0,.200,.265,.200,.465,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,28.0,69.0,59.0,74.0,95.0,87.0,,,,88.0,108.0,110.0,,,,,0.58,,0.273,0.004,-0.95,,,1.97,0.83,96.1,,86.0,,83.6,,,,,,,,,,0.301,0.521,0.112,,,,,,,0.13,0.174,0.365,,,,0.222,0.333,0.353,62.0,69.0,78.0,0.143,-0.98,78.7,,,,,,,,,,,,,,,,,,
2024/07/27,5:30 PM.,AZ,PIT,away,Roof Closed.,78,694297,RF,3,0,0,0,0,0,1,0,0,1,1,.185,.233,.185,.418,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,0.222,0.334,,0.273,0.112,0.37,,-0.09,-0.12,0.84,93.8,,87.5,93.7,84.8,0.25,0.289,0.312,0.286,0.365,0.119,0.215,0.455,0.362,0.265,0.466,0.224,,,,0.053,-1.37,80.8,,,,106.0,102.0,104.0,0.429,0.571,0.295,,,,,,,,,,,,,0.006,0.45,89.6,0.2,0.8,0.0,,,,,,
2024/06/02,1:40 PM.,TOR,PIT,away,Roof Closed.,68,605135,CF,5,0,1,0,0,0,0,0,0,1,4,.208,.269,.208,.477,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,79.0,101.0,91.0,0.407,0.045,0.197,0.118,0.053,-1.6,0.44,-0.08,-0.88,-2.29,92.6,89.6,84.5,92.5,77.2,0.321,0.607,0.158,0.327,0.423,0.128,0.154,0.231,0.458,0.242,0.394,0.25,0.188,0.316,0.268,0.137,-0.09,71.0,0.375,0.781,0.096,101.0,91.0,102.0,0.221,0.351,0.292,,,,,,,,,,87.0,90.0,86.0,0.043,-2.64,84.1,0.303,0.364,0.167,,,,,,
2024/05/31,7:07 PM.,TOR,PIT,away,Clear.,71,621244,CF,4,1,0,0,0,0,0,0,0,2,3,.211,.286,.211,.497,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,0.337,0.183,0.035,,0.16,-1.26,-1.83,1.02,,0.88,94.1,91.4,84.8,93.4,,0.171,0.364,0.269,0.268,0.366,0.125,,,,0.305,0.558,0.189,0.36,0.48,0.123,0.286,0.28,83.2,,,,111.0,102.0,106.0,,,,,,,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,
2024/05/29,12:40 PM.,DET,PIT,away,Cloudy.,68,669373,RF,1,0,0,0,0,0,0,0,0,0,0,.182,.308,.182,.490,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,0.271,1.84,,1.25,0.78,1.13,96.8,,86.3,96.6,88.7,0.216,0.322,0.461,0.207,0.305,0.16,,,,0.197,0.286,0.277,,,,,,,0.169,0.364,0.346,,,,0.158,0.316,0.175,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,
2024/05/29,3:42 PM.,DET,PIT,away,Partly Cloudy.,70,672456,CF,4,1,2,0,0,0,0,0,0,2,0,.267,.353,.267,.620,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,0.109,-0.19,,1.09,0.02,-2.78,94.8,,86.0,94.1,83.5,0.289,0.474,0.329,0.32,0.32,0.038,,,,0.27,0.486,0.18,,,,,,,0.235,0.391,0.259,,,,0.269,0.615,0.224,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,,,,,,,
2024/05/26,1:40 PM.,ATL,PIT,home,Partly Cloudy.,79,519242,2B,1,0,0,0,0,0,0,0,0,1,0,.200,.333,.200,.533,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,0.147,-0.12,,-1.99,2.16,2.97,94.8,,87.1,94.2,78.6,0.159,0.195,0.236,0.327,0.551,0.133,,,,0.281,0.443,0.241,,,,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/25,4:33 PM.,ATL,PIT,home,Cloudy.,71,625643,RF,2,1,1,0,0,0,1,1,1,0,0,.222,.364,.222,.586,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,0.552,,0.294,0.038,1.19,,,1.45,-3.58,95.5,,86.1,,85.0,0.263,0.737,0.349,,,,,,,0.266,0.369,0.165,,,,0.116,1.61,77.0,0.168,0.257,0.443,84.0,99.0,104.0,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/23,12:37 PM.,SF,PIT,home,Partly Cloudy.,75,669062,CF,4,0,0,0,0,0,0,0,0,0,1,.143,.250,.143,.393,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,95.0,94.0,91.0,,,,137.0,101.0,110.0,,,,,0.497,,0.164,0.338,0.99,,,-1.06,0.1,96.9,,85.5,,83.3,0.21,0.35,0.302,,,,,,,0.184,0.311,0.291,,,,0.001,3.94,81.1,0.244,0.415,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/21,6:42 PM.,SF,PIT,home,Partly Cloudy.,86,657277,CF,3,2,1,0,0,0,1,1,1,1,1,.333,.500,.333,.833,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,0.309,0.2,4.3,1.32,0.16,-0.13,92.6,91.0,87.4,92.6,83.8,0.275,0.411,0.216,0.268,0.338,0.144,0.239,0.331,0.268,0.179,0.231,0.329,0.077,0.077,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
