date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/06/25,7:11 PM.,NYM,NYY,away,Clear.,84,656849,DH,3,0,0,0,0,0,0,0,0,1,1,.190,.320,.429,.749,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,115.0,99.0,104.0,,,,0.265,0.184,,0.164,0.39,-1.81,,0.03,93.1,84.7,85.1,,0.22,0.266,0.287,0.287,0.447,0.339,0.211,0.324,0.271,0.207,0.345,0.259,102.0,98.0,95.0,0.31,1.83,91.9,0.253,0.36,0.16,,,,83.0,102.0,100.0,0.076,0.11,79.1,,,,,,,,,,,,,,,,,,,,,
2024/06/21,7:09 PM.,ATL,NYY,home,Partly Cloudy.,87,519242,LF,2,1,1,0,1,0,0,0,1,1,1,.222,.364,.500,.864,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,0.403,,0.147,-0.12,2.16,,2.97,94.8,87.1,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,0.159,0.195,0.236,,,,113.0,100.0,96.0,0.072,-1.99,94.2,0.327,0.551,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/20,4:08 PM.,BAL,NYY,home,Partly Cloudy.,90,608344,RF,1,0,0,0,0,0,0,0,0,0,0,.188,.316,.375,.691,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,85.0,121.0,119.0,,,,0.264,0.041,,0.134,-1.16,-3.18,,-1.52,91.9,84.9,78.1,,0.296,0.592,0.163,0.25,0.438,0.196,0.282,0.474,0.243,0.283,0.424,0.189,75.0,101.0,89.0,0.2,-0.49,91.5,0.307,0.485,0.088,,,,102.0,98.0,102.0,0.252,-0.38,77.3,86.0,102.0,91.0,0.109,-0.64,85.9,0.327,0.551,0.181,,,,,,,,,,,,
2024/06/19,7:09 PM.,BAL,NYY,home,Clear.,81,700249,LF,3,0,0,0,0,0,0,0,0,1,4,.200,.333,.400,.733,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,81.0,97.0,93.0,113.0,107.0,108.0,,,,0.407,0.13,,0.109,0.56,-0.43,,-2.05,92.4,86.1,82.6,,0.223,0.379,0.185,,,,0.25,0.542,0.235,0.333,0.517,0.269,80.0,98.0,90.0,0.084,0.86,91.5,0.2,0.24,0.103,0.232,0.411,0.276,93.0,101.0,104.0,0.196,-2.26,76.3,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,,,,,,,,,,,,
2024/06/15,7:17 PM.,BOS,NYY,away,Clear.,76,681867,PR,0,0,0,0,0,0,0,0,0,0,0,.250,.400,.500,.900,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,110.0,95.0,99.0,,,,,0.288,,0.261,,-1.92,,0.55,,84.4,77.1,,,,,0.429,0.857,0.154,0.256,0.338,0.171,,,,102.0,108.0,100.0,0.297,0.48,89.1,0.33,0.511,0.073,0.287,0.479,0.207,,,,,,,79.0,103.0,93.0,0.154,0.64,86.4,0.163,0.306,0.294,,,,,,,,,,,,
2024/06/13,1:10 PM.,KC,NYY,away,Sunny.,90,679525,PR,0,1,0,0,0,0,0,0,0,0,0,.250,.400,.500,.900,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,117.0,99.0,107.0,,,,0.37,0.228,,0.1,0.34,-0.57,,0.84,94.2,86.3,86.5,,0.208,0.383,0.223,0.29,0.462,0.294,0.204,0.296,0.177,0.263,0.5,0.274,98.0,99.0,97.0,0.138,-1.16,93.6,0.317,0.524,0.099,0.2,0.433,0.464,103.0,105.0,103.0,0.164,-1.2,82.8,,,,,,,,,,,,,,,,,,,,,
2024/06/11,7:10 PM.,KC,NYY,away,Partly Cloudy.,83,663903,RF,1,0,0,0,0,0,0,0,0,1,0,.250,.400,.500,.900,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,106.0,99.0,102.0,,,,0.113,0.455,,0.019,-2.09,0.0,,-5.71,91.6,88.1,82.9,,0.326,0.609,0.197,0.207,0.361,0.354,0.429,0.5,0.111,,,,70.0,101.0,91.0,0.413,0.77,92.2,0.267,0.389,0.127,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/10,7:10 PM.,KC,NYY,away,Clear.,80,607625,RF,2,0,1,0,0,0,0,0,0,0,0,.273,.429,.545,.974,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,125.0,97.0,105.0,,,,0.24,0.135,,0.069,0.7,-0.67,,0.08,92.2,87.4,85.2,,0.234,0.392,0.176,0.213,0.387,0.2,0.208,0.333,0.291,0.178,0.271,0.339,68.0,101.0,92.0,0.185,0.65,92.1,0.274,0.381,0.129,0.375,0.75,0.109,126.0,100.0,110.0,0.262,1.44,79.4,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,0.215,0.28,0.285
2024/06/08,7:43 PM.,LAD,NYY,home,Partly Cloudy.,76,694813,LF,1,0,0,0,0,0,0,0,0,0,2,.222,.364,.556,.920,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,101.0,100.0,97.0,136.0,111.0,117.0,,,,0.247,0.165,,0.266,0.1,0.96,,0.82,94.9,87.5,88.7,,0.246,0.41,0.162,0.239,0.326,0.355,0.178,0.356,0.372,0.267,0.333,0.167,97.0,103.0,98.0,0.226,-0.69,95.3,0.314,0.504,0.136,0.182,0.182,0.133,93.0,102.0,102.0,0.042,1.45,83.3,80.0,101.0,94.0,0.053,0.49,92.3,0.32,0.48,0.183,,,,,,,,,,,,
2024/06/07,7:08 PM.,LAD,NYY,home,Partly Cloudy.,80,808967,PR,0,0,0,0,0,0,0,0,0,0,0,.250,.400,.625,1.025,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,84.0,103.0,96.0,116.0,110.0,120.0,,,,0.404,0.033,,,0.77,0.53,,,95.5,,86.3,,0.262,0.413,0.176,0.158,0.211,0.357,,,,0.214,0.371,0.333,101.0,110.0,103.0,0.029,-1.65,94.9,0.364,0.545,0.13,,,,109.0,103.0,112.0,0.231,1.14,78.0,91.0,97.0,91.0,0.061,0.28,91.5,0.35,0.55,0.2,121.0,112.0,119.0,0.242,0.25,90.2,0.17,0.266,0.386,,,
2024/06/02,1:06 PM.,SF,NYY,away,Sunny.,63,605483,DH,0,0,0,0,0,0,0,0,0,0,0,.250,.400,.625,1.025,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,116.0,96.0,100.0,106.0,87.0,91.0,,,,0.464,0.101,,0.176,1.16,0.11,,0.95,95.9,85.5,88.7,,0.2,0.303,0.244,0.167,0.267,0.446,0.236,0.319,0.476,0.111,0.183,0.498,,,,,,,,,,,,,148.0,99.0,109.0,0.26,2.25,81.1,,,,,,,,,,,,,,,,,,,,,
2024/05/23,12:38 PM.,SEA,NYY,home,Overcast.,71,622491,DH,0,0,0,0,0,0,0,1,0,0,0,.250,.400,.625,1.025,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,72.0,106.0,108.0,,,,0.454,0.224,,0.143,0.97,0.65,,-1.63,95.6,88.1,85.7,,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,,,,100.0,102.0,98.0,0.179,-0.41,95.6,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:40 PM.,TB,NYY,away,Dome.,72,641302,LF,2,1,1,0,0,1,1,0,1,0,0,.250,.400,.625,1.025,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.1,4.68,107.2,106.0,94.0,104.0,0.815,7.52,2.01,9.2,1.92,0.62,0.28,0.372,0.155,0.351,0.441,102.0,103.0,103.0,85.0,110.0,103.0,114.0,107.0,109.0,,,,0.223,0.191,,0.137,-0.2,1.43,,-2.94,89.6,81.3,77.8,,0.232,0.495,0.244,,,,0.339,0.5,0.181,,,,61.0,113.0,105.0,0.131,-1.02,89.7,0.288,0.492,0.109,0.227,0.364,0.188,,,,,,,98.0,101.0,99.0,0.318,-0.5,85.0,0.265,0.549,0.216,,,,,,,,,,,,
2024/05/07,7:07 PM.,HOU,NYY,home,Partly Cloudy.,73,434378,RF,0,0,0,0,0,0,0,0,0,0,0,.167,.167,.167,.334,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,116.0,98.0,102.0,127.0,108.0,112.0,,,,0.487,0.193,,0.101,-0.59,0.66,,-0.58,93.5,84.0,86.7,,0.299,0.497,0.202,0.195,0.322,0.215,0.235,0.353,0.253,0.34,0.56,0.22,,,,,,,,,,,,,110.0,101.0,97.0,0.219,-1.46,77.6,,,,,,,,,,,,,,,,,,,,,
2024/05/02,1:06 PM.,BAL,NYY,away,Sunny.,89,680694,PH,1,0,0,0,0,0,0,0,0,1,0,.167,.167,.167,.334,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.131,0.298,,,-1.17,1.35,,,94.5,,88.2,,0.364,0.545,0.273,0.171,0.244,0.337,,,,0.227,0.5,0.283,83.0,102.0,100.0,0.399,1.65,95.3,0.157,0.229,0.196,,,,124.0,104.0,110.0,0.172,-0.48,84.1,,,,,,,,,,,,,,,,,,,,,
2024/04/28,1:10 PM.,MIL,NYY,away,Roof Closed.,65,668964,3B,0,0,0,0,0,0,0,0,0,0,0,.200,.200,.200,.400,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,87.0,105.0,100.0,92.0,106.0,103.0,,,,0.401,0.21,,0.114,0.58,1.43,,1.18,92.9,81.1,85.5,,0.239,0.436,0.194,0.198,0.255,0.248,0.083,0.083,0.444,0.421,0.579,0.194,71.0,92.0,74.0,0.005,11.28,91.5,0.0,0.0,0.0,,,,73.0,99.0,104.0,0.041,-3.19,77.8,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,,,,,,,,,
2024/04/27,6:10 PM.,MIL,NYY,away,Roof Closed.,73,605452,3B,1,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,81.0,106.0,97.0,84.0,106.0,97.0,94.0,103.0,104.0,,,,0.16,0.373,,0.084,-2.63,0.42,,0.43,94.8,90.2,86.6,,0.288,0.5,0.275,0.237,0.32,0.384,0.286,0.357,0.157,0.0,0.0,0.308,85.0,98.0,92.0,0.366,0.77,94.8,0.248,0.343,0.154,,,,110.0,102.0,99.0,0.017,2.4,83.2,,,,,,,,,,,,,,,,,,,,,
2024/04/26,7:10 PM.,MIL,NYY,away,Roof Closed.,63,607067,3B,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,70.0,109.0,95.0,109.0,106.0,108.0,,,,0.193,0.172,,,0.49,1.41,,,92.9,,82.0,,0.207,0.314,0.248,,,,,,,0.394,0.636,0.18,82.0,103.0,96.0,0.311,-0.28,92.3,0.298,0.482,0.115,0.159,0.234,0.227,100.0,109.0,104.0,0.042,-3.64,78.7,76.0,94.0,88.0,0.194,-1.34,87.6,0.287,0.656,0.168,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,,,
2024/04/20,1:08 PM.,TB,NYY,home,Partly Cloudy.,60,621107,2B,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,122.0,107.0,113.0,,,,0.09,0.097,,0.061,-0.64,0.46,,0.21,92.4,85.6,79.7,,0.236,0.418,0.248,,,,0.188,0.354,0.105,0.291,0.472,0.333,91.0,109.0,105.0,0.282,0.0,91.7,0.293,0.404,0.133,0.236,0.473,0.203,108.0,112.0,108.0,0.188,-1.27,78.8,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,,,,,,
2024/04/14,1:40 PM.,CLE,NYY,away,Sunny.,71,671106,PR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,60.0,98.0,88.0,89.0,98.0,86.0,,,,0.484,0.187,,0.183,-1.54,-2.55,,-0.92,91.2,81.7,78.6,,0.342,0.609,0.147,,,,0.237,0.438,0.269,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,,91.0,97.0,96.0,0.146,-0.03,85.3,0.245,0.491,0.202,,,,,,,,,,,,
2024/04/13,6:11 PM.,CLE,NYY,away,Clear.,56,663474,LF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,98.0,86.0,87.0,106.0,87.0,90.0,,,,0.524,0.21,,,-2.18,1.48,,,91.1,,85.4,,0.303,0.652,0.103,0.143,0.143,0.376,,,,0.176,0.341,0.373,,,,,,,,,,,,,97.0,102.0,100.0,0.266,-0.16,77.7,,,,,,,,,,,,,,,,,,,,,
2024/04/10,7:08 PM.,MIA,NYY,home,Overcast.,57,677960,DH,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,120.0,87.0,98.0,,,,0.397,0.222,,0.26,-0.81,0.49,,1.39,95.9,86.4,82.9,,0.319,0.451,0.141,0.25,0.5,0.5,0.193,0.367,0.379,,,,82.0,98.0,95.0,0.121,0.13,94.5,0.259,0.5,0.063,0.118,0.176,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/29,7:11 PM.,HOU,NYY,away,Roof Closed.,73,664299,2B,1,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,95.0,97.0,0.393,0.295,0.044,0.268,-1.3,0.38,-5.23,1.39,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
