date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/05/22,1:10 PM.,HOU,LAA,away,Roof Closed.,73,686613,SS,2,1,1,0,0,1,2,0,1,0,1,.138,.265,.276,.541,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,,0.126,0.16,0.14,0.92,1.7,,0.95,96.0,92.4,88.4,95.6,89.1,,0.221,0.26,0.296,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,0.2,0.2,0.236,0.237,0.421,0.305,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,,,,
2024/05/20,7:12 PM.,HOU,LAA,away,Roof Closed.,73,664285,2B,4,0,0,0,0,0,0,0,0,2,2,.111,.226,.148,.374,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.313,0.175,-4.64,,1.46,-0.2,1.59,0.62,94.5,,89.9,94.1,85.1,79.7,0.226,0.278,0.354,0.4,1.0,0.273,0.276,0.399,0.116,,,,0.233,0.467,0.383,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/19,1:37 PM.,TEX,LAA,away,Roof Closed.,74,547179,2B,2,0,0,0,0,0,0,0,0,0,2,.130,.259,.174,.433,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-0.25,-1.51,0.02,1.94,93.8,90.1,84.6,93.6,83.9,81.7,0.122,0.173,0.373,0.155,0.309,0.184,0.291,0.441,0.062,0.235,0.51,0.236,0.368,0.632,0.253,0.217,0.348,0.352,0.19,0.429,0.291,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/17,7:07 PM.,TEX,LAA,away,Clear.,81,571760,2B,5,0,1,0,0,0,2,0,0,2,4,.143,.280,.190,.470,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.278,0.036,0.17,0.15,-19.13,-4.52,-0.26,-3.31,0.46,91.5,86.6,83.7,92.2,82.5,75.6,0.239,0.384,0.243,0.23,0.412,0.213,0.455,0.455,0.125,,,,0.26,0.385,0.365,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/15,6:08 PM.,STL,LAA,home,Cloudy.,68,458681,2B,3,0,0,0,0,0,0,0,1,1,0,.125,.300,.188,.488,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.03,-0.46,-1.62,-1.98,-2.47,92.3,88.1,84.8,91.2,82.0,80.4,0.292,0.292,0.225,0.199,0.393,0.287,0.284,0.469,0.11,0.317,0.426,0.262,,,,0.211,0.342,0.203,0.25,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/14,6:38 PM.,STL,LAA,home,Clear.,66,543243,2B,2,0,0,0,0,0,0,0,2,1,2,.154,.313,.231,.544,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.357,0.714,0.328,0.333,0.567,0.182,0.2,0.385,0.208,0.287,0.494,0.308,,,,0.21,0.452,0.331,0.142,0.205,0.444,,,,0.0,-2.42,75.4,,,,,,,,,,,,,,,,,,
2024/05/13,6:38 PM.,STL,LAA,home,Clear.,65,669461,2B,4,1,1,1,0,0,1,0,0,0,1,.182,.250,.273,.523,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.4,4.2,86.0,101.0,98.0,100.0,0.777,7.95,2.93,8.48,1.15,1.05,0.238,0.361,0.147,0.294,0.469,49.0,89.0,90.0,134.0,100.0,107.0,73.0,99.0,91.0,79.0,108.0,103.0,137.0,101.0,108.0,98.0,105.0,103.0,0.204,0.283,0.128,0.276,0.065,0.044,-0.28,-1.81,-0.76,1.9,-0.33,2.53,94.7,91.4,87.8,95.4,87.4,78.2,0.0,0.0,0.2,0.262,0.615,0.195,0.284,0.481,0.142,0.432,0.622,0.228,0.185,0.25,0.384,0.174,0.174,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:07 PM.,KC,LAA,home,Sunny.,73,607625,2B,3,0,0,0,0,0,0,0,0,2,0,.143,.250,.143,.393,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.208,0.333,0.291,0.234,0.392,0.176,0.274,0.381,0.129,0.228,0.228,0.23,0.213,0.387,0.2,0.178,0.271,0.339,0.375,0.75,0.109,,,,,,,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.105,0.421,0.351,,,,,,
2024/05/11,6:38 PM.,KC,LAA,home,Clear.,67,666142,2B,3,1,1,0,0,0,0,0,1,0,0,.250,.400,.250,.650,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.183,0.28,0.478,0.213,0.361,0.231,,,,0.348,0.455,0.228,0.21,0.305,0.337,0.14,0.256,0.352,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,,,,,,,,,,,,,
2024/05/10,6:38 PM.,KC,LAA,home,Partly Cloudy.,66,679525,PR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.164,0.1,0.34,,-1.16,-0.57,-1.2,0.84,94.2,,86.3,93.6,86.5,82.8,0.204,0.296,0.177,0.208,0.383,0.223,0.317,0.524,0.099,,,,0.29,0.462,0.294,0.263,0.5,0.274,0.2,0.433,0.464,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/09,6:38 PM.,KC,LAA,home,Clear.,67,608379,DH,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.169,0.312,0.341,0.279,0.449,0.169,0.252,0.301,0.099,0.319,0.458,0.148,0.371,0.6,0.373,0.357,0.643,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,
