date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,wFS/C,wCU/C,vFS,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/03,7:21 PM.,ATL,COL,away,Clear.,82,519242,C,3,0,1,0,0,0,0,0,0,0,1,.261,.359,.441,.800,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.281,0.443,0.241,,,,0.159,0.195,0.236,0.171,0.236,0.427,,,,,,,,,,,,,,,,0.327,0.551,0.133,,,,,,,,,,,,,,,
2024/08/30,6:40 PM.,BAL,COL,home,Clear.,85,544150,C,3,0,0,0,0,0,0,0,0,2,2,.260,.360,.442,.802,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,,,,74.0,99.0,92.0,,0.5,0.195,,,0.172,-0.36,0.73,,,,-0.5,94.8,86.3,86.1,,,,0.276,0.469,0.228,0.174,0.348,0.252,0.274,0.434,0.228,,,,0.24,0.365,0.308,94.0,99.0,98.0,,0.132,,0.41,,79.0,,,,,,,,,,,,,,,,,,,,,
2024/08/27,6:40 PM.,MIA,COL,home,Clear.,84,682610,C,4,0,2,0,0,0,1,0,0,0,0,.263,.364,.449,.813,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,,,,89.0,96.0,90.0,0.228,0.269,0.212,0.198,,0.093,-3.28,-0.08,-0.99,-2.57,,-2.82,95.4,89.8,89.3,94.9,85.7,,0.325,0.714,0.175,,,,0.27,0.595,0.306,0.261,0.536,0.328,0.229,0.471,0.313,,,,,,,,,,,,,0.27,0.554,0.109,,,,,,,,,,,,,,,
2024/08/26,6:40 PM.,MIA,COL,home,Partly Cloudy.,82,665795,C,2,0,0,0,0,0,0,0,2,2,2,.259,.362,.448,.810,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,,,,0.091,0.274,,0.085,,0.332,-1.63,,0.07,1.65,,0.15,96.3,,93.0,96.7,89.2,,0.304,0.543,0.164,0.206,0.426,0.394,0.206,0.321,0.338,0.129,0.226,0.313,,,,106.0,101.0,104.0,,0.217,,-0.03,,84.8,,,,0.231,0.333,0.151,,,,,,,,,,,,,,,
2024/08/23,7:09 PM.,NYY,COL,away,Clear.,78,607074,C,4,0,0,0,0,0,0,0,0,2,2,.261,.359,.452,.811,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,,,100.0,83.0,82.0,,0.494,0.035,0.26,,0.129,0.05,-3.11,,-0.4,,1.44,95.4,91.8,85.5,,86.8,,0.262,0.514,0.214,0.281,0.531,0.276,0.188,0.247,0.495,0.199,0.361,0.393,0.353,0.647,0.255,103.0,86.0,93.0,,0.083,,-1.32,,81.0,,,,,,,,,,,,,,,,,,,,,
2024/08/22,1:05 PM.,WSH,COL,away,Partly Cloudy.,77,571578,C,3,1,1,0,0,1,2,0,0,1,0,.267,.366,.462,.828,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,,,,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.001,0.034,-1.46,-0.37,-1.9,0.41,4.71,-5.53,91.3,85.7,81.0,91.5,80.0,63.2,0.311,0.578,0.133,0.5,1.25,0.526,0.409,0.773,0.279,0.216,0.335,0.354,0.301,0.434,0.223,73.0,100.0,97.0,,0.016,,-2.3,,70.0,,,,0.339,0.567,0.091,,,,,,,,,,,,,,,
2024/08/18,1:09 PM.,SD,COL,home,Sunny.,92,605397,C,4,0,2,0,0,0,1,0,0,2,1,.266,.363,.448,.811,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.044,0.246,0.204,0.203,,0.078,-0.74,1.35,0.44,1.05,,-3.1,93.0,89.7,87.1,92.6,82.2,,0.253,0.494,0.231,0.203,0.319,0.328,0.353,0.618,0.379,,,,0.298,0.405,0.25,168.0,98.0,103.0,,0.225,,-0.1,,81.6,0.169,0.351,0.338,0.348,0.435,0.146,,,,,,,,,,,,,,,
2024/08/16,6:40 PM.,SD,COL,home,Clear.,91,663362,C,4,0,0,0,0,0,0,0,0,2,2,.261,.361,.447,.808,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,,,,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,,,,,,,,,,0.231,0.385,0.144,,,,,,,,,,0.227,0.454,0.201,0.303,0.404,0.067,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/08/14,12:40 PM.,AZ,COL,away,Roof Closed.,76,656756,C,3,1,1,0,0,0,1,0,1,1,2,.266,.367,.457,.824,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,,,,0.308,0.173,,0.018,,0.193,-0.02,,-2.11,3.84,,-1.92,92.1,,83.1,91.8,84.2,,0.284,0.375,0.184,0.27,0.453,0.353,0.321,0.593,0.386,0.0,0.0,0.5,,,,106.0,102.0,107.0,,0.307,,-0.83,,79.2,,,,0.374,0.577,0.159,,,,,,,,,,,,,,,
2024/08/11,1:09 PM.,ATL,COL,home,Cloudy.,77,680885,C,4,0,1,0,0,0,1,0,0,2,0,.265,.365,.459,.824,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,,,,94.0,104.0,100.0,0.068,0.291,0.168,0.199,,,0.27,0.53,-0.12,0.61,,,96.1,92.9,,95.1,87.3,,0.24,0.448,0.205,0.236,0.436,0.409,,,,0.225,0.333,0.279,0.27,0.5,0.199,101.0,104.0,108.0,0.128,0.146,1.96,0.29,84.5,80.6,,,,0.231,0.385,0.078,0.147,0.235,0.463,84.0,107.0,109.0,,,,,,,,,
2024/08/08,1:10 PM.,NYM,COL,home,Cloudy.,67,656849,C,3,0,0,0,0,0,0,0,0,0,1,.266,.367,.463,.830,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,0.184,,0.164,0.39,,1.83,-1.81,,0.03,93.1,,84.7,91.9,85.1,,0.22,0.266,0.287,0.207,0.345,0.259,0.211,0.324,0.271,0.287,0.447,0.339,,,,83.0,102.0,100.0,,0.076,,0.11,,79.1,,,,0.253,0.36,0.16,,,,,,,,,,,,,,,
2024/08/04,1:12 PM.,SD,COL,away,Sunny.,77,663362,C,4,1,2,0,0,1,1,0,0,1,1,.270,.369,.471,.840,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,,,,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.265,0.513,0.224,,,,,,,,,,0.231,0.385,0.144,,,,,,,,,,0.227,0.454,0.201,0.303,0.404,0.067,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024/08/03,5:43 PM.,SD,COL,away,Clear.,78,527048,PH,1,1,1,0,0,1,1,0,0,0,0,.265,.367,.453,.820,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,,,,70.0,101.0,93.0,0.358,0.053,0.221,0.0,,0.227,-8.23,-0.61,0.57,-51.06,,-1.27,91.3,87.9,83.4,90.7,82.8,,0.458,0.917,0.043,0.246,0.354,0.29,0.28,0.448,0.341,,,,0.28,0.57,0.212,74.0,102.0,98.0,,0.141,,0.62,,77.9,,,,0.275,0.383,0.097,,,,,,,,,,,,,,,
2024/08/01,6:38 PM.,LAA,COL,away,Clear.,79,608334,C,2,0,0,0,0,0,0,0,1,0,1,.260,.364,.432,.796,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,,,,,,,0.237,0.234,,0.204,,0.27,0.19,,0.39,1.22,,-0.64,93.1,,87.8,92.6,87.0,,0.224,0.447,0.195,0.471,1.118,0.393,0.228,0.347,0.367,0.157,0.294,0.284,,,,109.0,102.0,103.0,,0.056,,-7.73,,82.4,0.286,0.714,0.458,0.299,0.39,0.118,,,,,,,,,,,,,,,
2024/07/28,1:05 PM.,SF,COL,away,Sunny.,64,669062,C,4,0,0,0,0,0,1,0,0,1,1,.263,.361,.437,.798,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,95.0,94.0,91.0,,,,137.0,101.0,110.0,,,,,,,,0.497,,0.164,,0.338,0.99,,,-1.06,,0.1,96.9,,85.5,,83.3,,0.184,0.311,0.291,,,,0.21,0.35,0.302,0.244,0.415,0.375,,,,,,,,0.001,,3.94,,81.1,,,,,,,,,,,,,,,,,,,,,
2024/07/27,4:06 PM.,SF,COL,away,Overcast.,62,605483,C,2,0,0,0,0,0,0,0,1,0,0,.270,.368,.448,.816,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,,,,,,,0.464,,0.101,,0.176,1.16,,,0.11,,0.95,95.9,,85.5,,88.7,,0.2,0.303,0.244,0.111,0.183,0.498,0.236,0.319,0.476,0.167,0.267,0.446,,,,148.0,99.0,109.0,,0.26,,2.25,,81.1,,,,,,,,,,,,,,,,,,,,,
2024/07/26,7:15 PM.,SF,COL,away,Overcast.,60,690986,C,3,1,1,0,0,0,0,0,1,1,1,.273,.369,.453,.822,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,98.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,,,,0.577,,0.003,,0.197,0.2,,,-11.71,,-1.64,92.5,,84.8,,88.2,,0.249,0.425,0.23,,,,0.287,0.435,0.215,0.333,0.667,0.5,,,,84.0,95.0,95.0,,0.223,,-0.22,,80.6,,,,,,,,,,,,,0.274,0.452,0.277,,,,,,
2024/07/24,1:11 PM.,BOS,COL,home,Sunny.,93,601713,C,4,3,3,2,0,1,4,0,0,0,1,.272,.366,.456,.822,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,122.0,105.0,108.0,,,,155.0,103.0,111.0,,,,104.0,96.0,82.0,,0.486,0.059,0.291,,,0.73,-4.63,,-0.1,,,93.9,88.3,,,82.6,,0.239,0.399,0.218,0.167,0.4,0.206,,,,0.143,0.393,0.326,0.394,0.879,0.211,118.0,104.0,104.0,,0.163,,0.61,,80.0,0.224,0.436,0.35,,,,,,,,,,,,,,,,,,
2024/07/22,6:40 PM.,BOS,COL,home,Partly Cloudy.,83,656557,C,5,0,2,1,0,0,1,0,1,1,4,.260,.354,.416,.770,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,,,,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,,,,,,,,,,0.2,0.4,0.235,,,,0.248,,1.74,,88.4,,0.23,0.357,0.302,0.27,0.325,0.142,0.195,0.265,0.208,116.0,103.0,109.0,,,,,,,,,
2024/07/21,1:11 PM.,SF,COL,home,Cloudy.,78,806185,C,4,0,1,0,0,0,0,0,0,2,2,.255,.349,.409,.758,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,90.0,89.0,85.0,,,,119.0,90.0,100.0,,,,,,,,0.446,,0.184,,0.184,-0.02,,,-0.26,,-0.87,95.8,,88.1,,86.4,,0.216,0.44,0.182,0.145,0.218,0.327,0.269,0.365,0.349,0.244,0.512,0.487,,,,111.0,102.0,104.0,,0.187,,0.82,,80.5,,,,,,,,,,,,,,,,,,,,,
2024/07/20,6:10 PM.,SF,COL,home,Clear.,85,657277,C,3,0,1,0,0,0,0,0,0,0,1,.255,.351,.414,.765,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,,,,52.0,95.0,88.0,0.399,0.053,0.026,0.212,,0.309,0.2,4.3,1.32,0.16,,-0.13,92.6,91.0,87.4,92.6,83.8,,0.179,0.231,0.329,,,,0.275,0.411,0.216,,,,0.077,0.077,0.265,,,,,,,,,,0.239,0.331,0.268,0.268,0.338,0.144,,,,,,,,,,,,,,,
2024/07/14,1:42 PM.,NYM,COL,away,Sunny.,92,500779,C,4,0,0,0,0,0,0,0,0,1,0,.254,.352,.415,.767,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,,,,0.304,0.225,,,,0.193,-0.32,,0.82,,,0.5,90.7,,85.7,90.8,,,0.227,0.427,0.169,0.265,0.444,0.264,0.203,0.26,0.367,,,,,,,110.0,100.0,99.0,,0.278,,-0.04,,77.7,,,,0.249,0.431,0.131,,,,,,,0.195,0.366,0.284,,,,,,
