date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/08/29,7:09 PM.,LAD,BAL,away,Clear.,71,676272,DH,3,0,0,0,0,0,0,0,0,1,1,.249,.298,.345,.643,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,104.0,91.0,96.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,,,,0.136,0.379,0.096,,0.199,-1.44,-4.54,-3.17,,0.29,97.6,86.4,97.3,88.6,,0.13,0.217,0.41,0.327,0.634,0.167,0.433,0.9,0.174,0.333,0.619,0.275,0.357,0.536,0.286,120.0,99.0,104.0,,,,,,,,,0.19,,,-1.0,,,79.8,,,,,,,,,,,,,,,
2024/08/28,7:10 PM.,LAD,BAL,away,Clear.,70,621111,PH,1,0,0,0,0,0,0,0,0,0,1,.252,.299,.348,.647,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,0.163,0.29,0.095,0.192,0.052,-2.43,-0.74,-0.87,-1.56,-5.9,95.0,90.0,94.8,82.9,78.0,0.455,0.773,0.088,0.342,0.696,0.169,0.291,0.327,0.115,1.0,2.5,0.25,0.278,0.481,0.267,,,,103.0,103.0,100.0,,,,0.208,,,1.62,,,91.2,,,,,,0.121,0.303,0.294,0.238,0.397,0.215,,,,,,
2024/08/27,7:10 PM.,LAD,BAL,away,Clear.,75,656427,DH,4,0,1,0,0,0,0,0,0,2,2,.253,.300,.349,.649,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.111,0.333,0.111,0.245,0.401,0.238,0.6,1.2,0.4,0.222,0.455,0.363,0.164,0.219,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/25,7:11 PM.,HOU,BAL,home,Partly Cloudy.,86,579328,DH,4,1,1,0,0,0,0,0,0,0,2,.253,.301,.351,.652,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,0.471,0.235,,0.111,-0.08,,1.31,,-0.15,95.5,86.7,,88.3,,0.194,0.25,0.358,0.274,0.505,0.28,,,,0.21,0.28,0.297,0.264,0.395,0.274,99.0,105.0,105.0,,,,,,,,,0.183,,,0.02,,,82.4,,,,,,,,,,,,,,,
2024/08/24,4:09 PM.,HOU,BAL,home,Partly Cloudy.,84,664285,DH,4,1,1,0,0,0,0,0,0,1,0,.253,.301,.352,.653,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,0.043,,0.175,-4.64,1.46,-0.2,,0.62,94.5,89.9,94.1,85.1,,0.226,0.278,0.354,0.4,1.0,0.273,0.276,0.399,0.116,0.233,0.467,0.383,0.121,0.187,0.398,129.0,96.0,108.0,,,,,,,,,0.313,,,1.59,,,79.7,,,,,,,,,,,,,,,
2024/08/21,1:10 PM.,NYM,BAL,away,Sunny.,71,640455,DH,4,0,0,0,0,0,0,0,0,0,1,.253,.302,.354,.656,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,,,,0.447,0.113,0.251,,0.118,1.13,1.36,0.37,,-1.19,92.3,85.3,92.3,79.5,,0.25,0.438,0.254,0.167,0.295,0.311,0.201,0.333,0.21,0.174,0.435,0.32,,,,,,,84.0,88.0,85.0,,,,0.071,,,0.97,,,88.4,,,,,,0.193,0.311,0.388,0.222,0.25,0.179,,,,,,
2024/08/20,7:11 PM.,NYM,BAL,away,Clear.,70,500779,DH,5,0,1,1,0,0,1,0,0,1,1,.256,.306,.359,.665,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.193,-0.32,0.82,,,0.5,90.7,85.7,90.8,,,0.203,0.26,0.367,0.227,0.427,0.169,0.249,0.431,0.131,,,,0.265,0.444,0.264,110.0,100.0,99.0,,,,,,,,,0.278,,,-0.04,,,77.7,,,,,,,,,,0.195,0.366,0.284,,,
2024/08/19,7:20 PM.,NYM,BAL,away,Cloudy.,76,656849,DH,3,0,0,0,0,0,0,0,0,1,3,.257,.308,.358,.666,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,0.184,,0.164,0.39,1.83,-1.81,,0.03,93.1,84.7,91.9,85.1,,0.211,0.324,0.271,0.22,0.266,0.287,0.253,0.36,0.16,0.287,0.447,0.339,0.207,0.345,0.259,83.0,102.0,100.0,,,,,,,,,0.076,,,0.11,,,79.1,,,,,,,,,,,,,,,
2024/08/18,1:38 PM.,BOS,BAL,home,Cloudy.,81,676710,DH,3,0,0,0,0,0,0,0,0,0,0,.260,.311,.362,.673,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,98.0,97.0,99.0,,0.337,0.185,0.072,,-0.43,,-0.56,1.14,,92.6,,,80.8,77.3,,,,0.255,0.5,0.198,,,,,,,0.143,0.171,0.219,,,,114.0,104.0,104.0,87.0,102.0,106.0,0.32,0.086,,0.55,0.47,,87.5,82.4,,0.192,0.26,0.404,0.222,0.437,0.263,0.216,0.418,0.265,,,,,,
2024/08/17,8:21 PM.,BOS,BAL,home,Overcast.,75,678394,PH,1,0,0,0,0,0,0,0,0,0,0,.263,.314,.366,.680,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,0.28,,0.269,0.25,-0.24,-0.58,,0.15,95.6,87.6,95.7,86.8,,0.177,0.354,0.369,0.12,0.16,0.218,0.309,0.44,0.111,0.268,0.401,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/16,7:07 PM.,BOS,BAL,home,Partly Cloudy.,83,657514,DH,3,2,2,1,0,0,1,0,0,0,2,.264,.316,.368,.684,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,4.06,3.88,51.0,97.0,92.0,93.0,0.802,9.88,3.88,8.82,1.06,1.37,0.225,0.401,0.162,0.31,0.489,,,,,,,84.0,103.0,93.0,82.0,98.0,98.0,,,,0.466,,0.071,,,,0.17,1.71,,,,,91.4,84.2,,,,,,,,0.29,0.47,0.17,0.25,0.375,0.25,0.197,0.316,0.312,92.0,93.0,97.0,132.0,88.0,81.0,,,,0.112,,0.352,-0.74,,-0.62,86.8,,78.9,,,,,,,0.364,0.455,0.086,,,,,,
2024/08/14,6:37 PM.,WSH,BAL,home,Partly Cloudy.,83,687792,DH,4,0,0,0,0,0,0,0,0,2,2,.260,.312,.360,.672,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,93.0,98.0,96.0,,,,105.0,95.0,100.0,102.0,82.0,88.0,,0.542,0.179,0.033,0.245,0.86,,-0.96,1.64,-0.19,93.5,83.5,,86.1,81.2,0.224,0.388,0.26,0.222,0.317,0.305,,,,0.229,0.429,0.275,0.2,0.2,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/13,6:36 PM.,WSH,BAL,home,Clear.,85,663623,DH,1,0,0,0,0,0,0,0,0,1,0,.264,.316,.366,.682,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,,,,0.205,0.379,0.003,,0.035,0.44,-0.64,-14.34,,1.34,93.9,88.4,93.3,85.9,,0.125,0.125,0.349,0.204,0.381,0.235,0.325,0.497,0.149,,,,0.226,0.42,0.251,110.0,104.0,106.0,78.0,102.0,93.0,,,,0.065,,0.313,0.06,,0.24,89.9,,81.1,,,,,,,0.283,0.522,0.204,,,,,,
2024/08/11,1:41 PM.,TB,BAL,away,Dome.,72,605488,DH,3,0,1,0,0,0,0,0,1,0,1,.265,.318,.368,.686,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,,,,0.002,0.423,0.235,,0.317,-0.7,-3.5,2.84,,-1.59,89.8,79.6,89.8,82.3,,0.333,0.439,0.442,0.216,0.49,0.17,,,,0.222,0.222,0.236,,,,,,,18.0,84.0,80.0,,,,0.023,,,-1.54,,,85.3,,,,,,0.0,0.0,0.571,,,,,,,,,
2024/08/09,6:51 PM.,TB,BAL,away,Dome.,72,641793,DH,4,0,3,0,0,0,0,0,0,0,2,.264,.315,.368,.683,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,,,,0.245,0.358,0.191,0.265,0.439,0.141,0.257,0.427,0.227,,,,,,,,,,104.0,106.0,112.0,,0.232,,,-0.84,,,83.0,,0.258,0.423,0.344,0.406,0.594,0.115,,,,,,,,,
2024/08/08,7:08 PM.,TOR,BAL,away,Roof Closed.,68,592332,PH,1,0,0,0,0,0,0,0,0,1,2,.256,.308,.362,.670,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,0.528,0.084,,,0.43,-3.21,-1.21,,,93.9,,93.3,82.7,,,,,0.277,0.466,0.175,0.316,0.579,0.117,0.268,0.439,0.266,,,,,,,,,,88.0,108.0,106.0,,0.334,,,0.51,,,86.0,,0.169,0.262,0.335,,,,,,,,,,,,
2024/08/07,7:08 PM.,TOR,BAL,away,Clear.,74,670102,DH,4,1,2,1,0,0,2,0,0,1,3,.257,.309,.363,.672,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,94.0,106.0,107.0,79.0,96.0,85.0,96.0,92.0,92.0,,,,0.029,0.513,0.092,,,2.21,1.45,-1.47,,,92.9,,90.3,81.7,,,,,0.174,0.371,0.185,0.182,0.455,0.067,0.25,0.583,0.436,0.308,0.558,0.243,99.0,94.0,100.0,,,,109.0,105.0,110.0,,0.184,0.182,,1.44,-1.71,,83.8,73.5,0.169,0.169,0.225,,,,,,,,,,,,
2024/08/06,7:09 PM.,TOR,BAL,away,Roof Closed.,71,605135,DH,3,0,1,0,0,0,0,0,0,1,0,.253,.307,.357,.664,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,64.0,103.0,94.0,96.0,101.0,97.0,120.0,96.0,106.0,,,,0.407,0.045,0.118,,0.053,-1.6,-0.08,-0.88,,-2.29,92.6,84.5,92.5,77.2,,0.321,0.607,0.158,0.242,0.394,0.25,0.327,0.423,0.128,0.375,0.781,0.096,0.221,0.351,0.292,101.0,91.0,102.0,79.0,101.0,91.0,87.0,90.0,86.0,0.197,0.043,0.137,0.44,-2.64,-0.09,89.6,84.1,71.0,0.303,0.364,0.167,0.154,0.231,0.458,0.188,0.316,0.268,,,,,,
2024/08/04,1:41 PM.,CLE,BAL,away,Sunny.,83,668909,DH,5,0,3,1,0,0,1,0,0,1,3,.252,.306,.357,.663,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,,,,,0.515,0.113,,0.054,0.08,,-0.16,,-3.82,96.6,89.2,,88.6,,0.417,0.833,0.148,0.286,0.421,0.22,,,,0.258,0.387,0.242,0.155,0.31,0.304,121.0,101.0,105.0,98.0,99.0,94.0,,,,0.12,,0.198,0.56,,-0.01,91.6,,79.5,,,,,,,0.205,0.333,0.341,,,,,,
2024/08/03,7:15 PM.,CLE,BAL,away,Partly Cloudy.,80,676282,DH,3,0,2,0,0,0,1,0,0,1,0,.245,.300,.348,.648,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,96.0,91.0,87.0,,,,112.0,104.0,103.0,,,,,0.488,0.084,,0.276,-1.29,,2.07,,0.26,92.2,77.8,,82.6,,0.216,0.324,0.437,0.292,0.585,0.22,,,,0.188,0.375,0.424,0.172,0.276,0.271,95.0,109.0,105.0,,,,,,,,,0.152,,,1.01,,,76.2,,,,,,,,,,,,,,,
2024/08/01,6:40 PM.,CLE,BAL,away,Partly Cloudy.,84,594902,PH,1,0,0,0,0,0,0,0,0,1,1,.239,.296,.343,.639,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,0.218,,0.091,-0.21,0.56,-0.01,,-0.79,89.9,83.9,90.4,79.4,,0.279,0.382,0.185,0.268,0.504,0.166,0.227,0.392,0.133,0.238,0.476,0.419,0.206,0.365,0.18,43.0,106.0,93.0,,,,,,,,,0.088,,,-0.11,,,76.9,,,,0.231,0.413,0.241,,,,,,,,,
