date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/09/14,6:13 PM.,MIN,CIN,away,Overcast.,76,680573,3B,5,1,2,1,0,0,2,0,0,1,0,.205,.243,.308,.551,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,,0.193,0.82,,0.76,1.68,,-3.33,93.1,82.8,,86.4,76.1,,,,,0.214,0.313,0.239,0.258,0.356,0.219,0.186,0.326,0.221,0.311,0.622,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/13,7:11 PM.,MIN,CIN,away,Partly Cloudy.,78,641927,3B,3,0,0,0,0,0,0,0,1,1,2,.200,.239,.300,.539,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.011,,0.294,-0.01,,2.03,4.57,,1.98,91.7,83.4,,80.3,76.0,,,,,0.095,0.162,0.307,0.258,0.506,0.222,0.0,0.0,0.375,0.154,0.285,0.395,,,,,,,84.0,104.0,100.0,0.195,-0.86,86.2,0.279,0.504,0.229,,,,,,,,,,,,
2024/09/11,6:45 PM.,STL,CIN,away,Partly Cloudy.,86,458681,DH,2,0,1,0,0,0,0,2,1,1,0,.203,.239,.305,.544,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,0.167,0.472,0.013,0.062,,0.063,0.87,-0.46,-1.62,-1.98,,-2.47,92.3,84.8,91.2,82.0,80.4,,0.284,0.469,0.11,,,,0.199,0.393,0.287,0.211,0.342,0.203,0.292,0.292,0.225,0.25,0.25,0.0,,,,91.0,101.0,94.0,0.223,-1.03,88.1,0.317,0.426,0.262,,,,,,,,,,,,
2024/09/09,6:41 PM.,ATL,CIN,away,Clear.,83,450203,3B,4,0,1,0,0,0,0,0,0,2,5,.200,.232,.303,.535,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.424,,0.11,-1.4,0.39,,0.78,,-1.38,94.1,85.0,93.5,,81.5,,0.333,0.433,0.07,,,,0.281,0.517,0.193,0.2,0.309,0.342,0.292,0.6,0.333,,,,,,,73.0,92.0,86.0,0.078,-0.75,88.5,0.286,0.571,0.149,,,,,,,,,,,,
2024/09/08,1:41 PM.,NYM,CIN,away,Sunny.,68,622663,3B,4,0,1,0,0,0,1,0,0,3,2,.199,.232,.304,.536,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,0.248,0.355,0.242,,,0.075,0.15,1.24,0.26,,,-3.63,96.2,86.1,95.6,85.6,,,0.278,0.414,0.122,0.263,0.342,0.284,0.243,0.392,0.218,,,,0.358,0.66,0.186,0.139,0.238,0.386,,,,92.0,91.0,89.0,0.081,1.05,92.6,0.2,0.3,0.26,,,,,,,,,,,,
2024/09/04,6:42 PM.,HOU,CIN,home,Partly Cloudy.,84,681293,3B,1,0,0,0,0,0,0,0,0,1,0,.198,.231,.305,.536,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,,0.086,-1.33,,0.99,0.8,,-2.52,94.1,85.5,,80.8,78.4,,,,,,,,0.303,0.528,0.198,0.171,0.282,0.424,0.395,0.512,0.378,0.113,0.226,0.386,,,,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,,,,,,,,,,,,
2024/09/01,12:12 PM.,MIL,CIN,home,Partly Cloudy.,81,668964,3B,4,0,0,0,0,0,0,0,0,1,3,.199,.232,.307,.539,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.041,,0.114,0.58,11.28,1.43,-3.19,,1.18,92.9,81.1,91.5,85.5,77.8,,0.0,0.0,0.0,0.198,0.255,0.248,0.239,0.436,0.194,0.421,0.579,0.194,0.083,0.083,0.444,,,,,,,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,,,,,,,,,
2024/08/31,7:17 PM.,MIL,CIN,home,Cloudy.,79,593423,3B,4,1,2,0,0,0,0,0,0,1,0,.203,.238,.314,.552,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.332,0.107,,,,-0.02,1.13,-1.94,,,,95.6,,94.8,85.4,,,0.248,0.407,0.113,0.288,0.577,0.325,0.206,0.367,0.231,,,,,,,,,,,,,109.0,95.0,95.0,0.187,-1.4,90.4,0.326,0.609,0.223,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,
2024/08/30,6:41 PM.,MIL,CIN,home,Partly Cloudy.,90,669084,3B,3,0,0,0,0,0,0,0,0,2,0,.196,.232,.310,.542,669084,dlhall,"Hall, DL",Left,DL Hall,MIL,5.02,4.46,43.0,99.0,87.0,96.0,0.794,9.21,4.4,10.05,1.26,1.22,0.189,0.441,0.173,0.299,0.413,93.0,99.0,92.0,104.0,99.0,102.0,72.0,98.0,91.0,,,,105.0,105.0,108.0,,0.453,0.143,0.199,,0.205,-2.43,,0.51,0.75,,-0.11,93.3,84.7,,84.7,79.7,,,,,0.182,0.212,0.451,0.395,0.553,0.124,0.208,0.375,0.212,0.189,0.351,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/29,5:12 PM.,OAK,CIN,home,Partly Cloudy.,92,669372,DH,0,0,0,0,0,0,0,0,0,0,0,.200,.236,.315,.551,669372,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.59,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,,,,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,,,0.146,1.23,-0.98,2.3,,,-0.36,92.2,87.0,92.9,85.3,,,0.319,0.472,0.205,0.158,0.237,0.355,0.0,0.0,0.333,,,,0.389,0.556,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/27,6:42 PM.,OAK,CIN,home,Clear.,93,687765,3B,4,0,1,0,0,0,0,0,0,0,4,.200,.236,.315,.551,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.121,,0.011,,-1.41,0.01,-0.82,,-7.88,,88.4,91.9,84.3,80.4,,0.338,0.403,0.16,0.278,0.493,0.276,,,,0.196,0.351,0.31,0.571,0.857,0.0,,,,,,,99.0,100.0,96.0,0.396,-0.41,90.7,0.278,0.472,0.176,,,,,,,,,,,,
2024/08/25,1:35 PM.,PIT,CIN,away,Partly Cloudy.,87,682847,3B,4,1,1,0,0,0,0,0,0,2,1,.199,.235,.317,.552,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,0.268,,,0.009,1.02,1.13,-0.41,,,0.21,95.9,90.6,94.9,85.8,,,0.237,0.374,0.129,0.203,0.392,0.31,0.187,0.331,0.208,,,,,,,,,,,,,90.0,100.0,94.0,0.197,0.71,91.0,0.273,0.416,0.168,,,,,,,,,,,,
2024/08/23,6:43 PM.,PIT,CIN,away,Clear.,82,663559,DH,2,0,0,0,0,0,0,0,1,0,1,.197,.235,.318,.553,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,0.152,,,0.38,1.23,0.27,-1.24,,,91.8,,92.0,86.1,77.7,,0.26,0.448,0.157,0.245,0.304,0.287,0.255,0.41,0.166,0.305,0.61,0.207,,,,,,,,,,,,,,,,,,,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,
2024/08/22,6:43 PM.,PIT,CIN,away,Clear.,76,694973,3B,3,0,1,0,0,0,0,1,0,2,0,.200,.233,.323,.556,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.392,0.162,0.108,,0.054,0.64,3.52,0.8,-0.18,,2.34,98.8,87.3,94.0,85.4,83.0,,0.184,0.234,0.293,0.286,0.571,0.328,0.23,0.351,0.242,0.25,0.375,0.337,0.088,0.118,0.548,0.104,0.188,0.226,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,7:08 PM.,TOR,CIN,away,Partly Cloudy.,70,684320,3B,4,2,2,0,0,1,1,1,0,1,1,.197,.231,.322,.553,684320,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,4.0,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,,,,97.0,95.0,100.0,86.0,93.0,87.0,84.0,94.0,92.0,120.0,104.0,111.0,0.108,0.409,0.282,0.105,,,-0.12,2.98,0.67,-2.85,,,93.9,,93.4,84.6,78.3,,0.167,0.167,0.149,0.213,0.36,0.335,0.255,0.439,0.22,0.348,0.739,0.25,,,,,,,,,,,,,,,,,,,85.0,102.0,102.0,0.096,-1.17,88.9,0.194,0.306,0.215,,,
2024/08/20,7:08 PM.,TOR,CIN,away,Roof Closed.,68,621244,3B,4,0,2,0,0,0,1,0,0,1,0,.189,.224,.297,.521,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,0.337,0.183,,0.286,,0.16,-1.26,1.02,,0.28,,0.88,94.1,84.8,93.4,,83.2,,0.268,0.366,0.125,,,,0.305,0.558,0.189,,,,0.171,0.364,0.269,,,,,,,84.0,108.0,99.0,0.035,-1.83,91.4,0.36,0.48,0.123,,,,,,,,,,0.188,0.404,0.31
2024/08/17,6:42 PM.,KC,CIN,home,Overcast.,84,608379,3B,3,0,0,0,0,0,0,0,0,2,3,.181,.217,.292,.509,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.081,,0.322,0.39,0.29,-2.39,-1.64,,2.26,93.6,81.2,93.6,84.1,75.2,,0.252,0.301,0.099,0.371,0.6,0.373,0.279,0.449,0.169,0.357,0.643,0.174,0.169,0.312,0.341,,,,,,,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,,,,,,,,,,,,
2024/08/16,7:12 PM.,KC,CIN,home,Partly Cloudy.,80,547179,3B,3,0,0,0,0,0,0,0,0,0,0,.184,.221,.298,.519,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,,0.188,1.0,-0.25,-1.51,0.02,,1.94,93.8,84.6,93.6,83.9,81.7,,0.291,0.441,0.062,0.368,0.632,0.253,0.155,0.309,0.184,0.217,0.348,0.352,0.122,0.173,0.373,0.19,0.429,0.291,,,,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,,,,,,,,,,,,
2024/08/14,6:41 PM.,STL,CIN,home,Partly Cloudy.,85,502043,3B,4,2,2,0,0,0,0,0,0,0,5,.188,.226,.304,.530,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,0.264,0.132,0.207,0.086,,0.099,-1.39,0.22,0.92,-2.21,,1.2,91.4,84.9,90.7,80.7,78.3,,0.267,0.422,0.092,,,,0.268,0.563,0.065,0.325,0.675,0.462,0.19,0.254,0.39,0.2,0.312,0.412,,,,96.0,95.0,91.0,0.211,0.21,88.6,0.299,0.479,0.181,,,,,,,,,,,,
2024/08/12,6:40 PM.,STL,CIN,home,Partly Cloudy.,79,543243,3B,3,0,0,0,0,0,0,0,0,2,2,.179,.218,.299,.517,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,0.178,0.239,0.201,0.139,0.0,0.064,-0.05,1.64,0.94,0.7,-2.42,-2.25,92.4,88.3,92.7,84.8,80.0,75.4,0.2,0.385,0.208,,,,0.333,0.567,0.182,0.21,0.452,0.331,0.357,0.714,0.328,0.142,0.205,0.444,,,,92.0,98.0,96.0,0.178,0.19,87.7,0.287,0.494,0.308,,,,,,,,,,,,
2024/08/11,1:10 PM.,MIL,CIN,away,Partly Cloudy.,76,669084,3B,4,0,0,0,0,0,0,0,0,3,3,.183,.223,.305,.528,669084,dlhall,"Hall, DL",Left,DL Hall,MIL,5.02,4.46,43.0,99.0,87.0,96.0,0.794,9.21,4.4,10.05,1.26,1.22,0.189,0.441,0.173,0.299,0.413,93.0,99.0,92.0,104.0,99.0,102.0,72.0,98.0,91.0,,,,105.0,105.0,108.0,,0.453,0.143,0.199,,0.205,-2.43,,0.51,0.75,,-0.11,93.3,84.7,,84.7,79.7,,,,,0.182,0.212,0.451,0.395,0.553,0.124,0.208,0.375,0.212,0.189,0.351,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,6:11 PM.,MIL,CIN,away,Partly Cloudy.,73,668964,3B,3,0,0,0,0,0,0,0,0,1,2,.189,.230,.315,.545,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.041,,0.114,0.58,11.28,1.43,-3.19,,1.18,92.9,81.1,91.5,85.5,77.8,,0.0,0.0,0.0,0.198,0.255,0.248,0.239,0.436,0.194,0.421,0.579,0.194,0.083,0.083,0.444,,,,,,,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,,,,,,,,,
