date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C
2024/04/17,4:25 PM.,CWS,KC,away,Cloudy.,61,607200,C,3,0,0,0,0,0,0,0,0,1,0,.182,.206,.212,.418,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,126.0,101.0,106.0,78.0,104.0,97.0,0.003,0.323,0.202,,0.164,-6.18,0.43,1.28,,-0.54,92.9,89.9,87.7,83.5,,0.5,0.5,0.0,0.228,0.351,0.165,0.262,0.47,0.232,,,,,,,76.0,105.0,93.0,0.308,0.59,93.0,0.25,0.358,0.202,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,,,,
2024/04/15,6:41 PM.,CWS,KC,away,Clear.,65,680897,C,4,0,1,0,0,0,0,0,0,0,2,.200,.226,.233,.459,680897,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.07,6.45,35.2,84.0,100.0,86.0,0.736,6.56,9.08,8.07,1.77,0.58,0.216,0.477,0.234,0.297,0.361,86.0,75.0,75.0,90.0,81.0,88.0,101.0,78.0,78.0,105.0,94.0,99.0,,,,0.454,,0.362,0.086,0.098,-1.37,,0.09,-1.7,-4.58,93.7,,85.8,84.5,79.2,0.189,0.415,0.204,0.4,0.6,0.32,,,,0.222,0.444,0.346,0.364,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/14,2:26 PM.,NYM,KC,away,Sunny.,67,676130,C,2,0,0,0,0,0,0,0,0,0,0,.192,.222,.231,.453,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,,,,107.0,93.0,94.0,100.0,88.0,94.0,,,,0.315,,0.235,,0.22,2.14,,1.14,,0.06,94.2,,87.1,84.0,,0.157,0.2,0.319,0.156,0.312,0.426,,,,0.192,0.346,0.426,,,,83.0,81.0,79.0,0.23,1.41,93.5,0.179,0.304,0.161,0.176,0.235,0.262,,,,,,,,,,,,,,,,,,,,,
2024/04/13,1:41 PM.,NYM,KC,away,Cloudy.,51,640455,C,4,1,1,0,0,0,1,0,1,0,1,.208,.240,.250,.490,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,88.0,88.0,93.0,84.0,88.0,85.0,0.113,0.071,0.251,,0.118,1.13,0.97,0.37,,-1.19,92.3,88.4,85.3,79.5,,0.167,0.295,0.311,0.25,0.438,0.254,0.222,0.25,0.179,0.174,0.435,0.32,,,,95.0,100.0,97.0,0.447,1.36,92.3,0.201,0.333,0.21,0.193,0.311,0.388,,,,,,,,,,,,,,,,,,,,,
2024/04/11,1:10 PM.,HOU,KC,home,Sunny.,61,686613,C,4,1,1,0,0,0,0,0,0,0,1,.200,.200,.250,.450,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,110.0,103.0,107.0,90.0,103.0,101.0,0.347,0.17,0.051,,0.126,0.16,0.14,1.7,,0.95,96.0,92.4,88.4,89.1,,0.244,0.413,0.288,0.221,0.26,0.296,0.23,0.363,0.216,0.2,0.2,0.236,0.237,0.421,0.305,93.0,102.0,98.0,0.182,0.92,95.6,0.275,0.321,0.161,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,
2024/04/10,6:40 PM.,HOU,KC,home,Cloudy.,63,681293,C,1,0,0,0,0,0,0,0,0,0,1,.188,.188,.250,.438,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,117.0,93.0,101.0,66.0,98.0,96.0,0.41,0.196,0.108,0.2,0.086,-1.33,0.57,0.99,0.8,-2.52,94.1,88.2,85.5,80.8,78.4,0.303,0.528,0.198,0.395,0.512,0.378,0.248,0.444,0.228,,,,0.171,0.282,0.424,,,,,,,,,,0.113,0.226,0.386,,,,,,,,,,,,,,,,,,,,,
2024/04/07,1:10 PM.,CWS,KC,home,Sunny.,63,676979,C,3,1,2,1,0,0,0,0,0,0,0,.200,.200,.267,.467,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,138.0,102.0,107.0,94.0,105.0,103.0,0.537,0.284,0.098,,0.059,1.66,-0.14,-2.29,,-0.36,97.2,91.6,91.0,84.3,,0.198,0.295,0.314,0.184,0.289,0.339,0.268,0.458,0.334,,,,,,,123.0,98.0,97.0,0.021,4.04,97.9,0.154,0.154,0.321,0.228,0.561,0.422,,,,,,,,,,,,,,,,,,,,,
2024/04/05,6:40 PM.,CWS,KC,home,Clear.,63,607200,C,0,0,0,0,0,0,0,0,0,0,0,.083,.083,.083,.166,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,126.0,101.0,106.0,78.0,104.0,97.0,0.003,0.323,0.202,,0.164,-6.18,0.43,1.28,,-0.54,92.9,89.9,87.7,83.5,,0.5,0.5,0.0,0.228,0.351,0.165,0.262,0.47,0.232,,,,,,,76.0,105.0,93.0,0.308,0.59,93.0,0.25,0.358,0.202,0.165,0.309,0.251,,,,,,,,,,,,,,,,,,,,,
2024/04/03,6:05 PM.,BAL,KC,away,Drizzle.,46,669203,C,4,0,0,0,0,0,0,0,0,1,0,.083,.083,.083,.166,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,133.0,105.0,120.0,125.0,105.0,108.0,,0.45,0.146,0.215,0.11,,1.37,0.7,0.44,0.2,,95.3,89.2,87.2,80.3,,,,0.194,0.339,0.377,0.251,0.362,0.19,0.196,0.268,0.463,0.2,0.326,0.378,104.0,95.0,89.0,0.078,-0.5,97.0,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,
2024/04/02,6:35 PM.,BAL,KC,away,Cloudy.,52,608344,C,4,1,1,0,0,0,0,0,0,1,0,.125,.125,.125,.250,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,85.0,121.0,119.0,86.0,102.0,91.0,0.264,0.109,0.041,0.252,0.134,-1.16,-0.64,-3.18,-0.38,-1.52,91.9,85.9,84.9,78.1,77.3,0.296,0.592,0.163,0.282,0.474,0.243,0.327,0.551,0.181,0.25,0.438,0.196,0.283,0.424,0.189,75.0,101.0,89.0,0.2,-0.49,91.5,0.307,0.485,0.088,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/31,1:10 PM.,MIN,KC,home,Overcast.,69,641927,C,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
