date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,KC%,KN%,wKC/C,wKN/C,vKC,ST_ba,ST_slg,ST_whiff
2024/09/16,6:40 PM.,CHC,OAK,away,Partly Cloudy.,79,684007,SS,4,1,2,0,1,0,0,0,1,0,1,.241,.297,.345,.642,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.194,0.226,0.333,,,,0.444,0.556,0.0,0.25,0.333,0.37,50.0,107.0,96.0,0.005,-6.3,89.8,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,0.333,1.333,0.143,,,,,0.0,,-76.55,,53.9,0.267,0.311,0.347
2024/09/14,6:11 PM.,CWS,OAK,away,Partly Cloudy.,81,623167,SS,3,1,0,0,0,0,0,0,0,2,2,.222,.271,.296,.567,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,0.002,0.37,0.087,0.122,0.157,-0.64,2.01,-2.65,0.43,-1.32,91.3,81.3,91.4,80.0,72.0,0.261,0.473,0.132,0.257,0.436,0.379,0.361,0.475,0.271,0.246,0.393,0.308,,,,47.0,101.0,90.0,0.261,-0.75,87.4,,,,,,,,,,0.319,0.536,0.218,,,,,,,,,,,,
2024/09/13,6:40 PM.,CWS,OAK,away,Partly Cloudy.,78,676979,SS,4,0,0,0,0,0,0,0,0,0,3,.235,.273,.314,.587,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,,0.059,1.66,4.04,-2.29,,-0.36,97.2,91.0,97.9,84.3,,0.198,0.295,0.314,0.184,0.289,0.339,,,,,,,0.154,0.154,0.321,94.0,105.0,103.0,0.284,-0.14,91.6,,,,,,,,,,0.268,0.458,0.334,,,,,,,,,,0.228,0.561,0.422
2024/09/12,1:11 PM.,HOU,OAK,away,Roof Closed.,73,664285,SS,4,1,2,1,0,0,0,0,0,1,0,.255,.294,.340,.634,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.4,1.0,0.273,0.226,0.278,0.354,0.233,0.467,0.383,0.121,0.187,0.398,0.276,0.399,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/11,7:10 PM.,HOU,OAK,away,Roof Closed.,73,686613,SS,4,1,1,0,0,0,0,0,0,0,1,.233,.277,.302,.579,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,,0.126,0.16,0.92,1.7,,0.95,96.0,88.4,95.6,89.1,,0.244,0.413,0.288,0.221,0.26,0.296,0.2,0.2,0.236,0.237,0.421,0.305,0.275,0.321,0.161,90.0,103.0,101.0,0.17,0.14,92.4,,,,,,,,,,0.23,0.363,0.216,,127.0,100.0,106.0,0.125,,-0.79,,82.9,,,
2024/09/10,7:10 PM.,HOU,OAK,away,Roof Closed.,73,681293,SS,5,0,1,0,0,0,0,0,0,0,3,.231,.279,.308,.587,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,0.086,-1.33,,0.99,0.8,-2.52,94.1,85.5,,80.8,78.4,0.303,0.528,0.198,0.395,0.512,0.378,,,,0.171,0.282,0.424,,,,66.0,98.0,96.0,0.196,0.57,88.2,,,,,,,,,,0.248,0.444,0.228,,,,,,,,,,0.113,0.226,0.386
2024/09/08,1:08 PM.,DET,OAK,home,Sunny.,76,689225,SS,4,0,1,0,0,0,0,0,0,0,0,.235,.289,.324,.613,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,,,,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,,0.265,0.99,2.22,-1.62,,0.26,95.9,88.4,95.5,86.1,,0.222,0.272,0.212,0.212,0.4,0.319,0.241,0.552,0.271,,,,0.235,0.294,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/07,1:07 PM.,DET,OAK,home,Sunny.,74,669724,PR,0,0,0,0,0,0,0,0,0,0,0,.233,.294,.333,.627,669724,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,3.07,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,,,,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,,0.096,-0.24,2.09,0.13,,-3.75,95.6,88.6,94.8,87.4,,0.222,0.5,0.359,0.333,0.778,0.391,0.227,0.409,0.133,,,,0.231,0.246,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/06,6:41 PM.,DET,OAK,home,Clear.,73,669373,SS,4,0,2,0,1,0,1,0,0,1,0,.233,.294,.333,.627,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,0.169,0.364,0.346,0.158,0.316,0.175,0.207,0.305,0.16,,,,,,,,,,,,,,,,,,,,95.0,91.0,101.0,0.042,,1.26,,78.5,,,
2024/09/05,12:37 PM.,SEA,OAK,home,Sunny.,76,693433,SS,3,1,1,0,0,0,0,0,1,0,1,.192,.267,.231,.498,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,0.186,0.373,0.207,0.265,0.529,0.241,,,,0.234,0.315,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417
2024/09/04,6:40 PM.,SEA,OAK,home,Clear.,72,669923,SS,3,0,0,0,0,0,0,0,0,1,3,.174,.231,.217,.448,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.221,0.458,0.291,,,,0.226,0.316,0.271,0.333,0.439,0.286,0.263,0.354,0.105,97.0,99.0,93.0,0.004,0.79,92.3,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,73.9,114.0,110.0,113.0,0.082,0.0,-1.95,-3.5,83.4,,,
2024/09/03,6:40 PM.,SEA,OAK,home,Clear.,80,622491,SS,3,0,0,0,0,0,0,0,0,0,0,.200,.261,.250,.511,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,,0.143,0.97,-0.41,0.65,,-1.63,95.6,88.1,95.6,85.7,,0.203,0.365,0.273,0.287,0.545,0.265,0.207,0.357,0.358,,,,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:36 PM.,TEX,OAK,away,Roof Closed.,74,679156,SS,4,1,1,1,0,0,0,0,0,1,1,.235,.300,.294,.594,679156,walterpennington,Pennington,Left,Walter Pennington,- - -,3.0,5.42,18.0,94.0,80.0,88.0,0.773,8.5,5.5,9.5,0.5,1.41,0.185,0.5,0.074,0.278,0.406,,,,,,,47.0,99.0,76.0,61.0,91.0,77.0,87.0,96.0,92.0,0.297,0.024,0.409,,,1.21,1.32,-1.69,,,90.4,,91.5,83.8,,,,,,,,0.286,0.429,0.409,,,,0.167,0.222,0.128,93.0,95.0,93.0,0.27,-0.81,89.4,,,,,,,,,,0.333,0.444,0.143,,,,,,,,,,,,
2024/08/31,6:08 PM.,TEX,OAK,away,Roof Closed.,74,674003,SS,3,0,0,0,0,0,0,0,0,0,0,.231,.313,.231,.544,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,49.0,114.0,107.0,,0.523,0.07,0.128,0.273,1.75,,-0.79,-2.32,0.86,89.8,80.9,,82.7,74.9,0.185,0.344,0.213,0.21,0.333,0.338,0.32,0.48,0.182,0.306,0.556,0.129,,,,70.0,112.0,85.0,0.007,-3.68,86.4,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/30,7:07 PM.,TEX,OAK,away,Roof Closed.,74,592351,SS,3,1,1,0,0,0,0,0,1,0,1,.300,.385,.300,.685,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,0.257,0.543,0.19,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/28,6:42 PM.,CIN,OAK,away,Partly Cloudy.,88,518585,SS,2,0,0,0,0,0,1,0,1,1,1,.286,.333,.286,.619,518585,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.86,4.05,66.2,95.0,116.0,100.0,0.633,14.72,4.73,7.29,1.22,0.98,0.196,0.462,0.182,0.357,0.379,,,,,,,90.0,99.0,92.0,,,,,,,,0.327,,,0.001,-0.02,,,,-4.83,94.6,83.8,,,,0.295,0.513,0.142,,,,,,,,,,,,,82.0,93.0,94.0,0.255,-2.06,88.6,157.0,92.0,111.0,0.418,1.83,81.5,0.116,0.149,0.593,0.333,0.765,0.267,,,,,,,,,,,,
2024/08/27,6:42 PM.,CIN,OAK,away,Clear.,93,596001,SS,4,1,1,0,0,0,0,0,0,1,2,.400,.400,.400,.800,596001,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.8,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,89.0,102.0,106.0,,,,73.0,112.0,101.0,79.0,109.0,102.0,123.0,107.0,116.0,0.362,0.1,0.453,,0.084,3.97,1.95,1.3,,-2.62,92.5,86.6,91.9,83.0,,0.1,0.1,0.235,0.238,0.714,0.265,0.183,0.346,0.296,,,,0.25,0.381,0.19,97.0,119.0,106.0,0.002,-12.89,88.2,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,6:40 PM.,LAA,OAK,home,Clear.,80,656288,SS,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.376,0.24,0.107,0.267,-0.85,-6.83,-0.91,-0.86,0.48,93.4,88.6,93.0,87.7,80.6,0.251,0.529,0.147,0.259,0.387,0.288,0.284,0.444,0.331,0.271,0.438,0.241,0.429,0.857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
