date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/09/11,1:11 PM.,CWS,CLE,away,Partly Cloudy.,81,663436,SS,2,0,0,0,0,0,0,0,1,2,1,.227,.308,.386,.694,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,95.0,91.0,93.0,92.0,95.0,91.0,,,,114.0,108.0,111.0,76.0,93.0,84.0,,0.285,0.175,0.268,0.076,0.196,-2.03,1.59,,1.22,-2.54,-0.16,93.6,89.0,89.3,,83.6,78.4,0.389,0.472,0.202,0.357,0.429,0.348,,,,0.206,0.294,0.231,0.34,0.4,0.204,,,,,,,,,,0.121,0.293,0.378,,,,,,,,,,,,,,,,,,
2024/09/08,1:10 PM.,LAD,CLE,away,Sunny.,103,656427,SS,3,0,0,0,0,0,0,0,0,1,1,.230,.308,.391,.699,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,0.441,,0.29,,0.027,0.5,,-5.05,0.02,,-0.55,93.3,,85.7,90.6,84.7,,0.245,0.401,0.238,0.164,0.219,0.436,0.6,1.2,0.4,,,,0.111,0.333,0.111,,,,,,,,,,0.222,0.455,0.363,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/09/07,6:09 PM.,LAD,CLE,away,Partly Cloudy.,92,518489,SS,4,0,1,1,0,0,0,0,0,1,3,.234,.313,.398,.711,518489,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.54,3.46,28.0,107.0,95.0,106.0,0.806,8.04,1.61,7.07,0.96,1.06,0.225,0.45,0.125,0.35,0.468,,,,,,,93.0,111.0,107.0,96.0,95.0,90.0,102.0,110.0,111.0,78.0,103.0,104.0,0.163,0.294,0.12,0.422,,,4.25,4.05,1.24,-2.39,,,94.5,90.4,,94.5,85.3,,0.115,0.115,0.265,,,,0.214,0.214,0.2,0.182,0.273,0.037,,,,,,,,,,,,,0.28,0.58,0.253,,,,,,,,,,,,,,,,,,
2024/09/04,6:40 PM.,KC,CLE,away,Clear.,82,607625,SS,2,0,0,0,0,0,0,0,0,1,2,.234,.314,.395,.709,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.178,0.271,0.339,0.274,0.381,0.129,0.228,0.228,0.23,0.208,0.333,0.291,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.213,0.387,0.2,0.375,0.75,0.109,0.105,0.421,0.351,,,,,,,,,,,,
2024/09/03,6:40 PM.,KC,CLE,away,Clear.,79,663903,CF,2,0,0,0,0,0,0,0,0,1,3,.236,.317,.400,.717,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,,,,0.429,0.5,0.111,,,,,,,,,,0.207,0.361,0.354,0.327,0.571,0.35,,,,,,,,,,,,,,,
2024/08/31,6:10 PM.,PIT,CLE,home,Cloudy.,76,682847,CF,1,0,0,0,0,0,0,0,1,1,1,.239,.321,.405,.726,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,90.0,100.0,94.0,0.258,0.268,0.197,0.268,,0.009,1.02,0.71,1.13,-0.41,,0.21,95.9,91.0,90.6,94.9,85.8,,0.187,0.331,0.208,,,,0.237,0.374,0.129,0.273,0.416,0.168,,,,,,,,,,,,,0.203,0.392,0.31,,,,,,,,,,,,,,,,,,
2024/08/28,1:11 PM.,KC,CLE,home,Cloudy.,83,608379,CF,4,0,1,0,0,0,0,0,0,2,4,.241,.319,.407,.726,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.357,0.643,0.174,0.252,0.301,0.099,0.319,0.458,0.148,0.169,0.312,0.341,,,,,,,,,,0.371,0.6,0.373,,,,,,,,,,,,,,,,,,
2024/08/27,6:41 PM.,KC,CLE,home,Clear.,89,547179,SS,3,0,1,0,0,0,0,0,0,1,2,.241,.320,.411,.731,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-0.25,-1.51,0.02,1.94,93.8,90.1,84.6,93.6,83.9,81.7,0.155,0.309,0.184,0.217,0.348,0.352,0.291,0.441,0.062,0.235,0.51,0.236,0.122,0.173,0.373,,,,,,,,,,0.368,0.632,0.253,0.19,0.429,0.291,,,,,,,,,,,,,,,
2024/08/26,6:40 PM.,KC,CLE,home,Clear.,85,679525,3B,4,1,2,0,0,1,1,0,0,1,1,.239,.320,.413,.733,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.164,0.1,0.34,,-1.16,-0.57,-1.2,0.84,94.2,,86.3,93.6,86.5,82.8,0.208,0.383,0.223,0.263,0.5,0.274,0.317,0.524,0.099,,,,0.204,0.296,0.177,,,,,,,,,,0.29,0.462,0.294,0.2,0.433,0.464,,,,,,,,,,,,,,,
2024/08/26,1:10 PM.,KC,CLE,home,Sunny.,84,666142,SS,1,0,0,0,0,0,0,0,0,1,0,.232,.316,.391,.707,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.213,0.361,0.231,0.14,0.256,0.352,,,,0.348,0.455,0.228,0.183,0.28,0.478,,,,,,,,,,0.21,0.305,0.337,,,,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,
2024/08/24,7:10 PM.,TEX,CLE,home,Partly Cloudy.,77,592351,LF,4,0,2,0,0,0,1,0,0,0,1,.233,.318,.393,.711,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,0.046,0.071,-0.71,,,0.77,-0.7,-1.39,94.9,,88.7,,88.6,78.9,0.311,0.443,0.15,0.333,0.333,0.267,,,,,,,0.257,0.543,0.19,,,,,,,,,,0.213,0.344,0.334,,,,,,,,,,,,,,,,,,
2024/08/23,7:11 PM.,TEX,CLE,home,Partly Cloudy.,76,543135,3B,3,0,2,0,0,0,1,1,0,1,0,.226,.314,.390,.704,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.374,0.148,0.033,0.137,,0.83,-1.41,,-0.69,-0.79,,95.4,91.4,,,86.3,76.7,0.212,0.335,0.178,0.214,0.471,0.355,,,,0.327,0.624,0.2,,,,127.0,101.0,110.0,0.308,1.55,88.4,,,,0.269,0.462,0.25,,,,0.2,0.286,0.368,,,,,,,,,,,,
2024/08/20,7:08 PM.,NYY,CLE,away,Partly Cloudy.,69,661563,RF,5,1,2,0,0,0,1,0,2,0,4,.217,.307,.385,.692,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,108.0,94.0,105.0,,,,,0.488,,0.259,,0.253,0.06,,,1.37,,0.37,96.6,,91.6,,87.5,,0.205,0.395,0.285,,,,,,,,,,0.179,0.282,0.269,,,,,,,,,,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,
2024/08/18,1:11 PM.,MIL,CLE,away,Roof Closed.,76,607067,SS,2,0,0,0,0,0,0,0,0,0,1,.210,.296,.384,.680,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,0.311,0.193,0.194,0.172,0.042,,0.49,-1.34,-0.28,1.41,-3.64,,92.9,87.6,,92.3,82.0,78.7,0.207,0.314,0.248,0.394,0.636,0.18,0.298,0.482,0.115,0.287,0.656,0.168,,,,78.0,98.0,96.0,0.088,-2.02,86.5,,,,,,,0.159,0.234,0.227,0.286,0.492,0.277,,,,,,,,,,,,
2024/08/16,7:11 PM.,MIL,CLE,away,Roof Closed.,79,650644,SS,4,0,0,0,0,0,0,0,0,4,4,.213,.299,.390,.689,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.099,0.322,0.163,0.156,,-1.7,1.08,0.06,-1.03,-1.36,,92.0,88.1,,92.6,80.5,77.1,0.294,0.49,0.095,0.25,0.479,0.275,0.241,0.421,0.158,0.232,0.394,0.233,,,,57.0,96.0,102.0,0.02,-4.86,85.6,,,,0.25,0.375,0.438,0.267,0.467,0.272,0.375,0.625,0.261,,,,,,,,,,,,
2024/08/13,6:41 PM.,CHC,CLE,home,Clear.,77,665871,DH,1,0,0,0,0,0,0,0,0,1,0,.220,.307,.402,.709,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,96.0,97.0,92.0,0.357,0.158,0.216,0.107,0.116,0.046,-0.91,-0.73,0.51,-1.54,-0.4,-1.65,91.5,87.9,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.178,0.329,0.3,0.236,0.373,0.111,0.315,0.583,0.142,0.296,0.296,0.125,,,,,,,,,,0.364,0.636,0.368,0.174,0.37,0.341,,,,,,,,,,,,,,,
2024/08/11,1:10 PM.,MIN,CLE,away,Sunny.,70,701581,CF,2,1,1,0,0,0,0,0,2,1,1,.221,.309,.405,.714,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,,,,0.402,,0.318,,0.28,-0.79,,,1.48,,-1.14,94.7,,88.4,,86.1,,0.304,0.544,0.194,,,,,,,,,,0.237,0.463,0.394,,,,,,,,,,0.207,0.315,0.291,,,,,,,,,,,,,,,,,,
2024/08/10,6:50 PM.,MIN,CLE,away,Partly Cloudy.,72,680573,SS,3,0,0,0,0,0,0,0,0,2,0,.217,.297,.403,.700,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,0.403,,0.312,0.093,0.193,0.82,,,0.76,1.68,-3.33,93.1,,82.8,,86.4,76.1,0.258,0.356,0.219,0.186,0.326,0.221,,,,,,,0.311,0.622,0.205,,,,,,,,,,0.214,0.313,0.239,,,,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,MIN,CLE,away,Partly Cloudy.,65,686973,CF,1,0,0,0,0,0,0,0,0,1,2,.222,.303,.413,.716,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,93.0,93.0,97.0,,,,107.0,105.0,105.0,94.0,107.0,102.0,,,,91.0,93.0,92.0,0.038,0.425,0.277,,,0.104,-0.34,-3.42,-5.1,,,-0.65,96.3,90.1,89.4,93.8,,,0.306,0.553,0.242,0.293,0.366,0.288,0.5,0.875,0.059,0.333,0.603,0.246,0.294,0.294,0.105,,,,,,,,,,,,,,,,,,,108.0,93.0,99.0,0.155,-1.27,84.6,,,,,,
2024/08/09,1:11 PM.,MIN,CLE,away,Partly Cloudy.,67,641927,3B,3,0,0,0,0,0,0,0,1,2,0,.224,.306,.416,.722,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,,2.03,4.57,1.98,91.7,86.2,83.4,,80.3,76.0,0.258,0.506,0.222,0.0,0.0,0.375,,,,0.279,0.504,0.229,0.154,0.285,0.395,,,,,,,,,,0.095,0.162,0.307,,,,,,,,,,,,,,,,,,
2024/08/07,4:30 PM.,AZ,CLE,home,Cloudy.,75,593958,RF,1,0,0,0,0,0,0,0,1,0,1,.230,.307,.426,.733,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,,,,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,,0.225,-0.04,-1.76,-3.84,-0.19,,-0.27,92.0,88.8,86.7,91.6,83.9,,0.257,0.486,0.268,,,,0.318,0.455,0.182,0.333,0.595,0.133,0.269,0.385,0.256,,,,,,,,,,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,
2024/08/07,1:11 PM.,AZ,CLE,home,Partly Cloudy.,76,694297,3B,2,0,1,0,0,0,0,0,0,0,0,.231,.304,.430,.734,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,0.222,0.334,,0.273,0.053,0.112,0.37,,-0.09,-0.12,-1.37,0.84,93.8,,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.429,0.571,0.295,0.286,0.365,0.119,,,,0.25,0.289,0.312,,,,0.006,0.45,89.6,,,,,,,0.215,0.455,0.362,0.2,0.8,0.0,,,,,,,,,,,,
