date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/06/18,6:40 PM.,SEA,CLE,home,Cloudy.,83,682243,2B,3,0,1,0,0,0,1,0,1,0,3,.370,.485,.630,1.115,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,,1.53,0.14,1.55,-0.21,,,95.2,92.1,,94.7,84.5,,0.184,0.348,0.266,0.231,0.308,0.378,0.248,0.358,0.092,0.25,0.333,0.207,,,,95.0,107.0,111.0,0.171,1.51,84.4,,,,0.243,0.568,0.261,0.24,0.4,0.188,0.148,0.225,0.29,92.0,104.0,111.0,0.044,-0.4,85.0,,,,,,
2024/06/16,1:38 PM.,TOR,CLE,away,Sunny.,64,621244,3B,4,3,3,0,0,1,2,0,0,0,0,.375,.483,.667,1.150,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,84.0,108.0,99.0,0.337,0.183,0.035,,0.286,0.16,-1.26,-1.83,1.02,,0.28,0.88,94.1,91.4,84.8,93.4,,83.2,0.305,0.558,0.189,,,,0.268,0.366,0.125,0.36,0.48,0.123,0.171,0.364,0.269,,,,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,,,,,,,
2024/06/15,3:07 PM.,TOR,CLE,away,Sunny.,66,670950,3B,4,0,0,0,0,0,0,0,0,2,3,.300,.440,.500,.940,670950,trevorrichards,"Richards, T",Right,Trevor Richards,- - -,4.55,3.62,65.1,94.0,98.0,97.0,0.79,8.54,4.82,6.06,0.96,0.72,0.277,0.384,0.175,0.328,0.406,108.0,93.0,102.0,,,,86.0,95.0,91.0,,,,,,,,,,,0.464,,,,0.533,0.07,,,,,0.54,92.3,,79.2,,,,0.234,0.342,0.148,,,,,,,,,,0.146,0.276,0.32,,,,0.003,2.44,85.9,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/14,7:08 PM.,TOR,CLE,away,Cloudy.,74,592332,CF,2,0,1,1,0,0,1,0,0,1,0,.375,.524,.625,1.149,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,0.054,0.528,,0.084,,,0.43,,-3.21,-1.21,,,93.9,,,93.3,82.7,,0.277,0.466,0.175,,,,0.316,0.579,0.117,,,,,,,88.0,108.0,106.0,0.334,0.51,86.0,,,,0.268,0.439,0.266,,,,0.169,0.262,0.335,,,,,,,,,,,,
2024/06/11,7:11 PM.,CIN,CLE,away,Partly Cloudy.,76,608718,DH,1,0,0,0,0,0,0,0,0,1,1,.357,.526,.571,1.097,608718,brentsuter,Suter,Left,Brent Suter,CIN,3.15,4.2,65.2,99.0,103.0,103.0,0.814,6.85,1.64,8.63,1.37,1.02,0.298,0.361,0.185,0.259,0.419,106.0,99.0,114.0,,,,117.0,100.0,107.0,85.0,93.0,82.0,85.0,105.0,108.0,,,,0.211,0.428,,0.163,,0.197,0.68,,0.21,-1.2,,0.56,85.8,,75.5,87.4,78.4,,0.273,0.4,0.171,,,,0.239,0.478,0.168,,,,0.196,0.314,0.266,,,,,,,,,,0.261,0.522,0.256,,,,,,,,,,,,,,,,,,
2024/06/09,1:40 PM.,MIA,CLE,away,Roof Closed.,72,669432,RF,2,0,0,0,0,0,0,0,1,1,0,.385,.556,.615,1.171,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.252,0.467,0.234,,,,0.292,0.492,0.1,,,,0.295,0.396,0.238,,,,,,,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
2024/06/08,7:42 PM.,MIA,CLE,away,Roof Closed.,72,682610,2B,2,1,1,0,0,0,0,0,2,0,2,.455,.600,.727,1.327,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,,0.093,-3.28,-0.08,-0.99,-2.57,,-2.82,95.4,89.8,89.3,94.9,85.7,,0.325,0.714,0.175,,,,0.27,0.554,0.109,0.229,0.471,0.313,0.27,0.595,0.306,,,,,,,,,,0.261,0.536,0.328,,,,,,,,,,,,,,,,,,
2024/06/07,7:10 PM.,MIA,CLE,away,Roof Closed.,72,677960,LF,1,0,1,0,1,0,0,0,0,0,0,.444,.545,.778,1.323,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,,,,96.0,97.0,96.0,82.0,98.0,95.0,120.0,87.0,98.0,,,,0.121,0.397,,0.222,,0.26,-0.81,,0.13,0.49,,1.39,95.9,,86.4,94.5,82.9,,0.319,0.451,0.141,,,,0.259,0.5,0.063,,,,0.193,0.367,0.379,,,,,,,,,,0.25,0.5,0.5,0.118,0.176,0.51,,,,,,,,,,,,,,,
2024/06/06,1:10 PM.,KC,CLE,home,Sunny.,74,663903,SS,3,0,1,0,0,0,0,0,1,2,1,.375,.500,.500,1.000,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.326,0.609,0.197,,,,0.267,0.389,0.127,,,,0.429,0.5,0.111,,,,,,,,,,0.207,0.361,0.354,0.327,0.571,0.35,,,,,,,,,,,,,,,
2024/06/04,6:40 PM.,KC,CLE,home,Cloudy.,81,607625,SS,2,0,1,0,0,0,0,0,1,0,0,.400,.500,.600,1.100,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.178,0.271,0.339,0.274,0.381,0.129,0.228,0.228,0.23,0.208,0.333,0.291,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.213,0.387,0.2,0.375,0.75,0.109,0.105,0.421,0.351,,,,,,,,,,,,
2024/06/02,1:41 PM.,WSH,CLE,home,Overcast.,68,663623,2B,3,0,1,1,0,0,2,0,0,1,0,.333,.333,.667,1.000,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
