date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2024/08/16,7:07 PM.,TEX,MIN,away,Roof Closed.,74,571760,RF,4,0,0,0,0,0,0,0,0,0,1,.265,.316,.404,.720,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,79.0,100.0,103.0,,,,20.0,51.0,51.0,0.501,0.001,0.278,,0.17,0.15,-19.13,-0.26,,0.46,91.5,86.6,83.7,82.5,,0.23,0.412,0.213,0.239,0.384,0.243,0.26,0.385,0.365,,,,0.5,1.1,0.188,34.0,82.0,74.0,0.014,-4.52,92.2,0.455,0.455,0.125,126.0,105.0,103.0,0.036,-3.31,75.6,,,,,,,,,,,,,,,,,,
2024/08/15,7:07 PM.,TEX,MIN,away,Roof Closed.,74,674003,RF,3,0,0,0,0,0,0,0,0,0,3,.268,.319,.409,.728,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,94.0,105.0,93.0,49.0,114.0,107.0,,,,70.0,112.0,85.0,0.523,0.007,0.07,,0.273,1.75,-3.68,-0.79,,0.86,89.8,86.4,80.9,82.7,,0.185,0.344,0.213,0.21,0.333,0.338,0.32,0.48,0.182,,,,0.306,0.556,0.129,,,,,,,,,,96.0,103.0,104.0,0.128,-2.32,74.9,,,,,,,,,,,,,,,,,,
2024/08/13,6:41 PM.,KC,MIN,home,Partly Cloudy.,81,607625,RF,5,1,3,0,0,1,4,0,0,2,2,.271,.320,.412,.732,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,125.0,97.0,105.0,,,,97.0,103.0,103.0,0.24,0.082,0.135,,0.069,0.7,2.86,-0.67,,0.08,92.2,90.1,87.4,85.2,,0.234,0.392,0.176,0.208,0.333,0.291,0.213,0.387,0.2,0.228,0.228,0.23,0.178,0.271,0.339,68.0,101.0,92.0,0.185,0.65,92.1,0.274,0.381,0.129,126.0,100.0,110.0,0.262,1.44,79.4,0.375,0.75,0.109,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,,,,0.215,0.28,0.285
2024/08/12,6:42 PM.,KC,MIN,home,Clear.,81,663903,RF,4,0,2,0,0,0,0,0,0,2,1,.266,.316,.400,.716,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,106.0,99.0,102.0,,,,,,,0.113,,0.455,,0.019,-2.09,,0.0,,-5.71,91.6,,88.1,82.9,,0.326,0.609,0.197,0.429,0.5,0.111,0.207,0.361,0.354,,,,,,,70.0,101.0,91.0,0.413,0.77,92.2,0.267,0.389,0.127,,,,,,,0.327,0.571,0.35,,,,,,,,,,,,,,,
2024/08/11,1:10 PM.,CLE,MIN,home,Sunny.,70,676440,RF,4,0,2,0,0,0,0,0,0,1,0,.263,.314,.399,.713,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,,,,0.434,,0.278,,0.18,-0.69,,1.74,,0.13,94.6,,82.5,86.2,,0.282,0.476,0.213,0.238,0.431,0.291,0.196,0.411,0.299,0.141,0.225,0.368,0.208,0.458,0.184,89.0,64.0,93.0,0.003,-1.41,93.9,,,,119.0,109.0,112.0,0.105,-0.9,81.3,,,,,,,,,,,,,,,,,,
2024/08/10,6:50 PM.,CLE,MIN,home,Partly Cloudy.,72,668909,RF,4,0,0,0,0,0,0,0,0,1,1,.260,.312,.397,.709,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,97.0,102.0,102.0,95.0,80.0,96.0,,,,98.0,99.0,94.0,0.515,0.12,0.113,,0.054,0.08,0.56,-0.16,,-3.82,96.6,91.6,89.2,88.6,,0.286,0.421,0.22,0.417,0.833,0.148,0.258,0.387,0.242,0.205,0.333,0.341,0.155,0.31,0.304,,,,,,,,,,121.0,101.0,105.0,0.198,-0.01,79.5,,,,,,,,,,,,,,,,,,
2024/08/09,1:11 PM.,CLE,MIN,home,Partly Cloudy.,67,676282,RF,3,1,1,1,0,0,0,0,0,0,0,.263,.316,.405,.721,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,94.0,90.0,96.0,96.0,91.0,87.0,112.0,104.0,103.0,,,,,,,0.488,,0.084,,0.276,-1.29,,2.07,,0.26,92.2,,77.8,82.6,,0.292,0.585,0.22,0.216,0.324,0.437,0.188,0.375,0.424,,,,0.172,0.276,0.271,,,,,,,,,,95.0,109.0,105.0,0.152,1.01,76.2,,,,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,CLE,MIN,home,Partly Cloudy.,65,502171,RF,4,0,1,0,0,0,0,0,0,1,3,.263,.315,.403,.718,502171,alexcobb,Cobb,Right,Alex Cobb,CLE,2.76,5.01,16.1,105.0,107.0,107.0,0.867,5.51,1.65,7.71,0.55,2.31,0.163,0.449,0.122,0.367,0.401,,,,,,,,,,130.0,89.0,97.0,,,,,,,0.132,,,,,-1.41,,,,,,83.2,,,,,,,,,,,,,0.5,0.5,0.364,83.0,105.0,104.0,0.43,0.29,93.8,0.25,0.417,0.059,,,,,,,,,,123.0,111.0,114.0,0.438,2.81,89.2,0.2,0.267,0.2,,,,,,
2024/08/07,1:20 PM.,CHC,MIN,away,Sunny.,75,665871,RF,3,0,1,0,0,0,0,0,1,2,1,.262,.316,.402,.718,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,68.0,102.0,92.0,114.0,94.0,100.0,,,,96.0,97.0,92.0,0.158,0.216,0.107,,0.046,-0.91,-0.73,-1.54,,-1.65,91.5,87.9,83.7,80.1,,0.319,0.472,0.201,0.296,0.296,0.125,0.364,0.636,0.368,0.315,0.583,0.142,0.178,0.329,0.3,75.0,101.0,92.0,0.357,0.51,91.4,0.236,0.373,0.111,98.0,101.0,97.0,0.116,-0.4,76.8,0.174,0.37,0.341,,,,,,,,,,,,,,,
2024/08/06,7:05 PM.,CHC,MIN,away,Overcast.,70,684007,RF,3,0,0,0,0,0,0,0,0,2,0,.262,.314,.403,.717,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,103.0,105.0,104.0,,,,50.0,107.0,96.0,0.52,0.005,0.077,0.0,0.039,0.36,-6.3,0.14,-76.55,0.48,91.7,89.8,81.6,81.6,53.9,0.229,0.47,0.176,0.194,0.226,0.333,,,,0.333,1.333,0.143,0.444,0.556,0.0,76.0,102.0,91.0,0.021,0.77,88.7,0.25,0.333,0.37,70.0,96.0,97.0,0.032,-0.59,72.7,0.267,0.311,0.347,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,,,
2024/08/05,7:05 PM.,CHC,MIN,away,Cloudy.,76,543294,RF,4,0,1,0,0,0,0,0,0,0,0,.264,.317,.407,.724,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,59.0,94.0,86.0,,,,,,,,,,0.127,,,,0.387,-1.51,,,,-0.72,87.7,,80.9,,,0.237,0.553,0.209,0.267,0.409,0.239,,,,,,,0.22,0.3,0.244,97.0,106.0,96.0,0.355,-0.77,87.6,0.333,0.493,0.106,87.0,109.0,108.0,0.131,0.52,74.3,,,,,,,,,,,,,,,,,,
2024/08/04,1:11 PM.,CWS,MIN,home,Partly Cloudy.,78,623167,RF,5,0,1,1,0,0,0,0,0,2,2,.265,.318,.409,.727,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,2.0,93.0,82.0,148.0,102.0,103.0,,,,47.0,101.0,90.0,0.37,0.261,0.087,,0.157,-0.64,-0.75,-2.65,,-1.32,91.3,87.4,81.3,80.0,,0.261,0.473,0.132,0.257,0.436,0.379,0.361,0.475,0.271,0.319,0.536,0.218,0.246,0.393,0.308,74.0,108.0,87.0,0.002,2.01,91.4,,,,83.0,98.0,101.0,0.122,0.43,72.0,,,,,,,,,,,,,,,,,,
2024/08/03,6:21 PM.,CWS,MIN,home,Partly Cloudy.,87,676979,RF,3,1,1,0,0,1,1,0,0,1,3,.266,.319,.409,.728,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,138.0,102.0,107.0,,,,94.0,105.0,103.0,0.537,0.284,0.098,,0.059,1.66,-0.14,-2.29,,-0.36,97.2,91.6,91.0,84.3,,0.198,0.295,0.314,0.184,0.289,0.339,,,,0.268,0.458,0.334,,,,123.0,98.0,97.0,0.021,4.04,97.9,0.154,0.154,0.321,,,,,,,0.228,0.561,0.422,,,,,,,,,,,,,,,
2024/07/31,1:10 PM.,NYM,MIN,away,Partly Cloudy.,83,622663,RF,3,1,1,0,0,0,1,0,0,1,2,.265,.319,.399,.718,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,101.0,104.0,102.0,143.0,100.0,111.0,,,,92.0,91.0,89.0,0.355,0.081,0.242,,0.075,0.15,1.05,0.26,,-3.63,96.2,92.6,86.1,85.6,,0.243,0.392,0.218,0.358,0.66,0.186,0.263,0.342,0.284,0.2,0.3,0.26,,,,90.0,98.0,94.0,0.248,1.24,95.6,0.278,0.414,0.122,,,,,,,0.139,0.238,0.386,,,,,,,,,,,,,,,
2024/07/30,7:10 PM.,NYM,MIN,away,Clear.,80,640455,RF,1,0,0,0,0,0,0,0,0,0,0,.264,.319,.400,.719,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,88.0,103.0,99.0,88.0,88.0,93.0,,,,84.0,88.0,85.0,0.113,0.071,0.251,,0.118,1.13,0.97,0.37,,-1.19,92.3,88.4,85.3,79.5,,0.167,0.295,0.311,0.25,0.438,0.254,0.174,0.435,0.32,0.222,0.25,0.179,,,,95.0,100.0,97.0,0.447,1.36,92.3,0.201,0.333,0.21,,,,,,,0.193,0.311,0.388,,,,,,,,,,,,,,,
2024/07/29,7:11 PM.,NYM,MIN,away,Partly Cloudy.,80,500779,RF,3,0,2,1,0,0,0,0,1,1,0,.265,.320,.401,.721,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,,,,,,,,,,0.225,,,,0.193,-0.32,,,,0.5,90.7,,85.7,,,0.227,0.427,0.169,0.203,0.26,0.367,,,,,,,0.265,0.444,0.264,76.0,97.0,91.0,0.304,0.82,90.8,0.249,0.431,0.131,110.0,100.0,99.0,0.278,-0.04,77.7,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024/07/28,1:40 PM.,DET,MIN,away,Sunny.,86,656412,RF,5,0,1,0,0,0,0,0,0,2,6,.261,.315,.395,.710,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,108.0,102.0,108.0,91.0,94.0,89.0,115.0,106.0,110.0,,,,,,,0.352,,0.396,,0.199,-0.58,,0.89,,-0.86,94.0,,89.1,83.2,,0.218,0.437,0.247,0.286,0.405,0.268,0.171,0.314,0.43,,,,,,,80.0,93.0,90.0,0.054,-4.02,93.5,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/26,6:40 PM.,DET,MIN,away,Clear.,79,672456,RF,5,1,1,0,0,0,0,0,0,0,1,.262,.316,.399,.715,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,110.0,99.0,104.0,95.0,102.0,111.0,,,,0.421,,0.28,0.112,0.109,-0.19,,0.02,-3.94,-2.78,94.8,,86.0,83.5,78.8,0.27,0.486,0.18,0.289,0.474,0.329,0.235,0.391,0.259,,,,0.269,0.615,0.224,90.0,101.0,97.0,0.078,1.09,94.1,0.32,0.32,0.038,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/24,12:11 PM.,PHI,MIN,home,Partly Cloudy.,71,605400,RF,5,1,2,0,1,0,2,0,0,0,3,.263,.318,.402,.720,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,90.0,103.0,99.0,,,,135.0,106.0,113.0,69.0,99.0,92.0,0.278,0.092,,0.329,0.096,0.81,-2.57,,0.94,-1.67,92.5,87.5,85.7,,79.1,0.168,0.318,0.224,0.279,0.426,0.135,,,,0.389,0.796,0.178,0.221,0.381,0.37,100.0,109.0,106.0,0.204,-0.34,91.5,0.313,0.475,0.136,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/23,6:41 PM.,PHI,MIN,home,Partly Cloudy.,75,554430,RF,3,0,1,0,0,0,0,0,1,1,1,.261,.317,.395,.712,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,101.0,106.0,109.0,128.0,106.0,115.0,,,,92.0,97.0,94.0,0.416,0.093,0.125,,,0.88,-0.23,1.04,,,95.3,91.1,,84.9,,0.209,0.395,0.296,,,,,,,0.226,0.371,0.183,0.205,0.397,0.387,111.0,103.0,107.0,0.192,2.68,94.6,0.189,0.259,0.142,110.0,101.0,107.0,0.1,-0.98,81.8,0.152,0.273,0.335,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,
2024/07/22,8:11 PM.,PHI,MIN,home,Overcast.,75,624133,RF,3,2,2,0,0,0,1,0,1,1,0,.260,.314,.395,.709,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,68.0,101.0,91.0,22.0,85.0,77.0,,,,101.0,98.0,93.0,0.195,0.121,0.001,,0.163,0.67,-1.68,-4.62,,-0.63,91.8,86.5,80.0,81.3,,0.224,0.327,0.18,0.229,0.323,0.35,,,,0.302,0.642,0.162,0.189,0.342,0.339,87.0,106.0,104.0,0.315,0.84,90.8,0.27,0.381,0.101,84.0,107.0,108.0,0.205,1.02,74.4,,,,,,,,,,,,,,,,,,
2024/07/21,12:54 PM.,MIL,MIN,home,Partly Cloudy.,79,650644,RF,4,2,1,1,0,0,0,0,1,1,2,.255,.308,.392,.700,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,152.0,101.0,112.0,,,,91.0,100.0,101.0,0.099,0.322,0.163,,,-1.7,1.08,-1.03,,,92.0,88.1,,80.5,,0.294,0.49,0.095,,,,0.25,0.375,0.438,0.232,0.394,0.233,0.25,0.479,0.275,71.0,93.0,83.0,0.24,0.06,92.6,0.241,0.421,0.158,104.0,104.0,109.0,0.156,-1.36,77.1,0.267,0.467,0.272,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,
