date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/09/18,6:50 PM.,BOS,TB,home,Dome.,72,656557,1B,4,0,0,0,0,0,0,0,0,0,1,.232,.302,.389,.691,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,95.0,93.0,93.0,,0.015,0.414,,,-0.95,0.54,,,87.1,83.2,,,,,0.23,0.357,0.302,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,103.0,109.0,0.324,0.248,1.74,0.67,88.4,93.5,0.27,0.325,0.142,0.195,0.265,0.208,,,,,,,,,,,,,,,,,,
2024/09/17,6:51 PM.,BOS,TB,home,Dome.,72,601713,1B,3,1,2,0,0,0,0,0,1,0,0,.242,.314,.407,.721,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/15,1:40 PM.,CLE,TB,away,Sunny.,82,594902,1B,4,0,1,0,0,0,0,0,0,0,2,.227,.296,.398,.694,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,43.0,106.0,93.0,57.0,94.0,83.0,105.0,102.0,101.0,,,,0.314,,0.218,0.088,-0.21,,-0.01,-0.11,89.9,,79.4,76.9,0.268,0.504,0.166,0.231,0.413,0.241,0.206,0.365,0.18,,,,0.238,0.476,0.419,57.0,108.0,94.0,,,,0.29,,,0.56,,90.4,0.227,0.392,0.133,,,,75.0,108.0,95.0,0.091,-0.79,83.9,0.279,0.382,0.185,,,,,,,,,
2024/09/14,6:10 PM.,CLE,TB,away,Clear.,80,676282,PH,1,0,0,0,0,0,0,0,0,0,0,.226,.298,.405,.703,676282,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,4.89,3.83,38.2,95.0,97.0,93.0,0.721,10.24,3.49,8.15,1.4,1.39,0.212,0.462,0.154,0.346,0.436,95.0,109.0,105.0,96.0,91.0,87.0,112.0,104.0,103.0,,,,0.488,,0.084,0.152,-1.29,,2.07,1.01,92.2,,82.6,76.2,0.292,0.585,0.22,,,,0.172,0.276,0.271,,,,0.188,0.375,0.424,,,,,,,,,,,,,,,,,,,94.0,90.0,96.0,0.276,0.26,77.8,0.216,0.324,0.437,,,,,,,,,
2024/09/13,7:11 PM.,CLE,TB,away,Clear.,76,676440,1B,4,1,1,0,0,1,1,0,0,1,0,.229,.301,.410,.711,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,119.0,109.0,112.0,92.0,103.0,98.0,113.0,102.0,109.0,,,,0.434,,0.278,0.105,-0.69,,1.74,-0.9,94.6,,86.2,81.3,0.282,0.476,0.213,,,,0.208,0.458,0.184,0.141,0.225,0.368,0.196,0.411,0.299,89.0,64.0,93.0,,,,0.003,,,-1.41,,93.9,,,,,,,82.0,100.0,108.0,0.18,0.13,82.5,0.238,0.431,0.291,,,,,,,,,
2024/09/12,7:15 PM.,CLE,TB,away,Clear.,76,668909,1B,3,0,1,0,0,0,1,0,0,0,4,.228,.303,.380,.683,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.08,0.56,-0.16,-0.01,96.6,91.6,88.6,79.5,0.286,0.421,0.22,,,,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,,,,,,,,,,,,,,,,,,,66.0,96.0,101.0,0.054,-3.82,89.2,0.417,0.833,0.148,,,,,,,,,
2024/09/11,6:40 PM.,PHI,TB,away,Clear.,79,554430,1B,3,1,2,1,0,1,1,0,1,0,0,.224,.306,.382,.688,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,92.0,97.0,94.0,0.416,0.093,0.125,0.1,0.88,-0.23,1.04,-0.98,95.3,91.1,84.9,81.8,0.209,0.395,0.296,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,,,,111.0,103.0,107.0,94.0,110.0,110.0,0.192,0.074,1.47,2.68,86.1,94.6,0.189,0.259,0.142,0.137,0.196,0.402,,,,,,,,,,,,,,,,,,
2024/09/10,6:42 PM.,PHI,TB,away,Clear.,80,624133,1B,4,1,1,1,0,0,0,0,1,0,1,.205,.284,.315,.599,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,101.0,98.0,93.0,0.195,0.121,0.001,0.205,0.67,-1.68,-4.62,1.02,91.8,86.5,81.3,74.4,0.224,0.327,0.18,,,,0.189,0.342,0.339,0.302,0.642,0.162,,,,87.0,106.0,104.0,,,,0.315,,,0.84,,90.8,0.27,0.381,0.101,,,,73.0,100.0,98.0,0.163,-0.63,80.0,0.229,0.323,0.35,,,,,,,,,
2024/09/08,12:06 PM.,BAL,TB,away,Sunny.,66,669203,1B,3,1,1,0,0,0,0,0,1,1,0,.203,.276,.304,.580,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,109.0,101.0,106.0,,,,133.0,105.0,120.0,125.0,105.0,108.0,,0.45,0.146,0.215,,1.37,0.7,0.44,,95.3,87.2,80.3,,,,0.125,0.5,0.457,0.2,0.326,0.378,0.251,0.362,0.19,0.196,0.268,0.463,104.0,95.0,89.0,,,,0.078,,,-0.5,,97.0,0.235,0.412,0.157,,,,110.0,98.0,103.0,0.11,0.2,89.2,0.194,0.339,0.377,,,,,,,,,
2024/09/07,4:32 PM.,BAL,TB,away,Overcast.,68,621107,1B,5,1,1,1,0,0,0,0,0,1,3,.197,.264,.303,.567,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,85.0,105.0,98.0,0.09,0.282,0.097,0.188,-0.64,1.54,0.46,-1.27,92.4,88.2,79.7,78.8,0.236,0.418,0.248,0.236,0.473,0.203,0.291,0.472,0.333,0.214,0.345,0.223,,,,91.0,109.0,105.0,,,,0.282,,,0.0,,91.7,0.293,0.404,0.133,,,,87.0,101.0,103.0,0.061,0.21,85.6,0.188,0.354,0.105,,,,,,,,,
2024/09/06,7:07 PM.,BAL,TB,away,Partly Cloudy.,76,665152,1B,3,0,0,0,0,0,0,0,0,2,0,.197,.269,.295,.564,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,92.0,98.0,96.0,91.0,100.0,99.0,,,,99.0,102.0,98.0,0.32,0.23,,0.114,-0.18,0.33,,0.29,93.4,86.9,,77.0,0.245,0.503,0.232,,,,0.225,0.3,0.198,0.25,0.355,0.237,,,,79.0,105.0,97.0,72.0,99.0,99.0,0.151,0.184,0.73,0.67,84.1,92.3,0.247,0.353,0.072,0.139,0.248,0.36,,,,,,,,,,,,,,,,,,
2024/09/04,6:51 PM.,MIN,TB,home,Dome.,72,678692,2B,1,0,0,0,0,0,0,0,0,0,2,.207,.270,.310,.580,678692,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,3.26,5.11,19.1,98.0,110.0,99.0,0.77,6.98,2.33,9.31,0.93,2.0,0.167,0.35,0.133,0.35,0.439,,,,133.0,100.0,107.0,114.0,97.0,100.0,,,,0.294,,0.333,,-1.05,,-0.36,,95.7,,88.5,,0.273,0.5,0.125,,,,,,,,,,0.263,0.474,0.354,102.0,107.0,102.0,,,,0.033,,,6.45,,95.1,0.0,0.0,0.0,,,,86.0,97.0,91.0,0.34,0.27,90.7,0.29,0.29,0.269,,,,,,,,,
2024/09/03,6:50 PM.,MIN,TB,home,Dome.,72,701581,1B,3,1,1,0,0,0,1,0,0,1,2,.211,.274,.316,.590,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,,,,107.0,96.0,99.0,118.0,103.0,105.0,,,,0.402,,0.318,,-0.79,,1.48,,94.7,,86.1,,0.304,0.544,0.194,,,,,,,,,,0.207,0.315,0.291,,,,,,,,,,,,,,,,,,,72.0,105.0,105.0,0.28,-1.14,88.4,0.237,0.463,0.394,,,,,,,,,
2024/09/02,6:50 PM.,MIN,TB,home,Dome.,72,680573,PH,1,0,0,0,0,0,0,0,0,1,0,.204,.271,.315,.586,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,106.0,103.0,102.0,71.0,100.0,88.0,92.0,108.0,106.0,,,,0.403,,0.312,0.093,0.82,,0.76,1.68,93.1,,86.4,76.1,0.258,0.356,0.219,,,,0.186,0.326,0.221,,,,0.214,0.313,0.239,,,,,,,,,,,,,,,,,,,103.0,106.0,113.0,0.193,-3.33,82.8,0.311,0.622,0.205,,,,,,,,,
2024/08/31,4:12 PM.,SD,TB,home,Dome.,72,681190,DH,4,1,1,1,0,0,0,0,0,1,2,.208,.276,.321,.597,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,124.0,101.0,106.0,92.0,103.0,100.0,132.0,101.0,109.0,107.0,99.0,97.0,0.285,0.137,0.1,0.197,-0.56,2.22,-0.16,-0.45,94.3,90.2,82.4,82.2,0.301,0.462,0.222,0.229,0.396,0.247,0.234,0.422,0.239,0.228,0.351,0.169,,,,103.0,103.0,98.0,,,,0.157,,,-1.91,,94.2,0.429,0.571,0.106,,,,96.0,99.0,96.0,0.124,-3.49,88.6,0.365,0.615,0.122,,,,,,,,,
2024/08/30,6:50 PM.,SD,TB,home,Dome.,72,527048,1B,2,0,0,0,0,0,1,0,0,1,2,.204,.278,.306,.584,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,70.0,101.0,93.0,0.053,0.221,0.0,0.141,-8.23,-0.61,-51.06,0.62,91.3,87.9,82.8,77.9,0.458,0.917,0.043,,,,0.246,0.354,0.29,0.28,0.57,0.212,,,,78.0,101.0,93.0,,,,0.358,,,0.57,,90.7,0.275,0.383,0.097,,,,71.0,109.0,99.0,0.227,-1.27,83.4,0.28,0.448,0.341,,,,,,,,,
2024/06/02,1:36 PM.,BAL,TB,away,Partly Cloudy.,81,608344,PH,1,0,0,0,0,0,0,0,0,1,1,.213,.288,.319,.607,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,102.0,98.0,102.0,62.0,99.0,85.0,85.0,121.0,119.0,86.0,102.0,91.0,0.264,0.109,0.041,0.252,-1.16,-0.64,-3.18,-0.38,91.9,85.9,78.1,77.3,0.296,0.592,0.163,,,,0.283,0.424,0.189,0.327,0.551,0.181,0.25,0.438,0.196,75.0,101.0,89.0,,,,0.2,,,-0.49,,91.5,0.307,0.485,0.088,,,,65.0,108.0,100.0,0.134,-1.52,84.9,0.282,0.474,0.243,,,,,,,,,
2024/06/01,4:06 PM.,BAL,TB,away,Partly Cloudy.,83,680694,DH,4,1,1,0,0,0,0,0,0,3,2,.217,.294,.326,.620,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.131,,0.298,0.172,-1.17,,1.35,-0.48,94.5,,88.2,84.1,0.364,0.545,0.273,,,,0.227,0.5,0.283,,,,0.171,0.244,0.337,83.0,102.0,100.0,,,,0.399,,,1.65,,95.3,0.157,0.229,0.196,,,,,,,,,,,,,,,,,,,,,
2024/05/31,7:06 PM.,BAL,TB,away,Clear.,74,544150,1B,3,0,0,0,0,0,0,0,1,1,1,.214,.298,.333,.631,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,94.0,99.0,98.0,90.0,101.0,96.0,,,,74.0,99.0,92.0,0.5,0.195,,0.132,-0.36,0.73,,0.41,94.8,86.3,,79.0,0.276,0.469,0.228,,,,0.174,0.348,0.252,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,,,,,99.0,100.0,106.0,0.172,-0.5,86.1,0.274,0.434,0.228,,,,,,,,,
2024/05/30,1:10 PM.,OAK,TB,home,Dome.,72,663687,PH,1,0,0,0,0,0,0,0,0,1,1,.231,.302,.359,.661,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,59.0,102.0,106.0,81.0,97.0,89.0,87.0,100.0,102.0,,,,0.563,,0.115,0.157,0.33,,-3.23,-0.41,92.9,,78.8,72.4,0.261,0.408,0.169,,,,0.244,0.311,0.338,,,,0.282,0.641,0.211,,,,,,,,,,,,,,,,,,,118.0,95.0,101.0,0.165,1.22,81.1,0.15,0.175,0.247,,,,,,,,,
2024/05/29,6:50 PM.,OAK,TB,home,Dome.,72,683155,DH,1,0,1,0,0,0,1,0,0,0,0,.237,.310,.368,.678,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,,,,80.0,106.0,99.0,114.0,113.0,117.0,111.0,89.0,91.0,0.517,0.007,0.332,,0.08,-13.81,-0.2,,92.4,86.4,79.6,,0.257,0.469,0.175,0.217,0.367,0.216,,,,,,,0.261,0.435,0.223,61.0,93.0,83.0,,,,0.034,,,-1.55,,90.8,0.263,0.579,0.147,,,,78.0,93.0,94.0,0.111,-2.46,84.8,0.357,0.738,0.204,,,,,,,,,
2024/05/28,6:50 PM.,OAK,TB,home,Dome.,72,687765,DH,3,0,0,0,0,0,0,0,0,1,1,.216,.293,.351,.644,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,121.0,105.0,109.0,99.0,100.0,96.0,,0.396,0.326,0.121,,-0.41,0.01,-0.82,,90.7,84.3,80.4,,,,,,,0.196,0.351,0.31,0.278,0.472,0.176,0.278,0.493,0.276,40.0,97.0,84.0,,,,0.146,,,-1.41,,91.9,0.338,0.403,0.16,,,,74.0,86.0,83.0,0.011,-7.88,88.4,0.571,0.857,0.0,,,,,,,,,
2024/05/26,1:40 PM.,KC,TB,home,Dome.,72,608379,PH,1,1,0,0,0,0,0,0,0,0,3,.235,.316,.382,.698,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,72.0,89.0,92.0,83.0,103.0,99.0,97.0,89.0,90.0,78.0,100.0,92.0,0.238,0.114,0.092,0.081,0.39,-0.94,-2.39,-1.64,93.6,88.8,84.1,75.2,0.279,0.449,0.169,,,,0.357,0.643,0.174,0.319,0.458,0.148,0.371,0.6,0.373,78.0,103.0,89.0,,,,0.153,,,0.29,,93.6,0.252,0.301,0.099,,,,111.0,109.0,112.0,0.322,2.26,81.2,0.169,0.312,0.341,,,,,,,,,
