date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
2024/08/21,1:10 PM.,BOS,HOU,home,Roof Closed.,73,681867,3B,1,0,1,0,0,0,0,0,0,0,0,.188,.235,.313,.548,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,,,,110.0,95.0,99.0,79.0,103.0,93.0,,,,,0.154,,0.288,,0.64,,-1.92,,86.4,,77.1,,,,,,,0.429,0.857,0.154,99.0,103.0,102.0,102.0,108.0,100.0,0.297,0.261,0.48,0.55,84.4,89.1,0.33,0.511,0.073,0.256,0.338,0.171,0.287,0.479,0.207,0.163,0.306,0.294,,,,,,,,,,,,,,,
2024/08/19,7:10 PM.,BOS,HOU,home,Roof Closed.,73,656557,1B,0,0,0,0,0,0,0,0,0,0,0,.161,.212,.290,.502,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,116.0,98.0,108.0,95.0,93.0,93.0,116.0,103.0,109.0,,0.015,0.248,0.414,,-0.95,1.74,0.54,,87.1,88.4,83.2,,,,0.195,0.265,0.208,,,,,,,93.0,102.0,97.0,0.324,,0.67,,,93.5,0.27,0.325,0.142,,,,0.23,0.357,0.302,0.2,0.4,0.235,,,,,,,,,,,,,,,
2024/08/18,1:12 PM.,CWS,HOU,home,Roof Closed.,73,681066,1B,3,0,0,0,0,0,0,0,0,2,0,.161,.212,.290,.502,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,75.0,92.0,87.0,103.0,83.0,88.0,,,,,,,0.509,,,0.244,-3.27,,,-0.25,91.7,,,82.5,0.412,0.647,0.188,,,,0.118,0.294,0.257,69.0,91.0,89.0,,,,,0.098,,4.54,85.9,,,,,0.0,0.0,0.308,,,,,,,,,,,,,0.364,0.364,0.263,76.0,101.0,94.0,0.149,-1.98,73.4
2024/08/16,7:10 PM.,CWS,HOU,home,Roof Closed.,73,676979,1B,3,0,0,0,0,0,0,0,1,3,2,.179,.233,.321,.554,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,104.0,103.0,103.0,138.0,102.0,107.0,94.0,105.0,103.0,,,,0.537,0.284,,0.098,1.66,-0.14,,-2.29,97.2,91.6,,84.3,0.198,0.295,0.314,,,,,,,66.0,101.0,102.0,123.0,98.0,97.0,0.021,0.059,4.04,-0.36,91.0,97.9,0.154,0.154,0.321,0.184,0.289,0.339,0.228,0.561,0.422,0.268,0.458,0.334,,,,,,,,,,,,,,,
2024/08/14,6:50 PM.,TB,HOU,away,Dome.,72,641793,1B,4,0,0,0,0,0,0,0,0,2,1,.200,.231,.360,.591,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,102.0,99.0,98.0,,,,104.0,106.0,112.0,0.221,,0.232,0.399,0.58,,-0.84,0.45,92.4,,83.0,85.7,0.245,0.358,0.191,0.258,0.423,0.344,0.257,0.427,0.227,,,,67.0,103.0,91.0,0.148,,-0.6,,,91.6,0.265,0.439,0.141,,,,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,
2024/08/11,1:37 PM.,BOS,HOU,away,Partly Cloudy.,81,572020,1B,5,0,0,0,0,0,0,0,0,1,2,.238,.273,.429,.702,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,69.0,98.0,86.0,,,,82.0,95.0,83.0,,,,0.551,0.031,,,-0.21,-3.38,,,93.2,84.0,,,0.264,0.431,0.144,,,,,,,72.0,95.0,95.0,64.0,107.0,97.0,0.05,0.066,-1.01,-2.12,82.6,92.8,0.308,0.423,0.091,0.25,0.375,0.326,,,,0.308,0.769,0.13,82.0,98.0,97.0,0.303,0.57,80.8,0.2,0.3,0.362,,,,,,
2024/08/10,4:10 PM.,BOS,HOU,away,Partly Cloudy.,87,670174,1B,4,1,2,0,0,1,1,0,0,1,1,.313,.353,.563,.916,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,72.0,117.0,106.0,124.0,107.0,112.0,94.0,101.0,95.0,,,,0.051,0.352,,0.133,0.47,-0.21,,0.49,95.1,90.4,,85.2,0.167,0.167,0.29,,,,0.167,0.222,0.316,101.0,96.0,99.0,105.0,102.0,101.0,0.336,0.128,-0.16,-2.35,91.5,95.1,0.306,0.454,0.177,0.356,0.467,0.094,,,,0.253,0.495,0.233,,,,,,,,,,,,,,,
2024/08/09,7:12 PM.,BOS,HOU,away,Cloudy.,82,656557,1B,5,0,1,0,0,0,0,0,0,1,5,.250,.308,.333,.641,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,116.0,98.0,108.0,95.0,93.0,93.0,116.0,103.0,109.0,,0.015,0.248,0.414,,-0.95,1.74,0.54,,87.1,88.4,83.2,,,,0.195,0.265,0.208,,,,,,,93.0,102.0,97.0,0.324,,0.67,,,93.5,0.27,0.325,0.142,,,,0.23,0.357,0.302,0.2,0.4,0.235,,,,,,,,,,,,,,,
2024/08/07,1:38 PM.,TEX,HOU,away,Roof Closed.,74,570632,1B,3,2,2,1,0,0,0,0,1,0,0,.286,.375,.429,.804,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,88.0,97.0,93.0,76.0,99.0,98.0,,,,,,,0.063,,,0.341,-2.67,,,-0.19,96.4,,,87.0,0.385,0.769,0.167,,,,0.242,0.363,0.331,76.0,94.0,88.0,91.0,99.0,96.0,0.409,0.187,0.74,-0.66,88.7,96.0,0.271,0.372,0.121,0.2,0.471,0.321,,,,,,,,,,,,,,,,,,,,,
2024/08/06,7:07 PM.,TEX,HOU,away,Roof Closed.,74,641816,DH,4,0,0,0,0,0,0,0,0,1,5,.000,.000,.000,.000,641816,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.75,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,101.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,97.0,0.528,0.035,0.301,0.135,-0.15,-1.09,-0.49,0.12,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
