date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024/07/05,6:45 PM.,STL,WSH,home,Partly Cloudy.,96,543243,3B,4,1,1,0,0,0,0,0,0,1,4,.209,.303,.359,.662,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,0.178,0.239,0.201,0.139,-0.05,1.64,0.94,0.7,92.4,92.7,84.8,80.0,0.333,0.567,0.182,,,,0.21,0.452,0.331,0.2,0.385,0.208,69.0,91.0,86.0,0.064,-2.25,88.3,0.357,0.714,0.328,,,,92.0,98.0,96.0,0.178,0.0,0.19,-2.42,87.7,75.4,0.287,0.494,0.308,0.142,0.205,0.444,,,,,,,,,,,,,,,,,,
2024/07/04,11:05 AM.,NYM,WSH,home,Partly Cloudy.,87,500779,3B,3,0,0,0,0,0,0,0,0,0,2,.208,.304,.361,.665,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,-0.32,0.82,,-0.04,90.7,90.8,,77.7,0.227,0.427,0.169,,,,0.265,0.444,0.264,0.249,0.431,0.131,70.0,100.0,97.0,0.193,0.5,85.7,0.203,0.26,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024/07/02,6:45 PM.,NYM,WSH,home,Clear.,83,640455,3B,3,1,1,0,0,0,0,0,0,0,1,.211,.308,.367,.675,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,0.251,,1.13,1.36,0.37,,92.3,92.3,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,,,,0.201,0.333,0.21,83.0,98.0,95.0,0.118,-1.19,85.3,0.25,0.438,0.254,,,,84.0,88.0,85.0,0.071,,0.97,,88.4,,0.222,0.25,0.179,0.193,0.311,0.388,,,,,,,,,,,,,,,,,,
2024/07/01,6:45 PM.,NYM,WSH,home,Partly Cloudy.,80,656849,3B,2,0,0,0,0,0,0,0,0,0,2,.209,.308,.367,.675,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.265,0.184,0.076,0.39,1.83,-1.81,0.11,93.1,91.9,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,0.207,0.345,0.259,0.253,0.36,0.16,97.0,90.0,93.0,0.164,0.03,84.7,0.211,0.324,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/29,4:10 PM.,TB,WSH,away,Dome.,72,650644,3B,4,0,0,0,0,0,0,0,0,2,5,.211,.311,.371,.682,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,0.24,0.099,0.163,0.156,-1.7,0.06,-1.03,-1.36,92.0,92.6,80.5,77.1,0.294,0.49,0.095,0.25,0.375,0.438,0.25,0.479,0.275,0.241,0.421,0.158,,,,,,,,,,,,,91.0,100.0,101.0,0.322,,1.08,,88.1,,0.232,0.394,0.233,0.267,0.467,0.272,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,
2024/06/28,6:50 PM.,TB,WSH,away,Dome.,72,621107,3B,4,0,0,0,0,0,0,0,0,2,2,.216,.317,.379,.696,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,-0.64,0.0,0.46,-1.27,92.4,91.7,79.7,78.8,0.236,0.418,0.248,,,,0.291,0.472,0.333,0.293,0.404,0.133,87.0,101.0,103.0,0.061,0.21,85.6,0.188,0.354,0.105,,,,85.0,105.0,98.0,0.282,,1.54,,88.2,,0.214,0.345,0.223,0.236,0.473,0.203,,,,,,,,,,,,,,,,,,
2024/06/26,1:11 PM.,SD,WSH,away,Partly Cloudy.,75,656302,3B,4,0,1,0,0,0,0,0,0,0,1,.220,.322,.387,.709,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,,0.22,,1.98,,96.9,,87.2,,0.235,0.39,0.203,0.159,0.257,0.447,0.28,0.44,0.286,,,,54.0,72.0,68.0,0.009,-4.13,69.7,0.25,1.0,0.2,105.0,95.0,102.0,113.0,89.0,90.0,0.006,0.079,-5.11,-0.95,91.8,82.3,0.25,1.0,0.0,0.2,0.267,0.385,,,,,,,,,,,,,,,,,,
2024/06/25,6:39 PM.,SD,WSH,away,Partly Cloudy.,72,800049,3B,3,1,1,1,0,0,0,0,0,0,0,.220,.324,.390,.714,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,112.0,103.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,123.0,98.0,108.0,0.041,0.392,0.337,0.127,-3.03,-4.79,1.16,-2.5,94.6,93.9,86.8,80.7,0.333,0.667,0.134,0.216,0.333,0.25,0.364,0.818,0.083,0.429,0.429,0.083,79.0,84.0,84.0,0.103,-2.61,89.9,0.429,0.571,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/24,6:40 PM.,SD,WSH,away,Clear.,77,663362,3B,5,1,1,0,0,1,2,0,0,2,1,.218,.324,.385,.709,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,0.144,0.19,0.198,,-0.77,0.64,0.5,,90.6,90.0,79.3,,0.265,0.513,0.224,,,,,,,0.303,0.404,0.067,,,,,,,,,,,,,83.0,98.0,90.0,0.086,,1.88,,87.0,,0.231,0.385,0.144,0.227,0.454,0.201,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275,,,
2024/06/23,1:10 PM.,COL,WSH,away,Sunny.,94,607536,DH,2,0,0,0,0,0,0,0,0,0,0,.218,.327,.374,.701,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,0.245,0.202,0.227,,-1.51,-1.33,-1.11,,91.6,91.4,86.9,,0.322,0.522,0.067,0.316,0.589,0.162,0.194,0.276,0.42,0.31,0.556,0.074,61.0,100.0,89.0,0.137,-1.64,86.1,0.333,0.647,0.161,128.0,102.0,107.0,,,,,0.188,,0.07,,83.5,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/22,7:10 PM.,COL,WSH,away,Cloudy.,83,615698,3B,4,0,1,0,0,0,0,0,0,1,0,.221,.330,.378,.708,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,0.402,,,0.126,,-2.0,,-0.77,,93.8,,79.6,,,,,,,0.25,0.531,0.282,0.35,0.596,0.184,88.0,97.0,103.0,0.018,1.81,84.9,0.222,0.222,0.167,,,,76.0,96.0,93.0,0.135,,-0.41,,87.8,,0.296,0.507,0.203,,,,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,
2024/06/21,6:40 PM.,COL,WSH,away,Partly Cloudy.,84,641712,3B,5,0,2,0,0,0,0,0,0,2,1,.220,.332,.381,.713,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,103.0,97.0,100.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.327,0.153,0.244,0.172,-2.2,-0.07,-0.31,0.48,89.9,90.4,84.1,80.3,0.302,0.509,0.079,0.289,0.361,0.318,0.13,0.217,0.33,0.306,0.448,0.076,84.0,94.0,93.0,0.1,-4.94,83.5,0.379,0.69,0.146,,,,,,,0.005,,-18.69,,86.9,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/20,1:05 PM.,AZ,WSH,home,Partly Cloudy.,84,669194,3B,3,0,0,0,0,0,0,0,0,1,0,.215,.330,.380,.710,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.057,0.64,,-0.66,1.81,95.2,,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,0.138,0.207,0.148,,,,108.0,99.0,107.0,0.099,-2.35,83.0,0.302,0.587,0.203,,,,78.0,107.0,96.0,0.184,,-0.85,,91.2,,0.317,0.508,0.154,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,
2024/06/18,6:46 PM.,AZ,WSH,home,Partly Cloudy.,87,677944,3B,3,0,0,0,0,0,0,0,0,1,0,.219,.335,.388,.723,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,101.0,106.0,95.0,109.0,106.0,,,,117.0,100.0,105.0,,0.548,0.24,0.09,-1.46,,-1.24,-1.42,94.4,,85.1,75.4,0.329,0.582,0.164,0.278,0.494,0.207,0.2,0.4,0.289,,,,103.0,98.0,100.0,0.121,-0.57,81.8,0.227,0.432,0.269,,,,,,,0.001,,3.94,,90.4,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:35 PM.,MIA,WSH,home,Partly Cloudy.,84,666200,DH,2,1,0,0,0,0,0,0,2,0,1,.223,.341,.395,.736,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,0.083,0.394,0.292,0.002,-0.64,-0.77,0.14,-3.5,95.2,94.6,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.48,,,,0.381,0.571,0.125,88.0,97.0,95.0,0.229,1.58,86.3,0.207,0.328,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/15,4:05 PM.,MIA,WSH,home,Partly Cloudy.,81,669432,DH,4,0,0,0,0,0,0,0,0,0,2,.226,.337,.400,.737,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,-0.26,-0.36,-1.99,,91.9,91.5,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,,,,0.292,0.492,0.1,111.0,108.0,115.0,0.238,-1.32,85.6,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/14,6:45 PM.,MIA,WSH,home,Cloudy.,87,641312,3B,3,0,0,0,0,0,0,0,1,0,1,.232,.345,.411,.756,641312,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,8.27,6.74,16.1,103.0,96.0,103.0,0.904,5.51,0.55,18.73,1.65,0.93,0.219,0.315,0.151,0.329,0.541,,,,94.0,104.0,101.0,56.0,111.0,101.0,117.0,104.0,107.0,0.131,0.303,0.451,,-5.15,-13.41,-1.89,,91.3,91.4,85.6,,0.435,0.609,0.176,0.452,0.613,0.082,,,,0.545,1.364,0.143,85.0,104.0,119.0,0.115,-0.54,85.9,0.3,0.5,0.188,,,,,,,,,,,,,,,,0.143,0.143,0.167,,,,,,,,,,,,,,,,,,
2024/06/13,1:09 PM.,DET,WSH,away,Sunny.,85,663554,3B,1,0,0,0,0,0,0,0,0,1,1,.236,.347,.419,.766,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,106.0,105.0,102.0,92.0,108.0,105.0,107.0,101.0,102.0,0.08,0.386,0.277,,-0.47,1.3,-0.46,,95.5,95.5,85.7,,0.306,0.428,0.205,0.271,0.5,0.218,0.261,0.522,0.216,0.293,0.341,0.08,,,,,,,,,,102.0,90.0,94.0,,,,,0.075,,-2.21,,79.6,,,,,,,112.0,99.0,102.0,0.181,-1.06,86.2,0.286,0.405,0.322,,,,,,,,,
2024/06/12,6:40 PM.,DET,WSH,away,Clear.,84,681857,3B,5,0,1,0,0,0,0,0,0,1,6,.238,.349,.422,.771,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.234,0.278,0.06,-0.39,1.85,2.08,-3.32,94.2,94.2,84.8,79.0,0.277,0.386,0.101,0.143,0.194,0.455,0.304,0.652,0.295,0.284,0.385,0.076,102.0,97.0,105.0,0.223,-0.05,86.5,0.222,0.344,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/11,6:42 PM.,DET,WSH,away,Partly Cloudy.,72,628317,3B,4,1,1,0,0,0,0,0,0,2,0,.239,.353,.430,.783,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,0.072,0.225,0.359,0.016,-2.6,-0.02,-0.34,-4.36,90.8,90.4,81.4,76.4,0.359,0.667,0.13,0.31,0.569,0.268,0.5,0.75,0.0,0.294,0.324,0.133,,,,,,,,,,,,,65.0,94.0,79.0,0.016,,1.08,,84.8,,0.333,0.333,0.391,0.241,0.379,0.207,110.0,105.0,110.0,0.312,-0.22,83.9,0.217,0.42,0.303,,,,,,,,,
2024/06/09,2:10 PM.,ATL,WSH,home,Cloudy.,76,694462,3B,2,1,0,0,0,0,0,0,2,1,2,.239,.356,.435,.791,694462,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.86,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,,,,105.0,86.0,94.0,,0.398,0.226,0.038,-4.96,,-4.66,4.68,95.8,,87.0,80.4,0.308,0.769,0.059,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,77.0,86.0,0.338,-3.61,85.9,0.286,0.429,0.4,,,,,,,,,
