date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024/05/19,1:36 PM.,BAL,SEA,away,Overcast.,70,669203,3B,4,1,2,1,0,0,2,0,0,2,1,.162,.279,.338,.617,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.11,,-0.5,0.7,0.2,,89.2,97.0,87.2,0.235,0.412,0.157,0.194,0.339,0.377,0.196,0.268,0.463,,,,109.0,101.0,106.0,125.0,105.0,108.0,0.45,0.215,1.37,0.44,95.3,80.3,0.125,0.5,0.457,0.2,0.326,0.378,0.251,0.362,0.19,,,,,,,,,,,,,,,,,,
2024/05/18,7:03 PM.,BAL,SEA,away,Cloudy.,67,680570,3B,3,0,0,0,0,0,0,0,1,1,1,.143,.268,.314,.582,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.21,-0.38,5.3,-0.96,1.63,96.1,83.1,96.1,86.5,0.167,0.333,0.294,0.161,0.306,0.348,0.25,0.563,0.361,0.291,0.413,0.269,114.0,103.0,107.0,,,,,0.155,,0.29,,81.3,,,,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,,
2024/05/17,7:05 PM.,BAL,SEA,away,Cloudy.,69,607644,3B,2,0,0,0,0,0,0,0,0,1,0,.149,.269,.328,.597,607644,johnmeans,Means,Left,John Means,BAL,2.61,4.68,20.2,101.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,88.0,96.0,96.0,,,,83.0,101.0,100.0,,0.375,0.231,0.284,0.78,,1.72,0.89,90.5,82.0,,84.5,,,,0.222,0.333,0.353,0.167,0.278,0.333,0.231,0.5,0.182,,,,,,,,,,,,,,,,0.2,0.2,0.111,,,,88.0,92.0,100.0,,,,,0.109,,1.37,,75.7,,,,,,
2024/05/15,1:10 PM.,KC,SEA,home,Sunny.,61,679525,3B,3,0,0,0,0,0,0,0,0,2,3,.154,.276,.338,.614,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,0.138,0.37,0.228,0.1,0.34,-1.16,-0.57,0.84,94.2,86.3,93.6,86.5,0.317,0.524,0.099,0.204,0.296,0.177,0.29,0.462,0.294,0.208,0.383,0.223,103.0,105.0,103.0,,,,,0.164,,-1.2,,82.8,0.2,0.433,0.464,0.263,0.5,0.274,,,,,,,,,,,,,,,,,,,,,
2024/05/14,6:40 PM.,KC,SEA,home,Clear.,67,608379,3B,4,0,0,0,0,0,0,0,0,1,0,.161,.288,.355,.643,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.322,0.39,0.29,-2.39,2.26,93.6,81.2,93.6,84.1,0.252,0.301,0.099,0.169,0.312,0.341,0.371,0.6,0.373,0.279,0.449,0.169,72.0,89.0,92.0,78.0,100.0,92.0,0.114,0.081,-0.94,-1.64,88.8,75.2,,,,0.357,0.643,0.174,0.319,0.458,0.148,,,,,,,,,,,,,,,,,,
2024/05/13,6:41 PM.,KC,SEA,home,Cloudy.,61,663903,3B,1,0,0,0,0,0,0,0,0,1,0,.172,.304,.379,.683,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,0.413,0.113,0.455,0.019,-2.09,0.77,0.0,-5.71,91.6,88.1,92.2,82.9,0.267,0.389,0.127,0.429,0.5,0.111,0.207,0.361,0.354,0.326,0.609,0.197,,,,,,,,,,,,,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/12,1:11 PM.,OAK,SEA,home,Sunny.,65,622072,3B,2,1,0,0,0,0,0,0,2,1,1,.175,.309,.386,.695,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,82.0,99.0,93.0,74.0,94.0,90.0,0.462,,0.315,0.224,,-1.92,-0.4,-2.67,,84.5,90.5,81.4,0.351,0.635,0.199,0.4,0.6,0.161,0.205,0.25,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/10,6:40 PM.,OAK,SEA,home,Clear.,77,621112,3B,4,0,1,0,0,0,0,0,0,1,4,.182,.297,.400,.697,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,0.136,0.195,0.167,0.181,-2.3,-4.04,1.35,1.56,91.9,85.7,91.2,81.3,0.478,0.674,0.095,0.164,0.236,0.347,0.163,0.245,0.284,0.286,0.694,0.125,91.0,107.0,106.0,105.0,106.0,99.0,0.22,0.101,-0.19,2.06,89.1,79.4,,,,0.125,0.208,0.25,0.299,0.493,0.244,,,,,,,,,,,,,,,,,,
2024/05/09,12:11 PM.,MIN,SEA,away,Partly Cloudy.,63,641154,3B,3,0,1,0,0,0,0,0,0,1,2,.176,.300,.412,.712,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.201,1.65,-2.77,-0.84,-0.14,95.0,88.5,94.5,84.5,0.426,0.639,0.142,0.281,0.359,0.249,,,,0.208,0.352,0.259,92.0,103.0,108.0,,,,,0.1,,-1.28,,82.4,0.239,0.436,0.331,0.23,0.446,0.341,,,,,,,,,,,,,,,,,,,,,
2024/05/08,6:41 PM.,MIN,SEA,away,Partly Cloudy.,75,663978,3B,2,0,0,0,0,0,0,0,0,0,1,.167,.286,.417,.703,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,0.429,0.177,0.259,0.63,,-0.21,-1.51,93.3,82.9,,85.9,,,,0.283,0.519,0.248,0.264,0.434,0.254,0.277,0.4,0.243,106.0,102.0,103.0,,,,,0.136,,-1.69,,78.2,,,,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,
2024/05/07,6:41 PM.,MIN,SEA,away,Partly Cloudy.,68,641927,3B,4,2,1,0,0,0,0,0,0,1,3,.174,.296,.435,.731,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.294,-0.01,,2.03,1.98,91.7,83.4,,80.3,,,,0.154,0.285,0.395,0.095,0.162,0.307,0.258,0.506,0.222,94.0,99.0,103.0,84.0,104.0,100.0,0.195,0.011,-0.86,4.57,86.2,76.0,,,,0.0,0.0,0.375,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,
2024/05/05,1:11 PM.,HOU,SEA,away,Roof Closed.,73,686613,3B,3,0,1,0,0,0,2,0,1,0,0,.167,.286,.452,.738,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,0.126,0.16,0.92,1.7,0.95,96.0,88.4,95.6,89.1,0.275,0.321,0.161,0.221,0.26,0.296,0.2,0.2,0.236,0.244,0.413,0.288,,,,90.0,103.0,101.0,0.17,,0.14,,92.4,,,,,0.237,0.421,0.305,0.23,0.363,0.216,127.0,100.0,106.0,,,,,0.125,,-0.79,,82.9,,,,,,
2024/05/04,6:15 PM.,HOU,SEA,away,Roof Closed.,73,664285,3B,4,1,1,0,0,1,1,0,0,1,0,.154,.267,.462,.729,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.175,-4.64,1.46,-0.2,0.62,94.5,89.9,94.1,85.1,0.276,0.399,0.116,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,129.0,96.0,108.0,,,,,0.313,,1.59,,79.7,,,,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,
2024/05/03,7:10 PM.,HOU,SEA,away,Roof Closed.,73,669854,PH,1,0,0,0,0,0,0,0,0,1,1,.143,.268,.400,.668,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.221,-0.42,,2.24,-0.16,93.4,85.2,,86.4,,,,0.188,0.356,0.343,0.18,0.284,0.333,0.232,0.497,0.192,75.0,96.0,100.0,,,,,0.094,,2.55,,80.1,,,,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,
2024/05/01,12:41 PM.,ATL,SEA,home,Partly Cloudy.,53,519242,3B,3,0,0,0,0,0,0,0,0,0,1,.147,.275,.412,.687,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,0.147,-0.12,-1.99,2.16,2.97,94.8,87.1,94.2,78.6,0.327,0.551,0.133,0.159,0.195,0.236,0.171,0.236,0.427,0.281,0.443,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/29,6:41 PM.,ATL,SEA,home,Roof Closed.,47,608331,3B,3,0,0,0,0,0,0,0,0,2,3,.161,.278,.452,.730,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.327,0.115,0.136,0.63,1.47,0.5,1.7,93.9,85.7,93.6,82.1,0.265,0.299,0.137,0.196,0.283,0.251,0.22,0.293,0.297,0.266,0.36,0.182,116.0,103.0,108.0,93.0,96.0,94.0,0.054,0.21,-1.33,1.39,88.5,74.6,0.167,0.2,0.358,0.154,0.285,0.371,0.286,0.476,0.286,,,,,,,,,,,,,,,,,,
2024/04/25,1:38 PM.,TEX,SEA,away,Roof Closed.,74,571760,3B,3,1,1,0,0,1,2,0,0,1,0,.179,.303,.500,.803,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.17,0.15,-4.52,-0.26,0.46,91.5,83.7,92.2,82.5,0.455,0.455,0.125,0.239,0.384,0.243,0.26,0.385,0.365,0.23,0.412,0.213,126.0,105.0,103.0,20.0,51.0,51.0,0.001,0.036,-19.13,-3.31,86.6,75.6,,,,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,
2024/04/21,6:11 PM.,COL,SEA,away,Partly Cloudy.,63,663567,3B,0,1,0,0,0,0,0,0,0,0,0,.160,.300,.400,.700,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.72,4.46,61.1,95.0,96.0,95.0,0.805,7.34,4.26,10.71,1.03,1.09,0.288,0.439,0.146,0.308,0.416,90.0,93.0,94.0,88.0,93.0,91.0,87.0,97.0,93.0,118.0,96.0,103.0,0.023,0.385,0.188,0.25,-0.84,-0.8,-0.87,-0.05,94.5,87.0,93.9,86.9,0.25,0.25,0.0,0.23,0.328,0.376,0.34,0.472,0.19,0.315,0.528,0.117,89.0,99.0,95.0,,,,0.01,0.144,-4.56,-3.8,90.0,80.4,,,,0.375,1.0,0.222,,,,,,,,,,,,,,,,,,,0.308,0.462,0.27
2024/04/17,1:11 PM.,CIN,SEA,home,Partly Cloudy.,51,671096,3B,2,0,0,0,0,0,0,0,0,1,1,.160,.276,.400,.676,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,0.186,0.163,-0.26,,0.49,0.23,92.8,84.8,,82.9,,,,0.214,0.429,0.273,,,,0.254,0.451,0.194,101.0,98.0,99.0,,,,,0.116,,-1.56,,80.8,0.189,0.307,0.287,0.327,0.653,0.179,,,,,,,,,,,,,,,,,,,,,
2024/04/13,6:41 PM.,CHC,SEA,home,Clear.,57,684007,3B,2,0,1,1,0,0,1,0,0,0,2,.174,.296,.435,.731,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.039,0.36,0.77,0.14,0.48,91.7,81.6,88.7,81.6,0.25,0.333,0.37,0.194,0.226,0.333,,,,0.229,0.47,0.176,70.0,96.0,97.0,50.0,107.0,96.0,0.005,0.032,-6.3,-0.59,89.8,72.7,0.267,0.311,0.347,0.444,0.556,0.0,0.333,1.333,0.143,,,,81.0,106.0,100.0,0.306,0.0,1.39,-76.55,82.9,53.9,0.204,0.283,0.431,,,
2024/04/12,6:40 PM.,CHC,SEA,home,Clear.,53,696136,3B,2,0,0,0,0,0,1,0,0,1,2,.143,.280,.381,.661,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.18,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,0.131,0.448,0.087,0.258,-0.12,-3.86,-4.44,1.18,92.6,82.2,91.7,84.2,0.419,0.677,0.161,0.17,0.358,0.419,0.444,0.889,0.217,0.264,0.425,0.163,93.0,92.0,90.0,78.0,103.0,88.0,0.014,0.061,-9.26,-5.0,87.5,78.4,,,,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,,,,,,,
2024/04/10,3:07 PM.,TOR,SEA,away,Roof Closed.,68,579328,3B,2,0,0,0,0,0,0,0,0,1,1,.158,.273,.421,.694,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.111,-0.08,,1.31,-0.15,95.5,86.7,,88.3,,,,0.194,0.25,0.358,0.21,0.28,0.297,0.274,0.505,0.28,99.0,105.0,105.0,,,,,0.183,,0.02,,82.4,,,,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,,,,
2024/04/07,1:11 PM.,MIL,SEA,away,Roof Closed.,64,607067,3B,0,0,0,0,0,0,0,0,0,0,0,.176,.300,.471,.771,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.193,0.172,,0.49,-0.28,1.41,,92.9,,92.3,82.0,0.298,0.482,0.115,,,,,,,0.207,0.314,0.248,100.0,109.0,104.0,76.0,94.0,88.0,0.194,0.042,-1.34,-3.64,87.6,78.7,0.159,0.234,0.227,0.394,0.636,0.18,0.287,0.656,0.168,,,,78.0,98.0,96.0,0.088,,-2.02,,86.5,,0.286,0.492,0.277,,,
