date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024/09/17,7:12 PM.,NYM,WSH,away,Cloudy.,74,656731,2B,4,0,0,0,0,0,0,0,0,0,2,.293,.326,.407,.733,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,0.098,0.467,0.132,0.078,0.015,0.29,3.24,-0.85,-0.37,-4.39,95.7,87.2,94.6,85.1,78.0,0.228,0.35,0.292,0.206,0.206,0.184,0.233,0.302,0.291,0.188,0.313,0.333,0.5,0.5,0.111,0.25,1.0,0.167,101.0,96.0,93.0,105.0,93.0,107.0,0.136,0.073,-1.19,-1.25,90.1,84.7,,,,0.326,0.565,0.27,0.143,0.393,0.429,,,,,,
2024/09/16,7:10 PM.,NYM,WSH,away,Cloudy.,73,640455,2B,4,0,1,0,0,0,1,0,0,2,1,.303,.336,.420,.756,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,0.251,,0.118,1.13,1.36,0.37,,-1.19,92.3,85.3,92.3,79.5,,0.167,0.295,0.311,0.201,0.333,0.21,0.174,0.435,0.32,,,,0.25,0.438,0.254,0.193,0.311,0.388,84.0,88.0,85.0,,,,0.071,,0.97,,88.4,,,,,0.222,0.25,0.179,,,,,,,,,
2024/09/15,1:36 PM.,MIA,WSH,home,Sunny.,79,670124,3B,4,0,1,0,0,0,0,0,0,1,1,.304,.339,.426,.765,670124,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.59,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,120.0,121.0,121.0,,0.514,0.008,0.407,0.07,-2.09,,10.03,1.72,-3.63,93.7,86.9,,86.2,84.0,0.314,0.616,0.154,,,,,,,0.208,0.292,0.176,0.556,0.556,0.318,,,,,,,,,,,,,,,,0.136,0.159,0.329,,,,,,,,,,,,
2024/09/14,4:05 PM.,MIA,WSH,home,Sunny.,81,678368,3B,4,2,2,0,0,1,1,1,0,0,2,.306,.342,.432,.774,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,93.0,94.0,94.0,54.0,102.0,84.0,,,,100.0,105.0,104.0,,0.374,0.103,0.125,0.144,-0.41,,0.03,-3.5,-3.12,89.2,81.1,,77.7,73.7,0.247,0.454,0.133,,,,,,,0.333,0.741,0.283,0.326,0.488,0.296,0.233,0.433,0.286,67.0,98.0,91.0,,,,0.253,,1.23,,82.8,,,,,0.205,0.438,0.163,,,,,,,,,
2024/09/13,6:45 PM.,MIA,WSH,home,Partly Cloudy.,79,665795,3B,3,1,0,0,0,0,0,1,1,1,1,.299,.336,.402,.738,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,0.091,0.274,0.085,0.217,0.332,-1.63,0.07,1.65,-0.03,0.15,96.3,93.0,96.7,89.2,84.8,0.304,0.543,0.164,0.231,0.333,0.151,0.129,0.226,0.313,0.206,0.426,0.394,0.206,0.321,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/12,6:46 PM.,MIA,WSH,home,Clear.,79,670766,3B,4,0,1,1,0,0,2,0,0,0,0,.308,.339,.413,.752,670766,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,6.21,5.64,42.0,98.0,87.0,94.0,0.87,6.0,3.21,11.36,1.93,0.7,0.219,0.466,0.151,0.308,0.462,69.0,87.0,75.0,,,,49.0,94.0,82.0,80.0,99.0,91.0,119.0,102.0,109.0,0.315,0.195,0.38,,0.111,-0.09,-1.47,-3.09,,-1.8,89.4,81.1,89.0,81.9,,0.243,0.405,0.18,0.346,0.5,0.089,,,,,,,0.333,0.381,0.325,0.311,0.689,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/11,6:45 PM.,ATL,WSH,home,Clear.,79,608331,2B,4,1,2,0,0,0,0,1,0,2,3,.310,.343,.410,.753,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.327,0.115,0.21,0.136,0.63,1.47,0.5,1.39,1.7,93.9,85.7,93.6,82.1,74.6,0.266,0.36,0.182,0.265,0.299,0.137,0.22,0.293,0.297,0.154,0.285,0.371,0.196,0.283,0.251,0.167,0.2,0.358,93.0,96.0,94.0,,,,0.054,,-1.33,,88.5,,,,,0.286,0.476,0.286,,,,,,,,,
2024/09/10,6:45 PM.,ATL,WSH,home,Clear.,82,625643,3B,4,0,2,2,0,0,0,0,0,1,3,.302,.337,.406,.743,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,0.038,1.19,,1.45,1.61,-3.58,95.5,86.1,,85.0,77.0,0.266,0.369,0.165,,,,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/08,1:35 PM.,PIT,WSH,away,Sunny.,66,683003,3B,4,0,1,0,0,0,0,0,0,0,1,.293,.330,.380,.710,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,95.0,96.0,98.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,0.493,0.348,0.093,0.066,0.15,,1.12,-2.53,-2.91,97.3,89.9,,88.8,81.5,0.224,0.425,0.257,,,,0.208,0.354,0.373,0.348,0.87,0.327,0.317,0.561,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/07,1:35 PM.,PIT,WSH,away,Partly Cloudy.,66,682847,3B,4,1,2,0,0,0,0,0,0,1,1,.298,.330,.393,.723,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,0.258,0.268,0.268,,0.009,1.02,1.13,-0.41,,0.21,95.9,90.6,94.9,85.8,,0.187,0.331,0.208,0.237,0.374,0.129,0.203,0.392,0.31,,,,,,,,,,90.0,100.0,94.0,,,,0.197,,0.71,,91.0,,,,,0.273,0.416,0.168,,,,,,,,,
2024/09/07,6:44 PM.,PIT,WSH,away,Partly Cloudy.,65,656605,3B,4,0,1,0,0,0,0,1,1,1,1,.295,.333,.386,.719,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,0.25,0.096,0.008,0.3,-0.26,-1.04,-0.11,-12.5,94.4,89.8,93.4,84.7,78.4,0.257,0.4,0.24,0.266,0.405,0.125,0.338,0.636,0.248,0.233,0.442,0.293,0.667,1.333,0.0,0.204,0.331,0.25,96.0,99.0,98.0,,,,0.122,,-1.0,,90.4,,,,,0.272,0.593,0.195,,,,,,,,,
2024/09/05,6:42 PM.,PIT,WSH,away,Clear.,81,663559,3B,5,0,2,0,0,0,0,0,0,2,3,.288,.321,.388,.709,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,0.142,0.484,0.216,0.152,,0.38,1.23,0.27,-1.24,,91.8,,92.0,86.1,77.7,0.255,0.41,0.166,0.26,0.448,0.157,0.245,0.304,0.287,0.305,0.61,0.207,,,,,,,,,,43.0,95.0,70.0,,0.006,,-7.04,,86.9,,,,,,,0.333,1.333,0.125,,,,,,
2024/09/04,6:40 PM.,MIA,WSH,away,Roof Closed.,72,678368,3B,4,1,0,0,0,0,1,0,1,1,3,.280,.316,.387,.703,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,93.0,94.0,94.0,54.0,102.0,84.0,,,,100.0,105.0,104.0,,0.374,0.103,0.125,0.144,-0.41,,0.03,-3.5,-3.12,89.2,81.1,,77.7,73.7,0.247,0.454,0.133,,,,,,,0.333,0.741,0.283,0.326,0.488,0.296,0.233,0.433,0.286,67.0,98.0,91.0,,,,0.253,,1.23,,82.8,,,,,0.205,0.438,0.163,,,,,,,,,
2024/09/03,6:40 PM.,MIA,WSH,away,Roof Closed.,72,676974,3B,5,0,0,0,0,0,0,0,0,2,2,.296,.324,.408,.732,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,,,,83.0,97.0,94.0,81.0,92.0,82.0,119.0,103.0,115.0,0.021,0.394,0.407,,0.179,-2.29,-1.39,-0.21,,-2.48,94.1,86.7,92.7,88.2,,0.33,0.648,0.139,,,,0.24,0.471,0.342,,,,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/01,1:35 PM.,CHC,WSH,home,Cloudy.,81,696136,3B,4,0,0,0,0,0,0,0,0,1,0,.318,.348,.439,.787,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.18,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,0.131,0.448,0.087,0.061,0.258,-0.12,-3.86,-4.44,-5.0,1.18,92.6,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.17,0.358,0.419,,,,78.0,103.0,88.0,,,,0.014,,-9.26,,87.5,,,,,0.667,0.667,0.0,,,,,,,,,
2024/08/31,4:05 PM.,CHC,WSH,home,Cloudy.,83,665871,3B,3,1,3,0,0,0,0,0,1,0,0,.339,.369,.468,.837,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,0.107,0.116,0.046,-0.91,0.51,-1.54,-0.4,-1.65,91.5,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.236,0.373,0.111,0.364,0.636,0.368,0.178,0.329,0.3,0.296,0.296,0.125,0.174,0.37,0.341,96.0,97.0,92.0,,,,0.216,,-0.73,,87.9,,,,,0.315,0.583,0.142,,,,,,,,,
2024/08/30,6:46 PM.,CHC,WSH,home,Overcast.,73,684007,3B,4,0,1,1,0,0,2,0,0,1,3,.305,.328,.441,.769,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.25,0.333,0.37,,,,0.444,0.556,0.0,0.194,0.226,0.333,0.267,0.311,0.347,50.0,107.0,96.0,81.0,106.0,100.0,0.005,0.306,-6.3,1.39,89.8,82.9,,,,0.333,1.333,0.143,0.204,0.283,0.431,,,,0.0,-76.55,53.9
2024/08/28,6:46 PM.,NYY,WSH,home,Partly Cloudy.,98,607074,3B,4,0,1,0,0,0,0,0,0,1,2,.309,.333,.436,.769,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,,,,0.199,0.361,0.393,0.281,0.531,0.276,0.188,0.247,0.495,,,,100.0,83.0,82.0,,,,0.035,,-3.11,,91.8,,,,,0.353,0.647,0.255,,,,,,,,,
2024/08/27,6:46 PM.,NYY,WSH,home,Clear.,88,543037,3B,4,2,2,0,0,1,1,0,0,0,0,.314,.340,.451,.791,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.0,0.0,0.143,0.222,0.27,0.264,0.209,0.239,0.301,0.333,0.667,0.28,,,,99.0,102.0,102.0,,,,0.163,,-0.7,,91.4,,,,,0.32,0.56,0.22,,,,102.0,99.0,106.0,0.187,2.35,82.5
2024/08/26,6:46 PM.,NYY,WSH,home,Partly Cloudy.,82,641482,3B,4,0,0,0,0,0,0,0,0,1,2,.298,.327,.383,.710,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,,0.097,0.25,1.37,-1.27,,-0.89,92.1,83.6,90.3,78.2,,0.235,0.443,0.215,0.143,0.143,0.316,0.364,0.727,0.167,,,,0.226,0.369,0.326,0.284,0.511,0.25,109.0,100.0,102.0,,,,0.28,,1.32,,87.5,,,,,0.249,0.378,0.251,,,,,,,,,
2024/08/25,12:06 PM.,ATL,WSH,away,Sunny.,82,625643,3B,4,0,0,0,0,0,0,0,0,1,0,.326,.356,.419,.775,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,0.038,1.19,,1.45,1.61,-3.58,95.5,86.1,,85.0,77.0,0.266,0.369,0.165,,,,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/24,7:21 PM.,ATL,WSH,away,Clear.,84,450203,3B,4,1,3,0,0,1,2,0,0,1,0,.359,.390,.462,.852,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.424,0.11,-1.4,0.39,,0.78,-1.38,94.1,85.0,93.5,,81.5,0.281,0.517,0.193,0.333,0.433,0.07,,,,0.2,0.309,0.342,0.292,0.6,0.333,,,,73.0,92.0,86.0,,,,0.078,,-0.75,,88.5,,,,,0.286,0.571,0.149,,,,,,,,,
