date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2024/09/10,6:41 PM.,MIN,LAA,away,Partly Cloudy.,78,641154,2B,4,1,1,0,0,0,0,0,0,1,3,.223,.305,.255,.560,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,,,,0.073,0.407,,0.219,,0.201,1.65,,-2.77,-0.84,,-0.14,95.0,,88.5,94.5,84.5,,0.208,0.352,0.259,0.426,0.639,0.142,,,,0.281,0.359,0.249,0.23,0.446,0.341,,,,92.0,103.0,108.0,0.1,-1.28,82.4,,,,0.239,0.436,0.331,,,,,,,,,
2024/09/09,6:41 PM.,MIN,LAA,away,Clear.,80,701581,2B,2,0,0,0,0,0,0,0,0,0,2,.222,.307,.256,.563,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,107.0,96.0,99.0,,,,118.0,103.0,105.0,,,,,,,,0.402,,0.318,,0.28,-0.79,,,1.48,,-1.14,94.7,,88.4,,86.1,,0.304,0.544,0.194,,,,,,,0.237,0.463,0.394,,,,0.207,0.315,0.291,,,,,,,,,,,,,,,,,,,,,
2024/09/08,1:37 PM.,TEX,LAA,away,Sunny.,81,571760,2B,3,0,0,0,0,0,1,0,1,0,0,.227,.306,.261,.567,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,,,,20.0,51.0,51.0,0.014,0.501,0.001,0.278,,0.17,0.15,-19.13,-4.52,-0.26,,0.46,91.5,86.6,83.7,92.2,82.5,,0.23,0.412,0.213,0.455,0.455,0.125,,,,0.239,0.384,0.243,0.5,1.1,0.188,0.26,0.385,0.365,126.0,105.0,103.0,0.036,-3.31,75.6,,,,,,,,,,,,,,,
2024/09/05,7:08 PM.,TEX,LAA,away,Roof Closed.,74,674003,2B,3,0,0,0,0,0,0,0,0,1,0,.235,.309,.271,.580,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,94.0,105.0,93.0,,,,49.0,114.0,107.0,,,,70.0,112.0,85.0,,0.523,0.007,0.07,,0.273,1.75,-3.68,,-0.79,,0.86,89.8,86.4,80.9,,82.7,,0.185,0.344,0.213,,,,,,,0.21,0.333,0.338,0.306,0.556,0.129,0.32,0.48,0.182,96.0,103.0,104.0,0.128,-2.32,74.9,,,,,,,,,,,,,,,
2024/08/29,1:10 PM.,DET,LAA,away,Overcast.,72,672456,2B,2,0,1,0,0,0,0,0,1,1,1,.244,.319,.280,.599,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,95.0,102.0,111.0,,,,0.078,0.421,,0.28,0.112,0.109,-0.19,,1.09,0.02,-3.94,-2.78,94.8,,86.0,94.1,83.5,78.8,0.27,0.486,0.18,0.32,0.32,0.038,,,,0.289,0.474,0.329,0.269,0.615,0.224,0.235,0.391,0.259,,,,,,,,,,,,,,,,,,,,,
2024/08/25,1:40 PM.,TOR,LAA,away,Partly Cloudy.,73,592332,2B,3,0,0,0,0,0,0,0,0,0,0,.238,.307,.275,.582,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,,,,,,,0.054,0.528,,0.084,,,0.43,,-3.21,-1.21,,,93.9,,,93.3,82.7,,0.277,0.466,0.175,0.316,0.579,0.117,,,,,,,,,,0.268,0.439,0.266,,,,,,,0.334,0.51,86.0,,,,0.169,0.262,0.335,,,,88.0,108.0,106.0
2024/08/22,7:07 PM.,TOR,LAA,away,Partly Cloudy.,75,621114,2B,4,0,0,0,0,0,0,0,0,1,2,.247,.318,.286,.604,621114,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.56,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,,,,79.0,94.0,91.0,,,,111.0,102.0,108.0,,,,,,,,0.395,,0.605,,,-0.36,,,0.6,,,94.1,,,,85.4,,0.256,0.465,0.224,,,,,,,,,,,,,0.214,0.369,0.368,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:07 PM.,ATL,LAA,home,Sunny.,83,450203,2B,2,0,0,0,0,0,0,0,0,0,3,.260,.333,.301,.634,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,,,,73.0,92.0,86.0,0.099,0.289,0.078,,,0.11,-1.4,-0.75,0.39,,,-1.38,94.1,88.5,85.0,93.5,,,0.281,0.517,0.193,0.333,0.433,0.07,0.286,0.571,0.149,0.292,0.6,0.333,0.2,0.309,0.342,,,,122.0,98.0,108.0,0.424,0.78,81.5,,,,,,,,,,,,,,,
2024/08/17,6:38 PM.,ATL,LAA,home,Clear.,76,519242,DH,4,0,1,0,0,0,0,0,0,1,2,.268,.333,.310,.643,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.281,0.443,0.241,0.327,0.551,0.133,,,,0.159,0.195,0.236,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,
2024/08/16,6:38 PM.,ATL,LAA,home,Partly Cloudy.,81,680885,2B,3,0,0,0,0,0,0,0,0,3,0,.269,.338,.313,.651,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,,,,94.0,104.0,100.0,0.068,0.291,0.168,0.199,,,0.27,0.53,-0.12,0.61,,,96.1,92.9,,95.1,87.3,,0.24,0.448,0.205,0.231,0.385,0.078,0.27,0.5,0.199,,,,0.236,0.436,0.409,0.225,0.333,0.279,101.0,104.0,108.0,0.146,0.29,80.6,0.128,1.96,84.5,,,,0.147,0.235,0.463,,,,84.0,107.0,109.0
2024/08/14,6:38 PM.,TOR,LAA,home,Clear.,82,621244,2B,3,0,0,0,0,0,0,0,0,0,3,.281,.352,.328,.680,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,,,,84.0,108.0,99.0,0.337,0.183,0.035,,,0.16,-1.26,-1.83,1.02,,,0.88,94.1,91.4,84.8,93.4,,,0.305,0.558,0.189,0.268,0.366,0.125,0.36,0.48,0.123,0.171,0.364,0.269,,,,,,,111.0,102.0,106.0,0.286,0.28,83.2,,,,,,,,,,0.188,0.404,0.31,,,
2024/08/11,11:35 AM.,WSH,LAA,away,Cloudy.,77,669022,2B,4,0,0,0,0,0,1,0,1,1,6,.295,.368,.344,.712,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,,,,0.553,,0.158,,0.093,-0.02,,,-0.77,,-1.35,96.0,,85.9,,90.6,,0.281,0.418,0.226,,,,,,,0.28,0.48,0.512,0.218,0.296,0.34,0.255,0.422,0.323,104.0,104.0,102.0,0.196,0.62,82.8,,,,0.333,0.5,0.417,,,,,,,,,
2024/08/10,6:45 PM.,WSH,LAA,away,Cloudy.,88,571578,2B,4,0,0,0,0,0,0,0,1,0,2,.316,.381,.368,.749,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,,,,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.001,0.034,-1.46,-0.37,-1.9,0.41,4.71,-5.53,91.3,85.7,81.0,91.5,80.0,63.2,0.311,0.578,0.133,0.339,0.567,0.091,0.301,0.434,0.223,0.409,0.773,0.279,0.5,1.25,0.526,0.216,0.335,0.354,73.0,100.0,97.0,0.016,-2.3,70.0,,,,,,,,,,,,,,,
2024/08/09,6:45 PM.,WSH,LAA,away,Cloudy.,82,680730,2B,3,0,2,0,0,0,0,0,0,0,0,.340,.397,.396,.793,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,,,,0.486,,0.098,,,0.07,,,-0.73,,,92.5,,,,84.5,,0.276,0.425,0.12,,,,,,,,,,0.252,0.36,0.263,0.238,0.429,0.364,97.0,96.0,96.0,0.225,0.47,80.5,0.191,-0.6,85.6,,,,0.233,0.4,0.372,,,,89.0,94.0,94.0
2024/08/08,7:08 PM.,NYY,LAA,away,Rain.,69,641482,2B,4,2,2,1,0,0,0,0,0,1,1,.320,.382,.380,.762,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,,,,109.0,100.0,102.0,0.014,0.442,0.28,0.168,,0.097,0.25,1.32,1.37,-1.27,,-0.89,92.1,87.5,83.6,90.3,78.2,,0.235,0.443,0.215,0.143,0.143,0.316,0.249,0.378,0.251,0.226,0.369,0.326,,,,0.364,0.727,0.167,,,,,,,,,,0.284,0.511,0.25,,,,,,,,,
2024/08/07,7:37 PM.,NYY,LAA,away,Cloudy.,67,701542,2B,4,1,3,1,0,0,0,0,0,1,3,.304,.373,.348,.721,701542,willwarren,"Warren, W",Right,Will Warren,NYY,10.32,4.52,22.2,99.0,102.0,104.0,0.756,11.51,3.97,13.1,1.99,0.86,0.174,0.406,0.116,0.362,0.376,90.0,101.0,107.0,92.0,102.0,101.0,93.0,104.0,108.0,126.0,88.0,98.0,,,,112.0,117.0,129.0,0.264,0.306,0.044,0.264,,0.122,1.94,-5.11,-4.69,-2.61,,-6.86,93.8,86.4,86.3,93.1,83.1,,0.074,0.222,0.246,0.485,0.818,0.164,0.5,0.5,0.333,0.545,1.0,0.32,,,,,,,,,,,,,,,,0.3,0.6,0.371,,,,,,,,,
2024/08/04,1:08 PM.,NYM,LAA,home,Sunny.,87,500779,2B,2,0,0,0,0,0,0,0,1,1,1,.262,.340,.286,.626,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,,,,0.304,0.225,,,,0.193,-0.32,,0.82,,,0.5,90.7,,85.7,90.8,,,0.227,0.427,0.169,0.249,0.431,0.131,,,,0.203,0.26,0.367,0.265,0.444,0.264,,,,110.0,100.0,99.0,0.278,-0.04,77.7,,,,,,,,,,0.195,0.366,0.284,,,
2024/08/03,6:38 PM.,NYM,LAA,home,Clear.,88,656849,2B,3,1,2,0,0,0,0,0,0,1,1,.275,.341,.300,.641,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,0.184,,0.164,0.39,,1.83,-1.81,,0.03,93.1,,84.7,91.9,85.1,,0.22,0.266,0.287,0.253,0.36,0.16,,,,0.211,0.324,0.271,0.207,0.345,0.259,0.287,0.447,0.339,83.0,102.0,100.0,0.076,0.11,79.1,,,,,,,,,,,,,,,
2024/08/01,6:38 PM.,COL,LAA,home,Clear.,79,663372,2B,4,0,2,0,0,0,0,0,0,0,1,.243,.317,.270,.587,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,,,,0.128,0.37,,0.254,,0.147,0.63,,-0.45,-0.87,,-1.02,94.6,,85.2,94.2,87.4,,0.24,0.376,0.177,0.299,0.403,0.159,,,,0.299,0.485,0.394,0.164,0.26,0.248,0.355,0.523,0.226,108.0,107.0,113.0,0.101,1.28,79.2,,,,0.156,0.375,0.35,,,,,,,,,
2024/07/31,6:38 PM.,COL,LAA,home,Clear.,80,607536,2B,2,0,1,0,0,0,0,0,0,0,1,.212,.297,.242,.539,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,,,,0.245,0.202,,0.227,0.188,0.137,-1.51,,-1.33,-1.11,0.07,-1.64,91.6,,86.1,91.4,86.9,83.5,0.322,0.522,0.067,0.31,0.556,0.074,,,,0.333,0.647,0.161,0.194,0.276,0.42,0.316,0.589,0.162,,,,,,,,,,,,,,,,,,,,,
2024/06/24,6:38 PM.,OAK,LAA,home,Clear.,84,665622,2B,3,0,0,0,0,0,0,0,1,0,1,.194,.286,.226,.512,665622,luismedina,Medina,Right,Luis Medina,OAK,5.18,4.65,40.0,95.0,105.0,96.0,0.81,7.2,4.5,9.68,0.9,0.94,0.291,0.457,0.173,0.307,0.438,103.0,88.0,87.0,100.0,98.0,95.0,108.0,97.0,97.0,111.0,90.0,95.0,,,,,,,0.143,0.425,,0.251,,0.079,0.46,,-2.88,-0.28,,-2.61,95.9,,89.6,95.9,85.8,,0.238,0.365,0.122,0.429,0.667,0.118,,,,0.353,0.529,0.067,0.154,0.308,0.433,0.262,0.357,0.308,107.0,101.0,104.0,0.101,-0.19,81.2,,,,,,,,,,,,,,,
2024/06/22,7:09 PM.,LAD,LAA,away,Clear.,79,607192,2B,2,0,0,0,0,0,0,0,0,0,0,.214,.290,.250,.540,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,,,,0.087,0.45,,0.277,,,1.04,,0.75,1.15,,,96.3,,,96.6,90.0,,0.215,0.421,0.213,0.233,0.395,0.171,,,,,,,0.098,0.174,0.475,0.2,0.333,0.404,139.0,97.0,110.0,0.186,1.93,83.7,,,,,,,,,,,,,,,
2024/06/21,7:10 PM.,LAD,LAA,away,Clear.,76,689017,2B,4,0,0,0,0,0,0,0,0,1,2,.231,.310,.269,.579,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,115.0,99.0,103.0,,,,120.0,105.0,104.0,,,,,,,,0.463,,0.23,,0.145,0.2,,,1.46,,-0.24,93.5,,84.2,,85.1,,0.228,0.526,0.203,,,,,,,0.182,0.364,0.271,0.333,0.485,0.206,0.183,0.296,0.278,77.0,92.0,89.0,0.162,-1.55,79.6,,,,,,,,,,,,,,,
