date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/09/24,7:10 PM.,LAD,SD,away,Clear.,69,689017,1B,3,0,0,0,0,0,0,1,1,1,0,.284,.341,.410,.751,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,,,,120.0,105.0,104.0,,0.463,0.23,0.162,0.145,0.2,,1.46,-1.55,-0.24,93.5,84.2,,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,,,,0.182,0.364,0.271,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/22,1:11 PM.,CWS,SD,home,Sunny.,73,680732,1B,3,0,1,1,0,0,0,0,0,2,0,.287,.342,.414,.756,680732,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.83,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,105.0,113.0,110.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,0.405,0.285,0.249,0.061,1.08,,-0.72,1.87,2.3,95.3,84.6,,86.9,79.7,0.172,0.448,0.236,0.25,0.375,0.432,,,,0.0,0.0,0.4,0.077,0.077,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/20,6:45 PM.,CWS,SD,home,Partly Cloudy.,68,676979,1B,3,0,1,0,0,0,0,0,1,1,2,.287,.343,.411,.754,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,,0.059,1.66,4.04,-2.29,,-0.36,97.2,91.0,97.9,84.3,,0.198,0.295,0.314,,,,0.154,0.154,0.321,0.184,0.289,0.339,,,,94.0,105.0,103.0,,,,0.284,,,-0.14,,,91.6,,,,,,0.228,0.561,0.422,0.268,0.458,0.334,,,,,,,,,
2024/09/18,3:40 PM.,HOU,SD,home,Partly Cloudy.,71,664285,1B,4,1,1,0,0,1,1,0,0,0,0,.286,.340,.412,.752,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.4,1.0,0.273,0.233,0.467,0.383,0.276,0.399,0.116,0.226,0.278,0.354,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/17,6:41 PM.,HOU,SD,home,Clear.,70,686613,1B,4,0,1,0,0,0,0,0,0,1,1,.287,.342,.403,.745,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,,0.126,0.16,0.92,1.7,,0.95,96.0,88.4,95.6,89.1,,0.244,0.413,0.288,0.2,0.2,0.236,0.275,0.321,0.161,0.221,0.26,0.296,0.237,0.421,0.305,90.0,103.0,101.0,,,,0.17,,0.125,0.14,,-0.79,92.4,,82.9,,,,,,,0.23,0.363,0.216,127.0,100.0,106.0,,,,,,
2024/09/16,6:43 PM.,HOU,SD,home,Partly Cloudy.,67,681293,1B,4,0,0,0,0,0,0,0,0,1,3,.287,.343,.406,.749,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,0.086,-1.33,,0.99,0.8,-2.52,94.1,85.5,,80.8,78.4,0.303,0.528,0.198,,,,,,,0.395,0.512,0.378,0.171,0.282,0.424,66.0,98.0,96.0,,,,0.196,,,0.57,,,88.2,,,,,,0.113,0.226,0.386,0.248,0.444,0.228,,,,,,,,,
2024/09/15,1:35 PM.,SF,SD,away,Partly Cloudy.,61,694738,3B,5,0,0,0,0,0,1,0,0,2,4,.292,.348,.412,.760,694738,landenroupp,Roupp,Right,Landen Roupp,SFG,3.58,4.05,50.1,98.0,125.0,106.0,0.763,8.4,4.65,7.69,0.36,1.6,0.231,0.427,0.196,0.252,0.397,97.0,92.0,93.0,155.0,103.0,121.0,66.0,70.0,66.0,102.0,96.0,95.0,115.0,84.0,93.0,0.405,0.019,0.042,0.441,0.094,-2.8,0.31,0.91,0.4,1.41,93.4,88.2,94.4,83.9,77.4,,,,0.25,0.25,0.6,0.257,0.343,0.055,0.111,0.111,0.357,0.224,0.357,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/14,6:05 PM.,SF,SD,away,Clear.,59,696131,1B,5,1,4,3,0,0,0,0,0,0,0,.298,.354,.420,.774,696131,masonblack,Black,Right,Mason Black,SFG,6.44,6.13,36.1,101.0,99.0,99.0,0.858,7.68,3.72,11.39,1.73,0.69,0.225,0.392,0.167,0.367,0.431,92.0,88.0,77.0,,,,86.0,103.0,98.0,101.0,100.0,97.0,109.0,97.0,101.0,0.285,0.321,0.371,,0.023,-2.69,-1.0,-0.68,,-13.48,92.4,87.6,92.6,83.3,,0.333,0.548,0.236,0.0,0.0,0.179,0.326,0.535,0.08,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,0.318,0.591,0.16,,,,,,,,,,,,
2024/09/13,7:15 PM.,SF,SD,away,Clear.,62,657277,DH,1,0,0,0,0,0,0,0,0,1,1,.288,.346,.400,.746,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,0.399,0.053,0.212,,0.309,0.2,1.32,0.16,,-0.13,92.6,87.4,92.6,83.8,,0.179,0.231,0.329,,,,0.268,0.338,0.144,0.275,0.411,0.216,,,,52.0,95.0,88.0,,,,0.026,,,4.3,,,91.0,,,,,,0.239,0.331,0.268,0.077,0.077,0.265,,,,,,,,,
2024/09/11,6:42 PM.,SEA,SD,away,Partly Cloudy.,62,693433,1B,3,0,0,0,0,0,0,0,0,1,0,.289,.347,.402,.749,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,,0.094,1.44,1.85,1.23,,0.0,94.8,89.6,94.7,84.2,,0.218,0.355,0.273,0.265,0.529,0.241,0.234,0.315,0.097,0.186,0.373,0.207,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,,,,,,,,,,
2024/09/10,6:41 PM.,SEA,SD,away,Cloudy.,67,669923,1B,3,2,2,0,0,0,0,0,1,0,0,.292,.351,.407,.758,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.221,0.458,0.291,0.226,0.316,0.271,0.263,0.354,0.105,,,,0.333,0.439,0.286,97.0,99.0,93.0,109.0,100.0,108.0,0.004,0.102,0.082,0.79,-2.05,-1.95,92.3,86.0,83.4,0.253,0.413,0.295,,,,,,,114.0,110.0,113.0,,,,73.9,0.0,-3.5
2024/09/08,1:11 PM.,SF,SD,home,Sunny.,91,702352,1B,2,1,0,0,0,0,0,0,1,0,1,.288,.345,.403,.748,702352,spencerbivens,Bivens,Right,Spencer Bivens,SFG,3.14,4.05,48.2,102.0,102.0,101.0,0.835,6.84,2.03,8.69,1.66,1.61,0.268,0.405,0.157,0.32,0.447,106.0,103.0,103.0,,,,72.0,90.0,77.0,91.0,101.0,101.0,136.0,104.0,110.0,0.466,0.061,0.238,,0.135,-2.59,-0.78,0.96,,0.19,94.2,88.6,94.4,81.0,,0.25,0.625,0.235,,,,0.307,0.489,0.108,0.16,0.4,0.174,,,,83.0,110.0,99.0,,,,0.099,,,2.89,,,90.9,,,,,,0.205,0.341,0.326,0.217,0.348,0.182,,,,,,,,,
2024/09/07,5:41 PM.,SF,SD,home,Clear.,88,657277,PH,1,0,0,0,0,0,0,0,0,0,1,.290,.345,.407,.752,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,0.399,0.053,0.212,,0.309,0.2,1.32,0.16,,-0.13,92.6,87.4,92.6,83.8,,0.179,0.231,0.329,,,,0.268,0.338,0.144,0.275,0.411,0.216,,,,52.0,95.0,88.0,,,,0.026,,,4.3,,,91.0,,,,,,0.239,0.331,0.268,0.077,0.077,0.265,,,,,,,,,
2024/09/05,5:43 PM.,DET,SD,home,Clear.,85,663554,PH,1,0,0,0,0,0,0,0,0,0,0,.291,.347,.409,.756,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,,,,106.0,105.0,102.0,92.0,108.0,105.0,107.0,101.0,102.0,0.08,0.386,0.277,,,-0.47,1.3,-0.46,,,95.5,,95.5,85.7,,0.306,0.428,0.205,0.271,0.5,0.218,0.293,0.341,0.08,,,,0.261,0.522,0.216,,,,112.0,99.0,102.0,,0.181,0.075,,-1.06,-2.21,,86.2,79.6,0.286,0.405,0.322,,,,,,,102.0,90.0,94.0,,,,,,
2024/09/04,6:42 PM.,DET,SD,home,Clear.,80,672456,PH,0,0,0,0,0,0,0,0,1,0,0,.293,.348,.410,.758,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,0.078,0.421,0.28,,0.109,-0.19,1.09,0.02,,-2.78,94.8,86.0,94.1,83.5,,0.27,0.486,0.18,0.235,0.391,0.259,0.32,0.32,0.038,0.289,0.474,0.329,0.269,0.615,0.224,,,,,,,,,0.112,,,-3.94,,,78.8,,,,,,,,,,95.0,102.0,111.0,,,,,,
2024/09/02,3:42 PM.,DET,SD,home,Sunny.,77,663947,1B,3,0,0,0,0,0,0,0,0,0,1,.293,.345,.410,.755,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,0.216,0.152,0.155,0.015,0.189,4.5,2.61,1.73,1.83,0.4,92.1,83.6,91.5,80.6,79.2,0.105,0.14,0.257,,,,0.156,0.338,0.094,0.25,0.382,0.289,,,,85.0,105.0,101.0,,,,0.273,,,1.85,,,87.6,,,,,,0.13,0.174,0.379,0.194,0.292,0.253,,,,,,,,,
2024/09/01,2:08 PM.,TB,SD,away,Dome.,72,686752,1B,1,0,0,0,0,0,0,0,0,1,0,.296,.350,.416,.766,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,0.181,0.33,0.316,0.267,0.407,0.317,,,,0.216,0.353,0.286,0.167,0.167,0.5,100.0,103.0,100.0,,,,0.06,,,-0.88,,,91.6,,,,,,,,,0.276,0.586,0.141,,,,,,,,,
2024/08/31,4:12 PM.,TB,SD,away,Dome.,72,669358,PH,1,0,1,0,0,0,0,0,0,0,0,.298,.351,.418,.769,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,0.479,0.213,0.205,0.103,0.81,,-0.08,1.71,2.88,95.6,88.1,,87.3,83.6,0.252,0.37,0.221,0.164,0.4,0.222,,,,0.115,0.115,0.276,0.169,0.247,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/30,6:50 PM.,TB,SD,away,Dome.,72,671737,3B,5,0,1,0,0,0,3,0,1,1,4,.295,.348,.415,.763,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,0.269,0.5,0.21,,,,,,,,,,0.241,0.483,0.346,91.0,100.0,98.0,123.0,102.0,114.0,0.225,0.269,,1.02,0.47,,90.9,90.9,,0.213,0.32,0.33,,,,0.205,0.357,0.324,,,,,,,,,
2024/08/29,1:17 PM.,STL,SD,away,Sunny.,92,543243,DH,4,0,0,0,0,0,0,0,0,3,1,.297,.349,.420,.769,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,0.178,0.239,0.201,0.139,0.064,-0.05,1.64,0.94,0.7,-2.25,92.4,88.3,92.7,84.8,80.0,0.333,0.567,0.182,,,,0.2,0.385,0.208,0.357,0.714,0.328,0.21,0.452,0.331,92.0,98.0,96.0,,,,0.178,,0.0,0.19,,-2.42,87.7,,75.4,,,,0.142,0.205,0.444,0.287,0.494,0.308,,,,,,,,,
2024/08/28,6:46 PM.,STL,SD,away,Cloudy.,87,669467,PH,1,0,0,0,0,0,0,0,0,0,0,.302,.355,.428,.783,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,0.19,0.512,0.172,,,1.34,-0.25,-0.64,,,94.5,,94.8,87.5,,0.23,0.297,0.162,0.294,0.435,0.282,0.265,0.373,0.132,,,,0.157,0.257,0.345,,,,,,,,,0.126,,,0.42,,,79.5,,,,,,,,,,88.0,102.0,109.0,,,,,,
2024/08/25,1:11 PM.,NYM,SD,home,Sunny.,79,500779,3B,4,0,0,0,0,0,0,0,0,1,2,.304,.356,.430,.786,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,0.82,,-0.04,0.5,90.7,85.7,90.8,,77.7,0.227,0.427,0.169,,,,0.249,0.431,0.131,0.203,0.26,0.367,0.265,0.444,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284,,,
