date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
2024/08/29,12:40 PM.,NYM,AZ,home,Roof Closed.,78,656849,C,2,0,0,0,0,0,0,0,0,0,0,.220,.303,.288,.591,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.076,0.39,,,1.83,-1.81,0.11,93.1,,,91.9,85.1,79.1,0.22,0.266,0.287,0.253,0.36,0.16,,,,0.207,0.345,0.259,,,,,,,97.0,90.0,93.0,0.164,0.03,84.7,0.211,0.324,0.271,0.287,0.447,0.339,,,,,,,,,,,,,,,
2024/08/27,6:40 PM.,NYM,AZ,home,Roof Closed.,78,640455,C,3,0,1,0,0,0,0,0,0,2,0,.228,.313,.298,.611,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,,1.13,0.97,,1.36,0.37,,92.3,88.4,,92.3,79.5,,0.167,0.295,0.311,0.201,0.333,0.21,0.193,0.311,0.388,,,,0.222,0.25,0.179,,,,83.0,98.0,95.0,0.118,-1.19,85.3,0.25,0.438,0.254,0.174,0.435,0.32,,,,,,,,,,,,,,,
2024/08/24,4:11 PM.,BOS,AZ,away,Partly Cloudy.,83,676710,C,2,0,0,0,0,0,0,0,0,1,0,.222,.311,.296,.607,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,87.0,102.0,106.0,,0.337,0.32,0.086,0.185,,-0.43,0.55,0.47,,-0.56,,92.6,87.5,82.4,,80.8,,0.255,0.5,0.198,,,,0.222,0.437,0.263,0.143,0.171,0.219,0.216,0.418,0.265,0.192,0.26,0.404,,,,,,,,,,,,,,,,,,,,,,0.072,1.14,77.3,98.0,97.0,99.0
2024/08/21,6:40 PM.,MIA,AZ,away,Roof Closed.,72,682610,C,1,1,1,0,1,0,1,0,0,0,0,.231,.322,.308,.630,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,89.0,96.0,90.0,,,,0.228,0.269,0.212,,0.198,,-3.28,-0.08,,-0.99,-2.57,,95.4,89.8,,94.9,85.7,,0.325,0.714,0.175,0.27,0.554,0.109,,,,,,,0.229,0.471,0.313,,,,57.0,96.0,89.0,0.093,-2.82,89.3,0.27,0.595,0.306,0.261,0.536,0.328,,,,,,,,,,,,,,,
2024/08/20,6:40 PM.,MIA,AZ,away,Roof Closed.,72,665795,C,3,0,0,0,0,0,0,0,0,0,0,.216,.310,.255,.565,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,,,,0.091,0.274,,,0.085,0.217,-1.63,,,0.07,1.65,-0.03,96.3,,,96.7,89.2,84.8,0.304,0.543,0.164,0.231,0.333,0.151,,,,0.206,0.426,0.394,,,,,,,96.0,98.0,103.0,0.332,0.15,93.0,0.206,0.321,0.338,0.129,0.226,0.313,,,,,,,,,,,,,,,
2024/08/17,4:10 PM.,TB,AZ,away,Dome.,72,605488,C,3,0,1,0,0,0,1,0,0,1,1,.229,.327,.271,.598,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,18.0,84.0,80.0,,,,0.002,0.423,0.023,,0.235,,-0.7,-1.54,,-3.5,2.84,,89.8,85.3,,89.8,82.3,,0.216,0.49,0.17,,,,0.0,0.0,0.571,,,,,,,,,,107.0,102.0,100.0,0.317,-1.59,79.6,0.333,0.439,0.442,0.222,0.222,0.236,,,,,,,,,,,,,,,
2024/08/13,6:40 PM.,COL,AZ,home,Roof Closed.,78,596295,C,2,1,1,0,0,0,0,0,0,0,0,.222,.327,.267,.594,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,,,,0.001,0.404,,,0.167,,-1.23,,,-42.96,-0.17,,90.4,,,90.1,83.8,,0.305,0.6,0.096,,,,,,,0.22,0.368,0.269,,,,,,,82.0,103.0,99.0,0.205,-0.15,81.1,0.28,0.409,0.273,0.274,0.513,0.22,,,,,,,,,,0.224,-0.08,77.6,93.0,109.0,107.0
2024/08/10,5:11 PM.,PHI,AZ,home,Roof Closed.,79,605400,C,3,0,0,0,0,0,0,0,1,3,3,.209,.320,.256,.576,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,,,,0.204,0.278,0.092,,,,0.81,-2.57,,-0.34,,,92.5,87.5,,91.5,,,0.168,0.318,0.224,0.313,0.475,0.136,,,,0.221,0.381,0.37,0.389,0.796,0.178,,,,78.0,102.0,91.0,0.096,-1.67,85.7,0.279,0.426,0.135,,,,,,,,,,,,,0.329,0.94,79.1,135.0,106.0,113.0
2024/08/08,6:40 PM.,PHI,AZ,home,Roof Closed.,78,663465,C,3,0,1,0,0,0,0,0,0,1,2,.225,.326,.275,.601,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,85.0,96.0,101.0,56.0,100.0,93.0,38.0,115.0,101.0,,,,69.0,102.0,100.0,,,,0.06,0.401,0.174,,,0.122,-1.8,-2.26,,-8.18,,1.27,90.0,84.4,,90.3,,71.7,0.333,0.611,0.162,0.75,1.5,0.0,,,,0.2,0.467,0.217,0.375,0.625,0.341,,,,74.0,108.0,102.0,0.243,1.97,82.0,0.263,0.316,0.234,,,,,,,,,,,,,,,,,,
2024/08/07,1:11 PM.,CLE,AZ,away,Partly Cloudy.,76,594902,C,2,1,0,0,0,0,0,0,2,0,0,.216,.326,.270,.596,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,,,,0.29,0.314,,,0.218,0.088,-0.21,,,0.56,-0.01,-0.11,89.9,,,90.4,79.4,76.9,0.268,0.504,0.166,0.227,0.392,0.133,0.231,0.413,0.241,0.206,0.365,0.18,,,,,,,75.0,108.0,95.0,0.091,-0.79,83.9,0.279,0.382,0.185,0.238,0.476,0.419,,,,,,,,,,,,,,,
2024/08/05,6:40 PM.,CLE,AZ,away,Partly Cloudy.,81,671106,C,3,0,0,0,0,0,0,0,0,0,1,.229,.308,.286,.594,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,,,,60.0,98.0,88.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,,,,0.484,0.146,,0.187,,-1.54,-0.03,,,-2.55,,91.2,85.3,,,78.6,,0.342,0.609,0.147,,,,0.273,0.576,0.333,,,,0.245,0.491,0.202,,,,99.0,92.0,94.0,0.183,-0.92,81.7,0.237,0.438,0.269,,,,,,,,,,,,,,,,,,
2024/08/04,1:36 PM.,PIT,AZ,away,Partly Cloudy.,84,694973,C,2,0,0,0,0,0,0,0,0,1,0,.250,.333,.313,.646,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,,,,,,,0.284,0.392,,,0.162,0.108,0.64,,,3.52,0.8,-0.18,98.8,,,94.0,85.4,83.0,0.23,0.351,0.242,0.184,0.234,0.293,0.104,0.188,0.226,0.25,0.375,0.337,,,,,,,82.0,108.0,107.0,0.054,2.34,87.3,0.088,0.118,0.548,0.286,0.571,0.328,,,,,,,,,,,,,,,
2024/07/31,12:41 PM.,WSH,AZ,home,Roof Closed.,78,669022,C,4,0,1,1,0,0,1,0,0,0,0,.267,.353,.333,.686,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,,,,0.553,,,0.158,0.196,-0.02,,,,-0.77,0.62,96.0,,,,90.6,82.8,0.281,0.418,0.226,,,,0.333,0.5,0.417,0.218,0.296,0.34,,,,,,,92.0,91.0,94.0,0.093,-1.35,85.9,0.28,0.48,0.512,0.255,0.422,0.323,,,,,,,,,,,,,,,
2024/07/30,6:40 PM.,WSH,AZ,home,Roof Closed.,78,571578,C,1,0,0,0,0,0,0,0,1,0,0,.269,.367,.308,.675,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,,,,0.338,0.076,0.192,,0.343,0.016,-1.46,-0.37,,-1.9,0.41,-2.3,91.3,85.7,,91.5,80.0,70.0,0.311,0.578,0.133,0.339,0.567,0.091,,,,0.5,1.25,0.526,0.301,0.434,0.223,,,,87.0,96.0,96.0,0.034,-5.53,81.0,0.409,0.773,0.279,0.216,0.335,0.354,,,,,,,,,,0.001,4.71,63.2,,,
2024/07/28,1:10 PM.,PIT,AZ,home,Roof Closed.,78,656605,C,2,0,0,0,0,0,0,0,0,1,0,.280,.357,.320,.677,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,96.0,99.0,98.0,,,,0.22,0.304,0.122,,0.25,0.096,0.3,-1.0,,-0.26,-1.04,-0.11,94.4,90.4,,93.4,84.7,78.4,0.257,0.4,0.24,0.266,0.405,0.125,0.204,0.331,0.25,0.233,0.442,0.293,0.272,0.593,0.195,,,,88.0,103.0,102.0,0.008,-12.5,89.8,0.667,1.333,0.0,0.338,0.636,0.248,,,,,,,,,,,,,,,
2024/07/24,7:11 PM.,KC,AZ,away,Partly Cloudy.,90,608379,C,1,0,0,0,0,0,0,0,0,0,0,.304,.385,.348,.733,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,,,,0.153,0.238,0.114,,0.092,0.081,0.39,-0.94,,0.29,-2.39,-1.64,93.6,88.8,,93.6,84.1,75.2,0.279,0.449,0.169,0.252,0.301,0.099,,,,0.357,0.643,0.174,0.319,0.458,0.148,,,,111.0,109.0,112.0,0.322,2.26,81.2,0.169,0.312,0.341,0.371,0.6,0.373,,,,,,,,,,,,,,,
