date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024/06/22,4:06 PM.,TB,PIT,home,Partly Cloudy.,95,621107,RF,3,0,1,0,0,0,0,0,0,0,0,.224,.292,.357,.649,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,,,,0.188,0.354,0.105,0.293,0.404,0.133,,,,,,,0.236,0.473,0.203,,,,0.291,0.472,0.333,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,,,
2024/06/18,6:43 PM.,CIN,PIT,home,Partly Cloudy.,83,666157,RF,2,0,0,0,0,0,0,0,0,1,0,.221,.291,.357,.648,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,0.133,0.43,,0.273,0.164,0.11,0.99,,-0.75,-0.21,94.1,88.1,94.1,,81.7,0.241,0.407,0.23,,,,0.232,0.39,0.259,0.234,0.453,0.183,,,,,,,,,,,,,0.217,0.302,0.429,,,,,,,,,,,,,,,,,,
2024/06/15,7:10 PM.,COL,PIT,away,Cloudy.,89,621389,RF,3,0,0,0,0,0,0,0,1,0,2,.225,.290,.362,.652,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,38.0,90.0,88.0,92.0,82.0,73.0,58.0,109.0,91.0,,,,0.162,0.345,0.001,0.109,0.245,-1.64,-5.1,-3.5,-1.07,-2.05,89.1,80.0,89.3,85.0,79.2,0.371,0.571,0.072,,,,0.342,0.507,0.208,0.426,0.936,0.124,,,,,,,,,,,,,0.2,0.36,0.176,77.0,107.0,88.0,0.137,-0.5,82.9,0.275,0.51,0.209,,,,,,,,,
2024/06/13,1:16 PM.,STL,PIT,away,Sunny.,89,458681,RF,4,0,1,0,0,0,0,0,0,1,2,.230,.291,.370,.661,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,0.167,0.472,0.013,0.062,0.063,0.87,-0.46,-1.62,-1.98,-2.47,92.3,84.8,91.2,82.0,80.4,0.199,0.393,0.287,,,,0.292,0.292,0.225,0.284,0.469,0.11,,,,,,,0.25,0.25,0.0,,,,0.211,0.342,0.203,91.0,101.0,94.0,0.223,-1.03,88.1,0.317,0.426,0.262,,,,,,,,,
2024/06/12,6:48 PM.,STL,PIT,away,Clear.,88,543243,RF,4,0,0,0,0,0,0,0,0,0,2,.229,.293,.374,.667,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,0.178,0.239,0.201,0.139,0.064,-0.05,1.64,0.94,0.7,-2.25,92.4,88.3,92.7,84.8,80.0,0.333,0.567,0.182,,,,0.357,0.714,0.328,0.2,0.385,0.208,,,,,,,0.142,0.205,0.444,,,,0.21,0.452,0.331,92.0,98.0,96.0,0.178,0.19,87.7,0.287,0.494,0.308,,,,0.0,-2.42,75.4,,,
2024/06/07,6:43 PM.,MIN,PIT,home,Partly Cloudy.,72,657746,RF,2,0,0,0,0,0,0,0,1,0,0,.236,.301,.386,.687,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,,,,94.0,110.0,105.0,110.0,108.0,105.0,108.0,103.0,112.0,0.06,0.485,0.234,,,1.38,-0.77,-0.09,,,94.0,,92.9,83.1,,0.194,0.379,0.275,0.343,0.6,0.216,,,,0.345,0.483,0.094,101.0,103.0,94.0,0.221,0.2,88.6,0.207,0.37,0.337,0.202,0.387,0.258,,,,,,,,,,,,,,,,,,,,,
2024/06/06,6:41 PM.,LAD,PIT,home,Cloudy.,75,621111,RF,4,1,1,0,0,0,1,0,0,1,0,.240,.300,.392,.692,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,,,,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,0.163,0.29,0.095,,0.052,-2.43,-0.74,-0.87,,-5.9,95.0,90.0,94.8,82.9,,0.342,0.696,0.169,1.0,2.5,0.25,0.455,0.773,0.088,0.291,0.327,0.115,,,,,,,0.121,0.303,0.294,,,,0.278,0.481,0.267,103.0,103.0,100.0,0.208,1.62,91.2,0.238,0.397,0.215,100.0,98.0,105.0,0.192,-1.56,78.0,,,
2024/06/05,6:42 PM.,LAD,PIT,home,Cloudy.,80,572020,RF,2,3,2,0,0,0,1,1,2,0,0,.240,.304,.397,.701,572020,jamespaxton,Paxton,Left,James Paxton,- - -,4.4,4.74,100.1,98.0,74.0,91.0,0.812,6.55,4.49,8.52,1.08,0.88,0.272,0.329,0.144,0.355,0.424,72.0,95.0,95.0,,,,69.0,98.0,86.0,64.0,107.0,97.0,,,,0.05,0.551,,,0.066,-0.21,-1.01,,,-2.12,93.2,82.6,92.8,,,0.264,0.431,0.144,,,,0.25,0.375,0.326,0.308,0.423,0.091,,,,,,,,,,,,,0.2,0.3,0.362,82.0,95.0,83.0,0.031,-3.38,84.0,0.308,0.769,0.13,82.0,98.0,97.0,0.303,0.57,80.8,,,
2024/06/04,6:42 PM.,LAD,PIT,home,Cloudy.,80,607192,RF,1,0,0,0,0,0,0,0,0,1,0,.227,.282,.387,.669,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,,1.04,0.75,1.15,1.93,,96.3,,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,,,,0.233,0.395,0.171,,,,,,,,,,,,,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,
2024/06/01,3:07 PM.,TOR,PIT,away,Partly Cloudy.,70,579328,RF,3,0,0,0,0,0,1,0,0,0,2,.229,.285,.390,.675,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,0.471,0.235,0.183,0.111,-0.08,,1.31,0.02,-0.15,95.5,86.7,,88.3,82.4,0.274,0.505,0.28,0.21,0.28,0.297,0.194,0.25,0.358,,,,,,,,,,,,,,,,0.264,0.395,0.274,,,,,,,,,,,,,,,,,,
2024/05/31,7:07 PM.,TOR,PIT,away,Clear.,71,621244,RF,1,0,0,0,0,0,0,0,0,0,1,.235,.294,.400,.694,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,85.0,103.0,95.0,,,,0.337,0.183,,0.286,0.16,-1.26,1.02,,0.28,0.88,94.1,84.8,93.4,,83.2,0.305,0.558,0.189,,,,0.171,0.364,0.269,0.268,0.366,0.125,,,,,,,,,,,,,,,,84.0,108.0,99.0,0.035,-1.83,91.4,0.36,0.48,0.123,,,,,,,0.188,0.404,0.31
2024/05/29,12:40 PM.,DET,PIT,away,Cloudy.,68,669373,LF,3,0,0,0,0,0,0,0,0,1,1,.237,.296,.404,.700,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.197,0.286,0.277,0.169,0.364,0.346,0.216,0.322,0.461,0.207,0.305,0.16,,,,,,,,,,,,,0.158,0.316,0.175,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,
2024/05/26,1:40 PM.,ATL,PIT,home,Partly Cloudy.,79,519242,RF,4,1,1,1,0,0,0,0,0,2,3,.243,.303,.414,.717,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,,0.147,-0.12,-1.99,2.16,,2.97,94.8,87.1,94.2,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,0.159,0.195,0.236,0.327,0.551,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/25,4:33 PM.,ATL,PIT,home,Cloudy.,71,625643,RF,3,0,0,0,0,0,1,0,0,1,2,.243,.305,.411,.716,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,0.552,0.294,0.116,0.038,1.19,,1.45,1.61,-3.58,95.5,86.1,,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.263,0.737,0.349,,,,,,,,,,,,,,,,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,
2024/05/24,6:41 PM.,ATL,PIT,home,Partly Cloudy.,85,678061,RF,5,2,3,0,0,0,2,0,0,2,2,.250,.316,.423,.739,678061,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,5.01,22.1,94.0,101.0,92.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,,,,109.0,90.0,93.0,97.0,97.0,93.0,,,,,,,,0.446,,0.47,,-4.98,,,1.98,,95.2,,,,82.0,0.407,0.704,0.217,,,,,,,,,,54.0,116.0,119.0,0.044,-9.99,89.4,,,,0.75,1.0,0.167,0.118,0.206,0.506,98.0,81.0,74.0,0.039,0.04,90.1,,,,,,,,,,,,
2024/05/22,6:42 PM.,SF,PIT,home,Partly Cloudy.,82,605483,RF,2,0,0,0,0,0,0,0,2,0,1,.232,.303,.414,.717,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,0.464,0.101,0.26,0.176,1.16,,0.11,2.25,0.95,95.9,85.5,,88.7,81.1,0.2,0.303,0.244,0.167,0.267,0.446,0.236,0.319,0.476,,,,,,,,,,,,,,,,0.111,0.183,0.498,,,,,,,,,,,,,,,,,,
2024/05/18,1:19 PM.,CHC,PIT,away,Partly Cloudy.,82,684007,RF,4,0,1,0,0,0,0,0,0,2,1,.237,.295,.423,.718,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,,,,0.194,0.226,0.333,0.25,0.333,0.37,81.0,106.0,100.0,0.306,1.39,82.9,0.267,0.311,0.347,0.204,0.283,0.431,0.444,0.556,0.0,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,,,,0.0,-76.55,53.9,,,
2024/05/16,6:39 PM.,CHC,PIT,away,Cloudy.,69,657006,RF,4,2,2,1,0,1,2,0,0,1,0,.237,.297,.430,.727,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.16,0.243,0.282,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2024/05/15,12:10 PM.,MIL,PIT,away,Sunny.,61,688107,RF,4,0,1,0,0,0,0,0,0,2,1,.225,.289,.382,.671,688107,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.91,28.0,102.0,97.0,98.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,,,,82.0,105.0,94.0,101.0,103.0,96.0,124.0,100.0,110.0,0.246,0.198,0.321,,0.143,1.74,2.44,1.14,,1.33,93.3,87.9,92.5,80.6,,0.219,0.219,0.149,,,,0.333,0.4,0.172,0.214,0.214,0.173,,,,,,,0.19,0.333,0.345,,,,,,,66.0,105.0,97.0,0.093,-6.67,88.4,0.6,0.9,0.2,,,,,,,,,
2024/05/12,1:36 PM.,CHC,PIT,home,Overcast.,59,543294,PH,1,0,1,0,0,0,0,0,0,0,0,.224,.290,.388,.678,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,0.355,0.127,,0.131,0.387,-1.51,-0.77,,0.52,-0.72,87.7,80.9,87.6,,74.3,0.237,0.553,0.209,,,,0.267,0.409,0.239,0.333,0.493,0.106,,,,,,,,,,,,,0.22,0.3,0.244,,,,,,,,,,,,,,,,,,
2024/05/11,4:07 PM.,CHC,PIT,home,Cloudy.,55,657006,RF,3,0,0,0,0,0,0,0,1,1,2,.214,.283,.381,.664,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.16,0.243,0.282,0.222,0.222,0.172,0.292,0.458,0.182,,,,,,,,,,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2024/05/07,7:00 PM.,LAA,PIT,home,Cloudy.,75,663776,RF,3,0,1,0,0,0,0,0,0,0,1,.222,.284,.395,.679,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,0.174,0.16,0.293,0.09,0.283,-2.18,-1.81,0.27,2.03,0.73,93.7,82.9,93.7,86.8,76.3,0.381,0.524,0.16,0.265,0.434,0.243,0.208,0.292,0.39,0.413,0.565,0.142,,,,,,,0.235,0.471,0.281,,,,0.118,0.118,0.279,,,,,,,,,,,,,,,,,,
