date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KN%,wFS/C,wKN/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024/05/10,6:40 PM.,CWS,CLE,away,Partly Cloudy.,67,676979,RF,1,0,0,0,0,0,0,0,0,0,1,.189,.259,.392,.651,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,,,,94.0,105.0,103.0,0.021,0.537,0.284,0.098,,0.059,1.66,-0.14,4.04,-2.29,,-0.36,97.2,91.6,91.0,97.9,84.3,,0.198,0.295,0.314,0.184,0.289,0.339,0.154,0.154,0.321,,,,0.268,0.458,0.334,,,,,,,,,,,,,,,,,,,,,,0.228,0.561,0.422,,,
2024/05/09,7:24 PM.,CWS,CLE,away,Drizzle.,53,607200,PH,1,0,0,0,0,0,0,0,0,1,1,.192,.263,.397,.660,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,,,,78.0,104.0,97.0,0.308,0.003,0.323,0.202,,0.164,-6.18,0.43,0.59,1.28,,-0.54,92.9,89.9,87.7,93.0,83.5,,0.5,0.5,0.0,0.228,0.351,0.165,0.25,0.358,0.202,,,,0.262,0.47,0.232,,,,,,,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,
2024/05/08,1:11 PM.,DET,CLE,home,Sunny.,72,681857,LF,4,0,0,0,0,0,0,0,0,2,3,.194,.266,.403,.669,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,,,,0.205,0.234,,0.278,,0.223,-0.39,,1.85,2.08,,-0.05,94.2,,86.5,94.2,84.8,,0.277,0.386,0.101,0.222,0.344,0.429,0.284,0.385,0.076,0.143,0.194,0.455,,,,0.304,0.652,0.295,92.0,91.0,90.0,0.06,-3.32,79.0,,,,,,,,,,,,,,,,,,
2024/05/07,6:10 PM.,DET,CLE,home,Drizzle.,72,628317,RF,5,1,1,1,0,0,1,0,0,1,2,.206,.280,.426,.706,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,,,,65.0,94.0,79.0,0.072,0.225,0.016,0.359,,,-2.6,1.08,-0.02,-0.34,,,90.8,84.8,,90.4,81.4,,0.359,0.667,0.13,,,,0.294,0.324,0.133,0.31,0.569,0.268,0.333,0.333,0.391,0.5,0.75,0.0,80.0,75.0,78.0,0.016,-4.36,76.4,,110.0,105.0,110.0,0.312,,-0.22,,83.9,0.217,0.42,0.303,0.241,0.379,0.207,,,
2024/05/06,6:10 PM.,DET,CLE,home,Cloudy.,65,656427,LF,3,1,1,1,0,0,0,0,0,0,1,.206,.286,.429,.715,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,,,,0.023,0.441,,0.29,0.218,0.027,0.5,,-5.05,0.02,2.19,-0.55,93.3,,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.111,0.333,0.111,0.6,1.2,0.4,0.222,0.455,0.363,,,,0.164,0.219,0.436,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/05,1:41 PM.,LAA,CLE,home,Cloudy.,66,656288,DH,4,0,1,0,0,0,0,1,0,1,0,.200,.284,.417,.701,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,,,,0.01,0.376,,0.24,,0.267,-0.85,,-6.83,-0.91,,0.48,93.4,,88.6,93.0,87.7,,0.251,0.529,0.147,0.259,0.387,0.288,0.429,0.857,0.0,0.284,0.444,0.331,,,,0.271,0.438,0.241,75.0,96.0,96.0,0.107,-0.86,80.6,,,,,,,,,,,,,,,,,,
2024/05/02,7:10 PM.,HOU,CLE,away,Roof Closed.,73,681293,DH,4,0,0,0,0,0,0,0,0,2,4,.196,.286,.429,.715,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,,,66.0,98.0,96.0,,0.41,0.196,0.108,,0.086,-1.33,0.57,,0.99,,-2.52,94.1,88.2,85.5,,80.8,,0.303,0.528,0.198,0.395,0.512,0.378,,,,,,,0.248,0.444,0.228,0.171,0.282,0.424,118.0,98.0,104.0,0.2,0.8,78.4,,,,,,,,,,,,,0.113,0.226,0.386,,,
2024/05/01,7:11 PM.,HOU,CLE,away,Roof Closed.,73,434378,RF,4,0,0,0,0,0,0,0,0,2,1,.212,.305,.462,.767,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,,,,0.487,,0.193,,0.101,-0.59,,,0.66,,-0.58,93.5,,84.0,,86.7,,0.299,0.497,0.202,0.235,0.353,0.253,,,,0.195,0.322,0.215,,,,0.34,0.56,0.22,110.0,101.0,97.0,0.219,-1.46,77.6,,,,,,,,,,,,,,,,,,
2024/04/30,7:10 PM.,HOU,CLE,away,Roof Closed.,73,686613,DH,3,1,1,0,0,1,3,0,1,1,0,.229,.327,.500,.827,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,127.0,100.0,106.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.125,0.126,0.16,0.14,0.92,1.7,-0.79,0.95,96.0,92.4,88.4,95.6,89.1,82.9,0.244,0.413,0.288,0.221,0.26,0.296,0.275,0.321,0.161,0.2,0.2,0.236,0.23,0.363,0.216,0.237,0.421,0.305,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/27,7:20 PM.,ATL,CLE,away,Partly Cloudy.,73,450203,DH,4,0,0,0,0,0,0,0,1,3,3,.222,.314,.444,.758,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,,,,73.0,92.0,86.0,0.099,0.289,0.078,,,0.11,-1.4,-0.75,0.39,,,-1.38,94.1,88.5,85.0,93.5,,,0.281,0.517,0.193,0.292,0.6,0.333,0.333,0.433,0.07,,,,0.286,0.571,0.149,0.2,0.309,0.342,122.0,98.0,108.0,0.424,0.78,81.5,,,,,,,,,,,,,,,,,,
2024/04/26,7:20 PM.,ATL,CLE,away,Cloudy.,78,519242,RF,1,0,0,0,0,0,0,0,0,1,0,.244,.326,.488,.814,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.281,0.443,0.241,0.159,0.195,0.236,0.327,0.551,0.133,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/24,6:10 PM.,BOS,CLE,home,Cloudy.,43,681867,DH,3,0,1,0,0,0,0,0,0,1,0,.250,.333,.500,.833,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,,,,79.0,103.0,93.0,0.297,,0.154,0.288,,0.261,,0.64,0.48,-1.92,,0.55,,86.4,84.4,89.1,77.1,,,,,0.256,0.338,0.171,0.33,0.511,0.073,0.429,0.857,0.154,0.163,0.306,0.294,,,,,,,,,,,,,,,,,,,,,,0.287,0.479,0.207,,,
2024/04/23,6:09 PM.,BOS,CLE,home,Overcast.,53,656557,DH,3,0,1,1,0,0,1,0,1,2,1,.243,.333,.514,.847,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,,,,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,0.2,0.4,0.235,,,,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,0.195,0.265,0.208,0.23,0.357,0.302,,,
2024/04/19,7:10 PM.,OAK,CLE,home,Partly Cloudy.,55,671212,DH,4,1,3,1,0,0,1,0,0,0,0,.235,.316,.500,.816,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,,,,108.0,85.0,86.0,,,,140.0,103.0,117.0,,,,,,,,0.59,,0.373,,,-0.77,,,0.1,,,97.7,,,,87.7,,0.27,0.39,0.253,,,,,,,0.164,0.224,0.379,,,,,,,110.0,75.0,87.0,0.037,0.56,80.4,,,,,,,,,,,,,0.4,0.8,0.25,,,
2024/04/17,7:11 PM.,BOS,CLE,away,Cloudy.,51,656557,RF,3,0,0,0,0,0,0,0,0,3,0,.167,.265,.433,.698,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,,,,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,,,,0.27,0.325,0.142,,,,0.2,0.4,0.235,,,,,,,,,,,116.0,103.0,109.0,0.248,,1.74,,88.4,0.195,0.265,0.208,0.23,0.357,0.302,,,
2024/04/16,7:11 PM.,BOS,CLE,away,Partly Cloudy.,64,676477,RF,3,0,1,0,0,0,2,0,0,0,2,.185,.290,.481,.771,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.49,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,101.0,97.0,91.0,143.0,108.0,112.0,,,,77.0,96.0,93.0,0.227,,0.193,0.296,,0.283,,-1.84,-0.25,2.3,,1.81,,86.6,84.4,93.4,82.4,,,,,0.174,0.217,0.204,0.333,0.4,0.167,0.091,0.091,0.103,0.308,0.692,0.207,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.125,,,
2024/04/15,11:13 AM.,BOS,CLE,away,Partly Cloudy.,60,676710,RF,3,0,0,0,0,0,0,0,0,1,0,.167,.286,.500,.786,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,,0.337,0.32,0.185,0.072,,-0.43,0.55,,-0.56,1.14,,92.6,87.5,,,80.8,77.3,0.255,0.5,0.198,,,,,,,,,,0.216,0.418,0.265,0.143,0.171,0.219,,,,,,,,87.0,102.0,106.0,0.086,,0.47,,82.4,0.192,0.26,0.404,0.222,0.437,0.263,,,
2024/04/14,1:40 PM.,NYY,CLE,home,Sunny.,71,641482,PH,1,1,1,0,0,1,1,0,0,0,0,.190,.320,.571,.891,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,,,,109.0,100.0,102.0,0.014,0.442,0.28,0.168,,0.097,0.25,1.32,1.37,-1.27,,-0.89,92.1,87.5,83.6,90.3,78.2,,0.235,0.443,0.215,0.226,0.369,0.326,0.143,0.143,0.316,0.364,0.727,0.167,0.249,0.378,0.251,,,,,,,,,,,,,,,,,,,,,,0.284,0.511,0.25,,,
2024/04/13,6:11 PM.,NYY,CLE,home,Clear.,56,547001,LF,3,1,1,0,0,1,1,0,1,1,0,.150,.292,.400,.692,547001,codypoteet,Poteet,Right,Cody Poteet,NYY,2.22,5.01,24.1,99.0,93.0,97.0,0.861,5.92,2.96,6.66,0.74,1.36,0.211,0.437,0.085,0.225,0.385,107.0,94.0,97.0,78.0,95.0,92.0,78.0,103.0,93.0,133.0,92.0,101.0,,,,,,,0.247,0.284,,0.172,,0.198,0.76,,2.57,1.24,,1.71,93.3,,86.9,92.6,81.2,,0.176,0.176,0.195,0.188,0.188,0.2,0.194,0.387,0.063,,,,,,,0.333,0.667,0.2,100.0,107.0,100.0,0.099,-1.44,78.3,,,,,,,,,,,,,0.214,0.214,0.185,,,
2024/04/13,12:10 PM.,NYY,CLE,home,Sunny.,49,657376,DH,3,0,0,0,0,0,0,0,1,2,2,.118,.250,.235,.485,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,83.0,94.0,85.0,136.0,94.0,102.0,150.0,102.0,113.0,106.0,102.0,100.0,0.21,,0.35,0.252,0.182,0.006,,0.53,-0.75,1.21,0.89,-13.05,,92.4,87.1,94.3,85.2,83.8,,,,0.667,1.0,0.0,0.267,0.483,0.203,,,,0.256,0.38,0.322,0.143,0.19,0.33,,,,,,,,,,,,,,,,,,,0.21,0.323,0.297,,,
2024/04/10,6:11 PM.,CWS,CLE,home,Cloudy.,55,607200,DH,2,0,0,0,0,0,0,0,0,1,1,.143,.250,.286,.536,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,,,,78.0,104.0,97.0,0.308,0.003,0.323,0.202,,0.164,-6.18,0.43,0.59,1.28,,-0.54,92.9,89.9,87.7,93.0,83.5,,0.5,0.5,0.0,0.228,0.351,0.165,0.25,0.358,0.202,,,,0.262,0.47,0.232,,,,,,,,,,,,,,,,,,,,,,0.165,0.309,0.251,,,
2024/04/09,6:10 PM.,CWS,CLE,home,Cloudy.,75,647336,RF,1,0,0,0,0,0,0,0,0,1,0,.167,.286,.333,.619,647336,michaelsoroka,Soroka,Right,Michael Soroka,CHW,4.74,4.59,79.2,95.0,96.0,94.0,0.775,9.49,4.97,7.46,1.47,0.94,0.269,0.472,0.176,0.292,0.4,113.0,85.0,92.0,96.0,98.0,95.0,77.0,92.0,88.0,103.0,98.0,96.0,,,,,,,0.212,0.325,,0.366,,0.097,0.28,,-1.33,0.39,,-3.52,93.5,,82.1,92.3,81.9,,0.195,0.354,0.21,0.321,0.643,0.13,0.289,0.518,0.087,0.168,0.317,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/03,1:11 PM.,SEA,CLE,away,Partly Cloudy.,52,669923,CF,4,0,1,0,0,0,0,0,0,1,2,.182,.308,.364,.672,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,114.0,110.0,113.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,0.082,,0.46,0.79,1.5,1.28,-1.95,,96.0,92.3,,96.0,87.2,83.4,0.221,0.458,0.291,,,,0.263,0.354,0.105,0.226,0.316,0.271,,,,0.333,0.439,0.286,,,,,,,73.9,109.0,100.0,108.0,0.102,0.0,-2.05,-3.5,86.0,0.253,0.413,0.295,,,,,,
