date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FO%,KC%,CH%,wFO/C,wSI/C,wKC/C,wCH/C,vFO,vCH,vSI,vKC,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024/09/22,1:37 PM.,BAL,DET,away,Cloudy.,75,544150,PH,0,0,0,0,0,0,0,0,0,0,0,.207,.295,.374,.669,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,94.0,99.0,98.0,90.0,101.0,96.0,,,,74.0,99.0,92.0,,,,0.5,0.195,,,0.132,-0.36,0.73,,,0.41,94.8,86.3,,,79.0,0.276,0.469,0.228,,,,0.24,0.365,0.308,0.174,0.348,0.252,,,,99.0,100.0,106.0,,,,,,,,,,0.172,,,,-0.5,,86.1,,,,,,0.274,0.434,0.228,,,,,,,,,,,,,,,
2024/09/21,4:06 PM.,BAL,DET,away,Partly Cloudy.,79,700249,DH,1,0,0,0,0,0,0,0,1,0,1,.207,.291,.374,.665,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,93.0,101.0,104.0,81.0,97.0,93.0,113.0,107.0,108.0,97.0,94.0,94.0,,,,0.407,0.075,,0.13,0.196,0.56,-3.12,,-0.43,-2.26,92.4,88.3,,82.6,76.3,0.223,0.379,0.185,,,,0.333,0.81,0.288,0.333,0.517,0.269,,,,63.0,101.0,95.0,80.0,98.0,90.0,,,,0.084,,,0.109,,0.86,,-2.05,,86.1,91.5,,0.2,0.24,0.103,0.25,0.542,0.235,0.232,0.411,0.276,,,,,,,,,,,,
2024/09/17,6:40 PM.,KC,DET,away,Clear.,86,666142,DH,3,0,0,0,0,0,0,0,0,0,1,.208,.290,.376,.666,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,88.0,94.0,91.0,,,,0.418,0.113,,0.128,,0.85,0.26,,-0.34,,95.4,90.7,,86.0,,0.213,0.361,0.231,,,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.337,114.0,98.0,103.0,,,,101.0,97.0,101.0,,,0.104,0.237,,,0.9,1.43,,84.8,,80.8,,,,0.183,0.28,0.478,,,,,,,,,,,,,,,
2024/09/15,12:10 PM.,BAL,DET,home,Sunny.,81,700249,DH,2,0,0,0,0,0,0,0,0,2,1,.211,.294,.381,.675,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,93.0,101.0,104.0,81.0,97.0,93.0,113.0,107.0,108.0,97.0,94.0,94.0,,,,0.407,0.075,,0.13,0.196,0.56,-3.12,,-0.43,-2.26,92.4,88.3,,82.6,76.3,0.223,0.379,0.185,,,,0.333,0.81,0.288,0.333,0.517,0.269,,,,63.0,101.0,95.0,80.0,98.0,90.0,,,,0.084,,,0.109,,0.86,,-2.05,,86.1,91.5,,0.2,0.24,0.103,0.25,0.542,0.235,0.232,0.411,0.276,,,,,,,,,,,,
2024/09/13,6:41 PM.,BAL,DET,home,Clear.,81,621107,PH,0,0,0,0,0,0,0,0,0,0,0,.214,.296,.385,.681,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,85.0,105.0,98.0,,,,0.09,0.282,,0.097,0.188,-0.64,1.54,,0.46,-1.27,92.4,88.2,,79.7,78.8,0.236,0.418,0.248,,,,0.214,0.345,0.223,0.291,0.472,0.333,,,,87.0,101.0,103.0,91.0,109.0,105.0,,,,0.282,,,0.061,,0.0,,0.21,,85.6,91.7,,0.293,0.404,0.133,0.188,0.354,0.105,0.236,0.473,0.203,,,,,,,,,,,,
2024/09/10,6:40 PM.,COL,DET,home,Clear.,77,687134,LF,1,0,0,0,0,0,0,0,0,0,0,.214,.296,.385,.681,687134,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.87,6.58,30.2,95.0,90.0,93.0,0.821,5.87,5.87,10.27,1.17,0.89,0.179,0.387,0.142,0.434,0.426,103.0,110.0,109.0,78.0,91.0,86.0,123.0,100.0,103.0,85.0,93.0,94.0,75.0,84.0,87.0,0.474,0.038,0.168,0.204,0.115,-1.33,-4.12,-2.77,1.78,-0.99,93.5,88.8,85.2,85.3,79.4,0.321,0.5,0.153,0.4,0.7,0.314,,,,0.188,0.5,0.167,0.156,0.219,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/07,1:07 PM.,OAK,DET,away,Sunny.,74,669620,DH,4,0,1,1,0,0,0,0,0,1,2,.215,.298,.387,.685,669620,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,79.0,112.0,110.0,77.0,100.0,95.0,,,,102.0,107.0,103.0,,,,0.469,0.18,,,0.206,2.37,-2.37,,,1.0,92.2,88.1,,,76.4,0.225,0.325,0.165,,,,0.385,0.615,0.308,0.2,0.2,0.385,,,,77.0,96.0,84.0,43.0,110.0,99.0,,,,0.023,,,0.123,,-1.21,,-3.63,,86.4,92.0,,,,,0.357,0.571,0.227,,,,,,,,,,,,,,,
2024/09/06,6:41 PM.,OAK,DET,away,Clear.,73,687765,DH,1,0,0,0,0,0,0,0,0,1,0,.214,.299,.385,.684,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,118.0,117.0,117.0,,,,121.0,105.0,109.0,99.0,100.0,96.0,,,,,0.396,,0.326,0.121,,-0.41,,0.01,-0.82,,90.7,,84.3,80.4,,,,,,,0.278,0.472,0.176,0.196,0.351,0.31,0.278,0.493,0.276,74.0,86.0,83.0,40.0,97.0,84.0,,,,0.146,,,0.011,,-1.41,,-7.88,,88.4,91.9,,0.338,0.403,0.16,0.571,0.857,0.0,,,,,,,,,,,,,,,
2024/09/05,5:43 PM.,SD,DET,away,Clear.,85,527048,DH,4,1,1,0,0,0,0,0,0,2,2,.215,.300,.387,.687,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,70.0,101.0,93.0,,,,0.053,0.221,,0.0,0.141,-8.23,-0.61,,-51.06,0.62,91.3,87.9,,82.8,77.9,0.458,0.917,0.043,,,,0.28,0.57,0.212,0.246,0.354,0.29,,,,71.0,109.0,99.0,78.0,101.0,93.0,,,,0.358,,,0.227,,0.57,,-1.27,,83.4,90.7,,0.275,0.383,0.097,0.28,0.448,0.341,,,,,,,,,,,,,,,
2024/09/04,6:42 PM.,SD,DET,away,Clear.,80,506433,PH,1,0,0,0,0,0,0,0,0,0,2,.214,.301,.390,.691,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,85.0,94.0,102.0,97.0,104.0,102.0,118.0,100.0,106.0,80.0,103.0,97.0,110.0,99.0,99.0,0.19,0.044,0.09,0.371,0.086,-0.19,2.98,0.68,0.6,0.49,94.0,90.6,87.9,84.4,73.8,0.21,0.403,0.151,0.167,0.333,0.328,0.0,0.0,0.346,0.162,0.243,0.364,0.269,0.478,0.286,,,,88.0,104.0,98.0,89.0,114.0,112.0,0.168,,0.051,,,-0.28,2.13,,,,93.6,78.7,0.255,0.473,0.176,,,,0.214,0.333,0.261,,,,,,,,,,,,
2024/09/02,3:42 PM.,SD,DET,away,Sunny.,77,605397,DH,1,0,0,0,0,0,0,0,0,1,1,.215,.302,.392,.694,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,168.0,98.0,103.0,95.0,100.0,95.0,145.0,98.0,106.0,110.0,108.0,104.0,,,,0.246,0.204,,0.203,0.225,-0.74,1.35,,1.05,-0.1,93.0,89.7,,82.2,81.6,0.253,0.494,0.231,,,,0.298,0.405,0.25,0.203,0.319,0.328,,,,110.0,101.0,107.0,69.0,111.0,96.0,,,,0.044,,,0.078,,0.44,,-3.1,,87.1,92.6,,0.348,0.435,0.146,0.353,0.618,0.379,0.169,0.351,0.338,,,,,,,,,,,,
2024/08/17,1:10 PM.,NYY,DET,home,Cloudy.,76,607074,LF,4,1,1,1,0,0,0,0,0,2,2,.217,.304,.394,.698,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,103.0,86.0,93.0,114.0,98.0,101.0,144.0,104.0,113.0,100.0,83.0,82.0,,,,0.494,0.035,,0.26,0.083,0.05,-3.11,,-0.4,-1.32,95.4,91.8,,86.8,81.0,0.262,0.514,0.214,,,,0.353,0.647,0.255,0.281,0.531,0.276,0.199,0.361,0.393,129.0,92.0,106.0,,,,,,,,,,0.129,,,,1.44,,85.5,,,,,,0.188,0.247,0.495,,,,,,,,,,,,,,,
2024/08/16,6:41 PM.,NYY,DET,home,Partly Cloudy.,80,543037,LF,4,0,1,0,0,0,0,0,0,3,0,.216,.305,.392,.697,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,,,,116.0,100.0,104.0,128.0,106.0,112.0,99.0,102.0,102.0,,,,0.462,0.163,,0.146,,0.7,-0.7,,1.25,,95.9,91.4,,88.2,,0.189,0.365,0.234,,,,0.32,0.56,0.22,0.209,0.239,0.301,0.222,0.27,0.264,73.0,94.0,90.0,,,,102.0,99.0,106.0,0.002,,0.187,0.04,,17.25,2.35,-3.6,,88.2,93.7,82.5,0.0,0.0,0.143,0.333,0.667,0.28,,,,,,,,,,,,,,,
2024/08/15,1:10 PM.,SEA,DET,home,Sunny.,80,682243,LF,4,0,0,0,0,0,0,0,0,2,1,.215,.306,.395,.701,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,122.0,96.0,101.0,93.0,80.0,85.0,95.0,107.0,111.0,0.423,0.023,0.171,0.168,,1.53,0.14,1.51,-0.21,,95.2,92.1,84.4,84.5,,0.184,0.348,0.266,0.148,0.225,0.29,0.25,0.333,0.207,0.231,0.308,0.378,0.243,0.568,0.261,,,,100.0,102.0,99.0,92.0,104.0,111.0,0.171,,0.044,,,1.55,-0.4,,,,94.7,85.0,0.248,0.358,0.092,,,,0.24,0.4,0.188,,,,,,,,,,,,
2024/08/14,6:40 PM.,SEA,DET,home,Clear.,82,693433,LF,3,0,2,0,0,0,0,0,1,1,1,.220,.313,.405,.718,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,,,,97.0,109.0,107.0,113.0,101.0,107.0,,,,,,,0.489,,,0.187,,1.44,,,1.23,,94.8,,,84.2,,0.218,0.355,0.273,,,,,,,,,,0.265,0.529,0.241,91.0,104.0,100.0,116.0,109.0,109.0,,,,0.23,,,0.094,,1.85,,0.0,,89.6,94.7,,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,,,,,,,,,,,,
2024/08/13,6:40 PM.,SEA,DET,home,Clear.,81,669923,LF,1,0,1,0,0,0,0,0,0,0,0,.212,.303,.400,.703,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,110.0,104.0,110.0,97.0,99.0,93.0,109.0,100.0,108.0,0.339,0.004,0.102,0.237,,0.46,0.79,-2.05,1.28,,96.0,92.3,86.0,87.2,,0.221,0.458,0.291,0.253,0.413,0.295,,,,0.333,0.439,0.286,0.226,0.316,0.271,,,,106.0,108.0,108.0,114.0,110.0,113.0,0.236,,0.082,,,1.5,-1.95,,,,96.0,83.4,0.263,0.354,0.105,,,,,,,,,,,,,,,,73.9,0.0,-3.5
2024/08/11,1:06 PM.,SF,DET,away,Partly Cloudy.,62,806185,LF,3,0,0,0,0,0,0,0,1,2,2,.207,.299,.396,.695,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,111.0,102.0,104.0,90.0,89.0,85.0,119.0,90.0,100.0,,,,,,,0.446,,,0.184,0.187,-0.02,,,-0.26,0.82,95.8,,,86.4,80.5,0.216,0.44,0.182,,,,,,,0.145,0.218,0.327,0.244,0.512,0.487,155.0,91.0,114.0,,,,,,,,,,0.184,,,,-0.87,,88.1,,,,,,0.269,0.365,0.349,,,,,,,,,,,,,,,
2024/08/10,1:06 PM.,SF,DET,away,Partly Cloudy.,66,657277,DH,4,0,1,1,0,0,0,0,0,3,1,.211,.301,.404,.705,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,,,,57.0,106.0,88.0,126.0,104.0,114.0,52.0,95.0,88.0,,,,0.053,0.026,,0.212,,0.2,4.3,,0.16,,92.6,91.0,,83.8,,0.179,0.231,0.329,,,,0.077,0.077,0.265,,,,,,,137.0,105.0,112.0,95.0,104.0,102.0,,,,0.399,,,0.309,,1.32,,-0.13,,87.4,92.6,,0.268,0.338,0.144,0.275,0.411,0.216,0.239,0.331,0.268,,,,,,,,,,,,
2024/08/09,7:15 PM.,SF,DET,away,Cloudy.,61,592662,DH,3,0,0,0,0,0,0,0,1,2,1,.210,.302,.401,.703,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,96.0,98.0,96.0,99.0,91.0,91.0,,,,,,,0.528,,,0.322,,0.46,,,0.18,,94.1,,,88.4,,0.167,0.367,0.264,,,,,,,0.316,0.684,0.489,0.148,0.222,0.458,,,,,,,133.0,96.0,100.0,,,0.15,,,,-2.65,,,,,83.5,,,,,,,,,,,,,,,,,,,,,
2024/08/08,6:41 PM.,SEA,DET,away,Partly Cloudy.,80,693433,LF,4,1,1,0,0,0,0,0,0,1,0,.214,.303,.409,.712,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,,,,97.0,109.0,107.0,113.0,101.0,107.0,,,,,,,0.489,,,0.187,,1.44,,,1.23,,94.8,,,84.2,,0.218,0.355,0.273,,,,,,,,,,0.265,0.529,0.241,91.0,104.0,100.0,116.0,109.0,109.0,,,,0.23,,,0.094,,1.85,,0.0,,89.6,94.7,,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,,,,,,,,,,,,
2024/08/06,6:42 PM.,SEA,DET,away,Clear.,68,622491,DH,4,0,0,0,0,0,0,0,0,3,2,.213,.304,.413,.717,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,,,,120.0,105.0,103.0,72.0,106.0,108.0,,,,,,,0.454,,,0.224,,0.97,,,0.65,,95.6,,,85.7,,0.203,0.365,0.273,,,,,,,,,,0.207,0.357,0.358,89.0,104.0,97.0,100.0,102.0,98.0,,,,0.179,,,0.143,,-0.41,,-1.63,,88.1,95.6,,0.298,0.457,0.105,0.287,0.545,0.265,,,,,,,,,,,,,,,
