date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff
2024/05/23,6:40 PM.,DET,TOR,away,Clear.,82,656427,DH,3,0,1,0,0,0,0,0,0,0,2,.178,.275,.311,.586,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,,,,0.023,0.441,,,0.29,,0.5,,,-5.05,0.02,,93.3,,,90.6,84.7,,,,,0.6,1.2,0.4,,,,0.164,0.219,0.436,0.245,0.401,0.238,,,,0.222,0.455,0.363,87.0,83.0,81.0,101.0,103.0,107.0,0.218,0.027,2.19,-0.55,85.7,77.4,0.111,0.333,0.111,,,
2024/05/22,7:08 PM.,CWS,TOR,home,Partly Cloudy.,69,680897,DH,1,0,0,0,0,0,0,0,0,1,0,.167,.271,.310,.581,680897,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.07,6.45,35.2,84.0,100.0,86.0,0.736,6.56,9.08,8.07,1.77,0.58,0.216,0.477,0.234,0.297,0.361,90.0,81.0,88.0,101.0,78.0,78.0,,,,105.0,94.0,99.0,,,,,,,,0.454,,,0.362,0.086,-1.37,,,,0.09,-1.7,93.7,,,,84.5,79.2,,,,,,,,,,0.364,0.455,0.333,0.189,0.415,0.204,,,,0.222,0.444,0.346,86.0,75.0,75.0,,,,,0.098,,-4.58,85.8,,0.4,0.6,0.32,,,
2024/05/19,1:38 PM.,TB,TOR,home,Sunny.,60,650644,DH,4,3,3,1,0,1,1,0,0,1,0,.171,.277,.317,.594,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,57.0,96.0,102.0,0.24,0.099,0.322,0.02,0.163,0.156,-1.7,1.08,-4.86,0.06,-1.03,-1.36,92.0,88.1,85.6,92.6,80.5,77.1,0.232,0.394,0.233,0.241,0.421,0.158,0.267,0.467,0.272,0.25,0.479,0.275,0.294,0.49,0.095,0.375,0.625,0.261,0.25,0.375,0.438,,,,,,,,,,,,,,,,,,
2024/05/17,7:08 PM.,TB,TOR,home,Roof Closed.,68,641302,PH,1,0,0,0,0,0,0,0,0,0,1,.108,.233,.162,.395,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.1,4.68,107.2,106.0,94.0,104.0,0.815,7.52,2.01,9.2,1.92,0.62,0.28,0.372,0.155,0.351,0.441,,,,85.0,110.0,103.0,61.0,113.0,105.0,114.0,107.0,109.0,98.0,101.0,99.0,,,,0.131,0.223,0.318,,0.191,,-0.2,-0.5,,-1.02,1.43,,89.6,85.0,,89.7,77.8,,0.265,0.549,0.216,0.288,0.492,0.109,0.227,0.364,0.188,,,,0.232,0.495,0.244,,,,,,,102.0,103.0,103.0,,,,,0.137,,-2.94,81.3,,0.339,0.5,0.181,,,
2024/05/15,12:36 PM.,BAL,TOR,away,Cloudy.,64,680694,DH,2,0,0,0,0,0,0,0,0,1,3,.111,.238,.167,.405,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,,,,,,,0.399,0.131,,,0.298,0.172,-1.17,,,1.65,1.35,-0.48,94.5,,,95.3,88.2,84.1,,,,0.157,0.229,0.196,,,,0.227,0.5,0.283,0.364,0.545,0.273,,,,0.171,0.244,0.337,,,,,,,,,,,,,,,,,,
2024/05/13,6:36 PM.,BAL,TOR,away,Partly Cloudy.,75,669203,DH,3,0,1,0,0,0,1,0,1,0,4,.118,.250,.176,.426,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,,,,0.078,,0.45,,0.146,0.215,,1.37,,-0.5,0.7,0.44,,95.3,,97.0,87.2,80.3,0.251,0.362,0.19,0.235,0.412,0.157,0.125,0.5,0.457,0.2,0.326,0.378,,,,,,,0.196,0.268,0.463,110.0,98.0,103.0,,,,,0.11,,0.2,89.2,,0.194,0.339,0.377,,,
2024/05/12,1:38 PM.,MIN,TOR,home,Partly Cloudy.,60,641927,DH,2,0,0,0,0,0,0,0,0,0,0,.097,.222,.161,.383,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,,,,0.381,0.195,,0.118,0.011,-0.01,-0.86,,,2.03,4.57,91.7,86.2,,,80.3,76.0,0.279,0.504,0.229,,,,,,,0.0,0.0,0.375,0.258,0.506,0.222,,,,0.095,0.162,0.307,116.0,111.0,111.0,,,,,0.294,,1.98,83.4,,0.154,0.285,0.395,,,
2024/05/07,6:42 PM.,PHI,TOR,away,Partly Cloudy.,78,650911,PH,1,0,0,0,0,0,0,0,0,0,1,.103,.235,.172,.407,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,,,,0.473,,0.001,,0.169,,,2.59,,-0.55,0.65,,,86.5,,94.5,84.4,,,,,0.345,0.481,0.131,,,,,,,,,,,,,0.219,0.368,0.308,97.0,105.0,116.0,,,,,0.357,,1.56,85.1,,0.177,0.22,0.348,,,
2024/05/04,4:05 PM.,WSH,TOR,away,Drizzle.,53,663623,DH,5,0,0,0,0,0,1,0,0,1,3,.107,.242,.179,.421,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,,,,0.205,0.379,0.065,,0.003,0.313,0.44,0.06,,-0.64,-14.34,0.24,93.9,89.9,,93.3,85.9,81.1,0.283,0.522,0.204,0.325,0.497,0.149,,,,0.226,0.42,0.251,0.204,0.381,0.235,,,,,,,99.0,91.0,93.0,,,,,0.035,,1.34,88.4,,0.125,0.125,0.349,,,
2024/05/03,6:45 PM.,WSH,TOR,away,Partly Cloudy.,64,571578,PH,1,0,0,0,0,0,0,0,0,1,0,.130,.286,.217,.503,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,,,,0.338,0.076,0.192,,0.343,0.016,-1.46,-0.37,,-1.9,0.41,-2.3,91.3,85.7,,91.5,80.0,70.0,0.301,0.434,0.223,0.339,0.567,0.091,,,,0.5,1.25,0.526,0.311,0.578,0.133,,,,0.216,0.335,0.354,87.0,96.0,96.0,,,,0.001,0.034,4.71,-5.53,81.0,63.2,0.409,0.773,0.279,,,
2024/05/01,3:08 PM.,KC,TOR,home,Roof Closed.,68,607625,DH,4,0,1,1,0,0,0,0,0,1,2,.136,.296,.227,.523,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.24,0.082,0.026,0.135,0.262,0.7,2.86,0.07,0.65,-0.67,1.44,92.2,90.1,85.7,92.1,85.2,79.4,0.228,0.228,0.23,0.274,0.381,0.129,0.375,0.75,0.109,0.178,0.271,0.339,0.234,0.392,0.176,0.105,0.421,0.351,0.213,0.387,0.2,93.0,100.0,98.0,,,,,0.069,,0.08,87.4,,0.208,0.333,0.291,0.215,0.28,0.285
2024/04/27,3:07 PM.,LAD,TOR,home,Roof Closed.,68,607192,PH,1,0,0,0,0,0,0,0,0,0,1,.111,.304,.167,.471,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,,,,0.087,0.45,,,0.277,0.186,1.04,,,0.75,1.15,1.93,96.3,,,96.6,90.0,83.7,,,,0.233,0.395,0.171,,,,0.098,0.174,0.475,0.215,0.421,0.213,,,,0.2,0.333,0.404,,,,,,,,,,,,,,,,,,
2024/04/24,6:40 PM.,KC,TOR,away,Clear.,74,679525,DH,4,0,0,0,0,0,0,0,0,2,5,.118,.318,.176,.494,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,,,,0.138,0.37,,,0.228,0.164,0.34,,,-1.16,-0.57,-1.2,94.2,,,93.6,86.5,82.8,,,,0.317,0.524,0.099,0.2,0.433,0.464,0.263,0.5,0.274,0.208,0.383,0.223,,,,0.29,0.462,0.294,88.0,95.0,94.0,,,,,0.1,,0.84,86.3,,0.204,0.296,0.177,,,
2024/04/17,3:07 PM.,NYY,TOR,home,Roof Closed.,68,573186,PH,1,0,0,0,0,0,0,0,0,0,0,.154,.389,.231,.620,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,82.0,99.0,93.0,0.351,0.032,0.182,0.111,0.16,0.165,-4.01,-0.26,-0.31,-0.03,-2.37,-0.03,89.9,88.1,83.3,90.0,85.3,81.3,0.296,0.519,0.187,0.306,0.466,0.12,,,,0.0,0.0,0.265,0.455,0.636,0.259,0.235,0.309,0.241,0.258,0.386,0.272,,,,,,,,,,,,,,,,0.309,0.515,0.313
2024/04/13,3:07 PM.,COL,TOR,home,Roof Closed.,68,641712,DH,3,1,0,0,0,0,0,0,1,1,0,.167,.412,.250,.662,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,103.0,97.0,100.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,0.327,0.153,0.005,,0.244,0.172,-2.2,-18.69,,-0.07,-0.31,0.48,89.9,86.9,,90.4,84.1,80.3,,,,0.306,0.448,0.076,,,,0.13,0.217,0.33,0.302,0.509,0.079,,,,0.289,0.361,0.318,84.0,94.0,93.0,,,,,0.1,,-4.94,83.5,,0.379,0.69,0.146,,,
2024/04/12,7:08 PM.,COL,TOR,home,Roof Closed.,68,663372,DH,0,0,0,0,0,0,0,0,1,0,0,.222,.462,.333,.795,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,,,,0.128,0.37,,,0.254,0.101,0.63,,,-0.45,-0.87,1.28,94.6,,,94.2,87.4,79.2,,,,0.299,0.403,0.159,0.156,0.375,0.35,0.164,0.26,0.248,0.24,0.376,0.177,,,,0.355,0.523,0.226,117.0,95.0,102.0,,,,,0.147,,-1.02,85.2,,0.299,0.485,0.394,,,
2024/04/10,3:07 PM.,SEA,TOR,home,Roof Closed.,68,669302,PH,0,0,0,0,0,0,0,0,1,0,0,.222,.417,.333,.750,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,99.0,96.0,104.0,0.015,0.308,0.106,0.134,0.32,0.118,1.41,0.14,1.18,0.32,1.72,0.81,96.6,92.3,84.5,95.5,88.4,83.2,0.247,0.483,0.272,0.286,0.286,0.05,,,,0.181,0.301,0.354,0.204,0.383,0.193,0.101,0.162,0.506,0.21,0.375,0.368,,,,,,,,,,,,,,,,,,
2024/04/06,7:11 PM.,NYY,TOR,away,Cloudy.,50,657376,DH,4,0,1,1,0,0,1,0,1,2,3,.222,.364,.333,.697,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,,,,,,,83.0,94.0,85.0,136.0,94.0,102.0,106.0,102.0,100.0,,,,0.21,,0.35,,0.252,,,0.53,,-0.75,1.21,,,92.4,,94.3,85.2,,0.256,0.38,0.322,0.267,0.483,0.203,0.21,0.323,0.297,0.143,0.19,0.33,,,,,,,,,,36.0,89.0,96.0,150.0,102.0,113.0,0.182,0.006,0.89,-13.05,87.1,83.8,0.667,1.0,0.0,,,
2024/04/03,7:12 PM.,HOU,TOR,away,Roof Closed.,73,664299,PH,0,0,0,0,0,0,0,0,1,0,0,.200,.333,.200,.533,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,,,,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,,,,0.393,,,0.295,,-1.3,,,,0.38,,91.7,,,,77.5,,,,,,,,,,,0.5,0.667,0.143,0.256,0.535,0.27,,,,0.205,0.341,0.25,137.0,96.0,104.0,81.0,95.0,97.0,0.044,0.268,-5.23,1.39,81.2,75.2,0.194,0.306,0.276,,,
2024/03/30,4:09 PM.,TB,TOR,away,Dome.,72,641793,DH,4,0,1,0,0,0,0,0,0,1,2,.200,.200,.200,.400,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,104.0,106.0,112.0,0.148,0.221,,0.232,0.399,,0.58,,-0.84,-0.6,0.45,,92.4,,83.0,91.6,85.7,,,,,0.265,0.439,0.141,0.406,0.594,0.115,,,,0.245,0.358,0.191,0.258,0.423,0.344,0.257,0.427,0.227,,,,,,,,,,,,,,,,,,
2024/03/29,6:50 PM.,TB,TOR,away,Dome.,72,650644,PH,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,57.0,96.0,102.0,0.24,0.099,0.322,0.02,0.163,0.156,-1.7,1.08,-4.86,0.06,-1.03,-1.36,92.0,88.1,85.6,92.6,80.5,77.1,0.232,0.394,0.233,0.241,0.421,0.158,0.267,0.467,0.272,0.25,0.479,0.275,0.294,0.49,0.095,0.375,0.625,0.261,0.25,0.375,0.438,,,,,,,,,,,,,,,,,,
